,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vKN (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KN%,wFA/C,wFC/C,wSI/C,wSL/C,wKN/C,vFA,vFC,vSI,vSL,KC_ba,KC_slg,KC_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-21,745375,Single,single,False,650489,663362,Willi Castro,Matt Waldron,0,763c3fda-eb5a-4666-9c77-4ba540d97217,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,77.6,57.0,107.0,91.0,73.0,108.0,102.0,115.0,101.0,106.0,83.0,98.0,90.0,0.144,0.191,0.084,0.199,0.382,0.17,1.46,0.98,0.46,-1.08,90.6,87.0,90.0,79.2,0.25,0.403,0.273,0.241,0.42,0.232,0.229,0.458,0.198,0.284,0.389,0.064,0.245,0.408,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-21,745375,Forceout,force_out,True,663616,663362,Trevor Larnach,Matt Waldron,1,eca128a6-9684-4b95-b2e7-4892781bc57c,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,77.6,57.0,107.0,91.0,73.0,108.0,102.0,115.0,101.0,106.0,83.0,98.0,90.0,0.144,0.191,0.084,0.199,0.382,0.17,1.46,0.98,0.46,-1.08,90.6,87.0,90.0,79.2,0.25,0.403,0.273,0.241,0.42,0.232,0.229,0.458,0.198,0.284,0.389,0.064,0.245,0.408,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-21,745375,Forceout,force_out,True,668904,663362,Royce Lewis,Matt Waldron,1,c2556f04-f96e-49f3-ae55-d49a74c62a83,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,77.6,57.0,107.0,91.0,73.0,108.0,102.0,115.0,101.0,106.0,83.0,98.0,90.0,0.144,0.191,0.084,0.199,0.382,0.17,1.46,0.98,0.46,-1.08,90.6,87.0,90.0,79.2,0.25,0.403,0.273,0.241,0.42,0.232,0.229,0.458,0.198,0.284,0.389,0.064,0.245,0.408,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-21,745375,Strikeout,strikeout,True,670242,663362,Matt Wallner,Matt Waldron,0,1a9990c4-6123-4c38-96de-d259fe955638,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,77.6,57.0,107.0,91.0,73.0,108.0,102.0,115.0,101.0,106.0,83.0,98.0,90.0,0.144,0.191,0.084,0.199,0.382,0.17,1.46,0.98,0.46,-1.08,90.6,87.0,90.0,79.2,0.25,0.403,0.273,0.241,0.42,0.232,0.229,0.458,0.198,0.284,0.389,0.064,0.245,0.408,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-21,745375,Single,single,False,650333,680573,Luis Arraez,Simeon Woods Richardson,0,1c16e9dc-c71c-4609-8d5f-314e87cc8408,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,,73.0,101.0,89.0,,,,94.0,108.0,106.0,,,,,0.406,,0.314,,0.81,,,1.13,,93.2,,,86.5,,,,0.256,0.36,0.213,,,,,,,,,,103.0,106.0,112.0,102.0,102.0,102.0,0.081,0.199,1.69,-2.11,82.9,75.9,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,
5,2024-08-21,745375,Strikeout,strikeout,True,595777,680573,Jurickson Profar,Simeon Woods Richardson,0,fad27858-3768-43c3-aed6-f53d90e986e5,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,,73.0,101.0,89.0,,,,94.0,108.0,106.0,,,,,0.406,,0.314,,0.81,,,1.13,,93.2,,,86.5,,,,0.256,0.36,0.213,,,,,,,,,,103.0,106.0,112.0,102.0,102.0,102.0,0.081,0.199,1.69,-2.11,82.9,75.9,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,
6,2024-08-21,745375,Flyout,field_out,True,630105,680573,Jake Cronenworth,Simeon Woods Richardson,0,e605aec8-1578-4c43-b1d8-d7f085316247,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,,73.0,101.0,89.0,,,,94.0,108.0,106.0,,,,,0.406,,0.314,,0.81,,,1.13,,93.2,,,86.5,,,,0.256,0.36,0.213,,,,,,,,,,103.0,106.0,112.0,102.0,102.0,102.0,0.081,0.199,1.69,-2.11,82.9,75.9,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,
7,2024-08-21,745375,Walk,walk,False,592518,680573,Manny Machado,Simeon Woods Richardson,1,565ba1e1-f84c-410a-be13-d989cf3ac2ae,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,,73.0,101.0,89.0,,,,94.0,108.0,106.0,,,,,0.406,,0.314,,0.81,,,1.13,,93.2,,,86.5,,,,0.256,0.36,0.213,,,,,,,,,,103.0,106.0,112.0,102.0,102.0,102.0,0.081,0.199,1.69,-2.11,82.9,75.9,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,
8,2024-08-21,745375,Walk,walk,False,593428,680573,Xander Bogaerts,Simeon Woods Richardson,1,d42dab01-83c9-49de-a646-42b46e2741c2,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,,73.0,101.0,89.0,,,,94.0,108.0,106.0,,,,,0.406,,0.314,,0.81,,,1.13,,93.2,,,86.5,,,,0.256,0.36,0.213,,,,,,,,,,103.0,106.0,112.0,102.0,102.0,102.0,0.081,0.199,1.69,-2.11,82.9,75.9,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,
9,2024-08-21,745375,Flyout,field_out,True,701538,680573,Jackson Merrill,Simeon Woods Richardson,0,d1577c87-39f8-4398-bb18-ad735506b93e,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,,73.0,101.0,89.0,,,,94.0,108.0,106.0,,,,,0.406,,0.314,,0.81,,,1.13,,93.2,,,86.5,,,,0.256,0.36,0.213,,,,,,,,,,103.0,106.0,112.0,102.0,102.0,102.0,0.081,0.199,1.69,-2.11,82.9,75.9,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,
