,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-07,746704,Strikeout,strikeout,True,621550,666157,Patrick Wisdom,Nick Lodolo,0,521213c1-1b8b-40bc-ab1b-a7e29f6401e9,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-07,746704,Walk,walk,False,673548,666157,Seiya Suzuki,Nick Lodolo,0,ac0b815d-fe94-47fa-9a7f-23611096d3bc,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-07,746704,Strikeout,strikeout,True,641355,666157,Cody Bellinger,Nick Lodolo,1,2dafec5c-6470-4b92-b1f5-f238a1ac8747,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-07,746704,Single,single,False,666624,666157,Christopher Morel,Nick Lodolo,1,d8289f11-69f6-4883-8913-aece9ccf8d36,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-07,746704,Strikeout,strikeout,True,664023,666157,Ian Happ,Nick Lodolo,0,b59fcece-dfef-4c44-87ff-e586ec404a7d,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-07,746704,Flyout,field_out,True,656413,657006,Stuart Fairchild,Justin Steele,0,f1c584bf-ae98-47e8-973f-07cd5a83965b,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,3.01,91.0,103.0,101.0,102.0,0.802,8.6,1.98,7.22,0.79,1.1,0.278,0.378,0.166,0.301,0.525,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,66.0,103.0,93.0,0.05,0.598,0.027,0.027,0.43,2.99,3.31,3.98,91.7,86.6,92.0,79.8,0.255,0.401,0.206,0.0,0.0,0.214,0.133,0.133,0.111,0.188,0.25,0.2,132.0,104.0,109.0,0.298,1.39,83.2,0.171,0.279,0.299,,,,,,,,,,,,,,,,,,,,,
6,2024-06-07,746704,Strikeout,strikeout,True,682829,657006,Elly De La Cruz,Justin Steele,0,cde45846-07b5-4cc4-9ba3-fa7bb25ad046,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,3.01,91.0,103.0,101.0,102.0,0.802,8.6,1.98,7.22,0.79,1.1,0.278,0.378,0.166,0.301,0.525,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,66.0,103.0,93.0,0.05,0.598,0.027,0.027,0.43,2.99,3.31,3.98,91.7,86.6,92.0,79.8,0.255,0.401,0.206,0.0,0.0,0.214,0.133,0.133,0.111,0.188,0.25,0.2,132.0,104.0,109.0,0.298,1.39,83.2,0.171,0.279,0.299,,,,,,,,,,,,,,,,,,,,,
7,2024-06-07,746704,Strikeout,strikeout,True,600869,657006,Jeimer Candelario,Justin Steele,0,7d22db00-f6d6-498a-830b-3f0abb18e60f,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,3.01,91.0,103.0,101.0,102.0,0.802,8.6,1.98,7.22,0.79,1.1,0.278,0.378,0.166,0.301,0.525,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,66.0,103.0,93.0,0.05,0.598,0.027,0.027,0.43,2.99,3.31,3.98,91.7,86.6,92.0,79.8,0.255,0.401,0.206,0.0,0.0,0.214,0.133,0.133,0.111,0.188,0.25,0.2,132.0,104.0,109.0,0.298,1.39,83.2,0.171,0.279,0.299,,,,,,,,,,,,,,,,,,,,,
8,2024-06-07,746704,Lineout,field_out,True,621020,666157,Dansby Swanson,Nick Lodolo,0,3b56dc23-7856-4577-a4fa-f0f24cbc7d4d,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-07,746704,Strikeout,strikeout,True,623520,666157,David Bote,Nick Lodolo,0,bffeba02-6185-43ea-b414-48e644fbc593,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
