,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-03-31,746166,Strikeout,strikeout,True,680977,694813,Brendan Donovan,Gavin Stone,0,82be19ef-a6f4-493b-a424-879a8b015208,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
1,2024-03-31,746166,Strikeout,strikeout,True,502671,694813,Paul Goldschmidt,Gavin Stone,0,ac8525eb-2720-4cf4-a5fc-6a8789e9b4f4,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
2,2024-03-31,746166,Strikeout,strikeout,True,669357,694813,Nolan Gorman,Gavin Stone,0,27443385-1864-4595-b479-9b14e7bd7959,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
3,2024-03-31,746166,Lineout,field_out,True,605141,571927,Mookie Betts,Steven Matz,0,474a37fe-f235-4048-a5b4-e433cbb8cc00,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,,,,77.0,103.0,97.0,82.0,87.0,88.0,,,,0.591,,,0.082,0.068,0.259,,,1.05,-4.58,-4.17,-3.92,,,83.3,93.9,88.3,77.8,0.357,0.595,0.26,0.245,0.358,0.121,,,,0.5,0.6,0.238,,,,0.5,0.5,0.0,,,,,,
4,2024-03-31,746166,Strikeout,strikeout,True,660271,571927,Shohei Ohtani,Steven Matz,0,dfba3a5e-247c-4fe1-8288-17c950b146a2,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,,,,77.0,103.0,97.0,82.0,87.0,88.0,,,,0.591,,,0.082,0.068,0.259,,,1.05,-4.58,-4.17,-3.92,,,83.3,93.9,88.3,77.8,0.357,0.595,0.26,0.245,0.358,0.121,,,,0.5,0.6,0.238,,,,0.5,0.5,0.0,,,,,,
5,2024-03-31,746166,Hit By Pitch,hit_by_pitch,False,518692,571927,Freddie Freeman,Steven Matz,0,838347e0-6c7f-4479-a29f-f82422800bff,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,,,,77.0,103.0,97.0,82.0,87.0,88.0,,,,0.591,,,0.082,0.068,0.259,,,1.05,-4.58,-4.17,-3.92,,,83.3,93.9,88.3,77.8,0.357,0.595,0.26,0.245,0.358,0.121,,,,0.5,0.6,0.238,,,,0.5,0.5,0.0,,,,,,
6,2024-03-31,746166,Groundout,field_out,True,606192,571927,Teoscar Hernández,Steven Matz,0,5b52d62c-e692-4558-9d66-8cf0a8d3e338,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,,,,77.0,103.0,97.0,82.0,87.0,88.0,,,,0.591,,,0.082,0.068,0.259,,,1.05,-4.58,-4.17,-3.92,,,83.3,93.9,88.3,77.8,0.357,0.595,0.26,0.245,0.358,0.121,,,,0.5,0.6,0.238,,,,0.5,0.5,0.0,,,,,,
7,2024-03-31,746166,Groundout,field_out,True,571448,694813,Nolan Arenado,Gavin Stone,0,f36c91f8-6952-4ce9-97b4-42a1eafe3cb3,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
8,2024-03-31,746166,Strikeout,strikeout,True,575929,694813,Willson Contreras,Gavin Stone,0,ac6d3249-d343-4d35-aa50-139f2626d4c4,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
9,2024-03-31,746166,Single,single,False,676475,694813,Alec Burleson,Gavin Stone,0,22758a2a-18b4-4288-9dc3-b94446e6ba5e,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
