,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCH,vCU,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,wFO/C,wKC/C,vFO,vKC
0,2024-07-27,744908,Triple,triple,False,543760,592332,Marcus Semien,Kevin Gausman,0,669e803b-5a3d-4592-94de-48ea773e4277,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.24,4.96,144.1,105.0,94.0,105.0,0.794,8.17,2.68,8.73,1.25,0.91,0.244,0.44,0.136,0.366,0.422,99.0,105.0,104.0,88.0,101.0,92.0,90.0,90.0,95.0,89.0,109.0,109.0,0.053,0.533,0.335,0.079,0.16,0.12,-3.26,-2.25,93.9,85.7,93.4,82.9,0.287,0.498,0.178,0.179,0.289,0.324,0.323,0.548,0.254,0.3,0.633,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-27,744908,Single,single,False,608369,592332,Corey Seager,Kevin Gausman,1,23c962d4-4af3-4ca1-827c-4ddca6d6c1f6,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.24,4.96,144.1,105.0,94.0,105.0,0.794,8.17,2.68,8.73,1.25,0.91,0.244,0.44,0.136,0.366,0.422,99.0,105.0,104.0,88.0,101.0,92.0,90.0,90.0,95.0,89.0,109.0,109.0,0.053,0.533,0.335,0.079,0.16,0.12,-3.26,-2.25,93.9,85.7,93.4,82.9,0.287,0.498,0.178,0.179,0.289,0.324,0.323,0.548,0.254,0.3,0.633,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-27,744908,Flyout,field_out,True,669701,592332,Josh Smith,Kevin Gausman,0,3b5cee08-9791-48e2-918a-d93640c7bb0a,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.24,4.96,144.1,105.0,94.0,105.0,0.794,8.17,2.68,8.73,1.25,0.91,0.244,0.44,0.136,0.366,0.422,99.0,105.0,104.0,88.0,101.0,92.0,90.0,90.0,95.0,89.0,109.0,109.0,0.053,0.533,0.335,0.079,0.16,0.12,-3.26,-2.25,93.9,85.7,93.4,82.9,0.287,0.498,0.178,0.179,0.289,0.324,0.323,0.548,0.254,0.3,0.633,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-27,744908,Strikeout,strikeout,True,694671,592332,Wyatt Langford,Kevin Gausman,0,e7c10d74-123a-4609-8e4e-ecd6cf43201d,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.24,4.96,144.1,105.0,94.0,105.0,0.794,8.17,2.68,8.73,1.25,0.91,0.244,0.44,0.136,0.366,0.422,99.0,105.0,104.0,88.0,101.0,92.0,90.0,90.0,95.0,89.0,109.0,109.0,0.053,0.533,0.335,0.079,0.16,0.12,-3.26,-2.25,93.9,85.7,93.4,82.9,0.287,0.498,0.178,0.179,0.289,0.324,0.323,0.548,0.254,0.3,0.633,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-27,744908,Walk,walk,False,666969,592332,Adolis García,Kevin Gausman,1,bfe4f81a-6456-4b65-b62d-f54f0102c44a,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.24,4.96,144.1,105.0,94.0,105.0,0.794,8.17,2.68,8.73,1.25,0.91,0.244,0.44,0.136,0.366,0.422,99.0,105.0,104.0,88.0,101.0,92.0,90.0,90.0,95.0,89.0,109.0,109.0,0.053,0.533,0.335,0.079,0.16,0.12,-3.26,-2.25,93.9,85.7,93.4,82.9,0.287,0.498,0.178,0.179,0.289,0.324,0.323,0.548,0.254,0.3,0.633,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-27,744908,Strikeout,strikeout,True,663993,592332,Nathaniel Lowe,Kevin Gausman,0,d73554a5-f6f4-4793-9a5e-857a1858569e,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.24,4.96,144.1,105.0,94.0,105.0,0.794,8.17,2.68,8.73,1.25,0.91,0.244,0.44,0.136,0.366,0.422,99.0,105.0,104.0,88.0,101.0,92.0,90.0,90.0,95.0,89.0,109.0,109.0,0.053,0.533,0.335,0.079,0.16,0.12,-3.26,-2.25,93.9,85.7,93.4,82.9,0.287,0.498,0.178,0.179,0.289,0.324,0.323,0.548,0.254,0.3,0.633,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-27,744908,Strikeout,strikeout,True,543807,547179,George Springer,Michael Lorenzen,0,7c5f389c-304c-4cec-a19d-1303e6dcd4fa,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.68,4.7,117.1,97.0,94.0,95.0,0.8,6.6,4.22,7.29,1.3,1.01,0.248,0.392,0.186,0.322,0.409,85.0,95.0,90.0,81.0,102.0,94.0,126.0,99.0,109.0,,,,0.21,0.27,,0.147,0.91,,-0.95,-1.7,93.8,,93.6,84.0,0.16,0.33,0.185,,,,0.368,0.632,0.23,0.318,0.491,0.064,93.0,101.0,98.0,102.0,93.0,96.0,94.0,93.0,92.0,0.103,0.076,0.194,0.41,-0.5,1.83,90.1,84.6,81.6,0.128,0.181,0.365,0.213,0.511,0.252,0.278,0.444,0.356,0.188,0.438,0.186,,,,,,,,,
7,2024-07-27,744908,Flyout,field_out,True,687462,547179,Spencer Horwitz,Michael Lorenzen,0,e3816589-9eb4-46c0-95a6-d14251e52955,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.68,4.7,117.1,97.0,94.0,95.0,0.8,6.6,4.22,7.29,1.3,1.01,0.248,0.392,0.186,0.322,0.409,85.0,95.0,90.0,81.0,102.0,94.0,126.0,99.0,109.0,,,,0.21,0.27,,0.147,0.91,,-0.95,-1.7,93.8,,93.6,84.0,0.16,0.33,0.185,,,,0.368,0.632,0.23,0.318,0.491,0.064,93.0,101.0,98.0,102.0,93.0,96.0,94.0,93.0,92.0,0.103,0.076,0.194,0.41,-0.5,1.83,90.1,84.6,81.6,0.128,0.181,0.365,0.213,0.511,0.252,0.278,0.444,0.356,0.188,0.438,0.186,,,,,,,,,
8,2024-07-27,744908,Single,single,False,665489,547179,Vladimir Guerrero Jr.,Michael Lorenzen,0,4be603a6-e136-432f-a522-5302ce8e0ccd,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.68,4.7,117.1,97.0,94.0,95.0,0.8,6.6,4.22,7.29,1.3,1.01,0.248,0.392,0.186,0.322,0.409,85.0,95.0,90.0,81.0,102.0,94.0,126.0,99.0,109.0,,,,0.21,0.27,,0.147,0.91,,-0.95,-1.7,93.8,,93.6,84.0,0.16,0.33,0.185,,,,0.368,0.632,0.23,0.318,0.491,0.064,93.0,101.0,98.0,102.0,93.0,96.0,94.0,93.0,92.0,0.103,0.076,0.194,0.41,-0.5,1.83,90.1,84.6,81.6,0.128,0.181,0.365,0.213,0.511,0.252,0.278,0.444,0.356,0.188,0.438,0.186,,,,,,,,,
9,2024-07-27,744908,Single,single,False,457759,547179,Justin Turner,Michael Lorenzen,1,541993c6-f0cb-4976-b174-ff01631b9d3c,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.68,4.7,117.1,97.0,94.0,95.0,0.8,6.6,4.22,7.29,1.3,1.01,0.248,0.392,0.186,0.322,0.409,85.0,95.0,90.0,81.0,102.0,94.0,126.0,99.0,109.0,,,,0.21,0.27,,0.147,0.91,,-0.95,-1.7,93.8,,93.6,84.0,0.16,0.33,0.185,,,,0.368,0.632,0.23,0.318,0.491,0.064,93.0,101.0,98.0,102.0,93.0,96.0,94.0,93.0,92.0,0.103,0.076,0.194,0.41,-0.5,1.83,90.1,84.6,81.6,0.128,0.181,0.365,0.213,0.511,0.252,0.278,0.444,0.356,0.188,0.438,0.186,,,,,,,,,
