,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,KC%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vCU,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-27,745132,Lineout,field_out,True,650333,571945,Luis Arraez,Miles Mikolas,0,eb221455-d19d-4c0e-92d6-b447176d23b3,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.23,4.41,149.2,109.0,88.0,103.0,0.862,6.13,1.44,9.86,1.26,1.16,0.254,0.389,0.146,0.331,0.49,85.0,103.0,98.0,95.0,107.0,104.0,65.0,107.0,98.0,81.0,111.0,98.0,118.0,112.0,114.0,0.231,0.275,0.287,0.114,0.004,0.09,0.2,2.24,-1.19,-1.85,0.23,-3.0,93.1,85.6,92.4,85.5,76.3,68.4,0.225,0.344,0.111,0.31,0.517,0.153,0.284,0.463,0.173,0.362,0.672,0.168,0.267,0.55,0.232,0.25,0.438,0.255,,,,,,,,,,,,,,,,,,,,,
1,2024-08-27,745132,Strikeout,strikeout,True,595777,571945,Jurickson Profar,Miles Mikolas,0,b5b37fff-fa0c-45c8-b44d-1a005541aa8e,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.23,4.41,149.2,109.0,88.0,103.0,0.862,6.13,1.44,9.86,1.26,1.16,0.254,0.389,0.146,0.331,0.49,85.0,103.0,98.0,95.0,107.0,104.0,65.0,107.0,98.0,81.0,111.0,98.0,118.0,112.0,114.0,0.231,0.275,0.287,0.114,0.004,0.09,0.2,2.24,-1.19,-1.85,0.23,-3.0,93.1,85.6,92.4,85.5,76.3,68.4,0.225,0.344,0.111,0.31,0.517,0.153,0.284,0.463,0.173,0.362,0.672,0.168,0.267,0.55,0.232,0.25,0.438,0.255,,,,,,,,,,,,,,,,,,,,,
2,2024-08-27,745132,Strikeout,strikeout,True,630105,571945,Jake Cronenworth,Miles Mikolas,0,b1890370-7ab2-4b6f-9df7-4b1fa99b1fb5,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.23,4.41,149.2,109.0,88.0,103.0,0.862,6.13,1.44,9.86,1.26,1.16,0.254,0.389,0.146,0.331,0.49,85.0,103.0,98.0,95.0,107.0,104.0,65.0,107.0,98.0,81.0,111.0,98.0,118.0,112.0,114.0,0.231,0.275,0.287,0.114,0.004,0.09,0.2,2.24,-1.19,-1.85,0.23,-3.0,93.1,85.6,92.4,85.5,76.3,68.4,0.225,0.344,0.111,0.31,0.517,0.153,0.284,0.463,0.173,0.362,0.672,0.168,0.267,0.55,0.232,0.25,0.438,0.255,,,,,,,,,,,,,,,,,,,,,
3,2024-08-27,745132,Single,single,False,691026,656302,Masyn Winn,Dylan Cease,0,08f68da3-7792-4783-b563-431a7aca7493,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,,,,124.0,96.0,103.0,,,,113.0,101.0,105.0,,0.434,0.47,,0.08,0.01,0.09,,1.78,,-1.16,-4.15,96.9,69.7,,87.3,,82.5,,,,0.17,0.27,0.444,0.237,0.417,0.208,0.25,1.0,0.2,0.273,0.455,0.292,0.154,0.231,0.405,109.0,96.0,103.0,113.0,89.0,90.0,0.007,-5.13,91.8,0.25,1.0,0.0,,,,,,,,,
4,2024-08-27,745132,Double,double,False,676475,656302,Alec Burleson,Dylan Cease,1,25094961-ba54-4631-a9a8-a51f03b53547,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,,,,124.0,96.0,103.0,,,,113.0,101.0,105.0,,0.434,0.47,,0.08,0.01,0.09,,1.78,,-1.16,-4.15,96.9,69.7,,87.3,,82.5,,,,0.17,0.27,0.444,0.237,0.417,0.208,0.25,1.0,0.2,0.273,0.455,0.292,0.154,0.231,0.405,109.0,96.0,103.0,113.0,89.0,90.0,0.007,-5.13,91.8,0.25,1.0,0.0,,,,,,,,,
5,2024-08-27,745132,Sac Fly,sac_fly,True,663609,656302,Luken Baker,Dylan Cease,1,4ec57922-29af-41a9-a007-2d65315dd216,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,,,,124.0,96.0,103.0,,,,113.0,101.0,105.0,,0.434,0.47,,0.08,0.01,0.09,,1.78,,-1.16,-4.15,96.9,69.7,,87.3,,82.5,,,,0.17,0.27,0.444,0.237,0.417,0.208,0.25,1.0,0.2,0.273,0.455,0.292,0.154,0.231,0.405,109.0,96.0,103.0,113.0,89.0,90.0,0.007,-5.13,91.8,0.25,1.0,0.0,,,,,,,,,
6,2024-08-27,745132,Pop Out,field_out,True,680977,656302,Brendan Donovan,Dylan Cease,0,eb9e4e55-032f-4e72-af9d-e9d93e121bc8,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,,,,124.0,96.0,103.0,,,,113.0,101.0,105.0,,0.434,0.47,,0.08,0.01,0.09,,1.78,,-1.16,-4.15,96.9,69.7,,87.3,,82.5,,,,0.17,0.27,0.444,0.237,0.417,0.208,0.25,1.0,0.2,0.273,0.455,0.292,0.154,0.231,0.405,109.0,96.0,103.0,113.0,89.0,90.0,0.007,-5.13,91.8,0.25,1.0,0.0,,,,,,,,,
7,2024-08-27,745132,Double,double,False,671056,656302,Iván Herrera,Dylan Cease,0,c77934d9-8011-4e21-aa52-894ac88c5b3e,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,,,,124.0,96.0,103.0,,,,113.0,101.0,105.0,,0.434,0.47,,0.08,0.01,0.09,,1.78,,-1.16,-4.15,96.9,69.7,,87.3,,82.5,,,,0.17,0.27,0.444,0.237,0.417,0.208,0.25,1.0,0.2,0.273,0.455,0.292,0.154,0.231,0.405,109.0,96.0,103.0,113.0,89.0,90.0,0.007,-5.13,91.8,0.25,1.0,0.0,,,,,,,,,
8,2024-08-27,745132,Flyout,field_out,True,663457,656302,Lars Nootbaar,Dylan Cease,0,f8c95c84-ff58-43d2-9983-4f6a79b5d1a0,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,,,,124.0,96.0,103.0,,,,113.0,101.0,105.0,,0.434,0.47,,0.08,0.01,0.09,,1.78,,-1.16,-4.15,96.9,69.7,,87.3,,82.5,,,,0.17,0.27,0.444,0.237,0.417,0.208,0.25,1.0,0.2,0.273,0.455,0.292,0.154,0.231,0.405,109.0,96.0,103.0,113.0,89.0,90.0,0.007,-5.13,91.8,0.25,1.0,0.0,,,,,,,,,
9,2024-08-27,745132,Home Run,home_run,False,592518,571945,Manny Machado,Miles Mikolas,0,ffd792fb-78fa-4c93-b743-190dac86f1e3,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.23,4.41,149.2,109.0,88.0,103.0,0.862,6.13,1.44,9.86,1.26,1.16,0.254,0.389,0.146,0.331,0.49,85.0,103.0,98.0,95.0,107.0,104.0,65.0,107.0,98.0,81.0,111.0,98.0,118.0,112.0,114.0,0.231,0.275,0.287,0.114,0.004,0.09,0.2,2.24,-1.19,-1.85,0.23,-3.0,93.1,85.6,92.4,85.5,76.3,68.4,0.225,0.344,0.111,0.31,0.517,0.153,0.284,0.463,0.173,0.362,0.672,0.168,0.267,0.55,0.232,0.25,0.438,0.255,,,,,,,,,,,,,,,,,,,,,
