,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-07-28,745550,Single,single,False,680757,663465,Steven Kwan,Kolby Allard,0,517a965e-c26b-43ff-973d-300038ff820f,663465.0,kolbyallard,Allard,Left,Kolby Allard,PHI,3.5,4.5,18.0,108.0,70.0,103.0,0.843,6.5,1.0,11.0,2.5,1.36,0.121,0.397,0.155,0.431,0.478,79.0,112.0,105.0,97.0,100.0,104.0,61.0,107.0,100.0,19.0,113.0,93.0,68.0,107.0,105.0,0.045,0.373,0.205,0.131,0.246,-1.18,-2.43,-18.59,0.65,4.39,90.3,84.4,82.2,90.3,71.9,0.217,0.217,0.179,0.316,0.632,0.162,0.385,0.692,0.29,0.25,0.583,0.1,0.75,1.5,0.0,,,,,,,,,,,,,,,,,,,,,
1,2024-07-28,745550,Single,single,False,682657,663465,Angel Martínez,Kolby Allard,1,00259ee9-1307-4710-b85d-6948ec9b8a3b,663465.0,kolbyallard,Allard,Left,Kolby Allard,PHI,3.5,4.5,18.0,108.0,70.0,103.0,0.843,6.5,1.0,11.0,2.5,1.36,0.121,0.397,0.155,0.431,0.478,79.0,112.0,105.0,97.0,100.0,104.0,61.0,107.0,100.0,19.0,113.0,93.0,68.0,107.0,105.0,0.045,0.373,0.205,0.131,0.246,-1.18,-2.43,-18.59,0.65,4.39,90.3,84.4,82.2,90.3,71.9,0.217,0.217,0.179,0.316,0.632,0.162,0.385,0.692,0.29,0.25,0.583,0.1,0.75,1.5,0.0,,,,,,,,,,,,,,,,,,,,,
2,2024-07-28,745550,Pop Out,field_out,True,608070,663465,José Ramírez,Kolby Allard,0,72631356-8138-446b-8b19-198cc460699b,663465.0,kolbyallard,Allard,Left,Kolby Allard,PHI,3.5,4.5,18.0,108.0,70.0,103.0,0.843,6.5,1.0,11.0,2.5,1.36,0.121,0.397,0.155,0.431,0.478,79.0,112.0,105.0,97.0,100.0,104.0,61.0,107.0,100.0,19.0,113.0,93.0,68.0,107.0,105.0,0.045,0.373,0.205,0.131,0.246,-1.18,-2.43,-18.59,0.65,4.39,90.3,84.4,82.2,90.3,71.9,0.217,0.217,0.179,0.316,0.632,0.162,0.385,0.692,0.29,0.25,0.583,0.1,0.75,1.5,0.0,,,,,,,,,,,,,,,,,,,,,
3,2024-07-28,745550,Grounded Into DP,grounded_into_double_play,True,681807,663465,David Fry,Kolby Allard,1,db7e3f23-daa0-4958-8820-c8f686b0afae,663465.0,kolbyallard,Allard,Left,Kolby Allard,PHI,3.5,4.5,18.0,108.0,70.0,103.0,0.843,6.5,1.0,11.0,2.5,1.36,0.121,0.397,0.155,0.431,0.478,79.0,112.0,105.0,97.0,100.0,104.0,61.0,107.0,100.0,19.0,113.0,93.0,68.0,107.0,105.0,0.045,0.373,0.205,0.131,0.246,-1.18,-2.43,-18.59,0.65,4.39,90.3,84.4,82.2,90.3,71.9,0.217,0.217,0.179,0.316,0.632,0.162,0.385,0.692,0.29,0.25,0.583,0.1,0.75,1.5,0.0,,,,,,,,,,,,,,,,,,,,,
4,2024-07-28,745550,Home Run,home_run,False,656941,676282,Kyle Schwarber,Joey Cantillo,0,26b7b6ee-2f14-4af2-aab4-20ebecef545a,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,91.0,110.0,98.0,99.0,92.0,89.0,,,,,,,,0.476,,0.172,0.239,-4.26,,,1.51,-0.77,92.3,,78.2,,76.0,0.167,0.25,0.457,0.438,0.938,0.203,,,,0.167,0.333,0.222,,,,122.0,100.0,98.0,0.113,2.04,82.2,0.167,0.417,0.429,,,,,,,,,,,,
5,2024-07-28,745550,Field Error,field_error,False,607208,676282,Trea Turner,Joey Cantillo,0,eb613b91-d0aa-46be-a7ff-333018e2a0c3,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,91.0,110.0,98.0,99.0,92.0,89.0,,,,,,,,0.476,,0.172,0.239,-4.26,,,1.51,-0.77,92.3,,78.2,,76.0,0.167,0.25,0.457,0.438,0.938,0.203,,,,0.167,0.333,0.222,,,,122.0,100.0,98.0,0.113,2.04,82.2,0.167,0.417,0.429,,,,,,,,,,,,
6,2024-07-28,745550,Strikeout,strikeout,True,547180,676282,Bryce Harper,Joey Cantillo,0,e46d57f3-1b80-455d-98e3-562457873955,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,91.0,110.0,98.0,99.0,92.0,89.0,,,,,,,,0.476,,0.172,0.239,-4.26,,,1.51,-0.77,92.3,,78.2,,76.0,0.167,0.25,0.457,0.438,0.938,0.203,,,,0.167,0.333,0.222,,,,122.0,100.0,98.0,0.113,2.04,82.2,0.167,0.417,0.429,,,,,,,,,,,,
7,2024-07-28,745550,Forceout,force_out,True,664761,676282,Alec Bohm,Joey Cantillo,1,7945091e-f9a8-43ca-a536-43b4b9fb4ca7,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,91.0,110.0,98.0,99.0,92.0,89.0,,,,,,,,0.476,,0.172,0.239,-4.26,,,1.51,-0.77,92.3,,78.2,,76.0,0.167,0.25,0.457,0.438,0.938,0.203,,,,0.167,0.333,0.222,,,,122.0,100.0,98.0,0.113,2.04,82.2,0.167,0.417,0.429,,,,,,,,,,,,
8,2024-07-28,745550,Groundout,field_out,True,592206,676282,Nick Castellanos,Joey Cantillo,0,2523b68e-dae2-44e9-9088-df57fb43a01c,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,91.0,110.0,98.0,99.0,92.0,89.0,,,,,,,,0.476,,0.172,0.239,-4.26,,,1.51,-0.77,92.3,,78.2,,76.0,0.167,0.25,0.457,0.438,0.938,0.203,,,,0.167,0.333,0.222,,,,122.0,100.0,98.0,0.113,2.04,82.2,0.167,0.417,0.429,,,,,,,,,,,,
9,2024-07-28,745550,Single,single,False,678877,663465,Jhonkensy Noel,Kolby Allard,0,22672c66-2101-40f2-bd37-d500af4bc00e,663465.0,kolbyallard,Allard,Left,Kolby Allard,PHI,3.5,4.5,18.0,108.0,70.0,103.0,0.843,6.5,1.0,11.0,2.5,1.36,0.121,0.397,0.155,0.431,0.478,79.0,112.0,105.0,97.0,100.0,104.0,61.0,107.0,100.0,19.0,113.0,93.0,68.0,107.0,105.0,0.045,0.373,0.205,0.131,0.246,-1.18,-2.43,-18.59,0.65,4.39,90.3,84.4,82.2,90.3,71.9,0.217,0.217,0.179,0.316,0.632,0.162,0.385,0.692,0.29,0.25,0.583,0.1,0.75,1.5,0.0,,,,,,,,,,,,,,,,,,,,,
