,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-13,745594,Strikeout,strikeout,True,665833,605513,Oneil Cruz,Spencer Turnbull,0,fcb2a2d2-1bcd-4c6f-8391-a0d3b6dc3b72,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,
1,2024-04-13,745594,Walk,walk,False,668804,605513,Bryan Reynolds,Spencer Turnbull,0,3c0d62be-aaba-42cd-b9fb-755d07baee7b,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,
2,2024-04-13,745594,Double,double,False,663647,605513,Ke'Bryan Hayes,Spencer Turnbull,1,b73120ee-e31d-4bd5-8144-4d8dc68bfd82,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,
3,2024-04-13,745594,Lineout,field_out,True,669261,605513,Jack Suwinski,Spencer Turnbull,0,609a79ba-6fc2-46ec-9697-1943b4b1cb73,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,
4,2024-04-13,745594,Pop Out,field_out,True,658668,605513,Edward Olivares,Spencer Turnbull,0,0773ff0d-8103-44e9-9c93-e12a6046166c,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,
5,2024-04-13,745594,Home Run,home_run,False,656941,594835,Kyle Schwarber,Marco Gonzales,0,6fc890e3-d1c5-4393-ba64-e358b16859ea,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,,,,0.161,0.237,,0.069,0.243,-1.73,1.25,,-8.61,3.68,90.1,80.5,90.1,,79.5,0.375,0.438,0.188,,,,0.267,0.4,0.0,0.364,0.818,0.0,0.179,0.214,0.395,79.0,105.0,98.0,0.289,3.41,85.8,0.214,0.214,0.146,,,,,,,,,
6,2024-04-13,745594,Double,double,False,607208,594835,Trea Turner,Marco Gonzales,0,82e03d43-13fa-4c71-b5c7-36bdcb7483b1,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,,,,0.161,0.237,,0.069,0.243,-1.73,1.25,,-8.61,3.68,90.1,80.5,90.1,,79.5,0.375,0.438,0.188,,,,0.267,0.4,0.0,0.364,0.818,0.0,0.179,0.214,0.395,79.0,105.0,98.0,0.289,3.41,85.8,0.214,0.214,0.146,,,,,,,,,
7,2024-04-13,745594,Strikeout,strikeout,True,547180,594835,Bryce Harper,Marco Gonzales,0,126f786e-97f1-4f41-ada8-3e57ae3bc22a,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,,,,0.161,0.237,,0.069,0.243,-1.73,1.25,,-8.61,3.68,90.1,80.5,90.1,,79.5,0.375,0.438,0.188,,,,0.267,0.4,0.0,0.364,0.818,0.0,0.179,0.214,0.395,79.0,105.0,98.0,0.289,3.41,85.8,0.214,0.214,0.146,,,,,,,,,
8,2024-04-13,745594,Groundout,field_out,True,664761,594835,Alec Bohm,Marco Gonzales,0,7fd63d8b-95a3-497c-a538-7cf6cd9ced81,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,,,,0.161,0.237,,0.069,0.243,-1.73,1.25,,-8.61,3.68,90.1,80.5,90.1,,79.5,0.375,0.438,0.188,,,,0.267,0.4,0.0,0.364,0.818,0.0,0.179,0.214,0.395,79.0,105.0,98.0,0.289,3.41,85.8,0.214,0.214,0.146,,,,,,,,,
9,2024-04-13,745594,Single,single,False,592206,594835,Nick Castellanos,Marco Gonzales,1,22b10588-47cf-4c40-b2a6-8f12cb7002ee,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,,,,0.161,0.237,,0.069,0.243,-1.73,1.25,,-8.61,3.68,90.1,80.5,90.1,,79.5,0.375,0.438,0.188,,,,0.267,0.4,0.0,0.364,0.818,0.0,0.179,0.214,0.395,79.0,105.0,98.0,0.289,3.41,85.8,0.214,0.214,0.146,,,,,,,,,
