,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-04,746439,Double,double,False,672580,656412,Maikel Garcia,Alex Faedo,0,93efed1a-fa9c-4e53-848c-2be868750a7e,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-04,746439,Flyout,field_out,True,677951,656412,Bobby Witt Jr.,Alex Faedo,0,e58a4e65-55bb-4f80-b680-a7d5db802196,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-04,746439,Flyout,field_out,True,686469,656412,Vinnie Pasquantino,Alex Faedo,0,109d857c-2e09-4756-9dc4-6113295deb7a,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-04,746439,Walk,walk,False,521692,656412,Salvador Perez,Alex Faedo,0,eba1ec62-7369-49d2-bb67-72c87a61480f,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-04,746439,Strikeout,strikeout,True,592669,656412,Hunter Renfroe,Alex Faedo,0,7694fa73-e91d-404c-83bc-7aae21e263ac,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-04,746439,Groundout,field_out,True,672761,608379,Wenceel Pérez,Michael Wacha,0,14ceb340-faef-4b33-bbc3-e69c82ec5e36,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.5,4.32,139.0,101.0,91.0,99.0,0.794,7.77,2.46,8.42,0.97,1.02,0.248,0.453,0.204,0.277,0.427,112.0,109.0,113.0,83.0,101.0,97.0,78.0,101.0,87.0,98.0,90.0,90.0,0.15,0.235,0.102,0.318,0.37,0.38,-1.98,1.86,93.6,81.3,93.6,84.2,0.284,0.468,0.16,0.355,0.548,0.403,0.184,0.337,0.334,0.243,0.301,0.087,73.0,89.0,92.0,79.0,99.0,94.0,0.11,0.084,-0.94,-1.39,88.8,75.1,0.328,0.443,0.114,0.304,0.652,0.175,,,,,,,,,,,,
6,2024-08-04,746439,Flyout,field_out,True,690993,608379,Colt Keith,Michael Wacha,0,f634cc05-900b-4a82-b5c7-97da8942b11d,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.5,4.32,139.0,101.0,91.0,99.0,0.794,7.77,2.46,8.42,0.97,1.02,0.248,0.453,0.204,0.277,0.427,112.0,109.0,113.0,83.0,101.0,97.0,78.0,101.0,87.0,98.0,90.0,90.0,0.15,0.235,0.102,0.318,0.37,0.38,-1.98,1.86,93.6,81.3,93.6,84.2,0.284,0.468,0.16,0.355,0.548,0.403,0.184,0.337,0.334,0.243,0.301,0.087,73.0,89.0,92.0,79.0,99.0,94.0,0.11,0.084,-0.94,-1.39,88.8,75.1,0.328,0.443,0.114,0.304,0.652,0.175,,,,,,,,,,,,
7,2024-08-04,746439,Flyout,field_out,True,663837,608379,Matt Vierling,Michael Wacha,0,ae06eef2-6c8f-4c54-850a-85c76a3195b4,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.5,4.32,139.0,101.0,91.0,99.0,0.794,7.77,2.46,8.42,0.97,1.02,0.248,0.453,0.204,0.277,0.427,112.0,109.0,113.0,83.0,101.0,97.0,78.0,101.0,87.0,98.0,90.0,90.0,0.15,0.235,0.102,0.318,0.37,0.38,-1.98,1.86,93.6,81.3,93.6,84.2,0.284,0.468,0.16,0.355,0.548,0.403,0.184,0.337,0.334,0.243,0.301,0.087,73.0,89.0,92.0,79.0,99.0,94.0,0.11,0.084,-0.94,-1.39,88.8,75.1,0.328,0.443,0.114,0.304,0.652,0.175,,,,,,,,,,,,
8,2024-08-04,746439,Strikeout,strikeout,True,657557,656412,Paul DeJong,Alex Faedo,0,be3191ab-d0c1-4240-8616-fcba42392e64,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-04,746439,Strikeout,strikeout,True,666023,656412,Freddy Fermin,Alex Faedo,0,28593dd2-5791-44c0-b1af-8dd060ff5b07,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
