,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vSI,vSL,vKC,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-13,746136,Pop Out,field_out,True,543760,675627,Marcus Semien,Michael Grove,0,baf21e02-38ca-4eee-a39a-ce4d0bb21416,675627.0,michaelgrove,Grove,Right,Michael Grove,LAD,5.06,3.1,37.1,102.0,103.0,108.0,0.735,10.85,2.89,7.71,0.72,1.55,0.147,0.547,0.211,0.211,0.402,58.0,109.0,103.0,77.0,104.0,99.0,112.0,105.0,117.0,109.0,95.0,103.0,107.0,98.0,97.0,0.21,0.013,0.181,0.533,0.064,-3.67,-1.58,-0.65,1.59,-1.75,94.0,92.8,95.9,86.7,79.8,0.184,0.287,0.339,0.286,0.393,0.222,0.316,0.474,0.16,0.5,0.5,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-13,746136,Single,single,False,669701,675627,Josh Smith,Michael Grove,0,be1f2b8c-9577-4cd5-9e94-fda9505a67e1,675627.0,michaelgrove,Grove,Right,Michael Grove,LAD,5.06,3.1,37.1,102.0,103.0,108.0,0.735,10.85,2.89,7.71,0.72,1.55,0.147,0.547,0.211,0.211,0.402,58.0,109.0,103.0,77.0,104.0,99.0,112.0,105.0,117.0,109.0,95.0,103.0,107.0,98.0,97.0,0.21,0.013,0.181,0.533,0.064,-3.67,-1.58,-0.65,1.59,-1.75,94.0,92.8,95.9,86.7,79.8,0.184,0.287,0.339,0.286,0.393,0.222,0.316,0.474,0.16,0.5,0.5,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-13,746136,Single,single,False,666969,675627,Adolis García,Michael Grove,1,c1e5be7c-f266-4d32-a2b2-bd817b98fd9a,675627.0,michaelgrove,Grove,Right,Michael Grove,LAD,5.06,3.1,37.1,102.0,103.0,108.0,0.735,10.85,2.89,7.71,0.72,1.55,0.147,0.547,0.211,0.211,0.402,58.0,109.0,103.0,77.0,104.0,99.0,112.0,105.0,117.0,109.0,95.0,103.0,107.0,98.0,97.0,0.21,0.013,0.181,0.533,0.064,-3.67,-1.58,-0.65,1.59,-1.75,94.0,92.8,95.9,86.7,79.8,0.184,0.287,0.339,0.286,0.393,0.222,0.316,0.474,0.16,0.5,0.5,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-13,746136,Groundout,field_out,True,663993,675627,Nathaniel Lowe,Michael Grove,1,e50fee66-1a8f-45b5-b824-217a2317017b,675627.0,michaelgrove,Grove,Right,Michael Grove,LAD,5.06,3.1,37.1,102.0,103.0,108.0,0.735,10.85,2.89,7.71,0.72,1.55,0.147,0.547,0.211,0.211,0.402,58.0,109.0,103.0,77.0,104.0,99.0,112.0,105.0,117.0,109.0,95.0,103.0,107.0,98.0,97.0,0.21,0.013,0.181,0.533,0.064,-3.67,-1.58,-0.65,1.59,-1.75,94.0,92.8,95.9,86.7,79.8,0.184,0.287,0.339,0.286,0.393,0.222,0.316,0.474,0.16,0.5,0.5,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-13,746136,Single,single,False,694671,675627,Wyatt Langford,Michael Grove,1,df791628-a282-4dc8-8ad1-9faf09824db5,675627.0,michaelgrove,Grove,Right,Michael Grove,LAD,5.06,3.1,37.1,102.0,103.0,108.0,0.735,10.85,2.89,7.71,0.72,1.55,0.147,0.547,0.211,0.211,0.402,58.0,109.0,103.0,77.0,104.0,99.0,112.0,105.0,117.0,109.0,95.0,103.0,107.0,98.0,97.0,0.21,0.013,0.181,0.533,0.064,-3.67,-1.58,-0.65,1.59,-1.75,94.0,92.8,95.9,86.7,79.8,0.184,0.287,0.339,0.286,0.393,0.222,0.316,0.474,0.16,0.5,0.5,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-13,746136,Groundout,field_out,True,641680,675627,Jonah Heim,Michael Grove,1,eb1bb16d-9412-42bd-8476-8319f6fbc2a8,675627.0,michaelgrove,Grove,Right,Michael Grove,LAD,5.06,3.1,37.1,102.0,103.0,108.0,0.735,10.85,2.89,7.71,0.72,1.55,0.147,0.547,0.211,0.211,0.402,58.0,109.0,103.0,77.0,104.0,99.0,112.0,105.0,117.0,109.0,95.0,103.0,107.0,98.0,97.0,0.21,0.013,0.181,0.533,0.064,-3.67,-1.58,-0.65,1.59,-1.75,94.0,92.8,95.9,86.7,79.8,0.184,0.287,0.339,0.286,0.393,0.222,0.316,0.474,0.16,0.5,0.5,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-13,746136,Pop Out,field_out,True,605141,547179,Mookie Betts,Michael Lorenzen,0,23cd8d4d-fd01-4db7-b096-012c1fb63764,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,,,,94.0,94.0,93.0,0.205,0.27,0.111,0.145,,0.95,1.38,-0.46,-1.69,,94.0,90.2,93.8,84.5,,0.077,0.308,0.172,0.302,0.465,0.055,0.175,0.425,0.241,0.111,0.111,0.367,94.0,100.0,99.0,102.0,90.0,94.0,0.072,0.197,0.92,1.61,84.7,81.8,0.154,0.295,0.202,0.145,0.217,0.347,,,,,,,,,
7,2024-06-13,746136,Groundout,field_out,True,660271,547179,Shohei Ohtani,Michael Lorenzen,0,d98526dd-49bf-40b1-8710-a2f0677cdcb5,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,,,,94.0,94.0,93.0,0.205,0.27,0.111,0.145,,0.95,1.38,-0.46,-1.69,,94.0,90.2,93.8,84.5,,0.077,0.308,0.172,0.302,0.465,0.055,0.175,0.425,0.241,0.111,0.111,0.367,94.0,100.0,99.0,102.0,90.0,94.0,0.072,0.197,0.92,1.61,84.7,81.8,0.154,0.295,0.202,0.145,0.217,0.347,,,,,,,,,
8,2024-06-13,746136,Single,single,False,518692,547179,Freddie Freeman,Michael Lorenzen,0,72a38796-c0fd-45ec-b256-d554e2a7927a,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,,,,94.0,94.0,93.0,0.205,0.27,0.111,0.145,,0.95,1.38,-0.46,-1.69,,94.0,90.2,93.8,84.5,,0.077,0.308,0.172,0.302,0.465,0.055,0.175,0.425,0.241,0.111,0.111,0.367,94.0,100.0,99.0,102.0,90.0,94.0,0.072,0.197,0.92,1.61,84.7,81.8,0.154,0.295,0.202,0.145,0.217,0.347,,,,,,,,,
9,2024-06-13,746136,Strikeout,strikeout,True,606192,547179,Teoscar Hernández,Michael Lorenzen,0,6924d1a9-c621-4ebe-8142-925c29f94b19,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,,,,94.0,94.0,93.0,0.205,0.27,0.111,0.145,,0.95,1.38,-0.46,-1.69,,94.0,90.2,93.8,84.5,,0.077,0.308,0.172,0.302,0.465,0.055,0.175,0.425,0.241,0.111,0.111,0.367,94.0,100.0,99.0,102.0,90.0,94.0,0.072,0.197,0.92,1.61,84.7,81.8,0.154,0.295,0.202,0.145,0.217,0.347,,,,,,,,,
