,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FS%,wFS/C,vFS,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-24,745323,Flyout,field_out,True,663538,669062,Nico Hoerner,Erik Miller,0,9d93bbae-d468-49b9-ae23-ba8be09c4640,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-24,745323,Walk,walk,False,673548,669062,Seiya Suzuki,Erik Miller,0,f302a911-758b-45b5-b9ca-03a0f819b878,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-24,745323,Flyout,field_out,True,641355,669062,Cody Bellinger,Erik Miller,0,3d0e72d8-b88e-48c7-b42b-799448ce06a8,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-24,745323,Pickoff Caught Stealing 2B,pickoff_caught_stealing_2b,True,666624,669062,Christopher Morel,Erik Miller,0,7734d8bf-6f3d-4d67-941e-6a77555acb73,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-24,745323,Strikeout,strikeout,True,596103,657006,Austin Slater,Justin Steele,0,4af92ae9-3973-4ad1-bd43-80f01b30cca6,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,3.01,91.0,103.0,101.0,102.0,0.802,8.6,1.98,7.22,0.79,1.1,0.278,0.378,0.166,0.301,0.525,72.0,96.0,99.0,90.0,102.0,100.0,132.0,104.0,109.0,0.598,0.298,0.027,0.027,0.43,1.39,3.31,3.98,91.7,86.6,83.2,79.8,0.255,0.401,0.206,0.133,0.133,0.111,0.171,0.279,0.299,90.0,122.0,109.0,66.0,103.0,93.0,0.05,2.99,92.0,0.188,0.25,0.2,0.0,0.0,0.214,,,,,,,,,,,,,,,,,,
5,2024-06-24,745323,Single,single,False,671218,657006,Heliot Ramos,Justin Steele,0,5e2cd5ce-a08d-41b0-9680-130eb04ccddc,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,3.01,91.0,103.0,101.0,102.0,0.802,8.6,1.98,7.22,0.79,1.1,0.278,0.378,0.166,0.301,0.525,72.0,96.0,99.0,90.0,102.0,100.0,132.0,104.0,109.0,0.598,0.298,0.027,0.027,0.43,1.39,3.31,3.98,91.7,86.6,83.2,79.8,0.255,0.401,0.206,0.133,0.133,0.111,0.171,0.279,0.299,90.0,122.0,109.0,66.0,103.0,93.0,0.05,2.99,92.0,0.188,0.25,0.2,0.0,0.0,0.214,,,,,,,,,,,,,,,,,,
6,2024-06-24,745323,Flyout,field_out,True,527038,657006,Wilmer Flores,Justin Steele,0,0b19a1ab-1f95-4aa3-b4d1-66b5abd758ad,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,3.01,91.0,103.0,101.0,102.0,0.802,8.6,1.98,7.22,0.79,1.1,0.278,0.378,0.166,0.301,0.525,72.0,96.0,99.0,90.0,102.0,100.0,132.0,104.0,109.0,0.598,0.298,0.027,0.027,0.43,1.39,3.31,3.98,91.7,86.6,83.2,79.8,0.255,0.401,0.206,0.133,0.133,0.111,0.171,0.279,0.299,90.0,122.0,109.0,66.0,103.0,93.0,0.05,2.99,92.0,0.188,0.25,0.2,0.0,0.0,0.214,,,,,,,,,,,,,,,,,,
7,2024-06-24,745323,Flyout,field_out,True,624585,657006,Jorge Soler,Justin Steele,0,db9b033a-6c81-43ef-a9e6-ce057678d9b5,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,3.01,91.0,103.0,101.0,102.0,0.802,8.6,1.98,7.22,0.79,1.1,0.278,0.378,0.166,0.301,0.525,72.0,96.0,99.0,90.0,102.0,100.0,132.0,104.0,109.0,0.598,0.298,0.027,0.027,0.43,1.39,3.31,3.98,91.7,86.6,83.2,79.8,0.255,0.401,0.206,0.133,0.133,0.111,0.171,0.279,0.299,90.0,122.0,109.0,66.0,103.0,93.0,0.05,2.99,92.0,0.188,0.25,0.2,0.0,0.0,0.214,,,,,,,,,,,,,,,,,,
8,2024-06-24,745323,Flyout,field_out,True,666624,702352,Christopher Morel,Spencer Bivens,0,5dd313fa-6c17-4322-b011-0ed1695725bc,702352.0,spencerbivens,Bivens,Right,Spencer Bivens,SFG,2.65,5.06,17.0,102.0,103.0,101.0,0.752,8.47,2.65,7.41,2.65,1.47,0.234,0.362,0.191,0.383,0.408,106.0,95.0,95.0,72.0,103.0,83.0,136.0,110.0,114.0,0.077,0.276,,0.147,-4.12,1.65,,5.34,94.4,88.9,81.2,,0.2,0.8,0.25,0.0,0.0,0.25,0.176,0.353,0.385,,,,89.0,99.0,97.0,0.482,-2.42,94.0,0.333,0.7,0.176,,,,78.0,124.0,109.0,0.018,6.66,88.5,,,,,,,,,,,,
9,2024-06-24,745323,Walk,walk,False,664023,702352,Ian Happ,Spencer Bivens,0,3160bc06-1029-4919-802a-28edf9616552,702352.0,spencerbivens,Bivens,Right,Spencer Bivens,SFG,2.65,5.06,17.0,102.0,103.0,101.0,0.752,8.47,2.65,7.41,2.65,1.47,0.234,0.362,0.191,0.383,0.408,106.0,95.0,95.0,72.0,103.0,83.0,136.0,110.0,114.0,0.077,0.276,,0.147,-4.12,1.65,,5.34,94.4,88.9,81.2,,0.2,0.8,0.25,0.0,0.0,0.25,0.176,0.353,0.385,,,,89.0,99.0,97.0,0.482,-2.42,94.0,0.333,0.7,0.176,,,,78.0,124.0,109.0,0.018,6.66,88.5,,,,,,,,,,,,
