,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-26,745424,Home Run,home_run,False,656941,605397,Kyle Schwarber,Joe Musgrove,0,c8d9dbc8-cce0-46e9-b47a-91f3259c33ef,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,,,,,,,,,,,,,
1,2024-04-26,745424,Groundout,field_out,True,607208,605397,Trea Turner,Joe Musgrove,0,1fe36091-5777-49dc-adf0-423a49f74ea6,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,,,,,,,,,,,,,
2,2024-04-26,745424,Groundout,field_out,True,547180,605397,Bryce Harper,Joe Musgrove,0,086c3791-85b9-42e5-a3cf-1e851bb7ece3,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,,,,,,,,,,,,,
3,2024-04-26,745424,Double,double,False,664761,605397,Alec Bohm,Joe Musgrove,0,0977a42f-f49b-41f2-a9da-86a65de9eb3b,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,,,,,,,,,,,,,
4,2024-04-26,745424,Walk,walk,False,592663,605397,J.T. Realmuto,Joe Musgrove,0,00ca5ec9-0d8e-4048-93a6-587f52c45481,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,,,,,,,,,,,,,
5,2024-04-26,745424,Double,double,False,669016,605397,Brandon Marsh,Joe Musgrove,1,b859e359-e66a-48ff-be42-b5181aaf591c,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,,,,,,,,,,,,,
6,2024-04-26,745424,Groundout,field_out,True,592206,605397,Nick Castellanos,Joe Musgrove,0,ed7ef533-fc60-450d-974c-ee6ba7f98f4d,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,,,,,,,,,,,,,
7,2024-04-26,745424,Lineout,field_out,True,593428,605400,Xander Bogaerts,Aaron Nola,0,1f8dd18f-b77c-4be4-a38a-5da9eca2a108,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,,,,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,,0.103,1.43,-2.53,-0.12,,,-2.18,92.3,87.4,85.4,91.4,,,0.117,0.252,0.226,0.389,0.75,0.143,0.194,0.306,0.35,,,,0.289,0.5,0.154,0.29,0.47,0.137,133.0,109.0,116.0,0.324,2.0,79.2,,,,,,,,,
8,2024-04-26,745424,Strikeout,strikeout,True,665487,605400,Fernando Tatis Jr.,Aaron Nola,0,be732700-ec07-4203-aeee-8f7e0e26356e,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,,,,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,,0.103,1.43,-2.53,-0.12,,,-2.18,92.3,87.4,85.4,91.4,,,0.117,0.252,0.226,0.389,0.75,0.143,0.194,0.306,0.35,,,,0.289,0.5,0.154,0.29,0.47,0.137,133.0,109.0,116.0,0.324,2.0,79.2,,,,,,,,,
9,2024-04-26,745424,Strikeout,strikeout,True,630105,605400,Jake Cronenworth,Aaron Nola,0,9337eb7c-0b42-4a12-a290-f494b954aef6,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,,,,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,,0.103,1.43,-2.53,-0.12,,,-2.18,92.3,87.4,85.4,91.4,,,0.117,0.252,0.226,0.389,0.75,0.143,0.194,0.306,0.35,,,,0.289,0.5,0.154,0.29,0.47,0.137,133.0,109.0,116.0,0.324,2.0,79.2,,,,,,,,,
