,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-03,747100,Flyout,field_out,True,624585,519242,Jorge Soler,Chris Sale,0,1d24a60c-6061-4a58-8f46-b93c9fdf3037,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-03,747100,Groundout,field_out,True,596103,519242,Austin Slater,Chris Sale,0,18ed61be-ab2e-4157-a5b3-6a844b5848e2,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-03,747100,Flyout,field_out,True,671218,519242,Heliot Ramos,Chris Sale,0,e5b763df-369f-4fa8-98cb-6bb7920a5656,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-03,747100,Groundout,field_out,True,672284,663855,Jarred Kelenic,Jordan Hicks,0,25ba7d87-be08-4308-bb7a-8f5f92dddf23,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,0.507,0.052,0.23,,-3.81,0.19,0.18,,95.5,,94.4,81.0,0.145,0.319,0.377,0.263,0.421,0.194,,,,0.337,0.484,0.122,121.0,92.0,106.0,0.21,-0.21,84.2,0.165,0.271,0.399,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-03,747100,Single,single,False,645277,663855,Ozzie Albies,Jordan Hicks,0,0d36090f-8a1a-4332-bf60-267f34bca078,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,0.507,0.052,0.23,,-3.81,0.19,0.18,,95.5,,94.4,81.0,0.145,0.319,0.377,0.263,0.421,0.194,,,,0.337,0.484,0.122,121.0,92.0,106.0,0.21,-0.21,84.2,0.165,0.271,0.399,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-03,747100,Strikeout,strikeout,True,542303,663855,Marcell Ozuna,Jordan Hicks,0,94212282-00bb-4d7b-ab28-6c781159b737,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,0.507,0.052,0.23,,-3.81,0.19,0.18,,95.5,,94.4,81.0,0.145,0.319,0.377,0.263,0.421,0.194,,,,0.337,0.484,0.122,121.0,92.0,106.0,0.21,-0.21,84.2,0.165,0.271,0.399,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-03,747100,Strikeout,strikeout,True,621566,663855,Matt Olson,Jordan Hicks,0,cab42bf7-d8bf-411b-9f54-6309ee1dd42c,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,0.507,0.052,0.23,,-3.81,0.19,0.18,,95.5,,94.4,81.0,0.145,0.319,0.377,0.263,0.421,0.194,,,,0.337,0.484,0.122,121.0,92.0,106.0,0.21,-0.21,84.2,0.165,0.271,0.399,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-03,747100,Walk,walk,False,656305,519242,Matt Chapman,Chris Sale,0,34eed42f-cb67-4d2b-9387-921cd5042a2a,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-03,747100,Strikeout,strikeout,True,682641,519242,Luis Matos,Chris Sale,0,1aa7aea8-01e7-40ca-b997-6008c653a8b0,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-03,747100,Groundout,field_out,True,681584,519242,David Villar,Chris Sale,1,59eda05a-a3eb-4e4f-b66a-d7b56bc3bde3,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
