,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff
0,2024-08-20,747083,Strikeout,strikeout,True,656941,625643,Kyle Schwarber,Reynaldo López,0,81e92001-d652-4d58-802c-44f496173f4e,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,111.0,100.0,105.0,0.557,0.285,0.119,0.039,1.01,1.31,2.37,-4.57,95.5,86.3,84.8,77.3,0.27,0.383,0.171,0.184,0.243,0.418,0.133,0.178,0.368,0.294,0.824,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-20,747083,Lineout,field_out,True,607208,625643,Trea Turner,Reynaldo López,0,78fe86db-001c-4a90-bf41-989b678b4ab3,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,111.0,100.0,105.0,0.557,0.285,0.119,0.039,1.01,1.31,2.37,-4.57,95.5,86.3,84.8,77.3,0.27,0.383,0.171,0.184,0.243,0.418,0.133,0.178,0.368,0.294,0.824,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-20,747083,Strikeout,strikeout,True,547180,625643,Bryce Harper,Reynaldo López,0,cc3e6ae7-48c0-4966-b38a-c24659124b2c,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,111.0,100.0,105.0,0.557,0.285,0.119,0.039,1.01,1.31,2.37,-4.57,95.5,86.3,84.8,77.3,0.27,0.383,0.171,0.184,0.243,0.418,0.133,0.178,0.368,0.294,0.824,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-20,747083,Strikeout,strikeout,True,671739,554430,Michael Harris II,Zack Wheeler,0,16a1671a-9765-43d4-a064-f64ddc0acb4c,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.74,3.04,160.2,104.0,105.0,108.0,0.753,9.86,2.52,6.44,0.95,1.06,0.263,0.339,0.21,0.29,0.428,,,,111.0,100.0,106.0,100.0,107.0,110.0,126.0,107.0,115.0,0.408,0.116,0.106,,0.76,1.84,-1.22,,95.2,,84.6,81.7,0.214,0.408,0.286,,,,0.22,0.458,0.38,,,,110.0,104.0,108.0,92.0,97.0,95.0,95.0,106.0,106.0,0.187,0.106,0.078,-0.08,0.68,2.63,91.0,86.0,94.5,0.189,0.259,0.153,0.133,0.227,0.302,0.25,0.393,0.182,0.167,0.238,0.41
4,2024-08-20,747083,Single,single,False,657656,554430,Ramón Laureano,Zack Wheeler,0,5d562b5c-60b5-4b75-ac15-e647ffc29323,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.74,3.04,160.2,104.0,105.0,108.0,0.753,9.86,2.52,6.44,0.95,1.06,0.263,0.339,0.21,0.29,0.428,,,,111.0,100.0,106.0,100.0,107.0,110.0,126.0,107.0,115.0,0.408,0.116,0.106,,0.76,1.84,-1.22,,95.2,,84.6,81.7,0.214,0.408,0.286,,,,0.22,0.458,0.38,,,,110.0,104.0,108.0,92.0,97.0,95.0,95.0,106.0,106.0,0.187,0.106,0.078,-0.08,0.68,2.63,91.0,86.0,94.5,0.189,0.259,0.153,0.133,0.227,0.302,0.25,0.393,0.182,0.167,0.238,0.41
5,2024-08-20,747083,Strikeout,strikeout,True,542303,554430,Marcell Ozuna,Zack Wheeler,0,8b4d7cb1-bcde-4d14-9200-5df65103996c,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.74,3.04,160.2,104.0,105.0,108.0,0.753,9.86,2.52,6.44,0.95,1.06,0.263,0.339,0.21,0.29,0.428,,,,111.0,100.0,106.0,100.0,107.0,110.0,126.0,107.0,115.0,0.408,0.116,0.106,,0.76,1.84,-1.22,,95.2,,84.6,81.7,0.214,0.408,0.286,,,,0.22,0.458,0.38,,,,110.0,104.0,108.0,92.0,97.0,95.0,95.0,106.0,106.0,0.187,0.106,0.078,-0.08,0.68,2.63,91.0,86.0,94.5,0.189,0.259,0.153,0.133,0.227,0.302,0.25,0.393,0.182,0.167,0.238,0.41
6,2024-08-20,747083,Strikeout,strikeout,True,621566,554430,Matt Olson,Zack Wheeler,0,04c4d92c-f9e6-4426-b0b0-334d704082b2,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.74,3.04,160.2,104.0,105.0,108.0,0.753,9.86,2.52,6.44,0.95,1.06,0.263,0.339,0.21,0.29,0.428,,,,111.0,100.0,106.0,100.0,107.0,110.0,126.0,107.0,115.0,0.408,0.116,0.106,,0.76,1.84,-1.22,,95.2,,84.6,81.7,0.214,0.408,0.286,,,,0.22,0.458,0.38,,,,110.0,104.0,108.0,92.0,97.0,95.0,95.0,106.0,106.0,0.187,0.106,0.078,-0.08,0.68,2.63,91.0,86.0,94.5,0.189,0.259,0.153,0.133,0.227,0.302,0.25,0.393,0.182,0.167,0.238,0.41
7,2024-08-20,747083,Single,single,False,664761,625643,Alec Bohm,Reynaldo López,0,1718345f-aa1f-4975-be93-9f5fbd0dcdbd,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,111.0,100.0,105.0,0.557,0.285,0.119,0.039,1.01,1.31,2.37,-4.57,95.5,86.3,84.8,77.3,0.27,0.383,0.171,0.184,0.243,0.418,0.133,0.178,0.368,0.294,0.824,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-20,747083,Forceout,force_out,True,592206,625643,Nick Castellanos,Reynaldo López,1,3c9cf6d0-0518-474d-acce-eb0f86dc5ab2,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,111.0,100.0,105.0,0.557,0.285,0.119,0.039,1.01,1.31,2.37,-4.57,95.5,86.3,84.8,77.3,0.27,0.383,0.171,0.184,0.243,0.418,0.133,0.178,0.368,0.294,0.824,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-20,747083,Single,single,False,681082,625643,Bryson Stott,Reynaldo López,1,77849a62-6c28-491b-a1b0-4066ffce1027,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,111.0,100.0,105.0,0.557,0.285,0.119,0.039,1.01,1.31,2.37,-4.57,95.5,86.3,84.8,77.3,0.27,0.383,0.171,0.184,0.243,0.418,0.133,0.178,0.368,0.294,0.824,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
