,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,CH%,wFO/C,wKC/C,wCH/C,vFO,vCH,vKC,CH_ba,CH_slg,CH_whiff
0,2024-05-22,745576,Single,single,False,543760,592836,Marcus Semien,Taijuan Walker,0,73ff1c87-3d92-48a6-aa1e-40205ab249f3,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,,,,
1,2024-05-22,745576,Walk,walk,False,608369,592836,Corey Seager,Taijuan Walker,1,5fec7b75-94a4-47a4-bcc5-3acaeedf8f3d,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,,,,
2,2024-05-22,745576,Strikeout,strikeout,True,663993,592836,Nathaniel Lowe,Taijuan Walker,0,74808f07-a928-42bc-ac5b-921c90693342,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,,,,
3,2024-05-22,745576,Lineout,field_out,True,666969,592836,Adolis García,Taijuan Walker,0,2ec08c51-d913-4126-8d5d-fd048a91845b,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,,,,
4,2024-05-22,745576,Single,single,False,669701,592836,Josh Smith,Taijuan Walker,1,cef1ac08-3729-47b9-a06a-f0b46552c682,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,,,,
5,2024-05-22,745576,Strikeout,strikeout,True,641680,592836,Jonah Heim,Taijuan Walker,0,66904385-e390-4462-8bed-6f4b0e714b64,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,,,,
6,2024-05-22,745576,Flyout,field_out,True,656941,641540,Kyle Schwarber,Dane Dunning,0,ea34181c-e42b-4d84-baaf-0f588dc62f10,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,,,,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,79.0,97.0,94.0,,,,0.349,0.031,0.182,,0.245,,-3.78,-0.59,,0.8,-0.4,,89.4,88.2,,90.0,80.9,,0.218,0.376,0.133,,,,0.226,0.472,0.336,0.233,0.419,0.259,0.25,0.625,0.263,0.0,0.0,0.368,82.0,94.0,87.0,60.0,92.0,100.0,0.001,0.056,0.137,-6.42,-0.02,-1.16,76.4,85.4,75.8,0.219,0.531,0.358
7,2024-05-22,745576,Groundout,field_out,True,592663,641540,J.T. Realmuto,Dane Dunning,0,69975d12-4209-4f28-8082-76e5706e5d0d,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,,,,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,79.0,97.0,94.0,,,,0.349,0.031,0.182,,0.245,,-3.78,-0.59,,0.8,-0.4,,89.4,88.2,,90.0,80.9,,0.218,0.376,0.133,,,,0.226,0.472,0.336,0.233,0.419,0.259,0.25,0.625,0.263,0.0,0.0,0.368,82.0,94.0,87.0,60.0,92.0,100.0,0.001,0.056,0.137,-6.42,-0.02,-1.16,76.4,85.4,75.8,0.219,0.531,0.358
8,2024-05-22,745576,Strikeout,strikeout,True,547180,641540,Bryce Harper,Dane Dunning,0,199325bb-668a-40ed-9ab7-70f85a19d4c3,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,,,,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,79.0,97.0,94.0,,,,0.349,0.031,0.182,,0.245,,-3.78,-0.59,,0.8,-0.4,,89.4,88.2,,90.0,80.9,,0.218,0.376,0.133,,,,0.226,0.472,0.336,0.233,0.419,0.259,0.25,0.625,0.263,0.0,0.0,0.368,82.0,94.0,87.0,60.0,92.0,100.0,0.001,0.056,0.137,-6.42,-0.02,-1.16,76.4,85.4,75.8,0.219,0.531,0.358
9,2024-05-22,745576,Groundout,field_out,True,694497,592836,Evan Carter,Taijuan Walker,0,259ffda7-b793-4f29-b900-a4a10e1ddc56,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,,,,
