,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,KC%,wFC/C,wFS/C,wSI/C,wKC/C,vFC,vFS,vSI,vKC,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff
0,2024-04-24,745028,Triple,triple,False,668942,592351,Josh Rojas,Jon Gray,0,b635c3da-d949-48fe-b9ed-f60e8358c766,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,0.303,0.419,0.146,0.218,0.327,0.338,0.308,0.654,0.235,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-24,745028,Strikeout,strikeout,True,677594,592351,Julio Rodríguez,Jon Gray,0,7df9112a-4383-46b7-a104-af066a7f4851,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,0.303,0.419,0.146,0.218,0.327,0.338,0.308,0.654,0.235,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-24,745028,Walk,walk,False,593871,592351,Jorge Polanco,Jon Gray,0,f372700f-abb8-46d4-81d3-d43ddaa7c741,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,0.303,0.419,0.146,0.218,0.327,0.338,0.308,0.654,0.235,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-24,745028,Forceout,force_out,True,571745,592351,Mitch Haniger,Jon Gray,1,cd3b9da6-d4fc-46aa-be26-11ef2ada85b5,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,0.303,0.419,0.146,0.218,0.327,0.338,0.308,0.654,0.235,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-24,745028,Single,single,False,664034,592351,Ty France,Jon Gray,1,8bed1dbf-5508-4f69-8f67-3dc9e49406d6,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,0.303,0.419,0.146,0.218,0.327,0.338,0.308,0.654,0.235,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-24,745028,Strikeout,strikeout,True,670042,592351,Luke Raley,Jon Gray,0,2f939fc7-eb47-405a-9ce0-682ef6b40f04,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,0.303,0.419,0.146,0.218,0.327,0.338,0.308,0.654,0.235,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-24,745028,Strikeout,strikeout,True,543760,682243,Marcus Semien,Bryce Miller,0,e4733a5c-80bf-48d2-b0ca-029c6c148c69,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,0.439,0.169,,,1.42,-1.33,,,95.1,,83.8,,0.197,0.349,0.276,0.333,0.593,0.118,,,,0.0,0.0,0.25,99.0,100.0,98.0,66.0,82.0,91.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.015,0.174,0.014,-3.96,0.84,1.27,4.17,92.3,83.8,94.6,85.5,0.245,0.362,0.094,0.181,0.266,0.256,0.5,0.75,0.1
7,2024-04-24,745028,Walk,walk,False,608369,682243,Corey Seager,Bryce Miller,0,8206b656-255b-4c0d-864d-1c6daac47c4c,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,0.439,0.169,,,1.42,-1.33,,,95.1,,83.8,,0.197,0.349,0.276,0.333,0.593,0.118,,,,0.0,0.0,0.25,99.0,100.0,98.0,66.0,82.0,91.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.015,0.174,0.014,-3.96,0.84,1.27,4.17,92.3,83.8,94.6,85.5,0.245,0.362,0.094,0.181,0.266,0.256,0.5,0.75,0.1
8,2024-04-24,745028,Walk,walk,False,663993,682243,Nathaniel Lowe,Bryce Miller,1,74b0558d-fb9c-4219-b84c-fd814bc8bc6e,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,0.439,0.169,,,1.42,-1.33,,,95.1,,83.8,,0.197,0.349,0.276,0.333,0.593,0.118,,,,0.0,0.0,0.25,99.0,100.0,98.0,66.0,82.0,91.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.015,0.174,0.014,-3.96,0.84,1.27,4.17,92.3,83.8,94.6,85.5,0.245,0.362,0.094,0.181,0.266,0.256,0.5,0.75,0.1
9,2024-04-24,745028,Strikeout,strikeout,True,666969,682243,Adolis García,Bryce Miller,0,294fcf19-0d0f-4c10-9a34-e89fae4b905c,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,0.439,0.169,,,1.42,-1.33,,,95.1,,83.8,,0.197,0.349,0.276,0.333,0.593,0.118,,,,0.0,0.0,0.25,99.0,100.0,98.0,66.0,82.0,91.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.015,0.174,0.014,-3.96,0.84,1.27,4.17,92.3,83.8,94.6,85.5,0.245,0.362,0.094,0.181,0.266,0.256,0.5,0.75,0.1
