,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-15,744801,Walk,walk,False,669364,669022,Xavier Edwards,MacKenzie Gore,0,e8635998-e8fe-44f0-b5d0-d09c10752f3b,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.17,4.36,153.1,98.0,111.0,101.0,0.757,9.57,3.58,9.8,0.82,1.1,0.262,0.375,0.149,0.295,0.437,92.0,91.0,95.0,105.0,104.0,102.0,125.0,98.0,103.0,91.0,92.0,92.0,0.551,0.16,0.195,0.094,-0.13,-1.12,0.3,-1.64,96.1,85.9,90.7,82.9,0.287,0.424,0.222,0.233,0.316,0.326,0.265,0.439,0.32,0.298,0.511,0.516,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,
1,2024-09-15,744801,Flyout,field_out,True,681393,669022,Connor Norby,MacKenzie Gore,0,207a851d-dca3-4402-93ce-ceae840b3d57,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.17,4.36,153.1,98.0,111.0,101.0,0.757,9.57,3.58,9.8,0.82,1.1,0.262,0.375,0.149,0.295,0.437,92.0,91.0,95.0,105.0,104.0,102.0,125.0,98.0,103.0,91.0,92.0,92.0,0.551,0.16,0.195,0.094,-0.13,-1.12,0.3,-1.64,96.1,85.9,90.7,82.9,0.287,0.424,0.222,0.233,0.316,0.326,0.265,0.439,0.32,0.298,0.511,0.516,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,
2,2024-09-15,744801,Strikeout,strikeout,True,669394,669022,Jake Burger,MacKenzie Gore,1,8e75a174-6add-46a9-acb2-4b3adcdb79f6,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.17,4.36,153.1,98.0,111.0,101.0,0.757,9.57,3.58,9.8,0.82,1.1,0.262,0.375,0.149,0.295,0.437,92.0,91.0,95.0,105.0,104.0,102.0,125.0,98.0,103.0,91.0,92.0,92.0,0.551,0.16,0.195,0.094,-0.13,-1.12,0.3,-1.64,96.1,85.9,90.7,82.9,0.287,0.424,0.222,0.233,0.316,0.326,0.265,0.439,0.32,0.298,0.511,0.516,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,
3,2024-09-15,744801,Walk,walk,False,660821,669022,Jesús Sánchez,MacKenzie Gore,0,d4c5e92d-d175-4c55-b839-6fd2ad27c031,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.17,4.36,153.1,98.0,111.0,101.0,0.757,9.57,3.58,9.8,0.82,1.1,0.262,0.375,0.149,0.295,0.437,92.0,91.0,95.0,105.0,104.0,102.0,125.0,98.0,103.0,91.0,92.0,92.0,0.551,0.16,0.195,0.094,-0.13,-1.12,0.3,-1.64,96.1,85.9,90.7,82.9,0.287,0.424,0.222,0.233,0.316,0.326,0.265,0.439,0.32,0.298,0.511,0.516,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,
4,2024-09-15,744801,Strikeout,strikeout,True,681146,669022,Jonah Bride,MacKenzie Gore,0,3e8e19f7-fadb-461f-b51b-ef68ef8242a6,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.17,4.36,153.1,98.0,111.0,101.0,0.757,9.57,3.58,9.8,0.82,1.1,0.262,0.375,0.149,0.295,0.437,92.0,91.0,95.0,105.0,104.0,102.0,125.0,98.0,103.0,91.0,92.0,92.0,0.551,0.16,0.195,0.094,-0.13,-1.12,0.3,-1.64,96.1,85.9,90.7,82.9,0.287,0.424,0.222,0.233,0.316,0.326,0.265,0.439,0.32,0.298,0.511,0.516,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,
5,2024-09-15,744801,Flyout,field_out,True,686611,670124,Dylan Crews,Adam Oller,0,e199a0d1-ff6d-4fdf-bd83-a16796e43818,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.4,5.09,31.2,95.0,100.0,95.0,0.808,7.39,5.12,7.67,1.42,0.93,0.264,0.374,0.077,0.33,0.386,53.0,90.0,80.0,113.0,97.0,99.0,96.0,92.0,92.0,111.0,134.0,131.0,0.514,0.004,0.402,0.08,-1.5,13.67,2.24,-3.15,93.8,86.8,86.1,84.1,0.274,0.597,0.153,0.154,0.231,0.217,,,,0.5,0.5,0.333,,,,0.121,0.152,0.309,,,,,,,,,,,,,,,,,,
6,2024-09-15,744801,Walk,walk,False,695578,670124,James Wood,Adam Oller,0,4a37691d-8684-45c7-962c-ecf3fd0870da,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.4,5.09,31.2,95.0,100.0,95.0,0.808,7.39,5.12,7.67,1.42,0.93,0.264,0.374,0.077,0.33,0.386,53.0,90.0,80.0,113.0,97.0,99.0,96.0,92.0,92.0,111.0,134.0,131.0,0.514,0.004,0.402,0.08,-1.5,13.67,2.24,-3.15,93.8,86.8,86.1,84.1,0.274,0.597,0.153,0.154,0.231,0.217,,,,0.5,0.5,0.333,,,,0.121,0.152,0.309,,,,,,,,,,,,,,,,,,
7,2024-09-15,744801,Pop Out,field_out,True,665953,670124,Andrés Chaparro,Adam Oller,1,71aedda4-1a11-4e24-97e7-b3f5382726f7,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.4,5.09,31.2,95.0,100.0,95.0,0.808,7.39,5.12,7.67,1.42,0.93,0.264,0.374,0.077,0.33,0.386,53.0,90.0,80.0,113.0,97.0,99.0,96.0,92.0,92.0,111.0,134.0,131.0,0.514,0.004,0.402,0.08,-1.5,13.67,2.24,-3.15,93.8,86.8,86.1,84.1,0.274,0.597,0.153,0.154,0.231,0.217,,,,0.5,0.5,0.333,,,,0.121,0.152,0.309,,,,,,,,,,,,,,,,,,
8,2024-09-15,744801,Bunt Groundout,field_out,True,671277,670124,Luis García Jr.,Adam Oller,0,b6eebc6a-f39e-423d-a5f2-2115094b4910,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.4,5.09,31.2,95.0,100.0,95.0,0.808,7.39,5.12,7.67,1.42,0.93,0.264,0.374,0.077,0.33,0.386,53.0,90.0,80.0,113.0,97.0,99.0,96.0,92.0,92.0,111.0,134.0,131.0,0.514,0.004,0.402,0.08,-1.5,13.67,2.24,-3.15,93.8,86.8,86.1,84.1,0.274,0.597,0.153,0.154,0.231,0.217,,,,0.5,0.5,0.333,,,,0.121,0.152,0.309,,,,,,,,,,,,,,,,,,
9,2024-09-15,744801,Flyout,field_out,True,672640,669022,Otto Lopez,MacKenzie Gore,0,dbc5050e-edb7-4143-b1b7-ecf83ff29e3c,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.17,4.36,153.1,98.0,111.0,101.0,0.757,9.57,3.58,9.8,0.82,1.1,0.262,0.375,0.149,0.295,0.437,92.0,91.0,95.0,105.0,104.0,102.0,125.0,98.0,103.0,91.0,92.0,92.0,0.551,0.16,0.195,0.094,-0.13,-1.12,0.3,-1.64,96.1,85.9,90.7,82.9,0.287,0.424,0.222,0.233,0.316,0.326,0.265,0.439,0.32,0.298,0.511,0.516,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,
