,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,SL_ba,SL_slg,SL_whiff
0,2024-07-30,745149,Groundout,field_out,True,669701,458681,Josh Smith,Lance Lynn,0,3e372ee5-ab0f-4ee0-a05d-df10661e3183,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.06,4.91,106.1,99.0,83.0,94.0,0.794,8.21,3.47,8.8,1.27,0.92,0.231,0.394,0.16,0.308,0.396,61.0,87.0,79.0,87.0,102.0,97.0,66.0,94.0,84.0,103.0,103.0,111.0,90.0,99.0,93.0,0.167,0.467,0.227,0.013,0.063,0.062,0.73,-1.03,-0.54,-1.45,-2.29,-2.59,92.4,88.2,84.9,91.2,81.9,80.4,0.207,0.397,0.296,0.309,0.426,0.263,0.28,0.48,0.101,0.222,0.361,0.196,0.3,0.3,0.235,0.25,0.25,0.0,,,,,,
1,2024-07-30,745149,Lineout,field_out,True,608369,458681,Corey Seager,Lance Lynn,0,f208ff6a-c39c-4c67-a00f-1efff0972795,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.06,4.91,106.1,99.0,83.0,94.0,0.794,8.21,3.47,8.8,1.27,0.92,0.231,0.394,0.16,0.308,0.396,61.0,87.0,79.0,87.0,102.0,97.0,66.0,94.0,84.0,103.0,103.0,111.0,90.0,99.0,93.0,0.167,0.467,0.227,0.013,0.063,0.062,0.73,-1.03,-0.54,-1.45,-2.29,-2.59,92.4,88.2,84.9,91.2,81.9,80.4,0.207,0.397,0.296,0.309,0.426,0.263,0.28,0.48,0.101,0.222,0.361,0.196,0.3,0.3,0.235,0.25,0.25,0.0,,,,,,
2,2024-07-30,745149,Flyout,field_out,True,543760,458681,Marcus Semien,Lance Lynn,0,3b00312a-3b88-41ab-8789-74d269f45c44,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.06,4.91,106.1,99.0,83.0,94.0,0.794,8.21,3.47,8.8,1.27,0.92,0.231,0.394,0.16,0.308,0.396,61.0,87.0,79.0,87.0,102.0,97.0,66.0,94.0,84.0,103.0,103.0,111.0,90.0,99.0,93.0,0.167,0.467,0.227,0.013,0.063,0.062,0.73,-1.03,-0.54,-1.45,-2.29,-2.59,92.4,88.2,84.9,91.2,81.9,80.4,0.207,0.397,0.296,0.309,0.426,0.263,0.28,0.48,0.101,0.222,0.361,0.196,0.3,0.3,0.235,0.25,0.25,0.0,,,,,,
3,2024-07-30,745149,Home Run,home_run,False,691026,453286,Masyn Winn,Max Scherzer,0,2d966062-789b-4246-be23-28ff3cf2e72d,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.89,3.3,39.1,107.0,84.0,103.0,0.729,8.69,1.83,8.01,1.37,0.71,0.288,0.441,0.189,0.261,0.421,62.0,110.0,104.0,77.0,106.0,101.0,,,,100.0,106.0,104.0,116.0,117.0,102.0,,0.44,0.059,0.227,0.138,0.138,0.07,2.5,,1.22,-2.13,-0.64,92.5,86.7,82.8,,85.0,74.8,0.25,0.5,0.222,0.267,0.333,0.154,,,,0.294,0.588,0.344,0.174,0.348,0.279,,,,83.0,102.0,103.0,0.211,0.342,0.457
4,2024-07-30,745149,Groundout,field_out,True,676475,453286,Alec Burleson,Max Scherzer,0,f2ad5a3d-cf32-4db7-a10e-37f4343d7dee,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.89,3.3,39.1,107.0,84.0,103.0,0.729,8.69,1.83,8.01,1.37,0.71,0.288,0.441,0.189,0.261,0.421,62.0,110.0,104.0,77.0,106.0,101.0,,,,100.0,106.0,104.0,116.0,117.0,102.0,,0.44,0.059,0.227,0.138,0.138,0.07,2.5,,1.22,-2.13,-0.64,92.5,86.7,82.8,,85.0,74.8,0.25,0.5,0.222,0.267,0.333,0.154,,,,0.294,0.588,0.344,0.174,0.348,0.279,,,,83.0,102.0,103.0,0.211,0.342,0.457
5,2024-07-30,745149,Groundout,field_out,True,575929,453286,Willson Contreras,Max Scherzer,0,3fffe0c5-607b-4923-bc85-845772fad3c5,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.89,3.3,39.1,107.0,84.0,103.0,0.729,8.69,1.83,8.01,1.37,0.71,0.288,0.441,0.189,0.261,0.421,62.0,110.0,104.0,77.0,106.0,101.0,,,,100.0,106.0,104.0,116.0,117.0,102.0,,0.44,0.059,0.227,0.138,0.138,0.07,2.5,,1.22,-2.13,-0.64,92.5,86.7,82.8,,85.0,74.8,0.25,0.5,0.222,0.267,0.333,0.154,,,,0.294,0.588,0.344,0.174,0.348,0.279,,,,83.0,102.0,103.0,0.211,0.342,0.457
6,2024-07-30,745149,Groundout,field_out,True,663457,453286,Lars Nootbaar,Max Scherzer,0,07c48f22-4e18-4fb2-8369-69bb4205235b,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.89,3.3,39.1,107.0,84.0,103.0,0.729,8.69,1.83,8.01,1.37,0.71,0.288,0.441,0.189,0.261,0.421,62.0,110.0,104.0,77.0,106.0,101.0,,,,100.0,106.0,104.0,116.0,117.0,102.0,,0.44,0.059,0.227,0.138,0.138,0.07,2.5,,1.22,-2.13,-0.64,92.5,86.7,82.8,,85.0,74.8,0.25,0.5,0.222,0.267,0.333,0.154,,,,0.294,0.588,0.344,0.174,0.348,0.279,,,,83.0,102.0,103.0,0.211,0.342,0.457
7,2024-07-30,745149,Home Run,home_run,False,694671,458681,Wyatt Langford,Lance Lynn,0,b70b5f2a-e5ac-4e07-b653-13f6eb2befeb,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.06,4.91,106.1,99.0,83.0,94.0,0.794,8.21,3.47,8.8,1.27,0.92,0.231,0.394,0.16,0.308,0.396,61.0,87.0,79.0,87.0,102.0,97.0,66.0,94.0,84.0,103.0,103.0,111.0,90.0,99.0,93.0,0.167,0.467,0.227,0.013,0.063,0.062,0.73,-1.03,-0.54,-1.45,-2.29,-2.59,92.4,88.2,84.9,91.2,81.9,80.4,0.207,0.397,0.296,0.309,0.426,0.263,0.28,0.48,0.101,0.222,0.361,0.196,0.3,0.3,0.235,0.25,0.25,0.0,,,,,,
8,2024-07-30,745149,Pop Out,field_out,True,666969,458681,Adolis García,Lance Lynn,0,c43c7fd8-08df-40a5-8adf-acf18319066b,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.06,4.91,106.1,99.0,83.0,94.0,0.794,8.21,3.47,8.8,1.27,0.92,0.231,0.394,0.16,0.308,0.396,61.0,87.0,79.0,87.0,102.0,97.0,66.0,94.0,84.0,103.0,103.0,111.0,90.0,99.0,93.0,0.167,0.467,0.227,0.013,0.063,0.062,0.73,-1.03,-0.54,-1.45,-2.29,-2.59,92.4,88.2,84.9,91.2,81.9,80.4,0.207,0.397,0.296,0.309,0.426,0.263,0.28,0.48,0.101,0.222,0.361,0.196,0.3,0.3,0.235,0.25,0.25,0.0,,,,,,
9,2024-07-30,745149,Walk,walk,False,663993,458681,Nathaniel Lowe,Lance Lynn,0,28a2e444-0ce1-4178-acca-b89af94aad6d,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.06,4.91,106.1,99.0,83.0,94.0,0.794,8.21,3.47,8.8,1.27,0.92,0.231,0.394,0.16,0.308,0.396,61.0,87.0,79.0,87.0,102.0,97.0,66.0,94.0,84.0,103.0,103.0,111.0,90.0,99.0,93.0,0.167,0.467,0.227,0.013,0.063,0.062,0.73,-1.03,-0.54,-1.45,-2.29,-2.59,92.4,88.2,84.9,91.2,81.9,80.4,0.207,0.397,0.296,0.309,0.426,0.263,0.28,0.48,0.101,0.222,0.361,0.196,0.3,0.3,0.235,0.25,0.25,0.0,,,,,,
