,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FO%,wFO/C,vFO,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-03,745440,Hit By Pitch,hit_by_pitch,False,680977,605397,Brendan Donovan,Joe Musgrove,0,fdb46f39-5983-4114-bd1a-1b8481e00be0,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,,,,,,,,,,
1,2024-04-03,745440,Grounded Into DP,grounded_into_double_play,True,502671,605397,Paul Goldschmidt,Joe Musgrove,1,0006b696-f8ef-4a99-be03-1515e599a54e,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,,,,,,,,,,
2,2024-04-03,745440,Strikeout,strikeout,True,575929,605397,Willson Contreras,Joe Musgrove,0,4fedc2e0-d1d7-4e1f-bdad-ff3d285ac76e,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,,,,,,,,,,
3,2024-04-03,745440,Single,single,False,593428,668868,Xander Bogaerts,Zack Thompson,0,d304fed8-4dbd-4617-aa77-357ee458a530,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,9.53,4.86,17.0,99.0,53.0,89.0,0.807,10.59,4.24,12.71,3.18,1.0,0.278,0.407,0.241,0.333,0.407,,,,59.0,102.0,101.0,15.0,94.0,72.0,,,,64.0,102.0,96.0,,,,,0.36,,0.278,0.142,,-2.98,,,-3.08,-6.64,,90.7,,,,82.9,73.5,0.346,0.654,0.212,,,,0.455,0.818,0.188,0.333,0.81,0.191,,,,,,,0.221,1.68,83.8,0.188,0.188,0.371,,,,,,
4,2024-04-03,745440,Walk,walk,False,665487,668868,Fernando Tatis Jr.,Zack Thompson,1,a0ce3b42-37c2-4bb7-8529-65d37a561631,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,9.53,4.86,17.0,99.0,53.0,89.0,0.807,10.59,4.24,12.71,3.18,1.0,0.278,0.407,0.241,0.333,0.407,,,,59.0,102.0,101.0,15.0,94.0,72.0,,,,64.0,102.0,96.0,,,,,0.36,,0.278,0.142,,-2.98,,,-3.08,-6.64,,90.7,,,,82.9,73.5,0.346,0.654,0.212,,,,0.455,0.818,0.188,0.333,0.81,0.191,,,,,,,0.221,1.68,83.8,0.188,0.188,0.371,,,,,,
5,2024-04-03,745440,Flyout,field_out,True,630105,668868,Jake Cronenworth,Zack Thompson,0,728d0cf2-eb06-4405-847b-d3fd81cd3c6b,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,9.53,4.86,17.0,99.0,53.0,89.0,0.807,10.59,4.24,12.71,3.18,1.0,0.278,0.407,0.241,0.333,0.407,,,,59.0,102.0,101.0,15.0,94.0,72.0,,,,64.0,102.0,96.0,,,,,0.36,,0.278,0.142,,-2.98,,,-3.08,-6.64,,90.7,,,,82.9,73.5,0.346,0.654,0.212,,,,0.455,0.818,0.188,0.333,0.81,0.191,,,,,,,0.221,1.68,83.8,0.188,0.188,0.371,,,,,,
6,2024-04-03,745440,Flyout,field_out,True,592518,668868,Manny Machado,Zack Thompson,0,36ed86e1-3009-4bc8-b791-83ea5a4bd843,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,9.53,4.86,17.0,99.0,53.0,89.0,0.807,10.59,4.24,12.71,3.18,1.0,0.278,0.407,0.241,0.333,0.407,,,,59.0,102.0,101.0,15.0,94.0,72.0,,,,64.0,102.0,96.0,,,,,0.36,,0.278,0.142,,-2.98,,,-3.08,-6.64,,90.7,,,,82.9,73.5,0.346,0.654,0.212,,,,0.455,0.818,0.188,0.333,0.81,0.191,,,,,,,0.221,1.68,83.8,0.188,0.188,0.371,,,,,,
7,2024-04-03,745440,Walk,walk,False,673490,668868,Ha-Seong Kim,Zack Thompson,1,0937c348-4acc-47e1-be67-0cd8bc419249,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,9.53,4.86,17.0,99.0,53.0,89.0,0.807,10.59,4.24,12.71,3.18,1.0,0.278,0.407,0.241,0.333,0.407,,,,59.0,102.0,101.0,15.0,94.0,72.0,,,,64.0,102.0,96.0,,,,,0.36,,0.278,0.142,,-2.98,,,-3.08,-6.64,,90.7,,,,82.9,73.5,0.346,0.654,0.212,,,,0.455,0.818,0.188,0.333,0.81,0.191,,,,,,,0.221,1.68,83.8,0.188,0.188,0.371,,,,,,
8,2024-04-03,745440,Walk,walk,False,595777,668868,Jurickson Profar,Zack Thompson,1,1146696f-6953-4ee8-bee2-0ccd98f9944a,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,9.53,4.86,17.0,99.0,53.0,89.0,0.807,10.59,4.24,12.71,3.18,1.0,0.278,0.407,0.241,0.333,0.407,,,,59.0,102.0,101.0,15.0,94.0,72.0,,,,64.0,102.0,96.0,,,,,0.36,,0.278,0.142,,-2.98,,,-3.08,-6.64,,90.7,,,,82.9,73.5,0.346,0.654,0.212,,,,0.455,0.818,0.188,0.333,0.81,0.191,,,,,,,0.221,1.68,83.8,0.188,0.188,0.371,,,,,,
9,2024-04-03,745440,Strikeout,strikeout,True,666703,668868,Eguy Rosario,Zack Thompson,0,0463ed97-6a8d-48f0-95ce-1db8d7f0be31,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,9.53,4.86,17.0,99.0,53.0,89.0,0.807,10.59,4.24,12.71,3.18,1.0,0.278,0.407,0.241,0.333,0.407,,,,59.0,102.0,101.0,15.0,94.0,72.0,,,,64.0,102.0,96.0,,,,,0.36,,0.278,0.142,,-2.98,,,-3.08,-6.64,,90.7,,,,82.9,73.5,0.346,0.654,0.212,,,,0.455,0.818,0.188,0.333,0.81,0.191,,,,,,,0.221,1.68,83.8,0.188,0.188,0.371,,,,,,
