,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-30,745243,Single,single,False,650489,622491,Willi Castro,Luis Castillo,0,3aa3b121-ed9b-460b-a211-2fc88d038dcc,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-30,745243,Pop Out,field_out,True,669304,622491,Jose Miranda,Luis Castillo,0,f67c6bb0-04b3-4ea5-b561-2a35966c2b09,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-30,745243,Single,single,False,663616,622491,Trevor Larnach,Luis Castillo,1,47853843-1dcc-43d3-919d-8ccce9b412d4,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-30,745243,Groundout,field_out,True,668904,622491,Royce Lewis,Luis Castillo,1,c9922521-9aff-4d96-9285-0fd0fa746f7f,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-30,745243,Groundout,field_out,True,467793,622491,Carlos Santana,Luis Castillo,0,b63ed4ba-1b68-4e36-884e-0244b6fef30f,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.168,0.442,0.236,0.154,0.96,-0.32,1.27,-1.2,95.4,88.1,95.5,85.8,0.2,0.357,0.278,0.189,0.311,0.351,0.306,0.449,0.092,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-30,745243,Single,single,False,641487,657746,J.P. Crawford,Joe Ryan,0,3a1e8156-1f03-44b3-acb0-54dba639bde0,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.235,,1.28,-1.2,0.03,,94.1,,93.2,83.6,0.198,0.381,0.275,0.333,0.606,0.222,0.348,0.478,0.096,,,,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-30,745243,Strikeout,strikeout,True,668942,657746,Josh Rojas,Joe Ryan,0,a56beaf3-13bb-4cea-88c7-24573658edbf,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.235,,1.28,-1.2,0.03,,94.1,,93.2,83.6,0.198,0.381,0.275,0.333,0.606,0.222,0.348,0.478,0.096,,,,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-30,745243,Single,single,False,677594,657746,Julio Rodríguez,Joe Ryan,1,0b968ad4-3278-4630-b514-202edfa59b37,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.235,,1.28,-1.2,0.03,,94.1,,93.2,83.6,0.198,0.381,0.275,0.333,0.606,0.222,0.348,0.478,0.096,,,,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-30,745243,Strikeout,strikeout,True,663728,657746,Cal Raleigh,Joe Ryan,1,3b22d0d3-2237-49cf-8c79-baa082ebe966,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.235,,1.28,-1.2,0.03,,94.1,,93.2,83.6,0.198,0.381,0.275,0.333,0.606,0.222,0.348,0.478,0.096,,,,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-30,745243,Strikeout,strikeout,True,670042,657746,Luke Raley,Joe Ryan,0,f0ffb364-1ba8-4d81-929d-d76a269cb87e,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.235,,1.28,-1.2,0.03,,94.1,,93.2,83.6,0.198,0.381,0.275,0.333,0.606,0.222,0.348,0.478,0.096,,,,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26,,,,,,,,,,,,,,,,,,,,,,,,
