,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,KC%,wKC/C,vKC
0,2024-08-24,745703,Flyout,field_out,True,453568,701542,Charlie Blackmon,Will Warren,0,00448087-14ea-49a3-aa7f-07d006e52286,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.68,4.32,17.2,100.0,102.0,104.0,0.75,11.72,3.06,13.25,1.53,0.65,0.204,0.352,0.148,0.37,0.389,91.0,102.0,106.0,91.0,103.0,102.0,95.0,105.0,109.0,128.0,86.0,96.0,110.0,115.0,125.0,0.228,0.325,0.053,0.256,0.139,1.79,-6.37,-5.09,-2.77,-3.74,93.8,86.6,86.3,93.1,83.1,0.091,0.273,0.222,0.522,0.87,0.227,0.294,0.588,0.333,0.444,0.667,0.364,0.6,0.6,0.273,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-24,745703,Double,double,False,678662,701542,Ezequiel Tovar,Will Warren,0,e0753d9c-dfc9-45ce-bdf8-06f6d2121706,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.68,4.32,17.2,100.0,102.0,104.0,0.75,11.72,3.06,13.25,1.53,0.65,0.204,0.352,0.148,0.37,0.389,91.0,102.0,106.0,91.0,103.0,102.0,95.0,105.0,109.0,128.0,86.0,96.0,110.0,115.0,125.0,0.228,0.325,0.053,0.256,0.139,1.79,-6.37,-5.09,-2.77,-3.74,93.8,86.6,86.3,93.1,83.1,0.091,0.273,0.222,0.522,0.87,0.227,0.294,0.588,0.333,0.444,0.667,0.364,0.6,0.6,0.273,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-24,745703,Strikeout,strikeout,True,686668,701542,Brenton Doyle,Will Warren,0,a6752cfc-e1df-4a93-aaaa-c98cc4a50a2d,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.68,4.32,17.2,100.0,102.0,104.0,0.75,11.72,3.06,13.25,1.53,0.65,0.204,0.352,0.148,0.37,0.389,91.0,102.0,106.0,91.0,103.0,102.0,95.0,105.0,109.0,128.0,86.0,96.0,110.0,115.0,125.0,0.228,0.325,0.053,0.256,0.139,1.79,-6.37,-5.09,-2.77,-3.74,93.8,86.6,86.3,93.1,83.1,0.091,0.273,0.222,0.522,0.87,0.227,0.294,0.588,0.333,0.444,0.667,0.364,0.6,0.6,0.273,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-24,745703,Single,single,False,641857,701542,Ryan McMahon,Will Warren,1,5ea32fb1-8d2e-4074-a958-fddbb0e6bccf,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.68,4.32,17.2,100.0,102.0,104.0,0.75,11.72,3.06,13.25,1.53,0.65,0.204,0.352,0.148,0.37,0.389,91.0,102.0,106.0,91.0,103.0,102.0,95.0,105.0,109.0,128.0,86.0,96.0,110.0,115.0,125.0,0.228,0.325,0.053,0.256,0.139,1.79,-6.37,-5.09,-2.77,-3.74,93.8,86.6,86.3,93.1,83.1,0.091,0.273,0.222,0.522,0.87,0.227,0.294,0.588,0.333,0.444,0.667,0.364,0.6,0.6,0.273,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-24,745703,Strikeout,strikeout,True,663898,701542,Brendan Rodgers,Will Warren,0,0036d761-6e54-43cd-a765-a85fd29290ba,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.68,4.32,17.2,100.0,102.0,104.0,0.75,11.72,3.06,13.25,1.53,0.65,0.204,0.352,0.148,0.37,0.389,91.0,102.0,106.0,91.0,103.0,102.0,95.0,105.0,109.0,128.0,86.0,96.0,110.0,115.0,125.0,0.228,0.325,0.053,0.256,0.139,1.79,-6.37,-5.09,-2.77,-3.74,93.8,86.6,86.3,93.1,83.1,0.091,0.273,0.222,0.522,0.87,0.227,0.294,0.588,0.333,0.444,0.667,0.364,0.6,0.6,0.273,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-24,745703,Single,single,False,650402,687134,Gleyber Torres,Bradley Blalock,0,7e4ec2ab-9dd8-486c-9f17-0fcd86950cea,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,4.98,5.01,21.2,94.0,90.0,93.0,0.812,5.82,3.74,10.8,0.83,0.87,0.234,0.338,0.13,0.442,0.444,,,,76.0,92.0,87.0,,,,119.0,104.0,108.0,97.0,86.0,89.0,,0.463,0.043,0.182,,-2.34,0.53,,1.59,,93.7,88.7,,,85.3,0.364,0.523,0.14,,,,,,,,,,,,,112.0,106.0,108.0,80.0,85.0,86.0,0.19,0.123,-0.47,0.24,85.2,79.5,0.25,0.313,0.379,0.25,0.375,0.286,0.143,0.429,0.2,,,
6,2024-08-24,745703,Single,single,False,665742,687134,Juan Soto,Bradley Blalock,1,9c44e8c5-aa2f-483d-bd3f-86e2382d7b21,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,4.98,5.01,21.2,94.0,90.0,93.0,0.812,5.82,3.74,10.8,0.83,0.87,0.234,0.338,0.13,0.442,0.444,,,,76.0,92.0,87.0,,,,119.0,104.0,108.0,97.0,86.0,89.0,,0.463,0.043,0.182,,-2.34,0.53,,1.59,,93.7,88.7,,,85.3,0.364,0.523,0.14,,,,,,,,,,,,,112.0,106.0,108.0,80.0,85.0,86.0,0.19,0.123,-0.47,0.24,85.2,79.5,0.25,0.313,0.379,0.25,0.375,0.286,0.143,0.429,0.2,,,
7,2024-08-24,745703,Forceout,force_out,True,592450,687134,Aaron Judge,Bradley Blalock,1,8b1feb9d-4f1f-4ab3-aa26-2fb17136f6a0,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,4.98,5.01,21.2,94.0,90.0,93.0,0.812,5.82,3.74,10.8,0.83,0.87,0.234,0.338,0.13,0.442,0.444,,,,76.0,92.0,87.0,,,,119.0,104.0,108.0,97.0,86.0,89.0,,0.463,0.043,0.182,,-2.34,0.53,,1.59,,93.7,88.7,,,85.3,0.364,0.523,0.14,,,,,,,,,,,,,112.0,106.0,108.0,80.0,85.0,86.0,0.19,0.123,-0.47,0.24,85.2,79.5,0.25,0.313,0.379,0.25,0.375,0.286,0.143,0.429,0.2,,,
8,2024-08-24,745703,Pop Out,field_out,True,669224,687134,Austin Wells,Bradley Blalock,0,c264b0b0-0608-492b-9526-ec11f2c495c6,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,4.98,5.01,21.2,94.0,90.0,93.0,0.812,5.82,3.74,10.8,0.83,0.87,0.234,0.338,0.13,0.442,0.444,,,,76.0,92.0,87.0,,,,119.0,104.0,108.0,97.0,86.0,89.0,,0.463,0.043,0.182,,-2.34,0.53,,1.59,,93.7,88.7,,,85.3,0.364,0.523,0.14,,,,,,,,,,,,,112.0,106.0,108.0,80.0,85.0,86.0,0.19,0.123,-0.47,0.24,85.2,79.5,0.25,0.313,0.379,0.25,0.375,0.286,0.143,0.429,0.2,,,
9,2024-08-24,745703,Strikeout,strikeout,True,665862,687134,Jazz Chisholm Jr.,Bradley Blalock,0,46ead652-5aa7-4588-b69b-2020b81a3b20,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,4.98,5.01,21.2,94.0,90.0,93.0,0.812,5.82,3.74,10.8,0.83,0.87,0.234,0.338,0.13,0.442,0.444,,,,76.0,92.0,87.0,,,,119.0,104.0,108.0,97.0,86.0,89.0,,0.463,0.043,0.182,,-2.34,0.53,,1.59,,93.7,88.7,,,85.3,0.364,0.523,0.14,,,,,,,,,,,,,112.0,106.0,108.0,80.0,85.0,86.0,0.19,0.123,-0.47,0.24,85.2,79.5,0.25,0.313,0.379,0.25,0.375,0.286,0.143,0.429,0.2,,,
10,2024-08-24,745703,Walk,walk,False,669911,701542,Michael Toglia,Will Warren,0,0427835a-b54c-4ea2-b274-98582b660815,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.68,4.32,17.2,100.0,102.0,104.0,0.75,11.72,3.06,13.25,1.53,0.65,0.204,0.352,0.148,0.37,0.389,91.0,102.0,106.0,91.0,103.0,102.0,95.0,105.0,109.0,128.0,86.0,96.0,110.0,115.0,125.0,0.228,0.325,0.053,0.256,0.139,1.79,-6.37,-5.09,-2.77,-3.74,93.8,86.6,86.3,93.1,83.1,0.091,0.273,0.222,0.522,0.87,0.227,0.294,0.588,0.333,0.444,0.667,0.364,0.6,0.6,0.273,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-24,745703,Double,double,False,595909,701542,Jake Cave,Will Warren,1,d3c1025f-f4b1-4e61-a1a1-3b4cd6cbf755,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.68,4.32,17.2,100.0,102.0,104.0,0.75,11.72,3.06,13.25,1.53,0.65,0.204,0.352,0.148,0.37,0.389,91.0,102.0,106.0,91.0,103.0,102.0,95.0,105.0,109.0,128.0,86.0,96.0,110.0,115.0,125.0,0.228,0.325,0.053,0.256,0.139,1.79,-6.37,-5.09,-2.77,-3.74,93.8,86.6,86.3,93.1,83.1,0.091,0.273,0.222,0.522,0.87,0.227,0.294,0.588,0.333,0.444,0.667,0.364,0.6,0.6,0.273,,,,,,,,,,,,,,,,,,,,,,,,
