,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-25,746724,Strikeout,strikeout,True,656941,607259,Kyle Schwarber,Nick Martinez,0,cfcc4bb8-7426-4d75-a8e4-7d8c11c9ce32,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,109.0,102.0,103.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,101.0,108.0,104.0,0.152,0.219,0.199,0.083,0.131,0.217,0.96,0.21,1.08,0.29,-2.24,0.75,92.6,88.5,80.0,91.9,84.7,81.1,0.211,0.38,0.384,0.206,0.317,0.188,0.345,0.5,0.145,0.24,0.34,0.053,0.381,0.714,0.37,0.235,0.294,0.432,,,,,,,,,
1,2024-04-25,746724,Single,single,False,607208,607259,Trea Turner,Nick Martinez,0,7e7aa48e-3738-4d9d-a29e-ffc35b56595f,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,109.0,102.0,103.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,101.0,108.0,104.0,0.152,0.219,0.199,0.083,0.131,0.217,0.96,0.21,1.08,0.29,-2.24,0.75,92.6,88.5,80.0,91.9,84.7,81.1,0.211,0.38,0.384,0.206,0.317,0.188,0.345,0.5,0.145,0.24,0.34,0.053,0.381,0.714,0.37,0.235,0.294,0.432,,,,,,,,,
2,2024-04-25,746724,Grounded Into DP,grounded_into_double_play,True,547180,607259,Bryce Harper,Nick Martinez,1,4213f1ea-cfda-4dc0-bade-4bfc579c8512,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,109.0,102.0,103.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,101.0,108.0,104.0,0.152,0.219,0.199,0.083,0.131,0.217,0.96,0.21,1.08,0.29,-2.24,0.75,92.6,88.5,80.0,91.9,84.7,81.1,0.211,0.38,0.384,0.206,0.317,0.188,0.345,0.5,0.145,0.24,0.34,0.053,0.381,0.714,0.37,0.235,0.294,0.432,,,,,,,,,
3,2024-04-25,746724,Strikeout,strikeout,True,666181,554430,Will Benson,Zack Wheeler,0,e6f5a62f-7be5-4c69-a48f-e4823dc009b7,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,114.0,99.0,107.0,101.0,107.0,109.0,109.0,103.0,108.0,128.0,107.0,114.0,95.0,98.0,98.0,0.187,0.416,0.104,0.116,0.099,,0.69,-0.15,2.48,1.61,-0.34,,95.1,90.9,,94.4,84.4,81.5,,,,0.219,0.391,0.294,0.244,0.439,0.184,0.173,0.24,0.149,0.179,0.333,0.357,0.14,0.2,0.327,96.0,106.0,107.0,0.078,0.85,86.1,0.171,0.257,0.385
4,2024-04-25,746724,Groundout,field_out,True,682829,554430,Elly De La Cruz,Zack Wheeler,0,b76e67ac-f40a-4a05-8a52-d5b610ec19be,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,114.0,99.0,107.0,101.0,107.0,109.0,109.0,103.0,108.0,128.0,107.0,114.0,95.0,98.0,98.0,0.187,0.416,0.104,0.116,0.099,,0.69,-0.15,2.48,1.61,-0.34,,95.1,90.9,,94.4,84.4,81.5,,,,0.219,0.391,0.294,0.244,0.439,0.184,0.173,0.24,0.149,0.179,0.333,0.357,0.14,0.2,0.327,96.0,106.0,107.0,0.078,0.85,86.1,0.171,0.257,0.385
5,2024-04-25,746724,Strikeout,strikeout,True,668715,554430,Spencer Steer,Zack Wheeler,0,5c0d975b-98be-42fb-972e-4fa639bacd28,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,114.0,99.0,107.0,101.0,107.0,109.0,109.0,103.0,108.0,128.0,107.0,114.0,95.0,98.0,98.0,0.187,0.416,0.104,0.116,0.099,,0.69,-0.15,2.48,1.61,-0.34,,95.1,90.9,,94.4,84.4,81.5,,,,0.219,0.391,0.294,0.244,0.439,0.184,0.173,0.24,0.149,0.179,0.333,0.357,0.14,0.2,0.327,96.0,106.0,107.0,0.078,0.85,86.1,0.171,0.257,0.385
6,2024-04-25,746724,Pop Out,field_out,True,664761,607259,Alec Bohm,Nick Martinez,0,7a1f75e1-d630-4928-82a4-473e1ec03a59,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,109.0,102.0,103.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,101.0,108.0,104.0,0.152,0.219,0.199,0.083,0.131,0.217,0.96,0.21,1.08,0.29,-2.24,0.75,92.6,88.5,80.0,91.9,84.7,81.1,0.211,0.38,0.384,0.206,0.317,0.188,0.345,0.5,0.145,0.24,0.34,0.053,0.381,0.714,0.37,0.235,0.294,0.432,,,,,,,,,
7,2024-04-25,746724,Strikeout,strikeout,True,592663,607259,J.T. Realmuto,Nick Martinez,0,1cac1490-7595-49a8-9903-1edf9f833dad,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,109.0,102.0,103.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,101.0,108.0,104.0,0.152,0.219,0.199,0.083,0.131,0.217,0.96,0.21,1.08,0.29,-2.24,0.75,92.6,88.5,80.0,91.9,84.7,81.1,0.211,0.38,0.384,0.206,0.317,0.188,0.345,0.5,0.145,0.24,0.34,0.053,0.381,0.714,0.37,0.235,0.294,0.432,,,,,,,,,
8,2024-04-25,746724,Flyout,field_out,True,669016,607259,Brandon Marsh,Nick Martinez,0,95938b48-306b-4a4b-b9c6-4c0cfb73f78b,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,109.0,102.0,103.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,101.0,108.0,104.0,0.152,0.219,0.199,0.083,0.131,0.217,0.96,0.21,1.08,0.29,-2.24,0.75,92.6,88.5,80.0,91.9,84.7,81.1,0.211,0.38,0.384,0.206,0.317,0.188,0.345,0.5,0.145,0.24,0.34,0.053,0.381,0.714,0.37,0.235,0.294,0.432,,,,,,,,,
9,2024-04-25,746724,Lineout,field_out,True,687952,554430,Christian Encarnacion-Strand,Zack Wheeler,0,3e644583-8fa0-492a-8aa1-20137ce250a9,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,114.0,99.0,107.0,101.0,107.0,109.0,109.0,103.0,108.0,128.0,107.0,114.0,95.0,98.0,98.0,0.187,0.416,0.104,0.116,0.099,,0.69,-0.15,2.48,1.61,-0.34,,95.1,90.9,,94.4,84.4,81.5,,,,0.219,0.391,0.294,0.244,0.439,0.184,0.173,0.24,0.149,0.179,0.333,0.357,0.14,0.2,0.327,96.0,106.0,107.0,0.078,0.85,86.1,0.171,0.257,0.385
