,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,wFO/C,wKC/C,vFO,vKC
0,2024-08-30,744969,Groundout,field_out,True,671732,592351,Lawrence Butler,Jon Gray,0,56ea58e3-353e-4289-a1da-1a000add23c5,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,0.444,0.439,0.046,0.071,-0.7,0.78,-0.68,-1.39,94.9,88.7,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-30,744969,Home Run,home_run,False,667670,592351,Brent Rooker,Jon Gray,0,165cf449-ed4a-4d3d-a7ca-785253fcd497,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,0.444,0.439,0.046,0.071,-0.7,0.78,-0.68,-1.39,94.9,88.7,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-30,744969,Strikeout,strikeout,True,668709,592351,JJ Bleday,Jon Gray,0,77af6599-1535-40cc-bcca-86c4d5b3dd93,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,0.444,0.439,0.046,0.071,-0.7,0.78,-0.68,-1.39,94.9,88.7,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-30,744969,Flyout,field_out,True,669127,592351,Shea Langeliers,Jon Gray,0,7b938eec-4ca4-48f9-b67d-3fd7d874e866,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,0.444,0.439,0.046,0.071,-0.7,0.78,-0.68,-1.39,94.9,88.7,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-30,744969,Walk,walk,False,543760,676664,Marcus Semien,JP Sears,0,b7c3f104-cd24-4a56-8cba-a561d5a97387,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,,,,72.0,102.0,92.0,117.0,100.0,105.0,0.365,0.341,,0.19,-0.52,-0.25,,0.37,92.0,84.1,78.9,,0.219,0.443,0.268,0.24,0.58,0.24,0.285,0.39,0.196,,,,89.0,102.0,88.0,0.103,0.8,90.0,0.245,0.396,0.216,0.306,0.435,0.121,,,,,,,,,,,,,,,,,,
5,2024-08-30,744969,Forceout,force_out,True,543257,676664,Robbie Grossman,JP Sears,1,71423d79-a9f6-46a9-b6b2-da5fb06fe1b0,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,,,,72.0,102.0,92.0,117.0,100.0,105.0,0.365,0.341,,0.19,-0.52,-0.25,,0.37,92.0,84.1,78.9,,0.219,0.443,0.268,0.24,0.58,0.24,0.285,0.39,0.196,,,,89.0,102.0,88.0,0.103,0.8,90.0,0.245,0.396,0.216,0.306,0.435,0.121,,,,,,,,,,,,,,,,,,
6,2024-08-30,744969,Pop Out,field_out,True,673962,676664,Josh Jung,JP Sears,0,b487cefa-8183-48bf-bb92-9a67deddabed,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,,,,72.0,102.0,92.0,117.0,100.0,105.0,0.365,0.341,,0.19,-0.52,-0.25,,0.37,92.0,84.1,78.9,,0.219,0.443,0.268,0.24,0.58,0.24,0.285,0.39,0.196,,,,89.0,102.0,88.0,0.103,0.8,90.0,0.245,0.396,0.216,0.306,0.435,0.121,,,,,,,,,,,,,,,,,,
7,2024-08-30,744969,Flyout,field_out,True,666969,676664,Adolis García,JP Sears,0,c9fd26f2-754e-470d-a0d1-77c8bbe59e1a,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,,,,72.0,102.0,92.0,117.0,100.0,105.0,0.365,0.341,,0.19,-0.52,-0.25,,0.37,92.0,84.1,78.9,,0.219,0.443,0.268,0.24,0.58,0.24,0.285,0.39,0.196,,,,89.0,102.0,88.0,0.103,0.8,90.0,0.245,0.396,0.216,0.306,0.435,0.121,,,,,,,,,,,,,,,,,,
8,2024-08-30,744969,Lineout,field_out,True,664913,592351,Seth Brown,Jon Gray,0,6fd0c15a-a514-43fb-bdea-9b0aab0d055c,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,0.444,0.439,0.046,0.071,-0.7,0.78,-0.68,-1.39,94.9,88.7,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-30,744969,Groundout,field_out,True,663662,592351,Daz Cameron,Jon Gray,0,205555d6-3751-4feb-92a1-d6fd6af6e552,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,0.444,0.439,0.046,0.071,-0.7,0.78,-0.68,-1.39,94.9,88.7,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-30,744969,Strikeout,strikeout,True,680869,592351,Zack Gelof,Jon Gray,0,bb0a8943-a32f-4d18-aebb-d37ce50ec942,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,0.444,0.439,0.046,0.071,-0.7,0.78,-0.68,-1.39,94.9,88.7,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-30,744969,Home Run,home_run,False,663993,676664,Nathaniel Lowe,JP Sears,0,d00321f6-c89a-4dad-91ae-6cfc2da9d50a,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,,,,72.0,102.0,92.0,117.0,100.0,105.0,0.365,0.341,,0.19,-0.52,-0.25,,0.37,92.0,84.1,78.9,,0.219,0.443,0.268,0.24,0.58,0.24,0.285,0.39,0.196,,,,89.0,102.0,88.0,0.103,0.8,90.0,0.245,0.396,0.216,0.306,0.435,0.121,,,,,,,,,,,,,,,,,,
12,2024-08-30,744969,Pop Out,field_out,True,694671,676664,Wyatt Langford,JP Sears,0,5b8e975d-7fb6-4be0-bb1c-dc7070c11df7,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,,,,72.0,102.0,92.0,117.0,100.0,105.0,0.365,0.341,,0.19,-0.52,-0.25,,0.37,92.0,84.1,78.9,,0.219,0.443,0.268,0.24,0.58,0.24,0.285,0.39,0.196,,,,89.0,102.0,88.0,0.103,0.8,90.0,0.245,0.396,0.216,0.306,0.435,0.121,,,,,,,,,,,,,,,,,,
13,2024-08-30,744969,Double,double,False,608348,676664,Carson Kelly,JP Sears,0,56f51c4e-3273-40a5-9c75-ebe28f78bd80,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,,,,72.0,102.0,92.0,117.0,100.0,105.0,0.365,0.341,,0.19,-0.52,-0.25,,0.37,92.0,84.1,78.9,,0.219,0.443,0.268,0.24,0.58,0.24,0.285,0.39,0.196,,,,89.0,102.0,88.0,0.103,0.8,90.0,0.245,0.396,0.216,0.306,0.435,0.121,,,,,,,,,,,,,,,,,,
14,2024-08-30,744969,Strikeout,strikeout,True,677649,676664,Ezequiel Duran,JP Sears,0,21b99fcd-9de5-4be8-99ec-46b18f2f7917,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,,,,72.0,102.0,92.0,117.0,100.0,105.0,0.365,0.341,,0.19,-0.52,-0.25,,0.37,92.0,84.1,78.9,,0.219,0.443,0.268,0.24,0.58,0.24,0.285,0.39,0.196,,,,89.0,102.0,88.0,0.103,0.8,90.0,0.245,0.396,0.216,0.306,0.435,0.121,,,,,,,,,,,,,,,,,,
15,2024-08-30,744969,Groundout,field_out,True,665750,676664,Leody Taveras,JP Sears,1,14407032-880a-41f2-8fcb-d7a5d69451dc,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.34,4.25,157.2,100.0,91.0,94.0,0.795,6.96,2.34,8.45,1.26,0.84,0.246,0.423,0.163,0.327,0.442,84.0,95.0,84.0,,,,72.0,102.0,92.0,117.0,100.0,105.0,0.365,0.341,,0.19,-0.52,-0.25,,0.37,92.0,84.1,78.9,,0.219,0.443,0.268,0.24,0.58,0.24,0.285,0.39,0.196,,,,89.0,102.0,88.0,0.103,0.8,90.0,0.245,0.396,0.216,0.306,0.435,0.121,,,,,,,,,,,,,,,,,,
16,2024-08-30,744969,Pop Out,field_out,True,680474,592351,Max Schuemann,Jon Gray,0,a9e050e2-7a5d-409a-8cc7-1109344bf276,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,0.444,0.439,0.046,0.071,-0.7,0.78,-0.68,-1.39,94.9,88.7,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-08-30,744969,Walk,walk,False,805779,592351,Jacob Wilson,Jon Gray,0,d51c3524-2d49-4540-a352-71d44d9dca4e,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,0.444,0.439,0.046,0.071,-0.7,0.78,-0.68,-1.39,94.9,88.7,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-08-30,744969,Lineout,field_out,True,671732,592351,Lawrence Butler,Jon Gray,0,5f0a78df-9eca-47e6-a775-89c6bc1ebc60,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,0.444,0.439,0.046,0.071,-0.7,0.78,-0.68,-1.39,94.9,88.7,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-08-30,744969,Walk,walk,False,667670,592351,Brent Rooker,Jon Gray,1,ac2c4729-f467-448d-a641-f2f08a629a6b,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,0.444,0.439,0.046,0.071,-0.7,0.78,-0.68,-1.39,94.9,88.7,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-08-30,744969,Home Run,home_run,False,668709,592351,JJ Bleday,Jon Gray,1,7579e94b-1ff4-4a96-9e1f-9206f26dd1d1,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,0.444,0.439,0.046,0.071,-0.7,0.78,-0.68,-1.39,94.9,88.7,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-08-30,744969,Field Error,field_error,False,669127,592351,Shea Langeliers,Jon Gray,0,2cd27fae-b0f9-43ac-b861-e91390ed26fc,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,0.444,0.439,0.046,0.071,-0.7,0.78,-0.68,-1.39,94.9,88.7,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
