,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-08,745940,Double,double,False,453568,642547,Charlie Blackmon,Freddy Peralta,0,86fff31b-0c47-4b2a-b119-847fafc91436,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.81,3.91,158.1,98.0,103.0,100.0,0.72,10.17,3.41,7.56,1.42,0.79,0.261,0.377,0.208,0.309,0.378,82.0,93.0,89.0,101.0,104.0,109.0,112.0,99.0,102.0,99.0,100.0,106.0,0.537,0.225,0.061,0.177,-0.11,0.03,-0.43,1.16,94.3,87.6,81.4,77.7,0.245,0.441,0.246,0.2,0.369,0.41,0.204,0.272,0.385,0.226,0.419,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-08,745940,Flyout,field_out,True,678662,642547,Ezequiel Tovar,Freddy Peralta,0,43c8d547-6ca0-43c0-ab28-0ee24d6b84ce,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.81,3.91,158.1,98.0,103.0,100.0,0.72,10.17,3.41,7.56,1.42,0.79,0.261,0.377,0.208,0.309,0.378,82.0,93.0,89.0,101.0,104.0,109.0,112.0,99.0,102.0,99.0,100.0,106.0,0.537,0.225,0.061,0.177,-0.11,0.03,-0.43,1.16,94.3,87.6,81.4,77.7,0.245,0.441,0.246,0.2,0.369,0.41,0.204,0.272,0.385,0.226,0.419,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-08,745940,Groundout,field_out,True,641857,642547,Ryan McMahon,Freddy Peralta,1,30396efd-8c64-4868-8f8e-4ae21df50e41,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.81,3.91,158.1,98.0,103.0,100.0,0.72,10.17,3.41,7.56,1.42,0.79,0.261,0.377,0.208,0.309,0.378,82.0,93.0,89.0,101.0,104.0,109.0,112.0,99.0,102.0,99.0,100.0,106.0,0.537,0.225,0.061,0.177,-0.11,0.03,-0.43,1.16,94.3,87.6,81.4,77.7,0.245,0.441,0.246,0.2,0.369,0.41,0.204,0.272,0.385,0.226,0.419,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-08,745940,Groundout,field_out,True,669911,642547,Michael Toglia,Freddy Peralta,0,b52d2bdc-f436-4a6a-8b34-9efbe5e358ef,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.81,3.91,158.1,98.0,103.0,100.0,0.72,10.17,3.41,7.56,1.42,0.79,0.261,0.377,0.208,0.309,0.378,82.0,93.0,89.0,101.0,104.0,109.0,112.0,99.0,102.0,99.0,100.0,106.0,0.537,0.225,0.061,0.177,-0.11,0.03,-0.43,1.16,94.3,87.6,81.4,77.7,0.245,0.441,0.246,0.2,0.369,0.41,0.204,0.272,0.385,0.226,0.419,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-08,745940,Groundout,field_out,True,694192,607536,Jackson Chourio,Kyle Freeland,0,c40f72a5-cce2-4571-a851-6d81f6d5aff6,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.97,4.49,96.0,103.0,82.0,98.0,0.836,7.13,2.25,10.31,1.31,1.09,0.215,0.436,0.157,0.33,0.432,60.0,99.0,87.0,,,,70.0,102.0,93.0,64.0,104.0,100.0,0.21,0.222,,0.12,-0.19,-1.23,,-0.89,91.7,86.2,87.0,,0.272,0.395,0.071,0.324,0.608,0.17,0.333,0.5,0.155,0.183,0.22,0.464,85.0,106.0,99.0,127.0,102.0,107.0,0.261,0.187,-1.74,0.69,91.5,83.7,0.33,0.58,0.064,,,,,,,,,,,,
5,2024-09-08,745940,Single,single,False,661388,607536,William Contreras,Kyle Freeland,0,b312feb8-7d1f-4865-8a1f-10c2e36f658e,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.97,4.49,96.0,103.0,82.0,98.0,0.836,7.13,2.25,10.31,1.31,1.09,0.215,0.436,0.157,0.33,0.432,60.0,99.0,87.0,,,,70.0,102.0,93.0,64.0,104.0,100.0,0.21,0.222,,0.12,-0.19,-1.23,,-0.89,91.7,86.2,87.0,,0.272,0.395,0.071,0.324,0.608,0.17,0.333,0.5,0.155,0.183,0.22,0.464,85.0,106.0,99.0,127.0,102.0,107.0,0.261,0.187,-1.74,0.69,91.5,83.7,0.33,0.58,0.064,,,,,,,,,,,,
6,2024-09-08,745940,Groundout,field_out,True,642715,607536,Willy Adames,Kyle Freeland,1,4125070e-5cd4-4618-95a2-3a92cbb149bb,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.97,4.49,96.0,103.0,82.0,98.0,0.836,7.13,2.25,10.31,1.31,1.09,0.215,0.436,0.157,0.33,0.432,60.0,99.0,87.0,,,,70.0,102.0,93.0,64.0,104.0,100.0,0.21,0.222,,0.12,-0.19,-1.23,,-0.89,91.7,86.2,87.0,,0.272,0.395,0.071,0.324,0.608,0.17,0.333,0.5,0.155,0.183,0.22,0.464,85.0,106.0,99.0,127.0,102.0,107.0,0.261,0.187,-1.74,0.69,91.5,83.7,0.33,0.58,0.064,,,,,,,,,,,,
7,2024-09-08,745940,Field Error,field_error,False,596142,607536,Gary Sánchez,Kyle Freeland,1,1585a4dc-e130-4829-b4ff-efe2d32de99a,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.97,4.49,96.0,103.0,82.0,98.0,0.836,7.13,2.25,10.31,1.31,1.09,0.215,0.436,0.157,0.33,0.432,60.0,99.0,87.0,,,,70.0,102.0,93.0,64.0,104.0,100.0,0.21,0.222,,0.12,-0.19,-1.23,,-0.89,91.7,86.2,87.0,,0.272,0.395,0.071,0.324,0.608,0.17,0.333,0.5,0.155,0.183,0.22,0.464,85.0,106.0,99.0,127.0,102.0,107.0,0.261,0.187,-1.74,0.69,91.5,83.7,0.33,0.58,0.064,,,,,,,,,,,,
8,2024-09-08,745940,Single,single,False,656555,607536,Rhys Hoskins,Kyle Freeland,1,3392f5c9-5216-4175-a5bf-ae8bf13c83dd,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.97,4.49,96.0,103.0,82.0,98.0,0.836,7.13,2.25,10.31,1.31,1.09,0.215,0.436,0.157,0.33,0.432,60.0,99.0,87.0,,,,70.0,102.0,93.0,64.0,104.0,100.0,0.21,0.222,,0.12,-0.19,-1.23,,-0.89,91.7,86.2,87.0,,0.272,0.395,0.071,0.324,0.608,0.17,0.333,0.5,0.155,0.183,0.22,0.464,85.0,106.0,99.0,127.0,102.0,107.0,0.261,0.187,-1.74,0.69,91.5,83.7,0.33,0.58,0.064,,,,,,,,,,,,
9,2024-09-08,745940,Groundout,field_out,True,663368,607536,Blake Perkins,Kyle Freeland,0,c8a065fd-9014-4817-baf3-a376d1abdb2b,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.97,4.49,96.0,103.0,82.0,98.0,0.836,7.13,2.25,10.31,1.31,1.09,0.215,0.436,0.157,0.33,0.432,60.0,99.0,87.0,,,,70.0,102.0,93.0,64.0,104.0,100.0,0.21,0.222,,0.12,-0.19,-1.23,,-0.89,91.7,86.2,87.0,,0.272,0.395,0.071,0.324,0.608,0.17,0.333,0.5,0.155,0.183,0.22,0.464,85.0,106.0,99.0,127.0,102.0,107.0,0.261,0.187,-1.74,0.69,91.5,83.7,0.33,0.58,0.064,,,,,,,,,,,,
