,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff
0,2024-07-20,747093,Pop Out,field_out,True,691026,450203,Masyn Winn,Charlie Morton,0,c04c93f3-87fb-4cce-8e55-726a585c2ebc,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.277,0.095,0.412,0.123,-2.02,-1.28,0.73,1.39,0.94,93.8,88.6,85.0,93.4,81.4,0.179,0.256,0.336,0.292,0.563,0.182,0.186,0.302,0.347,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
1,2024-07-20,747093,Groundout,field_out,True,676475,450203,Alec Burleson,Charlie Morton,0,e2fb6420-3b6c-4afd-b99e-c0a8aa9f3197,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.277,0.095,0.412,0.123,-2.02,-1.28,0.73,1.39,0.94,93.8,88.6,85.0,93.4,81.4,0.179,0.256,0.336,0.292,0.563,0.182,0.186,0.302,0.347,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
2,2024-07-20,747093,Groundout,field_out,True,575929,450203,Willson Contreras,Charlie Morton,0,9ff2aaa3-6405-4c91-96cc-0c191038155f,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.277,0.095,0.412,0.123,-2.02,-1.28,0.73,1.39,0.94,93.8,88.6,85.0,93.4,81.4,0.179,0.256,0.336,0.292,0.563,0.182,0.186,0.302,0.347,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
3,2024-07-20,747093,Groundout,field_out,True,672284,502043,Jarred Kelenic,Kyle Gibson,0,aa1250da-0e31-436c-8bbf-fa62e09c02b7,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,105.0,105.0,106.0,80.0,85.0,80.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.127,0.205,0.082,0.086,-2.35,0.34,0.83,-1.85,1.85,91.5,88.9,84.8,90.7,78.5,0.304,0.739,0.493,0.293,0.683,0.076,0.167,0.194,0.342,0.252,0.409,0.108,0.322,0.441,0.211,104.0,102.0,105.0,0.221,0.35,80.6,0.222,0.306,0.454
4,2024-07-20,747093,Groundout,field_out,True,645277,502043,Ozzie Albies,Kyle Gibson,0,156ccf5d-5436-4912-93c0-75b4cbbf349f,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,105.0,105.0,106.0,80.0,85.0,80.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.127,0.205,0.082,0.086,-2.35,0.34,0.83,-1.85,1.85,91.5,88.9,84.8,90.7,78.5,0.304,0.739,0.493,0.293,0.683,0.076,0.167,0.194,0.342,0.252,0.409,0.108,0.322,0.441,0.211,104.0,102.0,105.0,0.221,0.35,80.6,0.222,0.306,0.454
5,2024-07-20,747093,Walk,walk,False,663586,502043,Austin Riley,Kyle Gibson,0,45119476-4deb-4b1e-9168-a5e62ac41f0e,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,105.0,105.0,106.0,80.0,85.0,80.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.127,0.205,0.082,0.086,-2.35,0.34,0.83,-1.85,1.85,91.5,88.9,84.8,90.7,78.5,0.304,0.739,0.493,0.293,0.683,0.076,0.167,0.194,0.342,0.252,0.409,0.108,0.322,0.441,0.211,104.0,102.0,105.0,0.221,0.35,80.6,0.222,0.306,0.454
6,2024-07-20,747093,Lineout,field_out,True,621566,502043,Matt Olson,Kyle Gibson,0,2081174e-9b10-4b8c-add7-5e62ea46d54d,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,105.0,105.0,106.0,80.0,85.0,80.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.127,0.205,0.082,0.086,-2.35,0.34,0.83,-1.85,1.85,91.5,88.9,84.8,90.7,78.5,0.304,0.739,0.493,0.293,0.683,0.076,0.167,0.194,0.342,0.252,0.409,0.108,0.322,0.441,0.211,104.0,102.0,105.0,0.221,0.35,80.6,0.222,0.306,0.454
7,2024-07-20,747093,Groundout,field_out,True,502671,450203,Paul Goldschmidt,Charlie Morton,0,b920f07b-66f7-431f-bc1d-71e87a903c5e,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.277,0.095,0.412,0.123,-2.02,-1.28,0.73,1.39,0.94,93.8,88.6,85.0,93.4,81.4,0.179,0.256,0.336,0.292,0.563,0.182,0.186,0.302,0.347,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
8,2024-07-20,747093,Groundout,field_out,True,680977,450203,Brendan Donovan,Charlie Morton,0,b299129a-017a-433f-85bc-e50eae96f284,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.277,0.095,0.412,0.123,-2.02,-1.28,0.73,1.39,0.94,93.8,88.6,85.0,93.4,81.4,0.179,0.256,0.336,0.292,0.563,0.182,0.186,0.302,0.347,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
9,2024-07-20,747093,Flyout,field_out,True,571448,450203,Nolan Arenado,Charlie Morton,0,288d745c-05aa-439b-bddd-1cd664226ae7,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.277,0.095,0.412,0.123,-2.02,-1.28,0.73,1.39,0.94,93.8,88.6,85.0,93.4,81.4,0.179,0.256,0.336,0.292,0.563,0.182,0.186,0.302,0.347,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
