,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-05-26,745172,Flyout,field_out,True,643565,543243,Mike Tauchman,Sonny Gray,0,b948e938-bca1-47ca-b647-bb3bbb17df1b,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,115.0,95.0,95.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,88.0,99.0,99.0,0.173,0.239,0.182,0.187,0.159,0.06,0.68,1.7,1.47,0.67,1.37,-2.47,92.6,87.7,88.5,93.1,85.0,80.1,0.162,0.216,0.422,0.197,0.316,0.181,0.31,0.479,0.147,0.237,0.407,0.303,0.184,0.342,0.299,0.385,0.769,0.345,,,,,,,,,,,,
1,2024-05-26,745172,Groundout,field_out,True,673548,543243,Seiya Suzuki,Sonny Gray,0,c6d66084-cfe0-4fc2-b7b4-c6954e9e1f2f,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,115.0,95.0,95.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,88.0,99.0,99.0,0.173,0.239,0.182,0.187,0.159,0.06,0.68,1.7,1.47,0.67,1.37,-2.47,92.6,87.7,88.5,93.1,85.0,80.1,0.162,0.216,0.422,0.197,0.316,0.181,0.31,0.479,0.147,0.237,0.407,0.303,0.184,0.342,0.299,0.385,0.769,0.345,,,,,,,,,,,,
2,2024-05-26,745172,Pop Out,field_out,True,641355,543243,Cody Bellinger,Sonny Gray,0,f6f63332-7f4b-4263-adaf-f0e9c41ab45f,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,115.0,95.0,95.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,88.0,99.0,99.0,0.173,0.239,0.182,0.187,0.159,0.06,0.68,1.7,1.47,0.67,1.37,-2.47,92.6,87.7,88.5,93.1,85.0,80.1,0.162,0.216,0.422,0.197,0.316,0.181,0.31,0.479,0.147,0.237,0.407,0.303,0.184,0.342,0.299,0.385,0.769,0.345,,,,,,,,,,,,
3,2024-05-26,745172,Groundout,field_out,True,680977,665871,Brendan Donovan,Javier Assad,0,f30dbf3c-db66-469f-9e02-47e9e4b8e6a4,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.27,4.73,85.1,100.0,87.0,95.0,0.851,8.33,3.69,8.44,1.27,1.08,0.284,0.36,0.144,0.288,0.428,79.0,90.0,86.0,98.0,106.0,101.0,72.0,106.0,97.0,78.0,99.0,91.0,121.0,99.0,106.0,98.0,97.0,94.0,0.37,0.185,0.202,0.096,0.11,0.037,-0.69,-1.88,1.32,-3.1,0.3,-1.03,91.9,87.9,84.3,91.7,80.2,76.7,0.261,0.609,0.318,0.213,0.309,0.097,0.326,0.478,0.238,0.333,0.737,0.174,0.163,0.245,0.31,0.25,0.25,0.091,,,,,,,,,,,,
4,2024-05-26,745172,Single,single,False,676475,665871,Alec Burleson,Javier Assad,0,ae92e013-5419-4179-a7e3-9cec142a4fba,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.27,4.73,85.1,100.0,87.0,95.0,0.851,8.33,3.69,8.44,1.27,1.08,0.284,0.36,0.144,0.288,0.428,79.0,90.0,86.0,98.0,106.0,101.0,72.0,106.0,97.0,78.0,99.0,91.0,121.0,99.0,106.0,98.0,97.0,94.0,0.37,0.185,0.202,0.096,0.11,0.037,-0.69,-1.88,1.32,-3.1,0.3,-1.03,91.9,87.9,84.3,91.7,80.2,76.7,0.261,0.609,0.318,0.213,0.309,0.097,0.326,0.478,0.238,0.333,0.737,0.174,0.163,0.245,0.31,0.25,0.25,0.091,,,,,,,,,,,,
5,2024-05-26,745172,Strikeout,strikeout,True,502671,665871,Paul Goldschmidt,Javier Assad,0,6e06c268-f398-48fc-b14e-02dd2e8490f1,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.27,4.73,85.1,100.0,87.0,95.0,0.851,8.33,3.69,8.44,1.27,1.08,0.284,0.36,0.144,0.288,0.428,79.0,90.0,86.0,98.0,106.0,101.0,72.0,106.0,97.0,78.0,99.0,91.0,121.0,99.0,106.0,98.0,97.0,94.0,0.37,0.185,0.202,0.096,0.11,0.037,-0.69,-1.88,1.32,-3.1,0.3,-1.03,91.9,87.9,84.3,91.7,80.2,76.7,0.261,0.609,0.318,0.213,0.309,0.097,0.326,0.478,0.238,0.333,0.737,0.174,0.163,0.245,0.31,0.25,0.25,0.091,,,,,,,,,,,,
6,2024-05-26,745172,Forceout,force_out,True,571448,665871,Nolan Arenado,Javier Assad,1,fd637e18-97ca-4815-9b86-7de38d2d3363,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.27,4.73,85.1,100.0,87.0,95.0,0.851,8.33,3.69,8.44,1.27,1.08,0.284,0.36,0.144,0.288,0.428,79.0,90.0,86.0,98.0,106.0,101.0,72.0,106.0,97.0,78.0,99.0,91.0,121.0,99.0,106.0,98.0,97.0,94.0,0.37,0.185,0.202,0.096,0.11,0.037,-0.69,-1.88,1.32,-3.1,0.3,-1.03,91.9,87.9,84.3,91.7,80.2,76.7,0.261,0.609,0.318,0.213,0.309,0.097,0.326,0.478,0.238,0.333,0.737,0.174,0.163,0.245,0.31,0.25,0.25,0.091,,,,,,,,,,,,
7,2024-05-26,745172,Strikeout,strikeout,True,666624,543243,Christopher Morel,Sonny Gray,0,d75c501a-4538-4b10-b3a3-55c9ab7fc319,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,115.0,95.0,95.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,88.0,99.0,99.0,0.173,0.239,0.182,0.187,0.159,0.06,0.68,1.7,1.47,0.67,1.37,-2.47,92.6,87.7,88.5,93.1,85.0,80.1,0.162,0.216,0.422,0.197,0.316,0.181,0.31,0.479,0.147,0.237,0.407,0.303,0.184,0.342,0.299,0.385,0.769,0.345,,,,,,,,,,,,
8,2024-05-26,745172,Field Error,field_error,False,663538,543243,Nico Hoerner,Sonny Gray,0,d43fe38e-fefd-45a9-aa1b-90a07d23ec35,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,115.0,95.0,95.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,88.0,99.0,99.0,0.173,0.239,0.182,0.187,0.159,0.06,0.68,1.7,1.47,0.67,1.37,-2.47,92.6,87.7,88.5,93.1,85.0,80.1,0.162,0.216,0.422,0.197,0.316,0.181,0.31,0.479,0.147,0.237,0.407,0.303,0.184,0.342,0.299,0.385,0.769,0.345,,,,,,,,,,,,
9,2024-05-26,745172,Walk,walk,False,664023,543243,Ian Happ,Sonny Gray,1,db576d10-c555-4ba4-9008-c37180cb9759,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,115.0,95.0,95.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,88.0,99.0,99.0,0.173,0.239,0.182,0.187,0.159,0.06,0.68,1.7,1.47,0.67,1.37,-2.47,92.6,87.7,88.5,93.1,85.0,80.1,0.162,0.216,0.422,0.197,0.316,0.181,0.31,0.479,0.147,0.237,0.407,0.303,0.184,0.342,0.299,0.385,0.769,0.345,,,,,,,,,,,,
