,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-04,745511,Strikeout,strikeout,True,678662,683003,Ezequiel Tovar,Jared Jones,0,423d0ac6-5099-4ae1-9c62-123318f1313e,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,126.0,104.0,111.0,0.498,0.361,0.073,0.068,0.34,1.59,-1.54,-3.19,97.3,89.7,88.6,80.3,0.214,0.403,0.273,0.194,0.313,0.398,0.303,0.576,0.241,0.364,0.818,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-04,745511,Strikeout,strikeout,True,686668,683003,Brenton Doyle,Jared Jones,0,f1521cdd-02a9-4b1b-b5a6-064c1878d3bd,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,126.0,104.0,111.0,0.498,0.361,0.073,0.068,0.34,1.59,-1.54,-3.19,97.3,89.7,88.6,80.3,0.214,0.403,0.273,0.194,0.313,0.398,0.303,0.576,0.241,0.364,0.818,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-04,745511,Flyout,field_out,True,641857,683003,Ryan McMahon,Jared Jones,0,7207ac07-eed9-40a7-8bcb-36254b86eeb3,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,126.0,104.0,111.0,0.498,0.361,0.073,0.068,0.34,1.59,-1.54,-3.19,97.3,89.7,88.6,80.3,0.214,0.403,0.273,0.194,0.313,0.398,0.303,0.576,0.241,0.364,0.818,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-04,745511,Pop Out,field_out,True,457705,596295,Andrew McCutchen,Austin Gomber,0,85c24e96-80aa-4d4a-aa0e-4b77872a424e,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,86.0,102.0,100.0,0.412,0.158,,0.211,-1.25,-0.33,,-0.09,90.4,80.9,83.8,,0.312,0.567,0.093,0.274,0.532,0.162,0.274,0.369,0.275,0.188,0.337,0.266,51.0,110.0,96.0,78.0,111.0,105.0,0.001,0.218,-43.05,0.82,90.1,77.1,,,,,,,,,,,,,,,,,,,,,
4,2024-05-04,745511,Lineout,field_out,True,668804,596295,Bryan Reynolds,Austin Gomber,0,f4a5ce49-fa24-4276-be8b-18efb04873fc,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,86.0,102.0,100.0,0.412,0.158,,0.211,-1.25,-0.33,,-0.09,90.4,80.9,83.8,,0.312,0.567,0.093,0.274,0.532,0.162,0.274,0.369,0.275,0.188,0.337,0.266,51.0,110.0,96.0,78.0,111.0,105.0,0.001,0.218,-43.05,0.82,90.1,77.1,,,,,,,,,,,,,,,,,,,,,
5,2024-05-04,745511,Pop Out,field_out,True,663647,596295,Ke'Bryan Hayes,Austin Gomber,0,15d5cac1-d8e2-4a48-87f1-7df7294edfbe,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,86.0,102.0,100.0,0.412,0.158,,0.211,-1.25,-0.33,,-0.09,90.4,80.9,83.8,,0.312,0.567,0.093,0.274,0.532,0.162,0.274,0.369,0.275,0.188,0.337,0.266,51.0,110.0,96.0,78.0,111.0,105.0,0.001,0.218,-43.05,0.82,90.1,77.1,,,,,,,,,,,,,,,,,,,,,
6,2024-05-04,745511,Groundout,field_out,True,553869,683003,Elias Díaz,Jared Jones,0,e6b467eb-b16e-48bb-b8b7-d494ebd02d4b,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,126.0,104.0,111.0,0.498,0.361,0.073,0.068,0.34,1.59,-1.54,-3.19,97.3,89.7,88.6,80.3,0.214,0.403,0.273,0.194,0.313,0.398,0.303,0.576,0.241,0.364,0.818,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-04,745511,Flyout,field_out,True,660707,683003,Elehuris Montero,Jared Jones,0,363a40d8-619f-4125-86c8-c7d85def5f0c,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,126.0,104.0,111.0,0.498,0.361,0.073,0.068,0.34,1.59,-1.54,-3.19,97.3,89.7,88.6,80.3,0.214,0.403,0.273,0.194,0.313,0.398,0.303,0.576,0.241,0.364,0.818,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-04,745511,Pop Out,field_out,True,453568,683003,Charlie Blackmon,Jared Jones,0,422bde87-9a54-4b0e-8980-4124034df209,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,126.0,104.0,111.0,0.498,0.361,0.073,0.068,0.34,1.59,-1.54,-3.19,97.3,89.7,88.6,80.3,0.214,0.403,0.273,0.194,0.313,0.398,0.303,0.576,0.241,0.364,0.818,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-04,745511,Single,single,True,656582,596295,Connor Joe,Austin Gomber,1,30343e2e-31d5-4b33-9d85-50f12bd1b5fb,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,86.0,102.0,100.0,0.412,0.158,,0.211,-1.25,-0.33,,-0.09,90.4,80.9,83.8,,0.312,0.567,0.093,0.274,0.532,0.162,0.274,0.369,0.275,0.188,0.337,0.266,51.0,110.0,96.0,78.0,111.0,105.0,0.001,0.218,-43.05,0.82,90.1,77.1,,,,,,,,,,,,,,,,,,,,,
10,2024-05-04,745511,Groundout,field_out,True,658668,596295,Edward Olivares,Austin Gomber,0,da7c7148-9781-4379-8b82-1fef4caf3422,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,86.0,102.0,100.0,0.412,0.158,,0.211,-1.25,-0.33,,-0.09,90.4,80.9,83.8,,0.312,0.567,0.093,0.274,0.532,0.162,0.274,0.369,0.275,0.188,0.337,0.266,51.0,110.0,96.0,78.0,111.0,105.0,0.001,0.218,-43.05,0.82,90.1,77.1,,,,,,,,,,,,,,,,,,,,,
11,2024-05-04,745511,Single,single,False,518735,596295,Yasmani Grandal,Austin Gomber,0,4ca942c6-637f-44c2-9c84-dc1c5fbc3d8a,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,86.0,102.0,100.0,0.412,0.158,,0.211,-1.25,-0.33,,-0.09,90.4,80.9,83.8,,0.312,0.567,0.093,0.274,0.532,0.162,0.274,0.369,0.275,0.188,0.337,0.266,51.0,110.0,96.0,78.0,111.0,105.0,0.001,0.218,-43.05,0.82,90.1,77.1,,,,,,,,,,,,,,,,,,,,,
12,2024-05-04,745511,Walk,walk,False,669707,596295,Jared Triolo,Austin Gomber,1,410cb704-cdf6-44ed-ad92-76af08e2e549,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,86.0,102.0,100.0,0.412,0.158,,0.211,-1.25,-0.33,,-0.09,90.4,80.9,83.8,,0.312,0.567,0.093,0.274,0.532,0.162,0.274,0.369,0.275,0.188,0.337,0.266,51.0,110.0,96.0,78.0,111.0,105.0,0.001,0.218,-43.05,0.82,90.1,77.1,,,,,,,,,,,,,,,,,,,,,
