,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-09-01,744970,Flyout,field_out,True,671732,679156,Lawrence Butler,Walter Pennington,0,cb8114a7-8a8c-4459-89e7-f36eff193d62,679156.0,walterpennington,Pennington,Left,Walter Pennington,- - -,2.25,4.19,12.0,91.0,78.0,86.0,0.75,9.0,6.75,9.75,0.75,1.55,0.25,0.472,0.083,0.139,0.376,61.0,94.0,72.0,64.0,91.0,79.0,83.0,94.0,94.0,90.0,86.0,86.0,0.33,0.041,0.252,0.376,1.5,-0.66,1.24,-2.11,90.8,89.7,91.6,83.7,0.273,0.409,0.513,0.231,0.308,0.107,0.333,0.417,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-01,744970,Single,single,False,667670,679156,Brent Rooker,Walter Pennington,0,6f0d936a-aee2-4f40-9541-d95efa5c444d,679156.0,walterpennington,Pennington,Left,Walter Pennington,- - -,2.25,4.19,12.0,91.0,78.0,86.0,0.75,9.0,6.75,9.75,0.75,1.55,0.25,0.472,0.083,0.139,0.376,61.0,94.0,72.0,64.0,91.0,79.0,83.0,94.0,94.0,90.0,86.0,86.0,0.33,0.041,0.252,0.376,1.5,-0.66,1.24,-2.11,90.8,89.7,91.6,83.7,0.273,0.409,0.513,0.231,0.308,0.107,0.333,0.417,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-01,744970,Flyout,field_out,True,669127,679156,Shea Langeliers,Walter Pennington,0,33c41196-bb16-40ec-b428-f5faa706067c,679156.0,walterpennington,Pennington,Left,Walter Pennington,- - -,2.25,4.19,12.0,91.0,78.0,86.0,0.75,9.0,6.75,9.75,0.75,1.55,0.25,0.472,0.083,0.139,0.376,61.0,94.0,72.0,64.0,91.0,79.0,83.0,94.0,94.0,90.0,86.0,86.0,0.33,0.041,0.252,0.376,1.5,-0.66,1.24,-2.11,90.8,89.7,91.6,83.7,0.273,0.409,0.513,0.231,0.308,0.107,0.333,0.417,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-01,744970,Groundout,field_out,True,663527,679156,Tyler Nevin,Walter Pennington,0,1fda6969-9aae-4508-b372-5ad8ce19851e,679156.0,walterpennington,Pennington,Left,Walter Pennington,- - -,2.25,4.19,12.0,91.0,78.0,86.0,0.75,9.0,6.75,9.75,0.75,1.55,0.25,0.472,0.083,0.139,0.376,61.0,94.0,72.0,64.0,91.0,79.0,83.0,94.0,94.0,90.0,86.0,86.0,0.33,0.041,0.252,0.376,1.5,-0.66,1.24,-2.11,90.8,89.7,91.6,83.7,0.273,0.409,0.513,0.231,0.308,0.107,0.333,0.417,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-01,744970,Groundout,field_out,True,543760,687765,Marcus Semien,Mitch Spence,0,bd41bd84-5a51-4459-ade3-1e18d6e2fc61,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,,,,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,,0.391,0.337,,-0.5,-0.46,-0.04,,90.8,92.0,84.3,0.272,0.489,0.266,0.292,0.338,0.154,0.281,0.478,0.183,67.0,84.0,80.0,114.0,118.0,116.0,0.116,0.014,0.21,-8.94,88.5,80.2,0.177,0.266,0.336,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
5,2024-09-01,744970,Double,double,False,608369,687765,Corey Seager,Mitch Spence,0,84fc2c13-242f-47d7-a4db-7e0a92330ce4,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,,,,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,,0.391,0.337,,-0.5,-0.46,-0.04,,90.8,92.0,84.3,0.272,0.489,0.266,0.292,0.338,0.154,0.281,0.478,0.183,67.0,84.0,80.0,114.0,118.0,116.0,0.116,0.014,0.21,-8.94,88.5,80.2,0.177,0.266,0.336,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
6,2024-09-01,744970,Strikeout,strikeout,True,669701,687765,Josh Smith,Mitch Spence,0,df8fde76-815d-4477-aa21-4472ce431640,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,,,,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,,0.391,0.337,,-0.5,-0.46,-0.04,,90.8,92.0,84.3,0.272,0.489,0.266,0.292,0.338,0.154,0.281,0.478,0.183,67.0,84.0,80.0,114.0,118.0,116.0,0.116,0.014,0.21,-8.94,88.5,80.2,0.177,0.266,0.336,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
7,2024-09-01,744970,Double,double,False,666969,687765,Adolis García,Mitch Spence,1,60229ed8-2e9c-4153-ad52-c031d17feaca,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,,,,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,,0.391,0.337,,-0.5,-0.46,-0.04,,90.8,92.0,84.3,0.272,0.489,0.266,0.292,0.338,0.154,0.281,0.478,0.183,67.0,84.0,80.0,114.0,118.0,116.0,0.116,0.014,0.21,-8.94,88.5,80.2,0.177,0.266,0.336,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
8,2024-09-01,744970,Caught Stealing 3B,caught_stealing_3b,True,694671,687765,Wyatt Langford,Mitch Spence,0,919247f6-f964-4612-89c6-2df179d696b0,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,,,,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,,0.391,0.337,,-0.5,-0.46,-0.04,,90.8,92.0,84.3,0.272,0.489,0.266,0.292,0.338,0.154,0.281,0.478,0.183,67.0,84.0,80.0,114.0,118.0,116.0,0.116,0.014,0.21,-8.94,88.5,80.2,0.177,0.266,0.336,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
9,2024-09-01,744970,Strikeout,strikeout,True,663662,679156,Daz Cameron,Walter Pennington,0,faad660e-a526-4def-83ed-3d00664da00d,679156.0,walterpennington,Pennington,Left,Walter Pennington,- - -,2.25,4.19,12.0,91.0,78.0,86.0,0.75,9.0,6.75,9.75,0.75,1.55,0.25,0.472,0.083,0.139,0.376,61.0,94.0,72.0,64.0,91.0,79.0,83.0,94.0,94.0,90.0,86.0,86.0,0.33,0.041,0.252,0.376,1.5,-0.66,1.24,-2.11,90.8,89.7,91.6,83.7,0.273,0.409,0.513,0.231,0.308,0.107,0.333,0.417,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-01,744970,Walk,walk,False,664913,679156,Seth Brown,Walter Pennington,0,00ed9d3c-d775-48ff-8d01-69bcc2ceb630,679156.0,walterpennington,Pennington,Left,Walter Pennington,- - -,2.25,4.19,12.0,91.0,78.0,86.0,0.75,9.0,6.75,9.75,0.75,1.55,0.25,0.472,0.083,0.139,0.376,61.0,94.0,72.0,64.0,91.0,79.0,83.0,94.0,94.0,90.0,86.0,86.0,0.33,0.041,0.252,0.376,1.5,-0.66,1.24,-2.11,90.8,89.7,91.6,83.7,0.273,0.409,0.513,0.231,0.308,0.107,0.333,0.417,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-01,744970,Strikeout,strikeout,True,680869,570632,Zack Gelof,José Ureña,0,1e0ed6e0-e7f2-4f5a-9d4a-cce41984731b,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.69,4.28,107.1,98.0,83.0,95.0,0.799,5.7,3.19,8.64,1.09,1.6,0.238,0.414,0.148,0.296,0.398,89.0,98.0,93.0,92.0,99.0,97.0,77.0,99.0,98.0,,,,0.408,0.063,,0.342,-1.71,,0.78,-0.26,96.4,,96.0,87.0,0.246,0.369,0.326,0.27,0.373,0.121,,,,76.0,95.0,88.0,,,,,0.187,,-0.55,88.7,,,,,0.2,0.471,0.321,0.333,0.667,0.17,,,,,,,,,,,,,,,
12,2024-09-01,744970,Caught Stealing 2B,caught_stealing_2b,True,680474,570632,Max Schuemann,José Ureña,0,365b34f8-8c74-428d-9f30-f99185eadfd8,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.69,4.28,107.1,98.0,83.0,95.0,0.799,5.7,3.19,8.64,1.09,1.6,0.238,0.414,0.148,0.296,0.398,89.0,98.0,93.0,92.0,99.0,97.0,77.0,99.0,98.0,,,,0.408,0.063,,0.342,-1.71,,0.78,-0.26,96.4,,96.0,87.0,0.246,0.369,0.326,0.27,0.373,0.121,,,,76.0,95.0,88.0,,,,,0.187,,-0.55,88.7,,,,,0.2,0.471,0.321,0.333,0.667,0.17,,,,,,,,,,,,,,,
13,2024-09-01,744970,Strikeout,strikeout,True,694671,687765,Wyatt Langford,Mitch Spence,0,fdb8f751-063b-4bb7-b278-4185d06c2678,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,,,,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,,0.391,0.337,,-0.5,-0.46,-0.04,,90.8,92.0,84.3,0.272,0.489,0.266,0.292,0.338,0.154,0.281,0.478,0.183,67.0,84.0,80.0,114.0,118.0,116.0,0.116,0.014,0.21,-8.94,88.5,80.2,0.177,0.266,0.336,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
14,2024-09-01,744970,Lineout,field_out,True,673962,687765,Josh Jung,Mitch Spence,0,1a5f2137-473c-4518-bf20-3d1c1eef37d6,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,,,,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,,0.391,0.337,,-0.5,-0.46,-0.04,,90.8,92.0,84.3,0.272,0.489,0.266,0.292,0.338,0.154,0.281,0.478,0.183,67.0,84.0,80.0,114.0,118.0,116.0,0.116,0.014,0.21,-8.94,88.5,80.2,0.177,0.266,0.336,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
15,2024-09-01,744970,Flyout,field_out,True,608348,687765,Carson Kelly,Mitch Spence,0,027da09f-fc5e-4e75-bf6b-276907a8730a,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,,,,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,,0.391,0.337,,-0.5,-0.46,-0.04,,90.8,92.0,84.3,0.272,0.489,0.266,0.292,0.338,0.154,0.281,0.478,0.183,67.0,84.0,80.0,114.0,118.0,116.0,0.116,0.014,0.21,-8.94,88.5,80.2,0.177,0.266,0.336,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
