,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-20,746256,Single,single,False,573262,608379,Mike Yastrzemski,Michael Wacha,0,48f846f9-ec94-483b-8c28-3dc554e452c3,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.28,4.03,161.2,102.0,91.0,100.0,0.781,7.96,2.45,8.29,0.89,0.93,0.253,0.436,0.209,0.272,0.43,111.0,110.0,113.0,74.0,89.0,92.0,84.0,102.0,99.0,77.0,103.0,90.0,98.0,89.0,90.0,78.0,100.0,92.0,0.15,0.237,0.115,0.094,0.083,0.321,0.16,-0.91,0.37,-2.52,-1.61,2.58,93.6,88.8,81.3,93.7,84.1,75.2,0.164,0.296,0.347,0.297,0.477,0.175,0.244,0.294,0.095,0.314,0.457,0.139,0.382,0.618,0.378,0.357,0.643,0.174,,,,,,,,,
1,2024-09-20,746256,Walk,walk,False,592192,608379,Mark Canha,Michael Wacha,1,95cc8b9b-d36e-44d0-9215-a0e95f4d8b95,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.28,4.03,161.2,102.0,91.0,100.0,0.781,7.96,2.45,8.29,0.89,0.93,0.253,0.436,0.209,0.272,0.43,111.0,110.0,113.0,74.0,89.0,92.0,84.0,102.0,99.0,77.0,103.0,90.0,98.0,89.0,90.0,78.0,100.0,92.0,0.15,0.237,0.115,0.094,0.083,0.321,0.16,-0.91,0.37,-2.52,-1.61,2.58,93.6,88.8,81.3,93.7,84.1,75.2,0.164,0.296,0.347,0.297,0.477,0.175,0.244,0.294,0.095,0.314,0.457,0.139,0.382,0.618,0.378,0.357,0.643,0.174,,,,,,,,,
2,2024-09-20,746256,Flyout,field_out,True,624424,608379,Michael Conforto,Michael Wacha,1,35733e18-b16e-408d-8629-31382522678c,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.28,4.03,161.2,102.0,91.0,100.0,0.781,7.96,2.45,8.29,0.89,0.93,0.253,0.436,0.209,0.272,0.43,111.0,110.0,113.0,74.0,89.0,92.0,84.0,102.0,99.0,77.0,103.0,90.0,98.0,89.0,90.0,78.0,100.0,92.0,0.15,0.237,0.115,0.094,0.083,0.321,0.16,-0.91,0.37,-2.52,-1.61,2.58,93.6,88.8,81.3,93.7,84.1,75.2,0.164,0.296,0.347,0.297,0.477,0.175,0.244,0.294,0.095,0.314,0.457,0.139,0.382,0.618,0.378,0.357,0.643,0.174,,,,,,,,,
3,2024-09-20,746256,Single,single,False,671218,608379,Heliot Ramos,Michael Wacha,1,dc319ed0-77d6-4af7-9950-2543ee4131d4,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.28,4.03,161.2,102.0,91.0,100.0,0.781,7.96,2.45,8.29,0.89,0.93,0.253,0.436,0.209,0.272,0.43,111.0,110.0,113.0,74.0,89.0,92.0,84.0,102.0,99.0,77.0,103.0,90.0,98.0,89.0,90.0,78.0,100.0,92.0,0.15,0.237,0.115,0.094,0.083,0.321,0.16,-0.91,0.37,-2.52,-1.61,2.58,93.6,88.8,81.3,93.7,84.1,75.2,0.164,0.296,0.347,0.297,0.477,0.175,0.244,0.294,0.095,0.314,0.457,0.139,0.382,0.618,0.378,0.357,0.643,0.174,,,,,,,,,
4,2024-09-20,746256,Strikeout,strikeout,True,672275,608379,Patrick Bailey,Michael Wacha,0,ec11bab9-1508-4c7e-814d-a64cf76761a2,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.28,4.03,161.2,102.0,91.0,100.0,0.781,7.96,2.45,8.29,0.89,0.93,0.253,0.436,0.209,0.272,0.43,111.0,110.0,113.0,74.0,89.0,92.0,84.0,102.0,99.0,77.0,103.0,90.0,98.0,89.0,90.0,78.0,100.0,92.0,0.15,0.237,0.115,0.094,0.083,0.321,0.16,-0.91,0.37,-2.52,-1.61,2.58,93.6,88.8,81.3,93.7,84.1,75.2,0.164,0.296,0.347,0.297,0.477,0.175,0.244,0.294,0.095,0.314,0.457,0.139,0.382,0.618,0.378,0.357,0.643,0.174,,,,,,,,,
5,2024-09-20,746256,Groundout,field_out,True,687529,608379,Grant McCray,Michael Wacha,0,c87fd489-437c-4602-b9b1-30e866706f8a,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.28,4.03,161.2,102.0,91.0,100.0,0.781,7.96,2.45,8.29,0.89,0.93,0.253,0.436,0.209,0.272,0.43,111.0,110.0,113.0,74.0,89.0,92.0,84.0,102.0,99.0,77.0,103.0,90.0,98.0,89.0,90.0,78.0,100.0,92.0,0.15,0.237,0.115,0.094,0.083,0.321,0.16,-0.91,0.37,-2.52,-1.61,2.58,93.6,88.8,81.3,93.7,84.1,75.2,0.164,0.296,0.347,0.297,0.477,0.175,0.244,0.294,0.095,0.314,0.457,0.139,0.382,0.618,0.378,0.357,0.643,0.174,,,,,,,,,
6,2024-09-20,746256,Strikeout,strikeout,True,502054,696131,Tommy Pham,Mason Black,0,eabad07a-59b4-4422-a3c0-402451a1bd05,696131.0,masonblack,Black,Right,Mason Black,SFG,5.88,6.13,33.2,102.0,98.0,101.0,0.86,7.49,2.67,10.96,1.87,0.63,0.225,0.396,0.171,0.36,0.442,92.0,88.0,77.0,,,,87.0,103.0,98.0,100.0,102.0,99.0,106.0,100.0,104.0,,,,0.29,0.325,,0.359,,0.025,-2.57,,0.51,-1.11,,-13.47,92.4,,87.6,92.6,83.0,,0.667,0.833,0.0,0.325,0.55,0.248,0.263,0.474,0.074,,,,0.0,0.0,0.182,,,,0.333,0.619,0.153,,,,,,
7,2024-09-20,746256,Single,single,False,677951,696131,Bobby Witt Jr.,Mason Black,0,6bb9160c-9a81-4d80-b590-5f7f27b1f885,696131.0,masonblack,Black,Right,Mason Black,SFG,5.88,6.13,33.2,102.0,98.0,101.0,0.86,7.49,2.67,10.96,1.87,0.63,0.225,0.396,0.171,0.36,0.442,92.0,88.0,77.0,,,,87.0,103.0,98.0,100.0,102.0,99.0,106.0,100.0,104.0,,,,0.29,0.325,,0.359,,0.025,-2.57,,0.51,-1.11,,-13.47,92.4,,87.6,92.6,83.0,,0.667,0.833,0.0,0.325,0.55,0.248,0.263,0.474,0.074,,,,0.0,0.0,0.182,,,,0.333,0.619,0.153,,,,,,
8,2024-09-20,746256,Groundout,field_out,True,521692,696131,Salvador Perez,Mason Black,1,0a00657b-0c13-42c4-a1ac-58902efb91f4,696131.0,masonblack,Black,Right,Mason Black,SFG,5.88,6.13,33.2,102.0,98.0,101.0,0.86,7.49,2.67,10.96,1.87,0.63,0.225,0.396,0.171,0.36,0.442,92.0,88.0,77.0,,,,87.0,103.0,98.0,100.0,102.0,99.0,106.0,100.0,104.0,,,,0.29,0.325,,0.359,,0.025,-2.57,,0.51,-1.11,,-13.47,92.4,,87.6,92.6,83.0,,0.667,0.833,0.0,0.325,0.55,0.248,0.263,0.474,0.074,,,,0.0,0.0,0.182,,,,0.333,0.619,0.153,,,,,,
9,2024-09-20,746256,Lineout,field_out,True,686681,696131,Michael Massey,Mason Black,0,9b366f3e-10e8-4b4f-a4a4-5ea96e065a6d,696131.0,masonblack,Black,Right,Mason Black,SFG,5.88,6.13,33.2,102.0,98.0,101.0,0.86,7.49,2.67,10.96,1.87,0.63,0.225,0.396,0.171,0.36,0.442,92.0,88.0,77.0,,,,87.0,103.0,98.0,100.0,102.0,99.0,106.0,100.0,104.0,,,,0.29,0.325,,0.359,,0.025,-2.57,,0.51,-1.11,,-13.47,92.4,,87.6,92.6,83.0,,0.667,0.833,0.0,0.325,0.55,0.248,0.263,0.474,0.074,,,,0.0,0.0,0.182,,,,0.333,0.619,0.153,,,,,,
