,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,CU%,wFA/C,wFS/C,wCU/C,vFA,vFS,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-26,745975,Groundout,field_out,True,543760,572971,Marcus Semien,Dallas Keuchel,0,a25e3cd7-0fec-4264-ad11-8246df807d18,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,0.146,0.01,0.276,-4.73,-3.03,1.95,2.24,84.6,81.1,88.1,78.6,0.422,0.667,0.152,0.059,0.059,0.353,0.375,0.875,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-26,745975,Strikeout,strikeout,True,543257,572971,Robbie Grossman,Dallas Keuchel,0,33de0c8e-304a-415e-8e3b-8eebed090dd2,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,0.146,0.01,0.276,-4.73,-3.03,1.95,2.24,84.6,81.1,88.1,78.6,0.422,0.667,0.152,0.059,0.059,0.353,0.375,0.875,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-26,745975,Strikeout,strikeout,True,669701,572971,Josh Smith,Dallas Keuchel,0,eff63a9c-8b3e-41e3-a2b7-b0938ae8cc3f,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,0.146,0.01,0.276,-4.73,-3.03,1.95,2.24,84.6,81.1,88.1,78.6,0.422,0.667,0.152,0.059,0.059,0.353,0.375,0.875,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-26,745975,Lineout,field_out,True,668930,543135,Brice Turang,Nathan Eovaldi,0,fc11f130-098f-4ad2-a701-b9619fcaa360,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,,,,112.0,96.0,101.0,92.0,104.0,97.0,,0.148,0.037,,0.94,,-4.54,,91.7,,,86.3,,,,,,,0.264,0.396,0.161,102.0,101.0,102.0,73.0,108.0,102.0,126.0,104.0,112.0,0.362,0.302,0.151,1.48,1.4,-1.43,95.5,88.7,76.9,0.183,0.314,0.206,0.202,0.327,0.361,0.27,0.541,0.357,0.412,0.706,0.185,,,,,,
4,2024-06-26,745975,Lineout,field_out,True,661388,543135,William Contreras,Nathan Eovaldi,0,ce7806a3-7493-4185-a71a-7193951760be,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,,,,112.0,96.0,101.0,92.0,104.0,97.0,,0.148,0.037,,0.94,,-4.54,,91.7,,,86.3,,,,,,,0.264,0.396,0.161,102.0,101.0,102.0,73.0,108.0,102.0,126.0,104.0,112.0,0.362,0.302,0.151,1.48,1.4,-1.43,95.5,88.7,76.9,0.183,0.314,0.206,0.202,0.327,0.361,0.27,0.541,0.357,0.412,0.706,0.185,,,,,,
5,2024-06-26,745975,Single,single,False,592885,543135,Christian Yelich,Nathan Eovaldi,0,9ab49ad1-2336-4d92-b9c4-0ec0238bdd42,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,,,,112.0,96.0,101.0,92.0,104.0,97.0,,0.148,0.037,,0.94,,-4.54,,91.7,,,86.3,,,,,,,0.264,0.396,0.161,102.0,101.0,102.0,73.0,108.0,102.0,126.0,104.0,112.0,0.362,0.302,0.151,1.48,1.4,-1.43,95.5,88.7,76.9,0.183,0.314,0.206,0.202,0.327,0.361,0.27,0.541,0.357,0.412,0.706,0.185,,,,,,
6,2024-06-26,745975,Groundout,field_out,True,642715,543135,Willy Adames,Nathan Eovaldi,0,2b0b6f60-5507-400c-bc5d-0758508ea9bb,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,,,,112.0,96.0,101.0,92.0,104.0,97.0,,0.148,0.037,,0.94,,-4.54,,91.7,,,86.3,,,,,,,0.264,0.396,0.161,102.0,101.0,102.0,73.0,108.0,102.0,126.0,104.0,112.0,0.362,0.302,0.151,1.48,1.4,-1.43,95.5,88.7,76.9,0.183,0.314,0.206,0.202,0.327,0.361,0.27,0.541,0.357,0.412,0.706,0.185,,,,,,
7,2024-06-26,745975,Single,single,False,666969,572971,Adolis García,Dallas Keuchel,0,1ad73f39-a3e0-46c4-b070-b99fae88db2f,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,0.146,0.01,0.276,-4.73,-3.03,1.95,2.24,84.6,81.1,88.1,78.6,0.422,0.667,0.152,0.059,0.059,0.353,0.375,0.875,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-26,745975,Single,single,False,694671,572971,Wyatt Langford,Dallas Keuchel,1,ed3ca802-b75d-49d6-94b6-11e81bacc508,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,0.146,0.01,0.276,-4.73,-3.03,1.95,2.24,84.6,81.1,88.1,78.6,0.422,0.667,0.152,0.059,0.059,0.353,0.375,0.875,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-26,745975,Single,single,False,663993,572971,Nathaniel Lowe,Dallas Keuchel,1,cff07a2d-f260-4dd6-9530-add9d6c829cb,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,0.146,0.01,0.276,-4.73,-3.03,1.95,2.24,84.6,81.1,88.1,78.6,0.422,0.667,0.152,0.059,0.059,0.353,0.375,0.875,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
