,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,FO%,wFO/C,vFO,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-08-02,744986,Groundout,field_out,True,680776,570632,Jarren Duran,José Ureña,0,d677b886-d83f-40d1-9472-6baf296a833a,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,75.0,95.0,89.0,87.0,98.0,93.0,92.0,97.0,95.0,81.0,99.0,98.0,0.401,0.066,0.347,0.186,-1.91,0.53,-0.07,-0.07,96.5,88.7,96.0,86.9,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,0.333,0.667,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-02,744986,Groundout,field_out,True,807799,570632,Masataka Yoshida,José Ureña,0,1945923b-09e8-4534-8573-570c7f4de4eb,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,75.0,95.0,89.0,87.0,98.0,93.0,92.0,97.0,95.0,81.0,99.0,98.0,0.401,0.066,0.347,0.186,-1.91,0.53,-0.07,-0.07,96.5,88.7,96.0,86.9,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,0.333,0.667,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-02,744986,Groundout,field_out,True,641933,570632,Tyler O'Neill,José Ureña,0,91d31f7e-0e8f-46b8-b0e6-b0acfb6840e8,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,75.0,95.0,89.0,87.0,98.0,93.0,92.0,97.0,95.0,81.0,99.0,98.0,0.401,0.066,0.347,0.186,-1.91,0.53,-0.07,-0.07,96.5,88.7,96.0,86.9,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,0.333,0.667,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-02,744986,Strikeout,strikeout,True,669701,676710,Josh Smith,Kutter Crawford,0,42e8fd23-0c61-4180-b56b-d7bc9bcf818e,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,,,,109.0,110.0,112.0,,,,98.0,100.0,101.0,,0.348,0.195,,-0.18,,-0.67,,92.6,,,80.8,,,,,,,,,,0.245,0.474,0.194,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.306,0.085,0.066,0.76,0.23,0.16,87.5,82.5,77.1,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,
4,2024-08-02,744986,Home Run,home_run,False,608369,676710,Corey Seager,Kutter Crawford,0,269cd25c-8b3c-4819-af00-915a3edd9448,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,,,,109.0,110.0,112.0,,,,98.0,100.0,101.0,,0.348,0.195,,-0.18,,-0.67,,92.6,,,80.8,,,,,,,,,,0.245,0.474,0.194,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.306,0.085,0.066,0.76,0.23,0.16,87.5,82.5,77.1,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,
5,2024-08-02,744986,Flyout,field_out,True,543760,676710,Marcus Semien,Kutter Crawford,0,77e2b034-8601-4274-859a-81ffccb35bb7,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,,,,109.0,110.0,112.0,,,,98.0,100.0,101.0,,0.348,0.195,,-0.18,,-0.67,,92.6,,,80.8,,,,,,,,,,0.245,0.474,0.194,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.306,0.085,0.066,0.76,0.23,0.16,87.5,82.5,77.1,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,
6,2024-08-02,744986,Walk,walk,False,694671,676710,Wyatt Langford,Kutter Crawford,0,4f424a08-7317-4ba5-affb-7cac6e1d38c3,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,,,,109.0,110.0,112.0,,,,98.0,100.0,101.0,,0.348,0.195,,-0.18,,-0.67,,92.6,,,80.8,,,,,,,,,,0.245,0.474,0.194,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.306,0.085,0.066,0.76,0.23,0.16,87.5,82.5,77.1,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,
7,2024-08-02,744986,Flyout,field_out,True,663993,676710,Nathaniel Lowe,Kutter Crawford,0,6f1ecc40-ef65-46a6-8b88-7dce730914e5,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,,,,109.0,110.0,112.0,,,,98.0,100.0,101.0,,0.348,0.195,,-0.18,,-0.67,,92.6,,,80.8,,,,,,,,,,0.245,0.474,0.194,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.306,0.085,0.066,0.76,0.23,0.16,87.5,82.5,77.1,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,
8,2024-08-02,744986,Flyout,field_out,True,646240,570632,Rafael Devers,José Ureña,0,4ec11deb-8611-4c36-b634-f680c430a416,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,75.0,95.0,89.0,87.0,98.0,93.0,92.0,97.0,95.0,81.0,99.0,98.0,0.401,0.066,0.347,0.186,-1.91,0.53,-0.07,-0.07,96.5,88.7,96.0,86.9,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,0.333,0.667,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-02,744986,Single,single,False,657136,570632,Connor Wong,José Ureña,0,fd81de1d-3a2d-430e-9ffe-b939966b7a0a,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,75.0,95.0,89.0,87.0,98.0,93.0,92.0,97.0,95.0,81.0,99.0,98.0,0.401,0.066,0.347,0.186,-1.91,0.53,-0.07,-0.07,96.5,88.7,96.0,86.9,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,0.333,0.667,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-02,744986,Home Run,home_run,False,677800,570632,Wilyer Abreu,José Ureña,1,8033c14d-8b88-4e1f-9452-48bd21fe577e,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,75.0,95.0,89.0,87.0,98.0,93.0,92.0,97.0,95.0,81.0,99.0,98.0,0.401,0.066,0.347,0.186,-1.91,0.53,-0.07,-0.07,96.5,88.7,96.0,86.9,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,0.333,0.667,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-02,744986,Groundout,field_out,True,642086,570632,Dominic Smith,José Ureña,0,6187108b-e088-49f3-8837-5723c09ff60f,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,75.0,95.0,89.0,87.0,98.0,93.0,92.0,97.0,95.0,81.0,99.0,98.0,0.401,0.066,0.347,0.186,-1.91,0.53,-0.07,-0.07,96.5,88.7,96.0,86.9,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,0.333,0.667,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
