,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-08-23,745460,Flyout,field_out,True,663697,663559,Jonathan India,Bailey Falter,0,aac63ab9-676e-4c3e-b79d-bf15216ef11f,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.25,5.11,112.1,100.0,90.0,97.0,0.824,6.33,2.64,8.73,1.12,0.8,0.289,0.361,0.135,0.301,0.482,99.0,100.0,99.0,86.0,101.0,96.0,99.0,102.0,99.0,91.0,97.0,96.0,43.0,95.0,70.0,0.138,0.5,0.007,0.194,0.16,0.69,-7.07,1.83,0.11,-1.45,91.9,86.9,92.0,85.9,77.3,0.247,0.381,0.165,0.25,0.447,0.145,0.26,0.301,0.327,0.327,0.615,0.189,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,
1,2024-08-23,745460,Strikeout,strikeout,True,682829,663559,Elly De La Cruz,Bailey Falter,0,00c54425-90b6-4019-9ef8-ab5b80f9172c,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.25,5.11,112.1,100.0,90.0,97.0,0.824,6.33,2.64,8.73,1.12,0.8,0.289,0.361,0.135,0.301,0.482,99.0,100.0,99.0,86.0,101.0,96.0,99.0,102.0,99.0,91.0,97.0,96.0,43.0,95.0,70.0,0.138,0.5,0.007,0.194,0.16,0.69,-7.07,1.83,0.11,-1.45,91.9,86.9,92.0,85.9,77.3,0.247,0.381,0.165,0.25,0.447,0.145,0.26,0.301,0.327,0.327,0.615,0.189,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,
2,2024-08-23,745460,Home Run,home_run,False,663886,663559,Tyler Stephenson,Bailey Falter,0,741e3601-d9dc-4149-a08e-e52cdcecfdcc,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.25,5.11,112.1,100.0,90.0,97.0,0.824,6.33,2.64,8.73,1.12,0.8,0.289,0.361,0.135,0.301,0.482,99.0,100.0,99.0,86.0,101.0,96.0,99.0,102.0,99.0,91.0,97.0,96.0,43.0,95.0,70.0,0.138,0.5,0.007,0.194,0.16,0.69,-7.07,1.83,0.11,-1.45,91.9,86.9,92.0,85.9,77.3,0.247,0.381,0.165,0.25,0.447,0.145,0.26,0.301,0.327,0.327,0.615,0.189,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,
3,2024-08-23,745460,Strikeout,strikeout,True,668715,663559,Spencer Steer,Bailey Falter,0,176868ff-9dcf-4663-b04f-019575aa13be,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.25,5.11,112.1,100.0,90.0,97.0,0.824,6.33,2.64,8.73,1.12,0.8,0.289,0.361,0.135,0.301,0.482,99.0,100.0,99.0,86.0,101.0,96.0,99.0,102.0,99.0,91.0,97.0,96.0,43.0,95.0,70.0,0.138,0.5,0.007,0.194,0.16,0.69,-7.07,1.83,0.11,-1.45,91.9,86.9,92.0,85.9,77.3,0.247,0.381,0.165,0.25,0.447,0.145,0.26,0.301,0.327,0.327,0.615,0.189,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,
4,2024-08-23,745460,Pop Out,field_out,True,643396,571656,Isiah Kiner-Falefa,Buck Farmer,0,4407d4b5-156c-4e6c-9951-5cdad6d03970,571656.0,buckfarmer,"Farmer, B",Right,Buck Farmer,CIN,2.52,3.97,60.2,98.0,92.0,99.0,0.769,8.46,3.71,6.53,0.89,0.84,0.224,0.442,0.194,0.279,0.391,,,,53.0,93.0,80.0,74.0,94.0,91.0,119.0,101.0,111.0,,,,0.234,0.214,,0.336,,0.75,,1.97,1.47,,92.7,,92.5,82.2,,0.182,0.364,0.155,0.228,0.351,0.176,0.136,0.318,0.366,,,,,,,108.0,104.0,109.0,0.216,-1.02,86.7,0.275,0.392,0.319,,,,,,,,,,,,
5,2024-08-23,745460,Strikeout,strikeout,True,668804,571656,Bryan Reynolds,Buck Farmer,0,7b0e5f68-bff8-4063-b63c-ab108bcd6ff9,571656.0,buckfarmer,"Farmer, B",Right,Buck Farmer,CIN,2.52,3.97,60.2,98.0,92.0,99.0,0.769,8.46,3.71,6.53,0.89,0.84,0.224,0.442,0.194,0.279,0.391,,,,53.0,93.0,80.0,74.0,94.0,91.0,119.0,101.0,111.0,,,,0.234,0.214,,0.336,,0.75,,1.97,1.47,,92.7,,92.5,82.2,,0.182,0.364,0.155,0.228,0.351,0.176,0.136,0.318,0.366,,,,,,,108.0,104.0,109.0,0.216,-1.02,86.7,0.275,0.392,0.319,,,,,,,,,,,,
6,2024-08-23,745460,Strikeout,strikeout,True,665833,571656,Oneil Cruz,Buck Farmer,0,32bd1c72-8c38-4be4-ac68-0f73a762aca6,571656.0,buckfarmer,"Farmer, B",Right,Buck Farmer,CIN,2.52,3.97,60.2,98.0,92.0,99.0,0.769,8.46,3.71,6.53,0.89,0.84,0.224,0.442,0.194,0.279,0.391,,,,53.0,93.0,80.0,74.0,94.0,91.0,119.0,101.0,111.0,,,,0.234,0.214,,0.336,,0.75,,1.97,1.47,,92.7,,92.5,82.2,,0.182,0.364,0.155,0.228,0.351,0.176,0.136,0.318,0.366,,,,,,,108.0,104.0,109.0,0.216,-1.02,86.7,0.275,0.392,0.319,,,,,,,,,,,,
7,2024-08-23,745460,Strikeout,strikeout,True,664034,663559,Ty France,Bailey Falter,0,c0c600a6-d07c-45c5-ae1a-29f2239239e5,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.25,5.11,112.1,100.0,90.0,97.0,0.824,6.33,2.64,8.73,1.12,0.8,0.289,0.361,0.135,0.301,0.482,99.0,100.0,99.0,86.0,101.0,96.0,99.0,102.0,99.0,91.0,97.0,96.0,43.0,95.0,70.0,0.138,0.5,0.007,0.194,0.16,0.69,-7.07,1.83,0.11,-1.45,91.9,86.9,92.0,85.9,77.3,0.247,0.381,0.165,0.25,0.447,0.145,0.26,0.301,0.327,0.327,0.615,0.189,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,
8,2024-08-23,745460,Strikeout,strikeout,True,656413,663559,Stuart Fairchild,Bailey Falter,0,7e165268-f429-4ca7-94f0-caa71cdcc924,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.25,5.11,112.1,100.0,90.0,97.0,0.824,6.33,2.64,8.73,1.12,0.8,0.289,0.361,0.135,0.301,0.482,99.0,100.0,99.0,86.0,101.0,96.0,99.0,102.0,99.0,91.0,97.0,96.0,43.0,95.0,70.0,0.138,0.5,0.007,0.194,0.16,0.69,-7.07,1.83,0.11,-1.45,91.9,86.9,92.0,85.9,77.3,0.247,0.381,0.165,0.25,0.447,0.145,0.26,0.301,0.327,0.327,0.615,0.189,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,
9,2024-08-23,745460,Lineout,field_out,True,642708,663559,Amed Rosario,Bailey Falter,0,7f592297-b967-439e-95e3-53a0415857af,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.25,5.11,112.1,100.0,90.0,97.0,0.824,6.33,2.64,8.73,1.12,0.8,0.289,0.361,0.135,0.301,0.482,99.0,100.0,99.0,86.0,101.0,96.0,99.0,102.0,99.0,91.0,97.0,96.0,43.0,95.0,70.0,0.138,0.5,0.007,0.194,0.16,0.69,-7.07,1.83,0.11,-1.45,91.9,86.9,92.0,85.9,77.3,0.247,0.381,0.165,0.25,0.447,0.145,0.26,0.301,0.327,0.327,0.615,0.189,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,
