,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-21,746983,Flyout,field_out,True,628451,700249,Andy Ibáñez,Cade Povich,0,0e12f27d-940f-4c7e-976a-8f30b4978469,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.59,4.17,74.0,99.0,86.0,97.0,0.782,8.15,4.01,9.49,1.46,0.78,0.227,0.45,0.188,0.288,0.454,62.0,100.0,95.0,93.0,100.0,104.0,80.0,97.0,93.0,80.0,98.0,90.0,113.0,105.0,107.0,97.0,94.0,94.0,0.089,0.398,0.079,0.131,0.195,0.108,0.2,-3.11,0.67,-0.48,-2.86,-1.38,92.3,88.3,86.0,91.5,82.6,76.2,0.242,0.411,0.18,0.364,0.564,0.283,0.232,0.411,0.293,0.233,0.512,0.25,0.208,0.25,0.105,0.333,0.81,0.288,,,,,,,,,,,,
1,2024-09-21,746983,Strikeout,strikeout,True,672761,700249,Wenceel Pérez,Cade Povich,0,e19558c6-54e7-4136-a6d0-151ec7cdd6a7,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.59,4.17,74.0,99.0,86.0,97.0,0.782,8.15,4.01,9.49,1.46,0.78,0.227,0.45,0.188,0.288,0.454,62.0,100.0,95.0,93.0,100.0,104.0,80.0,97.0,93.0,80.0,98.0,90.0,113.0,105.0,107.0,97.0,94.0,94.0,0.089,0.398,0.079,0.131,0.195,0.108,0.2,-3.11,0.67,-0.48,-2.86,-1.38,92.3,88.3,86.0,91.5,82.6,76.2,0.242,0.411,0.18,0.364,0.564,0.283,0.232,0.411,0.293,0.233,0.512,0.25,0.208,0.25,0.105,0.333,0.81,0.288,,,,,,,,,,,,
2,2024-09-21,746983,Strikeout,strikeout,True,663837,700249,Matt Vierling,Cade Povich,0,cd8e4bd1-d035-47d0-9ed2-d15d1ef8ebc4,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.59,4.17,74.0,99.0,86.0,97.0,0.782,8.15,4.01,9.49,1.46,0.78,0.227,0.45,0.188,0.288,0.454,62.0,100.0,95.0,93.0,100.0,104.0,80.0,97.0,93.0,80.0,98.0,90.0,113.0,105.0,107.0,97.0,94.0,94.0,0.089,0.398,0.079,0.131,0.195,0.108,0.2,-3.11,0.67,-0.48,-2.86,-1.38,92.3,88.3,86.0,91.5,82.6,76.2,0.242,0.411,0.18,0.364,0.564,0.283,0.232,0.411,0.293,0.233,0.512,0.25,0.208,0.25,0.105,0.333,0.81,0.288,,,,,,,,,,,,
3,2024-09-21,746983,Flyout,field_out,True,683002,681857,Gunnar Henderson,Reese Olson,0,57d76109-a5a8-4854-8fb0-5d27e0c5e327,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.49,3.52,108.1,97.0,91.0,97.0,0.731,8.14,2.74,7.98,0.58,1.6,0.217,0.465,0.127,0.306,0.365,103.0,96.0,103.0,92.0,91.0,91.0,70.0,94.0,86.0,75.0,103.0,95.0,112.0,97.0,103.0,,,,0.203,0.236,,0.279,0.058,0.225,-0.51,,1.8,2.06,-3.49,0.01,94.2,,86.5,94.2,84.8,79.1,0.296,0.418,0.095,0.3,0.7,0.275,,,,0.216,0.341,0.431,0.276,0.371,0.079,,,,0.138,0.191,0.447,,,,,,,,,
4,2024-09-21,746983,Lineout,field_out,True,656775,681857,Cedric Mullins,Reese Olson,0,03cad0e4-886a-4c6d-adb9-081952e856be,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.49,3.52,108.1,97.0,91.0,97.0,0.731,8.14,2.74,7.98,0.58,1.6,0.217,0.465,0.127,0.306,0.365,103.0,96.0,103.0,92.0,91.0,91.0,70.0,94.0,86.0,75.0,103.0,95.0,112.0,97.0,103.0,,,,0.203,0.236,,0.279,0.058,0.225,-0.51,,1.8,2.06,-3.49,0.01,94.2,,86.5,94.2,84.8,79.1,0.296,0.418,0.095,0.3,0.7,0.275,,,,0.216,0.341,0.431,0.276,0.371,0.079,,,,0.138,0.191,0.447,,,,,,,,,
5,2024-09-21,746983,Groundout,field_out,True,623993,681857,Anthony Santander,Reese Olson,0,93c969ae-30fe-49c0-88b2-af1a72b5b5b9,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.49,3.52,108.1,97.0,91.0,97.0,0.731,8.14,2.74,7.98,0.58,1.6,0.217,0.465,0.127,0.306,0.365,103.0,96.0,103.0,92.0,91.0,91.0,70.0,94.0,86.0,75.0,103.0,95.0,112.0,97.0,103.0,,,,0.203,0.236,,0.279,0.058,0.225,-0.51,,1.8,2.06,-3.49,0.01,94.2,,86.5,94.2,84.8,79.1,0.296,0.418,0.095,0.3,0.7,0.275,,,,0.216,0.341,0.431,0.276,0.371,0.079,,,,0.138,0.191,0.447,,,,,,,,,
6,2024-09-21,746983,Walk,walk,False,682985,700249,Riley Greene,Cade Povich,0,be453089-f3aa-46d0-97dd-3a4471992e93,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.59,4.17,74.0,99.0,86.0,97.0,0.782,8.15,4.01,9.49,1.46,0.78,0.227,0.45,0.188,0.288,0.454,62.0,100.0,95.0,93.0,100.0,104.0,80.0,97.0,93.0,80.0,98.0,90.0,113.0,105.0,107.0,97.0,94.0,94.0,0.089,0.398,0.079,0.131,0.195,0.108,0.2,-3.11,0.67,-0.48,-2.86,-1.38,92.3,88.3,86.0,91.5,82.6,76.2,0.242,0.411,0.18,0.364,0.564,0.283,0.232,0.411,0.293,0.233,0.512,0.25,0.208,0.25,0.105,0.333,0.81,0.288,,,,,,,,,,,,
7,2024-09-21,746983,Flyout,field_out,True,669234,700249,Justyn-Henry Malloy,Cade Povich,0,16e759d1-5f9a-4361-a128-43737b842dee,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.59,4.17,74.0,99.0,86.0,97.0,0.782,8.15,4.01,9.49,1.46,0.78,0.227,0.45,0.188,0.288,0.454,62.0,100.0,95.0,93.0,100.0,104.0,80.0,97.0,93.0,80.0,98.0,90.0,113.0,105.0,107.0,97.0,94.0,94.0,0.089,0.398,0.079,0.131,0.195,0.108,0.2,-3.11,0.67,-0.48,-2.86,-1.38,92.3,88.3,86.0,91.5,82.6,76.2,0.242,0.411,0.18,0.364,0.564,0.283,0.232,0.411,0.293,0.233,0.512,0.25,0.208,0.25,0.105,0.333,0.81,0.288,,,,,,,,,,,,
8,2024-09-21,746983,Strikeout,strikeout,True,679529,700249,Spencer Torkelson,Cade Povich,0,88c9c3a0-8fca-473d-bc02-84c390f47343,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.59,4.17,74.0,99.0,86.0,97.0,0.782,8.15,4.01,9.49,1.46,0.78,0.227,0.45,0.188,0.288,0.454,62.0,100.0,95.0,93.0,100.0,104.0,80.0,97.0,93.0,80.0,98.0,90.0,113.0,105.0,107.0,97.0,94.0,94.0,0.089,0.398,0.079,0.131,0.195,0.108,0.2,-3.11,0.67,-0.48,-2.86,-1.38,92.3,88.3,86.0,91.5,82.6,76.2,0.242,0.411,0.18,0.364,0.564,0.283,0.232,0.411,0.293,0.233,0.512,0.25,0.208,0.25,0.105,0.333,0.81,0.288,,,,,,,,,,,,
9,2024-09-21,746983,Double,double,False,700242,700249,Trey Sweeney,Cade Povich,1,2b85defc-d276-4b14-a112-35edda09234d,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.59,4.17,74.0,99.0,86.0,97.0,0.782,8.15,4.01,9.49,1.46,0.78,0.227,0.45,0.188,0.288,0.454,62.0,100.0,95.0,93.0,100.0,104.0,80.0,97.0,93.0,80.0,98.0,90.0,113.0,105.0,107.0,97.0,94.0,94.0,0.089,0.398,0.079,0.131,0.195,0.108,0.2,-3.11,0.67,-0.48,-2.86,-1.38,92.3,88.3,86.0,91.5,82.6,76.2,0.242,0.411,0.18,0.364,0.564,0.283,0.232,0.411,0.293,0.233,0.512,0.25,0.208,0.25,0.105,0.333,0.81,0.288,,,,,,,,,,,,
