,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,KC%,CH%,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFC,vCH,vSI,vSL,vKC,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,CU%,wFA/C,wFS/C,wCU/C,vFA,vFS,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff
0,2024-09-24,745688,Strikeout,strikeout,True,683002,657376,Gunnar Henderson,Clarke Schmidt,0,a0d9a4a9-7129-442a-9f9a-00c5b98990d4,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.75,85.1,98.0,116.0,100.0,0.719,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.213,0.267,0.404,36.0,89.0,96.0,83.0,94.0,85.0,136.0,94.0,102.0,150.0,102.0,113.0,106.0,102.0,100.0,0.21,0.35,0.252,0.182,0.006,0.53,-0.75,1.21,0.89,-13.05,92.4,87.1,94.3,85.2,83.8,0.256,0.38,0.322,0.267,0.483,0.203,0.21,0.323,0.297,0.143,0.19,0.33,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-24,745688,Strikeout,strikeout,True,668939,657376,Adley Rutschman,Clarke Schmidt,0,d5ef3bb4-1725-4b75-85e8-2699f5686356,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.75,85.1,98.0,116.0,100.0,0.719,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.213,0.267,0.404,36.0,89.0,96.0,83.0,94.0,85.0,136.0,94.0,102.0,150.0,102.0,113.0,106.0,102.0,100.0,0.21,0.35,0.252,0.182,0.006,0.53,-0.75,1.21,0.89,-13.05,92.4,87.1,94.3,85.2,83.8,0.256,0.38,0.322,0.267,0.483,0.203,0.21,0.323,0.297,0.143,0.19,0.33,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-24,745688,Flyout,field_out,True,623993,657376,Anthony Santander,Clarke Schmidt,0,b82ccadd-370d-49ff-8e7b-0d51f9d9a94b,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.75,85.1,98.0,116.0,100.0,0.719,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.213,0.267,0.404,36.0,89.0,96.0,83.0,94.0,85.0,136.0,94.0,102.0,150.0,102.0,113.0,106.0,102.0,100.0,0.21,0.35,0.252,0.182,0.006,0.53,-0.75,1.21,0.89,-13.05,92.4,87.1,94.3,85.2,83.8,0.256,0.38,0.322,0.267,0.483,0.203,0.21,0.323,0.297,0.143,0.19,0.33,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-24,745688,Single,single,False,650402,665152,Gleyber Torres,Dean Kremer,0,fff2fbdf-21da-4221-afc8-9cf5225bf160,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.799,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.422,,,,79.0,105.0,97.0,,,,,,,99.0,102.0,98.0,0.151,0.23,,,,0.33,0.67,,,,86.9,,92.3,,,0.25,0.355,0.237,0.247,0.353,0.072,,,,0.225,0.3,0.186,,,,92.0,98.0,96.0,91.0,100.0,99.0,72.0,99.0,99.0,0.32,0.184,0.114,-0.18,0.73,0.29,93.4,84.1,77.0,0.245,0.503,0.232,0.139,0.248,0.36,,,
4,2024-09-24,745688,Flyout,field_out,True,665742,665152,Juan Soto,Dean Kremer,0,b8f472e4-36b4-44cc-b39b-790405ae3960,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.799,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.422,,,,79.0,105.0,97.0,,,,,,,99.0,102.0,98.0,0.151,0.23,,,,0.33,0.67,,,,86.9,,92.3,,,0.25,0.355,0.237,0.247,0.353,0.072,,,,0.225,0.3,0.186,,,,92.0,98.0,96.0,91.0,100.0,99.0,72.0,99.0,99.0,0.32,0.184,0.114,-0.18,0.73,0.29,93.4,84.1,77.0,0.245,0.503,0.232,0.139,0.248,0.36,,,
5,2024-09-24,745688,Forceout,force_out,True,592450,665152,Aaron Judge,Dean Kremer,1,1d3e9e24-4354-4fb0-946a-f23bc06e7ba9,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.799,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.422,,,,79.0,105.0,97.0,,,,,,,99.0,102.0,98.0,0.151,0.23,,,,0.33,0.67,,,,86.9,,92.3,,,0.25,0.355,0.237,0.247,0.353,0.072,,,,0.225,0.3,0.186,,,,92.0,98.0,96.0,91.0,100.0,99.0,72.0,99.0,99.0,0.32,0.184,0.114,-0.18,0.73,0.29,93.4,84.1,77.0,0.245,0.503,0.232,0.139,0.248,0.36,,,
6,2024-09-24,745688,Groundout,field_out,True,669224,665152,Austin Wells,Dean Kremer,0,b03e1243-464d-4eb7-a8d2-3a7a6f04591c,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.799,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.422,,,,79.0,105.0,97.0,,,,,,,99.0,102.0,98.0,0.151,0.23,,,,0.33,0.67,,,,86.9,,92.3,,,0.25,0.355,0.237,0.247,0.353,0.072,,,,0.225,0.3,0.186,,,,92.0,98.0,96.0,91.0,100.0,99.0,72.0,99.0,99.0,0.32,0.184,0.114,-0.18,0.73,0.29,93.4,84.1,77.0,0.245,0.503,0.232,0.139,0.248,0.36,,,
7,2024-09-24,745688,Strikeout,strikeout,True,681297,657376,Colton Cowser,Clarke Schmidt,0,58f93b31-716c-43c3-850a-4bb444127b63,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.75,85.1,98.0,116.0,100.0,0.719,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.213,0.267,0.404,36.0,89.0,96.0,83.0,94.0,85.0,136.0,94.0,102.0,150.0,102.0,113.0,106.0,102.0,100.0,0.21,0.35,0.252,0.182,0.006,0.53,-0.75,1.21,0.89,-13.05,92.4,87.1,94.3,85.2,83.8,0.256,0.38,0.322,0.267,0.483,0.203,0.21,0.323,0.297,0.143,0.19,0.33,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-24,745688,Single,single,False,676059,657376,Jordan Westburg,Clarke Schmidt,0,d10bfd09-c456-4c90-bfd2-8990625531a0,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.75,85.1,98.0,116.0,100.0,0.719,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.213,0.267,0.404,36.0,89.0,96.0,83.0,94.0,85.0,136.0,94.0,102.0,150.0,102.0,113.0,106.0,102.0,100.0,0.21,0.35,0.252,0.182,0.006,0.53,-0.75,1.21,0.89,-13.05,92.4,87.1,94.3,85.2,83.8,0.256,0.38,0.322,0.267,0.483,0.203,0.21,0.323,0.297,0.143,0.19,0.33,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-24,745688,Double,double,False,656811,657376,Ryan O'Hearn,Clarke Schmidt,1,0ea00a97-61dd-4695-b115-2e656976d6c0,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.75,85.1,98.0,116.0,100.0,0.719,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.213,0.267,0.404,36.0,89.0,96.0,83.0,94.0,85.0,136.0,94.0,102.0,150.0,102.0,113.0,106.0,102.0,100.0,0.21,0.35,0.252,0.182,0.006,0.53,-0.75,1.21,0.89,-13.05,92.4,87.1,94.3,85.2,83.8,0.256,0.38,0.322,0.267,0.483,0.203,0.21,0.323,0.297,0.143,0.19,0.33,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
