,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-08-13,745382,Strikeout,strikeout,True,457705,650633,Andrew McCutchen,Michael King,0,49085f79-b7a7-44f2-bbb9-448bf59ec3ee,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,
1,2024-08-13,745382,Single,single,False,668804,650633,Bryan Reynolds,Michael King,0,2c1fe217-7220-45fe-ac6f-0d19c5fb5215,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,
2,2024-08-13,745382,Pop Out,field_out,True,665833,650633,Oneil Cruz,Michael King,0,6f9f257e-63e4-4b49-9120-f00a6e77c728,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,
3,2024-08-13,745382,Strikeout,strikeout,True,663698,650633,Joey Bart,Michael King,0,4046b564-c193-4fec-b85b-e7be9877fb97,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,
4,2024-08-13,745382,Walk,walk,False,650333,682847,Luis Arraez,Luis L. Ortiz,0,e2109c30-b3b3-453b-995c-c244f99b4e53,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.343,0.138,0.179,0.299,0.233,,,,0.231,0.462,0.294,0.262,0.426,0.153,,,,,,,,,,,,,,,
5,2024-08-13,745382,Hit By Pitch,hit_by_pitch,False,595777,682847,Jurickson Profar,Luis L. Ortiz,1,ab96edce-f2c4-4f25-8b38-6f23e533641f,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.343,0.138,0.179,0.299,0.233,,,,0.231,0.462,0.294,0.262,0.426,0.153,,,,,,,,,,,,,,,
6,2024-08-13,745382,Fielders Choice,fielders_choice,False,630105,682847,Jake Cronenworth,Luis L. Ortiz,1,f86255ca-8e13-43cb-8094-48b7003c9be0,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.343,0.138,0.179,0.299,0.233,,,,0.231,0.462,0.294,0.262,0.426,0.153,,,,,,,,,,,,,,,
7,2024-08-13,745382,Sac Fly,sac_fly,True,592518,682847,Manny Machado,Luis L. Ortiz,1,2388e770-90a5-4181-802e-d926ff6abf61,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.343,0.138,0.179,0.299,0.233,,,,0.231,0.462,0.294,0.262,0.426,0.153,,,,,,,,,,,,,,,
8,2024-08-13,745382,Grounded Into DP,grounded_into_double_play,True,593428,682847,Xander Bogaerts,Luis L. Ortiz,1,ab5b02bd-5c76-4e24-a854-f81b76f48a71,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.343,0.138,0.179,0.299,0.233,,,,0.231,0.462,0.294,0.262,0.426,0.153,,,,,,,,,,,,,,,
9,2024-08-13,745382,Single,single,False,642133,650633,Rowdy Tellez,Michael King,0,8fe4049e-2f7d-4837-9c0a-0a98e588d452,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,
