,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vKN (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,KN%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,wKN/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-08-07,745223,Home Run,home_run,False,672761,669923,Wenceel Pérez,George Kirby,0,5fff83dc-0634-41b1-ac27-08cdb2f4860d,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.48,3.57,155.1,106.0,106.0,107.0,0.785,8.75,1.16,8.86,0.98,1.01,0.286,0.353,0.187,0.277,0.442,73.9,103.0,106.0,101.0,105.0,109.0,108.0,111.0,104.0,110.0,115.0,112.0,116.0,97.0,99.0,93.0,108.0,100.0,108.0,0.235,0.336,0.005,0.111,0.232,0.08,0.0,0.42,0.79,-1.5,1.58,0.92,-2.33,-3.49,95.9,92.3,85.9,95.9,87.3,83.4,0.232,0.449,0.296,0.265,0.346,0.109,0.248,0.352,0.267,0.235,0.382,0.277,0.326,0.457,0.305,,,,,,,,,,,,,,,,,,,,,
1,2024-08-07,745223,Groundout,field_out,True,690993,669923,Colt Keith,George Kirby,0,6530ba9e-e865-4fda-b699-e192c896b200,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.48,3.57,155.1,106.0,106.0,107.0,0.785,8.75,1.16,8.86,0.98,1.01,0.286,0.353,0.187,0.277,0.442,73.9,103.0,106.0,101.0,105.0,109.0,108.0,111.0,104.0,110.0,115.0,112.0,116.0,97.0,99.0,93.0,108.0,100.0,108.0,0.235,0.336,0.005,0.111,0.232,0.08,0.0,0.42,0.79,-1.5,1.58,0.92,-2.33,-3.49,95.9,92.3,85.9,95.9,87.3,83.4,0.232,0.449,0.296,0.265,0.346,0.109,0.248,0.352,0.267,0.235,0.382,0.277,0.326,0.457,0.305,,,,,,,,,,,,,,,,,,,,,
2,2024-08-07,745223,Single,single,False,663837,669923,Matt Vierling,George Kirby,0,0cdae279-d25a-4dd3-8837-b50a5ca64517,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.48,3.57,155.1,106.0,106.0,107.0,0.785,8.75,1.16,8.86,0.98,1.01,0.286,0.353,0.187,0.277,0.442,73.9,103.0,106.0,101.0,105.0,109.0,108.0,111.0,104.0,110.0,115.0,112.0,116.0,97.0,99.0,93.0,108.0,100.0,108.0,0.235,0.336,0.005,0.111,0.232,0.08,0.0,0.42,0.79,-1.5,1.58,0.92,-2.33,-3.49,95.9,92.3,85.9,95.9,87.3,83.4,0.232,0.449,0.296,0.265,0.346,0.109,0.248,0.352,0.267,0.235,0.382,0.277,0.326,0.457,0.305,,,,,,,,,,,,,,,,,,,,,
3,2024-08-07,745223,Strikeout,strikeout,True,676632,669923,Bligh Madris,George Kirby,0,4490b078-9455-4912-9901-ea638ff03359,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.48,3.57,155.1,106.0,106.0,107.0,0.785,8.75,1.16,8.86,0.98,1.01,0.286,0.353,0.187,0.277,0.442,73.9,103.0,106.0,101.0,105.0,109.0,108.0,111.0,104.0,110.0,115.0,112.0,116.0,97.0,99.0,93.0,108.0,100.0,108.0,0.235,0.336,0.005,0.111,0.232,0.08,0.0,0.42,0.79,-1.5,1.58,0.92,-2.33,-3.49,95.9,92.3,85.9,95.9,87.3,83.4,0.232,0.449,0.296,0.265,0.346,0.109,0.248,0.352,0.267,0.235,0.382,0.277,0.326,0.457,0.305,,,,,,,,,,,,,,,,,,,,,
4,2024-08-07,745223,Groundout,field_out,True,570482,669923,Gio Urshela,George Kirby,0,e5e54ae3-9724-457c-ac24-c5558b9b8cfb,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.48,3.57,155.1,106.0,106.0,107.0,0.785,8.75,1.16,8.86,0.98,1.01,0.286,0.353,0.187,0.277,0.442,73.9,103.0,106.0,101.0,105.0,109.0,108.0,111.0,104.0,110.0,115.0,112.0,116.0,97.0,99.0,93.0,108.0,100.0,108.0,0.235,0.336,0.005,0.111,0.232,0.08,0.0,0.42,0.79,-1.5,1.58,0.92,-2.33,-3.49,95.9,92.3,85.9,95.9,87.3,83.4,0.232,0.449,0.296,0.265,0.346,0.109,0.248,0.352,0.267,0.235,0.382,0.277,0.326,0.457,0.305,,,,,,,,,,,,,,,,,,,,,
5,2024-08-07,745223,Flyout,field_out,True,645302,669373,Victor Robles,Tarik Skubal,0,258bd3c6-7d08-4d7a-bb42-766c34ed4a94,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,94.0,91.0,101.0,,,,,,,0.207,0.328,,,0.153,0.045,,1.45,,,1.65,0.82,2.67,,96.9,,,96.6,88.7,78.5,0.206,0.311,0.253,0.181,0.283,0.164,0.188,0.375,0.349,,,,0.118,0.118,0.167,97.0,104.0,115.0,0.267,0.78,86.1,0.231,0.355,0.472,,,,,,,,,,,,
6,2024-08-07,745223,Strikeout,strikeout,True,668227,669373,Randy Arozarena,Tarik Skubal,0,b78900f9-8e32-4257-8871-3face7eee6a1,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,94.0,91.0,101.0,,,,,,,0.207,0.328,,,0.153,0.045,,1.45,,,1.65,0.82,2.67,,96.9,,,96.6,88.7,78.5,0.206,0.311,0.253,0.181,0.283,0.164,0.188,0.375,0.349,,,,0.118,0.118,0.167,97.0,104.0,115.0,0.267,0.78,86.1,0.231,0.355,0.472,,,,,,,,,,,,
7,2024-08-07,745223,Flyout,field_out,True,663728,669373,Cal Raleigh,Tarik Skubal,0,1da588df-e56e-4141-ba08-f6338acddc2b,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,94.0,91.0,101.0,,,,,,,0.207,0.328,,,0.153,0.045,,1.45,,,1.65,0.82,2.67,,96.9,,,96.6,88.7,78.5,0.206,0.311,0.253,0.181,0.283,0.164,0.188,0.375,0.349,,,,0.118,0.118,0.167,97.0,104.0,115.0,0.267,0.78,86.1,0.231,0.355,0.472,,,,,,,,,,,,
8,2024-08-07,745223,Single,single,False,678009,669923,Parker Meadows,George Kirby,0,da6f747f-6ec0-4d2b-9f3d-6daed4ef5a7e,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.48,3.57,155.1,106.0,106.0,107.0,0.785,8.75,1.16,8.86,0.98,1.01,0.286,0.353,0.187,0.277,0.442,73.9,103.0,106.0,101.0,105.0,109.0,108.0,111.0,104.0,110.0,115.0,112.0,116.0,97.0,99.0,93.0,108.0,100.0,108.0,0.235,0.336,0.005,0.111,0.232,0.08,0.0,0.42,0.79,-1.5,1.58,0.92,-2.33,-3.49,95.9,92.3,85.9,95.9,87.3,83.4,0.232,0.449,0.296,0.265,0.346,0.109,0.248,0.352,0.267,0.235,0.382,0.277,0.326,0.457,0.305,,,,,,,,,,,,,,,,,,,,,
9,2024-08-07,745223,Walk,walk,False,656716,669923,Zach McKinstry,George Kirby,1,b633ef0f-de39-463f-ab60-8aeb543b70b5,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.48,3.57,155.1,106.0,106.0,107.0,0.785,8.75,1.16,8.86,0.98,1.01,0.286,0.353,0.187,0.277,0.442,73.9,103.0,106.0,101.0,105.0,109.0,108.0,111.0,104.0,110.0,115.0,112.0,116.0,97.0,99.0,93.0,108.0,100.0,108.0,0.235,0.336,0.005,0.111,0.232,0.08,0.0,0.42,0.79,-1.5,1.58,0.92,-2.33,-3.49,95.9,92.3,85.9,95.9,87.3,83.4,0.232,0.449,0.296,0.265,0.346,0.109,0.248,0.352,0.267,0.235,0.382,0.277,0.326,0.457,0.305,,,,,,,,,,,,,,,,,,,,,
10,2024-08-07,745223,Strikeout,strikeout,True,595879,669923,Javier Báez,George Kirby,0,86c7a11c-7289-4fb2-8c1e-69ffc5635a93,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.48,3.57,155.1,106.0,106.0,107.0,0.785,8.75,1.16,8.86,0.98,1.01,0.286,0.353,0.187,0.277,0.442,73.9,103.0,106.0,101.0,105.0,109.0,108.0,111.0,104.0,110.0,115.0,112.0,116.0,97.0,99.0,93.0,108.0,100.0,108.0,0.235,0.336,0.005,0.111,0.232,0.08,0.0,0.42,0.79,-1.5,1.58,0.92,-2.33,-3.49,95.9,92.3,85.9,95.9,87.3,83.4,0.232,0.449,0.296,0.265,0.346,0.109,0.248,0.352,0.267,0.235,0.382,0.277,0.326,0.457,0.305,,,,,,,,,,,,,,,,,,,,,
11,2024-08-07,745223,Flyout,field_out,True,668670,669923,Jake Rogers,George Kirby,0,fb62b64a-a5d0-44f0-885f-db2866b2db3e,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.48,3.57,155.1,106.0,106.0,107.0,0.785,8.75,1.16,8.86,0.98,1.01,0.286,0.353,0.187,0.277,0.442,73.9,103.0,106.0,101.0,105.0,109.0,108.0,111.0,104.0,110.0,115.0,112.0,116.0,97.0,99.0,93.0,108.0,100.0,108.0,0.235,0.336,0.005,0.111,0.232,0.08,0.0,0.42,0.79,-1.5,1.58,0.92,-2.33,-3.49,95.9,92.3,85.9,95.9,87.3,83.4,0.232,0.449,0.296,0.265,0.346,0.109,0.248,0.352,0.267,0.235,0.382,0.277,0.326,0.457,0.305,,,,,,,,,,,,,,,,,,,,,
12,2024-08-07,745223,Strikeout,strikeout,True,672761,669923,Wenceel Pérez,George Kirby,0,a26589f4-02a5-4dd8-8cfc-088d2f570b01,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.48,3.57,155.1,106.0,106.0,107.0,0.785,8.75,1.16,8.86,0.98,1.01,0.286,0.353,0.187,0.277,0.442,73.9,103.0,106.0,101.0,105.0,109.0,108.0,111.0,104.0,110.0,115.0,112.0,116.0,97.0,99.0,93.0,108.0,100.0,108.0,0.235,0.336,0.005,0.111,0.232,0.08,0.0,0.42,0.79,-1.5,1.58,0.92,-2.33,-3.49,95.9,92.3,85.9,95.9,87.3,83.4,0.232,0.449,0.296,0.265,0.346,0.109,0.248,0.352,0.267,0.235,0.382,0.277,0.326,0.457,0.305,,,,,,,,,,,,,,,,,,,,,
13,2024-08-07,745223,Strikeout,strikeout,True,457759,669373,Justin Turner,Tarik Skubal,0,c1930f9e-e088-4411-a46c-02ada7173319,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,94.0,91.0,101.0,,,,,,,0.207,0.328,,,0.153,0.045,,1.45,,,1.65,0.82,2.67,,96.9,,,96.6,88.7,78.5,0.206,0.311,0.253,0.181,0.283,0.164,0.188,0.375,0.349,,,,0.118,0.118,0.167,97.0,104.0,115.0,0.267,0.78,86.1,0.231,0.355,0.472,,,,,,,,,,,,
14,2024-08-07,745223,Flyout,field_out,True,593871,669373,Jorge Polanco,Tarik Skubal,0,d84914c1-9ac2-4cbd-bb1c-db8b54feb549,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,94.0,91.0,101.0,,,,,,,0.207,0.328,,,0.153,0.045,,1.45,,,1.65,0.82,2.67,,96.9,,,96.6,88.7,78.5,0.206,0.311,0.253,0.181,0.283,0.164,0.188,0.375,0.349,,,,0.118,0.118,0.167,97.0,104.0,115.0,0.267,0.78,86.1,0.231,0.355,0.472,,,,,,,,,,,,
15,2024-08-07,745223,Flyout,field_out,True,664238,669373,Dylan Moore,Tarik Skubal,0,d1b97945-74fd-496c-918b-2b124b83b71f,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,94.0,91.0,101.0,,,,,,,0.207,0.328,,,0.153,0.045,,1.45,,,1.65,0.82,2.67,,96.9,,,96.6,88.7,78.5,0.206,0.311,0.253,0.181,0.283,0.164,0.188,0.375,0.349,,,,0.118,0.118,0.167,97.0,104.0,115.0,0.267,0.78,86.1,0.231,0.355,0.472,,,,,,,,,,,,
