,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-23,745917,Groundout,field_out,True,670032,641154,Nicky Lopez,Pablo López,0,abfbe8a8-7198-4bab-88cb-bc4bc619c7a7,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,92.0,101.0,101.0,83.0,102.0,107.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,0.076,0.394,0.227,0.11,0.194,1.98,-3.1,-0.94,-2.56,-0.41,94.6,88.4,94.2,84.1,81.9,0.183,0.34,0.303,0.247,0.464,0.318,0.293,0.387,0.25,0.255,0.574,0.338,0.452,0.677,0.095,,,,,,,,,,,,,,,,,,
1,2024-04-23,745917,Pop Out,field_out,True,664901,641154,Danny Mendick,Pablo López,0,a2a59d64-bab1-4732-997f-a48767a2ba17,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,92.0,101.0,101.0,83.0,102.0,107.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,0.076,0.394,0.227,0.11,0.194,1.98,-3.1,-0.94,-2.56,-0.41,94.6,88.4,94.2,84.1,81.9,0.183,0.34,0.303,0.247,0.464,0.318,0.293,0.387,0.25,0.255,0.574,0.338,0.452,0.677,0.095,,,,,,,,,,,,,,,,,,
2,2024-04-23,745917,Double,double,False,657757,641154,Gavin Sheets,Pablo López,0,75010a48-0e21-44d8-a91a-f8df6224f682,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,92.0,101.0,101.0,83.0,102.0,107.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,0.076,0.394,0.227,0.11,0.194,1.98,-3.1,-0.94,-2.56,-0.41,94.6,88.4,94.2,84.1,81.9,0.183,0.34,0.303,0.247,0.464,0.318,0.293,0.387,0.25,0.255,0.574,0.338,0.452,0.677,0.095,,,,,,,,,,,,,,,,,,
3,2024-04-23,745917,Strikeout,strikeout,True,650391,641154,Eloy Jiménez,Pablo López,0,887329a8-845e-474b-9a9f-445744f0fd6d,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,92.0,101.0,101.0,83.0,102.0,107.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,0.076,0.394,0.227,0.11,0.194,1.98,-3.1,-0.94,-2.56,-0.41,94.6,88.4,94.2,84.1,81.9,0.183,0.34,0.303,0.247,0.464,0.318,0.293,0.387,0.25,0.255,0.574,0.338,0.452,0.677,0.095,,,,,,,,,,,,,,,,,,
4,2024-04-23,745917,Strikeout,strikeout,True,666135,607200,Alex Kirilloff,Erick Fedde,0,e9920e3d-7232-4785-adc0-e10f9fd9e2f5,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,,,,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,0.306,0.001,0.198,,0.196,-1.85,0.74,0.47,,0.17,94.1,87.9,93.2,83.7,,,,,0.184,0.382,0.26,0.216,0.295,0.142,,,,0.246,0.358,0.203,78.0,104.0,97.0,0.299,1.18,90.1,0.242,0.387,0.258,,,,,,,,,
5,2024-04-23,745917,Strikeout,strikeout,True,666397,607200,Edouard Julien,Erick Fedde,0,fd4a984b-f9f9-4cfe-9675-bbdbca48104b,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,,,,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,0.306,0.001,0.198,,0.196,-1.85,0.74,0.47,,0.17,94.1,87.9,93.2,83.7,,,,,0.184,0.382,0.26,0.216,0.295,0.142,,,,0.246,0.358,0.203,78.0,104.0,97.0,0.299,1.18,90.1,0.242,0.387,0.258,,,,,,,,,
6,2024-04-23,745917,Double,double,False,663616,607200,Trevor Larnach,Erick Fedde,0,5a905e6a-48fc-4644-b68b-43d86bc24e64,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,,,,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,0.306,0.001,0.198,,0.196,-1.85,0.74,0.47,,0.17,94.1,87.9,93.2,83.7,,,,,0.184,0.382,0.26,0.216,0.295,0.142,,,,0.246,0.358,0.203,78.0,104.0,97.0,0.299,1.18,90.1,0.242,0.387,0.258,,,,,,,,,
7,2024-04-23,745917,Single,single,False,596146,607200,Max Kepler,Erick Fedde,1,513b6d6e-8379-405d-959d-f305a6054ad7,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,,,,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,0.306,0.001,0.198,,0.196,-1.85,0.74,0.47,,0.17,94.1,87.9,93.2,83.7,,,,,0.184,0.382,0.26,0.216,0.295,0.142,,,,0.246,0.358,0.203,78.0,104.0,97.0,0.299,1.18,90.1,0.242,0.387,0.258,,,,,,,,,
8,2024-04-23,745917,Double,double,False,621439,607200,Byron Buxton,Erick Fedde,1,605b8e8d-1fe1-499e-b36c-3b2e535edb62,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,,,,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,0.306,0.001,0.198,,0.196,-1.85,0.74,0.47,,0.17,94.1,87.9,93.2,83.7,,,,,0.184,0.382,0.26,0.216,0.295,0.142,,,,0.246,0.358,0.203,78.0,104.0,97.0,0.299,1.18,90.1,0.242,0.387,0.258,,,,,,,,,
9,2024-04-23,745917,Lineout,field_out,True,650489,607200,Willi Castro,Erick Fedde,0,5ff5a06f-bbe1-482b-ac5b-05318c30bc28,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,,,,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,0.306,0.001,0.198,,0.196,-1.85,0.74,0.47,,0.17,94.1,87.9,93.2,83.7,,,,,0.184,0.382,0.26,0.216,0.295,0.142,,,,0.246,0.358,0.203,78.0,104.0,97.0,0.299,1.18,90.1,0.242,0.387,0.258,,,,,,,,,
