,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-10,746747,Flyout,field_out,True,680757,686563,Steven Kwan,Jonathan Cannon,0,2878f7ae-d4e2-44df-805b-1e31f8546a78,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,74.0,104.0,97.0,86.0,100.0,94.0,117.0,101.0,108.0,79.0,101.0,94.0,0.282,0.116,0.196,0.216,0.189,-1.07,0.51,-0.14,-1.64,-0.19,94.4,90.2,85.7,93.3,81.9,0.31,0.484,0.132,0.248,0.4,0.257,0.264,0.517,0.28,0.253,0.453,0.19,0.25,0.386,0.245,,,,,,,,,,,,,,,,,,,,,
1,2024-09-10,746747,Single,single,False,665926,686563,Andrés Giménez,Jonathan Cannon,0,d04147ad-44f7-4e5a-90b0-4a3e95ddf26e,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,74.0,104.0,97.0,86.0,100.0,94.0,117.0,101.0,108.0,79.0,101.0,94.0,0.282,0.116,0.196,0.216,0.189,-1.07,0.51,-0.14,-1.64,-0.19,94.4,90.2,85.7,93.3,81.9,0.31,0.484,0.132,0.248,0.4,0.257,0.264,0.517,0.28,0.253,0.453,0.19,0.25,0.386,0.245,,,,,,,,,,,,,,,,,,,,,
2,2024-09-10,746747,Double,double,False,608070,686563,José Ramírez,Jonathan Cannon,1,a8bf61f7-bb33-44f2-9071-e44450f0faba,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,74.0,104.0,97.0,86.0,100.0,94.0,117.0,101.0,108.0,79.0,101.0,94.0,0.282,0.116,0.196,0.216,0.189,-1.07,0.51,-0.14,-1.64,-0.19,94.4,90.2,85.7,93.3,81.9,0.31,0.484,0.132,0.248,0.4,0.257,0.264,0.517,0.28,0.253,0.453,0.19,0.25,0.386,0.245,,,,,,,,,,,,,,,,,,,,,
3,2024-09-10,746747,Strikeout,strikeout,True,647304,686563,Josh Naylor,Jonathan Cannon,1,ff6d650a-e7b9-441a-9bf2-b34b3250586e,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,74.0,104.0,97.0,86.0,100.0,94.0,117.0,101.0,108.0,79.0,101.0,94.0,0.282,0.116,0.196,0.216,0.189,-1.07,0.51,-0.14,-1.64,-0.19,94.4,90.2,85.7,93.3,81.9,0.31,0.484,0.132,0.248,0.4,0.257,0.264,0.517,0.28,0.253,0.453,0.19,0.25,0.386,0.245,,,,,,,,,,,,,,,,,,,,,
4,2024-09-10,746747,Groundout,field_out,True,670032,594902,Nicky Lopez,Ben Lively,0,f55576c2-4ba0-4a1d-8759-1261b78277fc,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.87,4.07,142.0,102.0,68.0,93.0,0.828,7.1,2.79,8.3,1.46,1.0,0.221,0.414,0.126,0.309,0.432,77.0,109.0,96.0,58.0,95.0,83.0,58.0,108.0,95.0,104.0,104.0,102.0,,,,0.282,0.321,,0.219,0.092,-0.26,,0.5,-0.05,-0.26,89.9,,83.9,90.4,79.3,0.23,0.404,0.134,0.262,0.369,0.19,0.235,0.418,0.244,,,,0.275,0.517,0.16,44.0,108.0,94.0,0.086,0.37,76.9,0.197,0.344,0.192,0.263,0.526,0.414,,,,,,,,,
5,2024-09-10,746747,Groundout,field_out,True,673357,594902,Luis Robert Jr.,Ben Lively,0,03099bea-acfd-4069-9155-aa0f748e2aa7,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.87,4.07,142.0,102.0,68.0,93.0,0.828,7.1,2.79,8.3,1.46,1.0,0.221,0.414,0.126,0.309,0.432,77.0,109.0,96.0,58.0,95.0,83.0,58.0,108.0,95.0,104.0,104.0,102.0,,,,0.282,0.321,,0.219,0.092,-0.26,,0.5,-0.05,-0.26,89.9,,83.9,90.4,79.3,0.23,0.404,0.134,0.262,0.369,0.19,0.235,0.418,0.244,,,,0.275,0.517,0.16,44.0,108.0,94.0,0.086,0.37,76.9,0.197,0.344,0.192,0.263,0.526,0.414,,,,,,,,,
6,2024-09-10,746747,Pop Out,field_out,True,643217,594902,Andrew Benintendi,Ben Lively,0,9b98c287-6b74-487c-862e-8d7dca095fff,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.87,4.07,142.0,102.0,68.0,93.0,0.828,7.1,2.79,8.3,1.46,1.0,0.221,0.414,0.126,0.309,0.432,77.0,109.0,96.0,58.0,95.0,83.0,58.0,108.0,95.0,104.0,104.0,102.0,,,,0.282,0.321,,0.219,0.092,-0.26,,0.5,-0.05,-0.26,89.9,,83.9,90.4,79.3,0.23,0.404,0.134,0.262,0.369,0.19,0.235,0.418,0.244,,,,0.275,0.517,0.16,44.0,108.0,94.0,0.086,0.37,76.9,0.197,0.344,0.192,0.263,0.526,0.414,,,,,,,,,
7,2024-09-10,746747,Double,double,False,657041,686563,Lane Thomas,Jonathan Cannon,0,8b981d93-9b75-406b-833f-9497b47bb5fe,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,74.0,104.0,97.0,86.0,100.0,94.0,117.0,101.0,108.0,79.0,101.0,94.0,0.282,0.116,0.196,0.216,0.189,-1.07,0.51,-0.14,-1.64,-0.19,94.4,90.2,85.7,93.3,81.9,0.31,0.484,0.132,0.248,0.4,0.257,0.264,0.517,0.28,0.253,0.453,0.19,0.25,0.386,0.245,,,,,,,,,,,,,,,,,,,,,
8,2024-09-10,746747,Single,single,False,700932,686563,Kyle Manzardo,Jonathan Cannon,1,b69875d9-595e-4968-90d2-7832d3b6003b,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,74.0,104.0,97.0,86.0,100.0,94.0,117.0,101.0,108.0,79.0,101.0,94.0,0.282,0.116,0.196,0.216,0.189,-1.07,0.51,-0.14,-1.64,-0.19,94.4,90.2,85.7,93.3,81.9,0.31,0.484,0.132,0.248,0.4,0.257,0.264,0.517,0.28,0.253,0.453,0.19,0.25,0.386,0.245,,,,,,,,,,,,,,,,,,,,,
9,2024-09-10,746747,Pop Out,field_out,True,678877,686563,Jhonkensy Noel,Jonathan Cannon,0,41dd1d6a-0883-4ac4-98b1-e10576353f89,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,74.0,104.0,97.0,86.0,100.0,94.0,117.0,101.0,108.0,79.0,101.0,94.0,0.282,0.116,0.196,0.216,0.189,-1.07,0.51,-0.14,-1.64,-0.19,94.4,90.2,85.7,93.3,81.9,0.31,0.484,0.132,0.248,0.4,0.257,0.264,0.517,0.28,0.253,0.453,0.19,0.25,0.386,0.245,,,,,,,,,,,,,,,,,,,,,
