,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff
0,2024-08-30,746730,Lineout,field_out,True,694192,607259,Jackson Chourio,Nick Martinez,0,901ea26b-2871-4e9f-bba1-1cb43dce7594,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.202,0.313,0.202,0.227,0.361,0.401,0.319,0.489,0.129,0.246,0.377,0.078,0.323,0.581,0.294,0.261,0.478,0.391,,,,,,,,,,,,
1,2024-08-30,746730,Strikeout,strikeout,True,656555,607259,Rhys Hoskins,Nick Martinez,0,967a18bf-1fce-426d-9de3-81be49fb1757,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.202,0.313,0.202,0.227,0.361,0.401,0.319,0.489,0.129,0.246,0.377,0.078,0.323,0.581,0.294,0.261,0.478,0.391,,,,,,,,,,,,
2,2024-08-30,746730,Groundout,field_out,True,661388,607259,William Contreras,Nick Martinez,0,58af677e-5560-4f6a-a00c-b6c8e0652192,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.202,0.313,0.202,0.227,0.361,0.401,0.319,0.489,0.129,0.246,0.377,0.078,0.323,0.581,0.294,0.261,0.478,0.391,,,,,,,,,,,,
3,2024-08-30,746730,Groundout,field_out,True,663697,607067,Jonathan India,Colin Rea,0,9fa1491e-f18c-4242-bc9b-80b855e5db87,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,,,,102.0,108.0,103.0,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,76.0,95.0,88.0,0.307,0.183,0.212,0.172,0.042,,1.15,-1.11,-0.23,3.54,-4.24,,92.8,87.7,,92.3,82.0,78.6,0.186,0.283,0.24,,,,0.288,0.64,0.173,0.284,0.477,0.111,0.417,0.708,0.189,,,,78.0,95.0,96.0,0.084,-1.28,86.4,0.078,0.089,0.244,0.275,0.412,0.267
4,2024-08-30,746730,Field Error,field_error,False,682829,607067,Elly De La Cruz,Colin Rea,0,ac7b0da3-1d0f-4a1f-9747-b41dd558dd90,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,,,,102.0,108.0,103.0,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,76.0,95.0,88.0,0.307,0.183,0.212,0.172,0.042,,1.15,-1.11,-0.23,3.54,-4.24,,92.8,87.7,,92.3,82.0,78.6,0.186,0.283,0.24,,,,0.288,0.64,0.173,0.284,0.477,0.111,0.417,0.708,0.189,,,,78.0,95.0,96.0,0.084,-1.28,86.4,0.078,0.089,0.244,0.275,0.412,0.267
5,2024-08-30,746730,Single,single,False,668715,607067,Spencer Steer,Colin Rea,1,c8e1e582-5047-4313-9b1f-cb5dca4f9fbf,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,,,,102.0,108.0,103.0,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,76.0,95.0,88.0,0.307,0.183,0.212,0.172,0.042,,1.15,-1.11,-0.23,3.54,-4.24,,92.8,87.7,,92.3,82.0,78.6,0.186,0.283,0.24,,,,0.288,0.64,0.173,0.284,0.477,0.111,0.417,0.708,0.189,,,,78.0,95.0,96.0,0.084,-1.28,86.4,0.078,0.089,0.244,0.275,0.412,0.267
6,2024-08-30,746730,Forceout,force_out,True,670770,607067,TJ Friedl,Colin Rea,1,9a7a754e-e751-4da1-9312-efd91c0dcac8,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,,,,102.0,108.0,103.0,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,76.0,95.0,88.0,0.307,0.183,0.212,0.172,0.042,,1.15,-1.11,-0.23,3.54,-4.24,,92.8,87.7,,92.3,82.0,78.6,0.186,0.283,0.24,,,,0.288,0.64,0.173,0.284,0.477,0.111,0.417,0.708,0.189,,,,78.0,95.0,96.0,0.084,-1.28,86.4,0.078,0.089,0.244,0.275,0.412,0.267
7,2024-08-30,746730,Flyout,field_out,True,664034,607067,Ty France,Colin Rea,0,3b6ea8cf-546e-4047-aed3-a9cb1420b7e8,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,,,,102.0,108.0,103.0,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,76.0,95.0,88.0,0.307,0.183,0.212,0.172,0.042,,1.15,-1.11,-0.23,3.54,-4.24,,92.8,87.7,,92.3,82.0,78.6,0.186,0.283,0.24,,,,0.288,0.64,0.173,0.284,0.477,0.111,0.417,0.708,0.189,,,,78.0,95.0,96.0,0.084,-1.28,86.4,0.078,0.089,0.244,0.275,0.412,0.267
8,2024-08-30,746730,Home Run,home_run,False,642715,607259,Willy Adames,Nick Martinez,0,e83ae20f-5281-49c5-ab2f-c9bb8dbc7263,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.202,0.313,0.202,0.227,0.361,0.401,0.319,0.489,0.129,0.246,0.377,0.078,0.323,0.581,0.294,0.261,0.478,0.391,,,,,,,,,,,,
9,2024-08-30,746730,Flyout,field_out,True,669003,607259,Garrett Mitchell,Nick Martinez,0,25c85ec0-2a50-414f-8979-bf91afbfc206,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.202,0.313,0.202,0.227,0.361,0.401,0.319,0.489,0.129,0.246,0.377,0.078,0.323,0.581,0.294,0.261,0.478,0.391,,,,,,,,,,,,
10,2024-08-30,746730,Walk,walk,False,596142,607259,Gary Sánchez,Nick Martinez,0,3e76498d-827f-4d48-bdce-2b9d14575b15,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.202,0.313,0.202,0.227,0.361,0.401,0.319,0.489,0.129,0.246,0.377,0.078,0.323,0.581,0.294,0.261,0.478,0.391,,,,,,,,,,,,
11,2024-08-30,746730,Grounded Into DP,grounded_into_double_play,True,687401,607259,Joey Ortiz,Nick Martinez,1,6c2ad099-f3d0-4790-8957-868a85430c33,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.202,0.313,0.202,0.227,0.361,0.401,0.319,0.489,0.129,0.246,0.377,0.078,0.323,0.581,0.294,0.261,0.478,0.391,,,,,,,,,,,,
12,2024-08-30,746730,Strikeout,strikeout,True,642086,607067,Dominic Smith,Colin Rea,0,0d3ac6be-f458-4a3a-92fa-9dfaeca1605a,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,,,,102.0,108.0,103.0,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,76.0,95.0,88.0,0.307,0.183,0.212,0.172,0.042,,1.15,-1.11,-0.23,3.54,-4.24,,92.8,87.7,,92.3,82.0,78.6,0.186,0.283,0.24,,,,0.288,0.64,0.173,0.284,0.477,0.111,0.417,0.708,0.189,,,,78.0,95.0,96.0,0.084,-1.28,86.4,0.078,0.089,0.244,0.275,0.412,0.267
