,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-21,746894,Flyout,field_out,True,650333,543294,Luis Arraez,Kyle Hendricks,0,144a4cd3-fe15-4eef-a8cc-b2efa266dcb1,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-21,746894,Strikeout,strikeout,True,650559,543294,Bryan De La Cruz,Kyle Hendricks,0,5079724a-24fa-41ce-8f4a-3c566be1675e,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-21,746894,Groundout,field_out,True,665862,543294,Jazz Chisholm Jr.,Kyle Hendricks,0,9d575f8d-49c0-467d-a13d-80927a6be258,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-21,746894,Double,double,False,663538,665795,Nico Hoerner,Edward Cabrera,0,616d3501-4cec-4e68-918c-015638d28231,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,103.0,104.0,102.0,86.0,81.0,111.0,75.0,74.0,0.041,0.244,0.241,0.353,-4.35,-0.84,-0.94,-0.21,96.0,92.5,96.3,84.3,0.22,0.415,0.37,0.333,0.333,0.0,0.219,0.5,0.375,0.406,0.75,0.154,122.0,107.0,112.0,0.122,0.24,88.5,0.211,0.368,0.368,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-21,746894,Walk,walk,False,641355,665795,Cody Bellinger,Edward Cabrera,0,f90f8843-df8a-4528-8dd0-cb6f7ac5d8fb,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,103.0,104.0,102.0,86.0,81.0,111.0,75.0,74.0,0.041,0.244,0.241,0.353,-4.35,-0.84,-0.94,-0.21,96.0,92.5,96.3,84.3,0.22,0.415,0.37,0.333,0.333,0.0,0.219,0.5,0.375,0.406,0.75,0.154,122.0,107.0,112.0,0.122,0.24,88.5,0.211,0.368,0.368,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-21,746894,Strikeout,strikeout,True,666624,665795,Christopher Morel,Edward Cabrera,0,8496f369-30b3-47ce-bae1-73f3d595d4f5,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,103.0,104.0,102.0,86.0,81.0,111.0,75.0,74.0,0.041,0.244,0.241,0.353,-4.35,-0.84,-0.94,-0.21,96.0,92.5,96.3,84.3,0.22,0.415,0.37,0.333,0.333,0.0,0.219,0.5,0.375,0.406,0.75,0.154,122.0,107.0,112.0,0.122,0.24,88.5,0.211,0.368,0.368,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-21,746894,Flyout,field_out,True,683737,665795,Michael Busch,Edward Cabrera,0,ba110e3e-352c-4cd0-8c86-7ef0b1be4fa0,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,103.0,104.0,102.0,86.0,81.0,111.0,75.0,74.0,0.041,0.244,0.241,0.353,-4.35,-0.84,-0.94,-0.21,96.0,92.5,96.3,84.3,0.22,0.415,0.37,0.333,0.333,0.0,0.219,0.5,0.375,0.406,0.75,0.154,122.0,107.0,112.0,0.122,0.24,88.5,0.211,0.368,0.368,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-21,746894,Strikeout,strikeout,True,621020,665795,Dansby Swanson,Edward Cabrera,0,5b522e55-b106-4188-87a2-644fefd1564f,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,103.0,104.0,102.0,86.0,81.0,111.0,75.0,74.0,0.041,0.244,0.241,0.353,-4.35,-0.84,-0.94,-0.21,96.0,92.5,96.3,84.3,0.22,0.415,0.37,0.333,0.333,0.0,0.219,0.5,0.375,0.406,0.75,0.154,122.0,107.0,112.0,0.122,0.24,88.5,0.211,0.368,0.368,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-21,746894,Flyout,field_out,True,605137,543294,Josh Bell,Kyle Hendricks,0,d3571749-db7e-48c2-81b5-a3e6efd69ba3,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-21,746894,Home Run,home_run,False,660821,543294,Jesús Sánchez,Kyle Hendricks,0,086285c2-4232-4b80-a4a1-f48b0da8d9bf,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
