,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-27,745847,Strikeout,strikeout,True,683002,641154,Gunnar Henderson,Pablo López,0,3ab7e8fa-cef3-40a3-9c04-9f317bbba68b,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.7,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.132,0.291,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,0.219,0.1,0.201,1.65,-2.77,-0.84,-1.28,-0.14,95.0,88.5,94.5,84.5,82.4,0.208,0.352,0.259,0.239,0.436,0.332,0.281,0.359,0.249,0.23,0.446,0.338,0.426,0.639,0.142,,,,,,,,,,,,,,,,,,
1,2024-09-27,745847,Groundout,field_out,True,676059,641154,Jordan Westburg,Pablo López,0,cdb2f636-44dc-4580-869b-3bb384591a2f,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.7,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.132,0.291,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,0.219,0.1,0.201,1.65,-2.77,-0.84,-1.28,-0.14,95.0,88.5,94.5,84.5,82.4,0.208,0.352,0.259,0.239,0.436,0.332,0.281,0.359,0.249,0.23,0.446,0.338,0.426,0.639,0.142,,,,,,,,,,,,,,,,,,
2,2024-09-27,745847,Walk,walk,False,623993,641154,Anthony Santander,Pablo López,0,839bdfe4-0c12-4673-97b8-51ee0be0d5d5,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.7,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.132,0.291,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,0.219,0.1,0.201,1.65,-2.77,-0.84,-1.28,-0.14,95.0,88.5,94.5,84.5,82.4,0.208,0.352,0.259,0.239,0.436,0.332,0.281,0.359,0.249,0.23,0.446,0.338,0.426,0.639,0.142,,,,,,,,,,,,,,,,,,
3,2024-09-27,745847,Strikeout,strikeout,True,681297,641154,Colton Cowser,Pablo López,0,0165257c-570f-4221-8558-fc29ee67c2c7,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.7,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.132,0.291,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,0.219,0.1,0.201,1.65,-2.77,-0.84,-1.28,-0.14,95.0,88.5,94.5,84.5,82.4,0.208,0.352,0.259,0.239,0.436,0.332,0.281,0.359,0.249,0.23,0.446,0.338,0.426,0.639,0.142,,,,,,,,,,,,,,,,,,
4,2024-09-27,745847,Flyout,field_out,True,622534,700249,Manuel Margot,Cade Povich,0,cc9d335b-e2bf-40ec-abaa-9bee48c923f9,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.02,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,0.084,0.407,0.13,0.196,0.109,0.56,0.86,-0.43,-2.26,-2.05,92.4,86.1,91.5,82.6,76.3,0.223,0.379,0.185,0.232,0.411,0.276,0.25,0.542,0.235,0.333,0.517,0.269,0.2,0.24,0.103,97.0,94.0,94.0,0.075,-3.12,88.3,0.333,0.81,0.288,,,,,,,,,
5,2024-09-27,745847,Groundout,field_out,True,621043,700249,Carlos Correa,Cade Povich,0,1ae94df5-ffac-43ff-883e-5dc62cc05284,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.02,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,0.084,0.407,0.13,0.196,0.109,0.56,0.86,-0.43,-2.26,-2.05,92.4,86.1,91.5,82.6,76.3,0.223,0.379,0.185,0.232,0.411,0.276,0.25,0.542,0.235,0.333,0.517,0.269,0.2,0.24,0.103,97.0,94.0,94.0,0.075,-3.12,88.3,0.333,0.81,0.288,,,,,,,,,
6,2024-09-27,745847,Double,double,False,621439,700249,Byron Buxton,Cade Povich,0,9297fcab-56b2-4714-bc56-93f86440ae9e,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.02,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,0.084,0.407,0.13,0.196,0.109,0.56,0.86,-0.43,-2.26,-2.05,92.4,86.1,91.5,82.6,76.3,0.223,0.379,0.185,0.232,0.411,0.276,0.25,0.542,0.235,0.333,0.517,0.269,0.2,0.24,0.103,97.0,94.0,94.0,0.075,-3.12,88.3,0.333,0.81,0.288,,,,,,,,,
7,2024-09-27,745847,Lineout,field_out,True,467793,700249,Carlos Santana,Cade Povich,0,16e712bb-0adc-4059-930c-203e3fbe8eef,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.02,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,0.084,0.407,0.13,0.196,0.109,0.56,0.86,-0.43,-2.26,-2.05,92.4,86.1,91.5,82.6,76.3,0.223,0.379,0.185,0.232,0.411,0.276,0.25,0.542,0.235,0.333,0.517,0.269,0.2,0.24,0.103,97.0,94.0,94.0,0.075,-3.12,88.3,0.333,0.81,0.288,,,,,,,,,
8,2024-09-27,745847,Single,single,False,668939,641154,Adley Rutschman,Pablo López,0,0fb817b3-5721-4364-9a65-bf248986620b,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.7,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.132,0.291,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,0.219,0.1,0.201,1.65,-2.77,-0.84,-1.28,-0.14,95.0,88.5,94.5,84.5,82.4,0.208,0.352,0.259,0.239,0.436,0.332,0.281,0.359,0.249,0.23,0.446,0.338,0.426,0.639,0.142,,,,,,,,,,,,,,,,,,
9,2024-09-27,745847,Home Run,home_run,False,656811,641154,Ryan O'Hearn,Pablo López,1,e18319c1-fffb-43fe-ac2d-ef9aa34c9916,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.7,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.132,0.291,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,0.219,0.1,0.201,1.65,-2.77,-0.84,-1.28,-0.14,95.0,88.5,94.5,84.5,82.4,0.208,0.352,0.259,0.239,0.436,0.332,0.281,0.359,0.249,0.23,0.446,0.338,0.426,0.639,0.142,,,,,,,,,,,,,,,,,,
