,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
10,2024-09-08,746098,Walk,walk,False,571970,676440,Max Muncy,Tanner Bibee,0,321aca8b-619b-400a-b49b-89b9d30ba730,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
11,2024-09-08,746098,Strikeout,strikeout,True,669257,676440,Will Smith,Tanner Bibee,0,5463ad82-5074-416b-86ab-544894678a30,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
12,2024-09-08,746098,Lineout,field_out,True,669242,676440,Tommy Edman,Tanner Bibee,0,0d39fe44-09e5-4843-8352-28cb6f9bbafc,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
13,2024-09-08,746098,Groundout,field_out,True,666158,676440,Gavin Lux,Tanner Bibee,0,128d3d8d-06a7-4515-ac39-ea8eb9bceeae,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
14,2024-09-08,746098,Groundout,field_out,True,666310,656427,Bo Naylor,Jack Flaherty,0,cf25c7cd-9ad4-4c35-84bc-67349a670fbe,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,2.86,3.24,148.0,104.0,95.0,103.0,0.713,10.95,1.76,7.36,1.28,1.07,0.226,0.425,0.167,0.29,0.382,87.0,82.0,81.0,93.0,106.0,104.0,74.0,84.0,69.0,95.0,103.0,104.0,102.0,103.0,107.0,0.021,0.441,0.297,0.212,0.03,0.91,-6.09,0.17,2.27,-0.52,93.5,85.7,90.6,84.8,77.5,0.238,0.373,0.248,0.217,0.452,0.356,0.167,0.194,0.442,0.111,0.333,0.111,0.6,1.2,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-09-08,746098,Single,single,False,677587,656427,Brayan Rocchio,Jack Flaherty,0,ac61ff6b-24dd-4453-963b-aa49877e7c68,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,2.86,3.24,148.0,104.0,95.0,103.0,0.713,10.95,1.76,7.36,1.28,1.07,0.226,0.425,0.167,0.29,0.382,87.0,82.0,81.0,93.0,106.0,104.0,74.0,84.0,69.0,95.0,103.0,104.0,102.0,103.0,107.0,0.021,0.441,0.297,0.212,0.03,0.91,-6.09,0.17,2.27,-0.52,93.5,85.7,90.6,84.8,77.5,0.238,0.373,0.248,0.217,0.452,0.356,0.167,0.194,0.442,0.111,0.333,0.111,0.6,1.2,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-08,746098,Groundout,field_out,True,686823,656427,Will Brennan,Jack Flaherty,1,802cae11-838b-4013-9016-d461b3556302,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,2.86,3.24,148.0,104.0,95.0,103.0,0.713,10.95,1.76,7.36,1.28,1.07,0.226,0.425,0.167,0.29,0.382,87.0,82.0,81.0,93.0,106.0,104.0,74.0,84.0,69.0,95.0,103.0,104.0,102.0,103.0,107.0,0.021,0.441,0.297,0.212,0.03,0.91,-6.09,0.17,2.27,-0.52,93.5,85.7,90.6,84.8,77.5,0.238,0.373,0.248,0.217,0.452,0.356,0.167,0.194,0.442,0.111,0.333,0.111,0.6,1.2,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-08,746098,Groundout,field_out,True,665926,656427,Andrés Giménez,Jack Flaherty,0,3537b122-f624-4c2e-8e32-c6d5149ddb3c,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,2.86,3.24,148.0,104.0,95.0,103.0,0.713,10.95,1.76,7.36,1.28,1.07,0.226,0.425,0.167,0.29,0.382,87.0,82.0,81.0,93.0,106.0,104.0,74.0,84.0,69.0,95.0,103.0,104.0,102.0,103.0,107.0,0.021,0.441,0.297,0.212,0.03,0.91,-6.09,0.17,2.27,-0.52,93.5,85.7,90.6,84.8,77.5,0.238,0.373,0.248,0.217,0.452,0.356,0.167,0.194,0.442,0.111,0.333,0.111,0.6,1.2,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-08,746098,Pop Out,field_out,True,681624,676440,Andy Pages,Tanner Bibee,0,ccfa8821-3319-4f10-a5e3-a1885ce692ad,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
19,2024-09-08,746098,Flyout,field_out,True,595281,676440,Kevin Kiermaier,Tanner Bibee,0,43d361dd-90a2-457a-b33f-decb6fb138d2,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
20,2024-09-08,746098,Single,single,False,660271,676440,Shohei Ohtani,Tanner Bibee,0,614affeb-4166-46cd-b5ec-1b2161b11efa,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
21,2024-09-08,746098,Pickoff 1B,pickoff_1b,True,605141,676440,Mookie Betts,Tanner Bibee,0,c4fae970-9a38-4200-a2d3-02b8e9337535,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
22,2024-09-08,746098,Single,single,False,608070,656427,José Ramírez,Jack Flaherty,0,98df6ce7-437b-41fa-af6f-3e7f5b5d913b,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,2.86,3.24,148.0,104.0,95.0,103.0,0.713,10.95,1.76,7.36,1.28,1.07,0.226,0.425,0.167,0.29,0.382,87.0,82.0,81.0,93.0,106.0,104.0,74.0,84.0,69.0,95.0,103.0,104.0,102.0,103.0,107.0,0.021,0.441,0.297,0.212,0.03,0.91,-6.09,0.17,2.27,-0.52,93.5,85.7,90.6,84.8,77.5,0.238,0.373,0.248,0.217,0.452,0.356,0.167,0.194,0.442,0.111,0.333,0.111,0.6,1.2,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-09-08,746098,Double Play,double_play,True,647304,656427,Josh Naylor,Jack Flaherty,1,7eb1de69-6276-48be-8e99-444705fb3eb9,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,2.86,3.24,148.0,104.0,95.0,103.0,0.713,10.95,1.76,7.36,1.28,1.07,0.226,0.425,0.167,0.29,0.382,87.0,82.0,81.0,93.0,106.0,104.0,74.0,84.0,69.0,95.0,103.0,104.0,102.0,103.0,107.0,0.021,0.441,0.297,0.212,0.03,0.91,-6.09,0.17,2.27,-0.52,93.5,85.7,90.6,84.8,77.5,0.238,0.373,0.248,0.217,0.452,0.356,0.167,0.194,0.442,0.111,0.333,0.111,0.6,1.2,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-09-08,746098,Strikeout,strikeout,True,657041,656427,Lane Thomas,Jack Flaherty,0,26fbfcd0-da7b-4277-b3c0-a8795624257b,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,2.86,3.24,148.0,104.0,95.0,103.0,0.713,10.95,1.76,7.36,1.28,1.07,0.226,0.425,0.167,0.29,0.382,87.0,82.0,81.0,93.0,106.0,104.0,74.0,84.0,69.0,95.0,103.0,104.0,102.0,103.0,107.0,0.021,0.441,0.297,0.212,0.03,0.91,-6.09,0.17,2.27,-0.52,93.5,85.7,90.6,84.8,77.5,0.238,0.373,0.248,0.217,0.452,0.356,0.167,0.194,0.442,0.111,0.333,0.111,0.6,1.2,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-09-08,746098,Triple,triple,False,605141,676440,Mookie Betts,Tanner Bibee,0,a59fbe6b-6040-4ccc-8d3e-b2a23a97f096,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
26,2024-09-08,746098,Groundout,field_out,True,518692,676440,Freddie Freeman,Tanner Bibee,0,aead1551-4246-4280-bcff-dd47ed9b4fb1,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
27,2024-09-08,746098,Walk,walk,False,571970,676440,Max Muncy,Tanner Bibee,0,08a0ea22-0d12-4f6e-9c5b-73ad5dac2e33,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
28,2024-09-08,746098,Single,single,False,669257,676440,Will Smith,Tanner Bibee,1,02a1478c-517f-48ac-b7c5-8efb4cdf38e3,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
29,2024-09-08,746098,Walk,walk,False,669242,676440,Tommy Edman,Tanner Bibee,1,1b522b46-c2c4-4931-94af-5ceccc6650d9,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
30,2024-09-08,746098,Strikeout,strikeout,True,666158,676440,Gavin Lux,Tanner Bibee,0,72376535-962e-47db-b53b-1a1b0e7a38b8,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
31,2024-09-08,746098,Flyout,field_out,True,681624,676440,Andy Pages,Tanner Bibee,0,39fcc38a-e7df-4c92-a80b-5bf11fdc9ef1,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.56,3.88,154.0,103.0,100.0,105.0,0.769,9.7,2.4,7.77,1.17,0.77,0.282,0.415,0.141,0.301,0.451,83.0,100.0,109.0,93.0,103.0,99.0,,,,114.0,103.0,111.0,,,,0.0,0.441,0.27,,0.181,-0.72,-3.47,1.59,,0.13,94.6,82.5,92.5,86.1,,0.279,0.48,0.212,0.156,0.255,0.347,0.197,0.434,0.232,0.239,0.419,0.27,,,,121.0,110.0,113.0,0.107,-0.82,81.4,,,,,,,,,,,,,,,,,,,,,
32,2024-09-08,746098,Strikeout,strikeout,True,682177,656427,Daniel Schneemann,Jack Flaherty,0,820d137a-07a8-4618-a6ba-d21416fcdfc8,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,2.86,3.24,148.0,104.0,95.0,103.0,0.713,10.95,1.76,7.36,1.28,1.07,0.226,0.425,0.167,0.29,0.382,87.0,82.0,81.0,93.0,106.0,104.0,74.0,84.0,69.0,95.0,103.0,104.0,102.0,103.0,107.0,0.021,0.441,0.297,0.212,0.03,0.91,-6.09,0.17,2.27,-0.52,93.5,85.7,90.6,84.8,77.5,0.238,0.373,0.248,0.217,0.452,0.356,0.167,0.194,0.442,0.111,0.333,0.111,0.6,1.2,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
