,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-09-22,746010,Strikeout,strikeout,True,671739,670766,Michael Harris II,Darren McCaughan,0,b6a6f26e-a4fb-412a-90be-85deb35e6990,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.05,6.29,37.0,97.0,87.0,94.0,0.869,5.84,3.41,12.41,2.19,0.65,0.211,0.459,0.135,0.323,0.456,68.0,88.0,76.0,46.0,93.0,80.0,80.0,98.0,90.0,119.0,99.0,108.0,0.31,0.19,0.387,0.112,-0.69,-2.32,-3.52,-1.6,89.4,81.0,88.9,81.8,0.321,0.732,0.143,0.391,0.565,0.076,0.265,0.441,0.179,0.333,0.389,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-22,746010,Home Run,home_run,False,645277,670766,Ozzie Albies,Darren McCaughan,0,284f4951-0a16-4ad5-9904-42224f5b71aa,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.05,6.29,37.0,97.0,87.0,94.0,0.869,5.84,3.41,12.41,2.19,0.65,0.211,0.459,0.135,0.323,0.456,68.0,88.0,76.0,46.0,93.0,80.0,80.0,98.0,90.0,119.0,99.0,108.0,0.31,0.19,0.387,0.112,-0.69,-2.32,-3.52,-1.6,89.4,81.0,88.9,81.8,0.321,0.732,0.143,0.391,0.565,0.076,0.265,0.441,0.179,0.333,0.389,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-22,746010,Single,single,False,542303,670766,Marcell Ozuna,Darren McCaughan,0,3fc270b6-c89a-4d14-b6cf-ed4b70b3acc2,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.05,6.29,37.0,97.0,87.0,94.0,0.869,5.84,3.41,12.41,2.19,0.65,0.211,0.459,0.135,0.323,0.456,68.0,88.0,76.0,46.0,93.0,80.0,80.0,98.0,90.0,119.0,99.0,108.0,0.31,0.19,0.387,0.112,-0.69,-2.32,-3.52,-1.6,89.4,81.0,88.9,81.8,0.321,0.732,0.143,0.391,0.565,0.076,0.265,0.441,0.179,0.333,0.389,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-22,746010,Walk,walk,False,621566,670766,Matt Olson,Darren McCaughan,1,68d661bb-4d5f-42e0-a461-da0142e30c1e,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.05,6.29,37.0,97.0,87.0,94.0,0.869,5.84,3.41,12.41,2.19,0.65,0.211,0.459,0.135,0.323,0.456,68.0,88.0,76.0,46.0,93.0,80.0,80.0,98.0,90.0,119.0,99.0,108.0,0.31,0.19,0.387,0.112,-0.69,-2.32,-3.52,-1.6,89.4,81.0,88.9,81.8,0.321,0.732,0.143,0.391,0.565,0.076,0.265,0.441,0.179,0.333,0.389,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-22,746010,Hit By Pitch,hit_by_pitch,False,624585,670766,Jorge Soler,Darren McCaughan,1,b1d2023c-401b-470d-910d-fe721093782f,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.05,6.29,37.0,97.0,87.0,94.0,0.869,5.84,3.41,12.41,2.19,0.65,0.211,0.459,0.135,0.323,0.456,68.0,88.0,76.0,46.0,93.0,80.0,80.0,98.0,90.0,119.0,99.0,108.0,0.31,0.19,0.387,0.112,-0.69,-2.32,-3.52,-1.6,89.4,81.0,88.9,81.8,0.321,0.732,0.143,0.391,0.565,0.076,0.265,0.441,0.179,0.333,0.389,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-22,746010,Grounded Into DP,grounded_into_double_play,True,657656,670766,Ramón Laureano,Darren McCaughan,1,2d7379c5-85d3-4610-9c7b-20637ac087be,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.05,6.29,37.0,97.0,87.0,94.0,0.869,5.84,3.41,12.41,2.19,0.65,0.211,0.459,0.135,0.323,0.456,68.0,88.0,76.0,46.0,93.0,80.0,80.0,98.0,90.0,119.0,99.0,108.0,0.31,0.19,0.387,0.112,-0.69,-2.32,-3.52,-1.6,89.4,81.0,88.9,81.8,0.321,0.732,0.143,0.391,0.565,0.076,0.265,0.441,0.179,0.333,0.389,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-22,746010,Lineout,field_out,True,669364,656550,Xavier Edwards,Grant Holmes,0,f93736ce-b76a-4c12-b72a-f0dd92d926a1,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.88,3.81,62.2,100.0,98.0,101.0,0.713,8.76,2.01,9.34,1.01,1.2,0.253,0.371,0.151,0.339,0.435,59.0,91.0,86.0,81.0,99.0,92.0,,,,118.0,102.0,110.0,,0.381,0.305,0.013,1.21,,0.51,-1.3,94.6,91.3,,86.6,,,,,,,0.25,0.385,0.203,,,,106.0,105.0,108.0,94.0,88.0,89.0,0.083,0.218,-4.3,0.51,92.6,84.0,0.263,0.35,0.381,0.245,0.34,0.409,0.5,0.929,0.162,,,,,,,,,,,,
7,2024-09-22,746010,Strikeout,strikeout,True,681393,656550,Connor Norby,Grant Holmes,0,4c1b2327-3c54-4fbe-84fb-9a798c521712,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.88,3.81,62.2,100.0,98.0,101.0,0.713,8.76,2.01,9.34,1.01,1.2,0.253,0.371,0.151,0.339,0.435,59.0,91.0,86.0,81.0,99.0,92.0,,,,118.0,102.0,110.0,,0.381,0.305,0.013,1.21,,0.51,-1.3,94.6,91.3,,86.6,,,,,,,0.25,0.385,0.203,,,,106.0,105.0,108.0,94.0,88.0,89.0,0.083,0.218,-4.3,0.51,92.6,84.0,0.263,0.35,0.381,0.245,0.34,0.409,0.5,0.929,0.162,,,,,,,,,,,,
8,2024-09-22,746010,Groundout,field_out,True,660821,656550,Jesús Sánchez,Grant Holmes,0,018a6985-9a70-4b2c-8869-af174708093d,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.88,3.81,62.2,100.0,98.0,101.0,0.713,8.76,2.01,9.34,1.01,1.2,0.253,0.371,0.151,0.339,0.435,59.0,91.0,86.0,81.0,99.0,92.0,,,,118.0,102.0,110.0,,0.381,0.305,0.013,1.21,,0.51,-1.3,94.6,91.3,,86.6,,,,,,,0.25,0.385,0.203,,,,106.0,105.0,108.0,94.0,88.0,89.0,0.083,0.218,-4.3,0.51,92.6,84.0,0.263,0.35,0.381,0.245,0.34,0.409,0.5,0.929,0.162,,,,,,,,,,,,
9,2024-09-22,746010,Single,single,False,570482,670766,Gio Urshela,Darren McCaughan,0,029e829d-a990-4274-acba-2cb138d24eb1,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.05,6.29,37.0,97.0,87.0,94.0,0.869,5.84,3.41,12.41,2.19,0.65,0.211,0.459,0.135,0.323,0.456,68.0,88.0,76.0,46.0,93.0,80.0,80.0,98.0,90.0,119.0,99.0,108.0,0.31,0.19,0.387,0.112,-0.69,-2.32,-3.52,-1.6,89.4,81.0,88.9,81.8,0.321,0.732,0.143,0.391,0.565,0.076,0.265,0.441,0.179,0.333,0.389,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
