,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-07-27,745310,Groundout,field_out,True,678662,806185,Ezequiel Tovar,Hayden Birdsong,0,0371e444-b7d8-44ab-9126-d73147d06407,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,115.0,106.0,107.0,84.0,88.0,84.0,124.0,85.0,94.0,0.423,0.189,0.211,0.177,-1.14,-0.1,2.01,-1.4,95.8,88.2,86.7,80.7,0.243,0.568,0.186,0.104,0.125,0.357,0.333,0.455,0.382,0.25,0.542,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-27,745310,Single,single,False,453568,806185,Charlie Blackmon,Hayden Birdsong,0,787c0207-d14b-45a0-8be5-6e9819e9e0dc,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,115.0,106.0,107.0,84.0,88.0,84.0,124.0,85.0,94.0,0.423,0.189,0.211,0.177,-1.14,-0.1,2.01,-1.4,95.8,88.2,86.7,80.7,0.243,0.568,0.186,0.104,0.125,0.357,0.333,0.455,0.382,0.25,0.542,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-27,745310,Forceout,force_out,True,686668,806185,Brenton Doyle,Hayden Birdsong,1,d321b6c2-de2b-4106-bdcb-2c61db3fe81c,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,115.0,106.0,107.0,84.0,88.0,84.0,124.0,85.0,94.0,0.423,0.189,0.211,0.177,-1.14,-0.1,2.01,-1.4,95.8,88.2,86.7,80.7,0.243,0.568,0.186,0.104,0.125,0.357,0.333,0.455,0.382,0.25,0.542,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-27,745310,Strikeout,strikeout,True,641857,806185,Ryan McMahon,Hayden Birdsong,1,0c4a1b39-17b7-4e6b-8fc2-bef6495d984a,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,115.0,106.0,107.0,84.0,88.0,84.0,124.0,85.0,94.0,0.423,0.189,0.211,0.177,-1.14,-0.1,2.01,-1.4,95.8,88.2,86.7,80.7,0.243,0.568,0.186,0.104,0.125,0.357,0.333,0.455,0.382,0.25,0.542,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-27,745310,Single,single,False,624585,685299,Jorge Soler,Tanner Gordon,0,a02b05b1-dbc0-49c2-b2bd-c647c59409a2,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,100.0,110.0,101.0,0.487,0.272,0.039,0.191,-1.45,-0.25,-18.97,-3.15,92.1,84.0,85.2,80.3,0.339,0.61,0.116,0.545,1.091,0.154,0.333,0.667,0.239,0.241,0.379,0.299,101.0,114.0,106.0,0.011,6.91,93.3,,,,,,,,,,,,,,,,,,,,,
5,2024-07-27,745310,Triple,triple,False,573262,685299,Mike Yastrzemski,Tanner Gordon,1,b997e991-c7d5-4316-8d96-58b8611ad2c9,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,100.0,110.0,101.0,0.487,0.272,0.039,0.191,-1.45,-0.25,-18.97,-3.15,92.1,84.0,85.2,80.3,0.339,0.61,0.116,0.545,1.091,0.154,0.333,0.667,0.239,0.241,0.379,0.299,101.0,114.0,106.0,0.011,6.91,93.3,,,,,,,,,,,,,,,,,,,,,
6,2024-07-27,745310,Groundout,field_out,True,671218,685299,Heliot Ramos,Tanner Gordon,0,fa5a841d-d4cf-4542-acbd-d4b9056be216,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,100.0,110.0,101.0,0.487,0.272,0.039,0.191,-1.45,-0.25,-18.97,-3.15,92.1,84.0,85.2,80.3,0.339,0.61,0.116,0.545,1.091,0.154,0.333,0.667,0.239,0.241,0.379,0.299,101.0,114.0,106.0,0.011,6.91,93.3,,,,,,,,,,,,,,,,,,,,,
7,2024-07-27,745310,Strikeout,strikeout,True,624424,685299,Michael Conforto,Tanner Gordon,0,8cebca28-ea0f-411e-ad97-10067748b742,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,100.0,110.0,101.0,0.487,0.272,0.039,0.191,-1.45,-0.25,-18.97,-3.15,92.1,84.0,85.2,80.3,0.339,0.61,0.116,0.545,1.091,0.154,0.333,0.667,0.239,0.241,0.379,0.299,101.0,114.0,106.0,0.011,6.91,93.3,,,,,,,,,,,,,,,,,,,,,
8,2024-07-27,745310,Groundout,field_out,True,666149,685299,Tyler Fitzgerald,Tanner Gordon,0,78f74d80-9e8d-4ab8-bdcb-f68415da8c36,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,100.0,110.0,101.0,0.487,0.272,0.039,0.191,-1.45,-0.25,-18.97,-3.15,92.1,84.0,85.2,80.3,0.339,0.61,0.116,0.545,1.091,0.154,0.333,0.667,0.239,0.241,0.379,0.299,101.0,114.0,106.0,0.011,6.91,93.3,,,,,,,,,,,,,,,,,,,,,
9,2024-07-27,745310,Strikeout,strikeout,True,663898,806185,Brendan Rodgers,Hayden Birdsong,0,d9131462-bea3-4a1b-bb63-9248d2619c6a,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,115.0,106.0,107.0,84.0,88.0,84.0,124.0,85.0,94.0,0.423,0.189,0.211,0.177,-1.14,-0.1,2.01,-1.4,95.8,88.2,86.7,80.7,0.243,0.568,0.186,0.104,0.125,0.357,0.333,0.455,0.382,0.25,0.542,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-07-27,745310,Strikeout,strikeout,True,595909,806185,Jake Cave,Hayden Birdsong,0,5c1a2d89-17c3-48b4-9022-91356269c4bb,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,115.0,106.0,107.0,84.0,88.0,84.0,124.0,85.0,94.0,0.423,0.189,0.211,0.177,-1.14,-0.1,2.01,-1.4,95.8,88.2,86.7,80.7,0.243,0.568,0.186,0.104,0.125,0.357,0.333,0.455,0.382,0.25,0.542,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-07-27,745310,Walk,walk,False,669911,806185,Michael Toglia,Hayden Birdsong,0,0e2971e1-e2be-40e6-bed6-51428b24d509,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,115.0,106.0,107.0,84.0,88.0,84.0,124.0,85.0,94.0,0.423,0.189,0.211,0.177,-1.14,-0.1,2.01,-1.4,95.8,88.2,86.7,80.7,0.243,0.568,0.186,0.104,0.125,0.357,0.333,0.455,0.382,0.25,0.542,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-07-27,745310,Strikeout,strikeout,True,553869,806185,Elias Díaz,Hayden Birdsong,0,37bd2aac-a42e-4a2d-b3db-01cb9fe87544,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,115.0,106.0,107.0,84.0,88.0,84.0,124.0,85.0,94.0,0.423,0.189,0.211,0.177,-1.14,-0.1,2.01,-1.4,95.8,88.2,86.7,80.7,0.243,0.568,0.186,0.104,0.125,0.357,0.333,0.455,0.382,0.25,0.542,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-07-27,745310,Double,double,False,656305,685299,Matt Chapman,Tanner Gordon,0,5dd9b003-937e-45f3-b9de-5fe3e7ff2b23,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,100.0,110.0,101.0,0.487,0.272,0.039,0.191,-1.45,-0.25,-18.97,-3.15,92.1,84.0,85.2,80.3,0.339,0.61,0.116,0.545,1.091,0.154,0.333,0.667,0.239,0.241,0.379,0.299,101.0,114.0,106.0,0.011,6.91,93.3,,,,,,,,,,,,,,,,,,,,,
14,2024-07-27,745310,Double,double,False,689172,685299,Brett Wisely,Tanner Gordon,1,75fd4db2-3df6-4a13-a8b4-c1ca84a36779,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,100.0,110.0,101.0,0.487,0.272,0.039,0.191,-1.45,-0.25,-18.97,-3.15,92.1,84.0,85.2,80.3,0.339,0.61,0.116,0.545,1.091,0.154,0.333,0.667,0.239,0.241,0.379,0.299,101.0,114.0,106.0,0.011,6.91,93.3,,,,,,,,,,,,,,,,,,,,,
