,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff
0,2024-04-15,746813,Pop Out,field_out,True,672580,680897,Maikel Garcia,Nick Nastrini,0,aaa6f683-3ef8-475e-a55f-ed0eedc3ef8c,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,8.39,7.1,24.2,84.0,102.0,86.0,0.728,6.93,9.12,8.76,2.19,0.76,0.208,0.468,0.221,0.299,0.373,90.0,76.0,77.0,97.0,77.0,83.0,102.0,81.0,80.0,107.0,95.0,99.0,0.509,0.325,0.049,0.118,-1.45,0.27,-5.84,-4.95,93.7,85.6,84.7,78.9,0.195,0.488,0.205,0.238,0.429,0.397,0.4,0.6,0.304,0.667,0.667,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-15,746813,Strikeout,strikeout,True,677951,680897,Bobby Witt Jr.,Nick Nastrini,0,f178a3bb-286e-469c-8dc0-a2f49b947ce3,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,8.39,7.1,24.2,84.0,102.0,86.0,0.728,6.93,9.12,8.76,2.19,0.76,0.208,0.468,0.221,0.299,0.373,90.0,76.0,77.0,97.0,77.0,83.0,102.0,81.0,80.0,107.0,95.0,99.0,0.509,0.325,0.049,0.118,-1.45,0.27,-5.84,-4.95,93.7,85.6,84.7,78.9,0.195,0.488,0.205,0.238,0.429,0.397,0.4,0.6,0.304,0.667,0.667,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-15,746813,Groundout,field_out,True,686469,680897,Vinnie Pasquantino,Nick Nastrini,0,d1e6300a-df3a-4897-8c9b-1628bc2c3257,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,8.39,7.1,24.2,84.0,102.0,86.0,0.728,6.93,9.12,8.76,2.19,0.76,0.208,0.468,0.221,0.299,0.373,90.0,76.0,77.0,97.0,77.0,83.0,102.0,81.0,80.0,107.0,95.0,99.0,0.509,0.325,0.049,0.118,-1.45,0.27,-5.84,-4.95,93.7,85.6,84.7,78.9,0.195,0.488,0.205,0.238,0.429,0.397,0.4,0.6,0.304,0.667,0.667,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-15,746813,Flyout,field_out,True,543257,607625,Robbie Grossman,Seth Lugo,0,b1bb2b6c-0ba1-45d7-8c9e-be6fb4d969ef,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,0.248,0.141,0.268,0.057,1.99,-0.63,1.06,0.16,92.4,87.5,85.3,79.3,0.183,0.275,0.159,0.278,0.556,0.172,0.2,0.25,0.321,0.175,0.275,0.366,71.0,102.0,92.0,105.0,95.0,94.0,0.191,0.069,0.026,0.22,0.95,0.6,91.0,85.6,92.3,0.278,0.426,0.124,0.269,0.365,0.326,0.375,0.375,0.186,0.091,0.364,0.273
4,2024-04-15,746813,Single,single,False,643217,607625,Andrew Benintendi,Seth Lugo,0,848ac859-32f5-4534-8489-d7dfd845bcf4,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,0.248,0.141,0.268,0.057,1.99,-0.63,1.06,0.16,92.4,87.5,85.3,79.3,0.183,0.275,0.159,0.278,0.556,0.172,0.2,0.25,0.321,0.175,0.275,0.366,71.0,102.0,92.0,105.0,95.0,94.0,0.191,0.069,0.026,0.22,0.95,0.6,91.0,85.6,92.3,0.278,0.426,0.124,0.269,0.365,0.326,0.375,0.375,0.186,0.091,0.364,0.273
5,2024-04-15,746813,Pop Out,field_out,True,683734,607625,Andrew Vaughn,Seth Lugo,0,0fdc19aa-5867-4b56-b286-af1f9167ff2d,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,0.248,0.141,0.268,0.057,1.99,-0.63,1.06,0.16,92.4,87.5,85.3,79.3,0.183,0.275,0.159,0.278,0.556,0.172,0.2,0.25,0.321,0.175,0.275,0.366,71.0,102.0,92.0,105.0,95.0,94.0,0.191,0.069,0.026,0.22,0.95,0.6,91.0,85.6,92.3,0.278,0.426,0.124,0.269,0.365,0.326,0.375,0.375,0.186,0.091,0.364,0.273
6,2024-04-15,746813,Pop Out,field_out,True,657757,607625,Gavin Sheets,Seth Lugo,0,eeb4c9fb-9c4f-41f1-9f30-d0712281369b,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,0.248,0.141,0.268,0.057,1.99,-0.63,1.06,0.16,92.4,87.5,85.3,79.3,0.183,0.275,0.159,0.278,0.556,0.172,0.2,0.25,0.321,0.175,0.275,0.366,71.0,102.0,92.0,105.0,95.0,94.0,0.191,0.069,0.026,0.22,0.95,0.6,91.0,85.6,92.3,0.278,0.426,0.124,0.269,0.365,0.326,0.375,0.375,0.186,0.091,0.364,0.273
7,2024-04-15,746813,Flyout,field_out,True,676369,680897,Nelson Velázquez,Nick Nastrini,0,01364d7f-1dd1-4d52-b79b-e8c321d4f390,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,8.39,7.1,24.2,84.0,102.0,86.0,0.728,6.93,9.12,8.76,2.19,0.76,0.208,0.468,0.221,0.299,0.373,90.0,76.0,77.0,97.0,77.0,83.0,102.0,81.0,80.0,107.0,95.0,99.0,0.509,0.325,0.049,0.118,-1.45,0.27,-5.84,-4.95,93.7,85.6,84.7,78.9,0.195,0.488,0.205,0.238,0.429,0.397,0.4,0.6,0.304,0.667,0.667,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-15,746813,Strikeout,strikeout,True,669004,680897,MJ Melendez,Nick Nastrini,0,27611bca-5092-40c5-b0bb-e4525eb6a423,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,8.39,7.1,24.2,84.0,102.0,86.0,0.728,6.93,9.12,8.76,2.19,0.76,0.208,0.468,0.221,0.299,0.373,90.0,76.0,77.0,97.0,77.0,83.0,102.0,81.0,80.0,107.0,95.0,99.0,0.509,0.325,0.049,0.118,-1.45,0.27,-5.84,-4.95,93.7,85.6,84.7,78.9,0.195,0.488,0.205,0.238,0.429,0.397,0.4,0.6,0.304,0.667,0.667,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-15,746813,Strikeout,strikeout,True,679845,680897,Nick Loftin,Nick Nastrini,0,87bb180b-9408-45c0-ae67-476ca892b71e,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,8.39,7.1,24.2,84.0,102.0,86.0,0.728,6.93,9.12,8.76,2.19,0.76,0.208,0.468,0.221,0.299,0.373,90.0,76.0,77.0,97.0,77.0,83.0,102.0,81.0,80.0,107.0,95.0,99.0,0.509,0.325,0.049,0.118,-1.45,0.27,-5.84,-4.95,93.7,85.6,84.7,78.9,0.195,0.488,0.205,0.238,0.429,0.397,0.4,0.6,0.304,0.667,0.667,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
