,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff
0,2024-08-13,745548,Groundout,field_out,True,669364,592836,Xavier Edwards,Taijuan Walker,0,5c05d5d2-d374-414e-a150-859762dd0b85,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.5,6.33,70.2,97.0,89.0,95.0,0.854,6.75,3.69,11.08,2.29,0.92,0.195,0.437,0.126,0.398,0.43,88.0,92.0,92.0,61.0,95.0,85.0,77.0,98.0,92.0,42.0,112.0,106.0,96.0,90.0,87.0,110.0,100.0,106.0,0.286,0.119,0.097,0.22,0.169,0.11,-1.12,-3.91,-4.77,-1.45,1.58,0.69,91.4,87.2,86.5,91.0,84.8,74.6,0.329,0.573,0.09,0.39,0.683,0.166,0.173,0.308,0.27,0.273,0.409,0.175,0.381,0.952,0.102,0.227,0.409,0.143,,,,,,,,,,,,
1,2024-08-13,745548,Walk,walk,False,669394,592836,Jake Burger,Taijuan Walker,0,156b2b0f-742f-493b-b617-aae84c7b834b,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.5,6.33,70.2,97.0,89.0,95.0,0.854,6.75,3.69,11.08,2.29,0.92,0.195,0.437,0.126,0.398,0.43,88.0,92.0,92.0,61.0,95.0,85.0,77.0,98.0,92.0,42.0,112.0,106.0,96.0,90.0,87.0,110.0,100.0,106.0,0.286,0.119,0.097,0.22,0.169,0.11,-1.12,-3.91,-4.77,-1.45,1.58,0.69,91.4,87.2,86.5,91.0,84.8,74.6,0.329,0.573,0.09,0.39,0.683,0.166,0.173,0.308,0.27,0.273,0.409,0.175,0.381,0.952,0.102,0.227,0.409,0.143,,,,,,,,,,,,
2,2024-08-13,745548,Walk,walk,False,660821,592836,Jesús Sánchez,Taijuan Walker,1,24d81896-1016-489b-ac46-1f49120bf9cb,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.5,6.33,70.2,97.0,89.0,95.0,0.854,6.75,3.69,11.08,2.29,0.92,0.195,0.437,0.126,0.398,0.43,88.0,92.0,92.0,61.0,95.0,85.0,77.0,98.0,92.0,42.0,112.0,106.0,96.0,90.0,87.0,110.0,100.0,106.0,0.286,0.119,0.097,0.22,0.169,0.11,-1.12,-3.91,-4.77,-1.45,1.58,0.69,91.4,87.2,86.5,91.0,84.8,74.6,0.329,0.573,0.09,0.39,0.683,0.166,0.173,0.308,0.27,0.273,0.409,0.175,0.381,0.952,0.102,0.227,0.409,0.143,,,,,,,,,,,,
3,2024-08-13,745548,Single,single,False,681146,592836,Jonah Bride,Taijuan Walker,1,e36264d3-02b3-4ca5-96ee-e653c7c8e59e,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.5,6.33,70.2,97.0,89.0,95.0,0.854,6.75,3.69,11.08,2.29,0.92,0.195,0.437,0.126,0.398,0.43,88.0,92.0,92.0,61.0,95.0,85.0,77.0,98.0,92.0,42.0,112.0,106.0,96.0,90.0,87.0,110.0,100.0,106.0,0.286,0.119,0.097,0.22,0.169,0.11,-1.12,-3.91,-4.77,-1.45,1.58,0.69,91.4,87.2,86.5,91.0,84.8,74.6,0.329,0.573,0.09,0.39,0.683,0.166,0.173,0.308,0.27,0.273,0.409,0.175,0.381,0.952,0.102,0.227,0.409,0.143,,,,,,,,,,,,
4,2024-08-13,745548,Strikeout,strikeout,True,669065,592836,Kyle Stowers,Taijuan Walker,0,76908c9a-7969-406a-8027-f2dea5d8256a,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.5,6.33,70.2,97.0,89.0,95.0,0.854,6.75,3.69,11.08,2.29,0.92,0.195,0.437,0.126,0.398,0.43,88.0,92.0,92.0,61.0,95.0,85.0,77.0,98.0,92.0,42.0,112.0,106.0,96.0,90.0,87.0,110.0,100.0,106.0,0.286,0.119,0.097,0.22,0.169,0.11,-1.12,-3.91,-4.77,-1.45,1.58,0.69,91.4,87.2,86.5,91.0,84.8,74.6,0.329,0.573,0.09,0.39,0.683,0.166,0.173,0.308,0.27,0.273,0.409,0.175,0.381,0.952,0.102,0.227,0.409,0.143,,,,,,,,,,,,
5,2024-08-13,745548,Single,single,False,672640,592836,Otto Lopez,Taijuan Walker,1,64e2ec5b-4bad-46b2-b410-0fe99d4ed591,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.5,6.33,70.2,97.0,89.0,95.0,0.854,6.75,3.69,11.08,2.29,0.92,0.195,0.437,0.126,0.398,0.43,88.0,92.0,92.0,61.0,95.0,85.0,77.0,98.0,92.0,42.0,112.0,106.0,96.0,90.0,87.0,110.0,100.0,106.0,0.286,0.119,0.097,0.22,0.169,0.11,-1.12,-3.91,-4.77,-1.45,1.58,0.69,91.4,87.2,86.5,91.0,84.8,74.6,0.329,0.573,0.09,0.39,0.683,0.166,0.173,0.308,0.27,0.273,0.409,0.175,0.381,0.952,0.102,0.227,0.409,0.143,,,,,,,,,,,,
6,2024-08-13,745548,Groundout,field_out,True,660644,592836,Vidal Bruján,Taijuan Walker,0,6aaa466f-7900-434f-93e9-46bb0cee005d,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.5,6.33,70.2,97.0,89.0,95.0,0.854,6.75,3.69,11.08,2.29,0.92,0.195,0.437,0.126,0.398,0.43,88.0,92.0,92.0,61.0,95.0,85.0,77.0,98.0,92.0,42.0,112.0,106.0,96.0,90.0,87.0,110.0,100.0,106.0,0.286,0.119,0.097,0.22,0.169,0.11,-1.12,-3.91,-4.77,-1.45,1.58,0.69,91.4,87.2,86.5,91.0,84.8,74.6,0.329,0.573,0.09,0.39,0.683,0.166,0.173,0.308,0.27,0.273,0.409,0.175,0.381,0.952,0.102,0.227,0.409,0.143,,,,,,,,,,,,
7,2024-08-13,745548,Groundout,field_out,True,656941,678368,Kyle Schwarber,Valente Bellozo,0,dbc21e05-4bf2-4d26-891c-4e271c0168fc,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,92.0,84.0,81.0,54.0,101.0,82.0,,,,88.0,102.0,97.0,74.0,99.0,91.0,,,,,0.406,0.243,,0.119,0.112,0.94,0.87,,,-0.68,-5.04,89.4,83.6,,,78.2,74.3,,,,,,,0.278,0.444,0.333,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.875,0.304,88.0,86.0,93.0,0.121,-6.09,81.1,0.375,0.625,0.229,,,
8,2024-08-13,745548,Flyout,field_out,True,607208,678368,Trea Turner,Valente Bellozo,0,cc9832d5-1673-4297-af8a-81bf9f68a7cd,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,92.0,84.0,81.0,54.0,101.0,82.0,,,,88.0,102.0,97.0,74.0,99.0,91.0,,,,,0.406,0.243,,0.119,0.112,0.94,0.87,,,-0.68,-5.04,89.4,83.6,,,78.2,74.3,,,,,,,0.278,0.444,0.333,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.875,0.304,88.0,86.0,93.0,0.121,-6.09,81.1,0.375,0.625,0.229,,,
9,2024-08-13,745548,Single,single,False,547180,678368,Bryce Harper,Valente Bellozo,0,3e31ad8e-11a6-4fd6-a5f4-4794e577eea8,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,92.0,84.0,81.0,54.0,101.0,82.0,,,,88.0,102.0,97.0,74.0,99.0,91.0,,,,,0.406,0.243,,0.119,0.112,0.94,0.87,,,-0.68,-5.04,89.4,83.6,,,78.2,74.3,,,,,,,0.278,0.444,0.333,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.875,0.304,88.0,86.0,93.0,0.121,-6.09,81.1,0.375,0.625,0.229,,,
