,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-26,747010,Flyout,field_out,True,650333,680570,Luis Arraez,Grayson Rodriguez,0,9f270208-1960-4285-b8e7-240b6f4c5712,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.82,3.86,110.2,102.0,118.0,107.0,0.726,9.92,2.68,8.38,1.14,1.03,0.218,0.399,0.152,0.33,0.448,141.0,101.0,108.0,113.0,103.0,107.0,112.0,102.0,106.0,127.0,101.0,105.0,117.0,101.0,108.0,0.013,0.462,0.156,0.156,0.212,-0.17,3.92,-1.33,0.18,1.93,96.1,83.1,96.4,86.6,81.3,0.286,0.389,0.268,0.15,0.292,0.355,0.274,0.616,0.352,0.271,0.396,0.25,0.25,0.375,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-26,747010,Flyout,field_out,True,595777,680570,Jurickson Profar,Grayson Rodriguez,0,22b75f09-8b0b-4c58-8619-e0305fded65c,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.82,3.86,110.2,102.0,118.0,107.0,0.726,9.92,2.68,8.38,1.14,1.03,0.218,0.399,0.152,0.33,0.448,141.0,101.0,108.0,113.0,103.0,107.0,112.0,102.0,106.0,127.0,101.0,105.0,117.0,101.0,108.0,0.013,0.462,0.156,0.156,0.212,-0.17,3.92,-1.33,0.18,1.93,96.1,83.1,96.4,86.6,81.3,0.286,0.389,0.268,0.15,0.292,0.355,0.274,0.616,0.352,0.271,0.396,0.25,0.25,0.375,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-26,747010,Single,single,False,630105,680570,Jake Cronenworth,Grayson Rodriguez,0,00e99999-2206-4ab3-a8f6-e18e54ae769f,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.82,3.86,110.2,102.0,118.0,107.0,0.726,9.92,2.68,8.38,1.14,1.03,0.218,0.399,0.152,0.33,0.448,141.0,101.0,108.0,113.0,103.0,107.0,112.0,102.0,106.0,127.0,101.0,105.0,117.0,101.0,108.0,0.013,0.462,0.156,0.156,0.212,-0.17,3.92,-1.33,0.18,1.93,96.1,83.1,96.4,86.6,81.3,0.286,0.389,0.268,0.15,0.292,0.355,0.274,0.616,0.352,0.271,0.396,0.25,0.25,0.375,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-26,747010,Forceout,force_out,True,592518,680570,Manny Machado,Grayson Rodriguez,1,8a2ff6c1-7471-40f3-8e0c-df676ccb9043,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.82,3.86,110.2,102.0,118.0,107.0,0.726,9.92,2.68,8.38,1.14,1.03,0.218,0.399,0.152,0.33,0.448,141.0,101.0,108.0,113.0,103.0,107.0,112.0,102.0,106.0,127.0,101.0,105.0,117.0,101.0,108.0,0.013,0.462,0.156,0.156,0.212,-0.17,3.92,-1.33,0.18,1.93,96.1,83.1,96.4,86.6,81.3,0.286,0.389,0.268,0.15,0.292,0.355,0.274,0.616,0.352,0.271,0.396,0.25,0.25,0.375,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-26,747010,Walk,walk,False,683002,800049,Gunnar Henderson,Adam Mazur,0,c9c77763-226e-4a81-a522-70a4db4876dc,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.49,5.45,33.2,95.0,99.0,96.0,0.839,5.88,5.61,10.69,1.6,0.75,0.23,0.398,0.133,0.354,0.416,79.0,84.0,84.0,112.0,104.0,109.0,78.0,95.0,88.0,90.0,83.0,77.0,124.0,98.0,108.0,0.041,0.392,0.337,0.127,0.103,-3.07,-4.82,1.16,-2.54,-2.6,94.6,89.9,93.9,86.8,80.7,0.333,0.667,0.134,0.429,0.571,0.35,0.216,0.333,0.25,0.364,0.818,0.083,0.429,0.429,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-26,747010,Walk,walk,False,668939,800049,Adley Rutschman,Adam Mazur,1,41008e7e-190d-4c16-b085-e8cf7ac72e07,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.49,5.45,33.2,95.0,99.0,96.0,0.839,5.88,5.61,10.69,1.6,0.75,0.23,0.398,0.133,0.354,0.416,79.0,84.0,84.0,112.0,104.0,109.0,78.0,95.0,88.0,90.0,83.0,77.0,124.0,98.0,108.0,0.041,0.392,0.337,0.127,0.103,-3.07,-4.82,1.16,-2.54,-2.6,94.6,89.9,93.9,86.8,80.7,0.333,0.667,0.134,0.429,0.571,0.35,0.216,0.333,0.25,0.364,0.818,0.083,0.429,0.429,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-26,747010,Pop Out,field_out,True,623993,800049,Anthony Santander,Adam Mazur,0,abe9b415-42f7-4a7e-bfa1-d35a6e8d8f8b,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.49,5.45,33.2,95.0,99.0,96.0,0.839,5.88,5.61,10.69,1.6,0.75,0.23,0.398,0.133,0.354,0.416,79.0,84.0,84.0,112.0,104.0,109.0,78.0,95.0,88.0,90.0,83.0,77.0,124.0,98.0,108.0,0.041,0.392,0.337,0.127,0.103,-3.07,-4.82,1.16,-2.54,-2.6,94.6,89.9,93.9,86.8,80.7,0.333,0.667,0.134,0.429,0.571,0.35,0.216,0.333,0.25,0.364,0.818,0.083,0.429,0.429,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-26,747010,Grounded Into DP,grounded_into_double_play,True,656811,800049,Ryan O'Hearn,Adam Mazur,1,f8abf654-924c-4dae-b0d5-c49dabde0c84,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.49,5.45,33.2,95.0,99.0,96.0,0.839,5.88,5.61,10.69,1.6,0.75,0.23,0.398,0.133,0.354,0.416,79.0,84.0,84.0,112.0,104.0,109.0,78.0,95.0,88.0,90.0,83.0,77.0,124.0,98.0,108.0,0.041,0.392,0.337,0.127,0.103,-3.07,-4.82,1.16,-2.54,-2.6,94.6,89.9,93.9,86.8,80.7,0.333,0.667,0.134,0.429,0.571,0.35,0.216,0.333,0.25,0.364,0.818,0.083,0.429,0.429,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-26,747010,Single,single,False,593428,680570,Xander Bogaerts,Grayson Rodriguez,0,13f49c64-8068-4ff1-9b5d-5eec35decfbd,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.82,3.86,110.2,102.0,118.0,107.0,0.726,9.92,2.68,8.38,1.14,1.03,0.218,0.399,0.152,0.33,0.448,141.0,101.0,108.0,113.0,103.0,107.0,112.0,102.0,106.0,127.0,101.0,105.0,117.0,101.0,108.0,0.013,0.462,0.156,0.156,0.212,-0.17,3.92,-1.33,0.18,1.93,96.1,83.1,96.4,86.6,81.3,0.286,0.389,0.268,0.15,0.292,0.355,0.274,0.616,0.352,0.271,0.396,0.25,0.25,0.375,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-26,747010,Grounded Into DP,grounded_into_double_play,True,701538,680570,Jackson Merrill,Grayson Rodriguez,1,0a5d9483-5039-4a40-8693-ae32c53ba0d0,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.82,3.86,110.2,102.0,118.0,107.0,0.726,9.92,2.68,8.38,1.14,1.03,0.218,0.399,0.152,0.33,0.448,141.0,101.0,108.0,113.0,103.0,107.0,112.0,102.0,106.0,127.0,101.0,105.0,117.0,101.0,108.0,0.013,0.462,0.156,0.156,0.212,-0.17,3.92,-1.33,0.18,1.93,96.1,83.1,96.4,86.6,81.3,0.286,0.389,0.268,0.15,0.292,0.355,0.274,0.616,0.352,0.271,0.396,0.25,0.25,0.375,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,
