,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff
0,2024-04-01,744875,Pop Out,field_out,True,656582,669022,Connor Joe,MacKenzie Gore,0,80f595d9-9528-4ed6-abbd-5a8f61e5c62a,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-01,744875,Single,single,False,668804,669022,Bryan Reynolds,MacKenzie Gore,0,1924d64d-7362-432b-9e18-4aaeff7ef0fb,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-01,744875,Walk,walk,False,663647,669022,Ke'Bryan Hayes,MacKenzie Gore,1,ccb5014b-732b-4f71-94cd-2aa4b538b347,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-01,744875,Strikeout,strikeout,True,457705,669022,Andrew McCutchen,MacKenzie Gore,0,64b5cc46-3ba7-4a67-817d-5257c6fd97d0,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-01,744875,Strikeout,strikeout,True,658668,669022,Edward Olivares,MacKenzie Gore,0,3b0765f1-55a6-42d0-b788-8debb1c865ba,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-01,744875,Groundout,field_out,True,682928,594835,CJ Abrams,Marco Gonzales,0,c4a6d884-3f55-449d-806a-5c36fe1ae1f8,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,,,,0.237,,0.069,0.243,-1.73,,-8.61,3.68,90.1,80.5,,79.5,0.375,0.438,0.188,0.364,0.818,0.0,,,,0.179,0.214,0.395,60.0,108.0,92.0,79.0,105.0,98.0,0.161,0.289,3.41,1.25,85.8,90.1,0.267,0.4,0.0,0.214,0.214,0.146,,,,,,,,,,,,,,,
6,2024-04-01,744875,Lineout,field_out,True,657041,594835,Lane Thomas,Marco Gonzales,0,c19a0a29-6359-4278-9bca-24d417ebd429,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,,,,0.237,,0.069,0.243,-1.73,,-8.61,3.68,90.1,80.5,,79.5,0.375,0.438,0.188,0.364,0.818,0.0,,,,0.179,0.214,0.395,60.0,108.0,92.0,79.0,105.0,98.0,0.161,0.289,3.41,1.25,85.8,90.1,0.267,0.4,0.0,0.214,0.214,0.146,,,,,,,,,,,,,,,
7,2024-04-01,744875,Groundout,field_out,True,608841,594835,Joey Meneses,Marco Gonzales,0,d386e3c7-a047-45a7-818c-ec5a43aa442b,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,,,,0.237,,0.069,0.243,-1.73,,-8.61,3.68,90.1,80.5,,79.5,0.375,0.438,0.188,0.364,0.818,0.0,,,,0.179,0.214,0.395,60.0,108.0,92.0,79.0,105.0,98.0,0.161,0.289,3.41,1.25,85.8,90.1,0.267,0.4,0.0,0.214,0.214,0.146,,,,,,,,,,,,,,,
8,2024-04-01,744875,Double,double,False,680779,669022,Henry Davis,MacKenzie Gore,0,1ccad1da-d653-41f7-8687-d58593cc2fd5,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-01,744875,Single,single,False,665833,669022,Oneil Cruz,MacKenzie Gore,1,4a4dbe06-c17b-44dd-ae01-c241dab231a5,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
