,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff
12,2024-09-25,744877,Groundout,field_out,True,680718,690916,Addison Barger,Richard Fitts,0,0f42d77d-1b52-451f-8c61-7142fef2eb65,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-25,744877,Flyout,field_out,True,676391,690916,Ernie Clement,Richard Fitts,0,4c8cebd8-494e-4bd9-88cb-72b93fa987f5,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-09-25,744877,Lineout,field_out,True,677870,690916,Leo Jiménez,Richard Fitts,0,b40050a3-7278-45ae-b93e-4ee195b69afa,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-09-25,744877,Flyout,field_out,True,665839,592332,Enmanuel Valdez,Kevin Gausman,0,fe7a773d-4ce5-48af-bdcc-17ffe052fb13,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.77,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,88.0,108.0,106.0,0.054,0.528,0.334,0.084,0.43,0.51,-3.21,-1.21,93.9,86.0,93.3,82.7,0.277,0.466,0.175,0.169,0.262,0.335,0.268,0.439,0.266,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-25,744877,Flyout,field_out,True,680776,592332,Jarren Duran,Kevin Gausman,0,23cd8dea-f5f1-4de4-8382-17a7c9a579d1,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.77,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,88.0,108.0,106.0,0.054,0.528,0.334,0.084,0.43,0.51,-3.21,-1.21,93.9,86.0,93.3,82.7,0.277,0.466,0.175,0.169,0.262,0.335,0.268,0.439,0.266,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-25,744877,Flyout,field_out,True,677800,592332,Wilyer Abreu,Kevin Gausman,0,d4663627-3d30-49b2-afac-7acab6c80531,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.77,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,88.0,108.0,106.0,0.054,0.528,0.334,0.084,0.43,0.51,-3.21,-1.21,93.9,86.0,93.3,82.7,0.277,0.466,0.175,0.169,0.262,0.335,0.268,0.439,0.266,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-25,744877,Strikeout,strikeout,True,694388,690916,Joey Loperfido,Richard Fitts,0,4f5ce539-2aaa-4566-8279-ed6c8532b521,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-09-25,744877,Pop Out,field_out,True,623168,690916,Tyler Heineman,Richard Fitts,0,a6b78636-d887-4abf-8c56-d27f5b5b49e1,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-09-25,744877,Walk,walk,False,682729,690916,Jonatan Clase,Richard Fitts,0,19e0829d-ea28-42dc-8650-99d2bc67f700,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-09-25,744877,Flyout,field_out,True,664770,690916,Nathan Lukes,Richard Fitts,0,30fbd2ea-30dd-4e02-820b-fbf75f42ce49,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-09-25,744877,Groundout,field_out,True,671213,592332,Triston Casas,Kevin Gausman,0,304e8101-3eaa-450c-9be4-c332220ffd40,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.77,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,88.0,108.0,106.0,0.054,0.528,0.334,0.084,0.43,0.51,-3.21,-1.21,93.9,86.0,93.3,82.7,0.277,0.466,0.175,0.169,0.262,0.335,0.268,0.439,0.266,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-09-25,744877,Groundout,field_out,True,641933,592332,Tyler O'Neill,Kevin Gausman,0,74e97205-2974-4bee-99ee-9f2f55ef3ce0,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.77,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,88.0,108.0,106.0,0.054,0.528,0.334,0.084,0.43,0.51,-3.21,-1.21,93.9,86.0,93.3,82.7,0.277,0.466,0.175,0.169,0.262,0.335,0.268,0.439,0.266,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-09-25,744877,Double,double,False,807799,592332,Masataka Yoshida,Kevin Gausman,0,42dfd947-b29e-43d7-8ebb-baf4ddb0ce03,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.77,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,88.0,108.0,106.0,0.054,0.528,0.334,0.084,0.43,0.51,-3.21,-1.21,93.9,86.0,93.3,82.7,0.277,0.466,0.175,0.169,0.262,0.335,0.268,0.439,0.266,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-09-25,744877,Pop Out,field_out,True,596115,592332,Trevor Story,Kevin Gausman,0,1a02ba80-c331-43af-991a-ecd70f4ffcf5,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.77,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,88.0,108.0,106.0,0.054,0.528,0.334,0.084,0.43,0.51,-3.21,-1.21,93.9,86.0,93.3,82.7,0.277,0.466,0.175,0.169,0.262,0.335,0.268,0.439,0.266,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-09-25,744877,Double,double,False,665489,690916,Vladimir Guerrero Jr.,Richard Fitts,0,f501dd19-0408-476f-93d7-50ce3d3ffaa4,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-09-25,744877,Double,double,False,672386,690916,Alejandro Kirk,Richard Fitts,1,5a267988-e1d4-4464-8fd3-dacccf59c5be,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-09-25,744877,Groundout,field_out,True,680718,690916,Addison Barger,Richard Fitts,1,4a3c008b-d2a7-438b-bc72-a3c54725a12c,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-09-25,744877,Single,single,False,676391,690916,Ernie Clement,Richard Fitts,1,0ed39c0c-ffe3-44b5-8ac4-96f3eb371ef5,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-09-25,744877,Forceout,force_out,True,677870,690916,Leo Jiménez,Richard Fitts,1,46241049-73f5-464e-b443-9cbe04f751ec,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-09-25,744877,Strikeout,strikeout,True,694388,690916,Joey Loperfido,Richard Fitts,0,2e7a4ef2-77f3-48c2-bf2e-8ca5df823a27,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-09-25,744877,Flyout,field_out,True,686765,592332,Nick Sogard,Kevin Gausman,0,40546e8c-b791-48cb-8f02-0c115b26e596,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.77,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,88.0,108.0,106.0,0.054,0.528,0.334,0.084,0.43,0.51,-3.21,-1.21,93.9,86.0,93.3,82.7,0.277,0.466,0.175,0.169,0.262,0.335,0.268,0.439,0.266,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-09-25,744877,Groundout,field_out,True,657136,592332,Connor Wong,Kevin Gausman,0,6094cf76-21ac-4bf7-9f66-23eb44ab3c26,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.77,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,88.0,108.0,106.0,0.054,0.528,0.334,0.084,0.43,0.51,-3.21,-1.21,93.9,86.0,93.3,82.7,0.277,0.466,0.175,0.169,0.262,0.335,0.268,0.439,0.266,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-09-25,744877,Flyout,field_out,True,665839,592332,Enmanuel Valdez,Kevin Gausman,0,19ee136a-21c1-4d9c-83d1-59fd395f065f,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.77,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,88.0,108.0,106.0,0.054,0.528,0.334,0.084,0.43,0.51,-3.21,-1.21,93.9,86.0,93.3,82.7,0.277,0.466,0.175,0.169,0.262,0.335,0.268,0.439,0.266,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2024-09-25,744877,Walk,walk,False,623168,690916,Tyler Heineman,Richard Fitts,0,b7f61904-a4c6-400e-be08-68e2f56687dc,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2024-09-25,744877,Single,single,False,682729,690916,Jonatan Clase,Richard Fitts,1,974443bb-5e18-47e0-b7bc-bd901c95fe88,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,3.99,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,102.0,98.0,97.0,,,,126.0,113.0,114.0,107.0,103.0,116.0,,0.446,0.108,0.446,1.1,-3.33,,1.91,94.5,88.7,,85.2,0.2,0.267,0.162,0.5,0.5,0.143,0.259,0.296,0.149,,,,0.231,0.231,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
