,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-05-15,745992,Single,single,False,457705,688107,Andrew McCutchen,Robert Gasser,0,37fac748-a051-44a4-a92f-20dc37ccdcc6,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,
1,2024-05-15,745992,Groundout,field_out,True,668804,688107,Bryan Reynolds,Robert Gasser,1,63fe2f65-dfe2-4b68-8e9d-1d9b5399cfe3,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,
2,2024-05-15,745992,Flyout,field_out,True,656582,688107,Connor Joe,Robert Gasser,0,fac968eb-f3f5-4d7c-a5cd-6e0864196f8c,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,
3,2024-05-15,745992,Groundout,field_out,True,665833,688107,Oneil Cruz,Robert Gasser,0,bf665ab9-ee70-499b-a710-a3f9bb97369c,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,
4,2024-05-15,745992,Groundout,field_out,True,661388,527048,William Contreras,Martín Pérez,0,eb22fabc-9406-47b1-96fb-85469bf3d797,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.215,-5.77,-0.81,-0.23,,-3.51,91.4,88.4,83.4,90.9,,0.375,0.625,0.036,0.3,0.423,0.1,,,,0.338,0.588,0.275,0.304,0.609,0.196,71.0,98.0,96.0,0.101,0.23,78.3,0.364,0.409,0.306
5,2024-05-15,745992,Groundout,field_out,True,642715,527048,Willy Adames,Martín Pérez,0,046a2b5e-34b5-47f4-b1e8-d3dc311c3f29,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.215,-5.77,-0.81,-0.23,,-3.51,91.4,88.4,83.4,90.9,,0.375,0.625,0.036,0.3,0.423,0.1,,,,0.338,0.588,0.275,0.304,0.609,0.196,71.0,98.0,96.0,0.101,0.23,78.3,0.364,0.409,0.306
6,2024-05-15,745992,Single,single,False,687401,527048,Joey Ortiz,Martín Pérez,0,c5281ab5-8c92-4620-98de-b7fd825c3a53,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.215,-5.77,-0.81,-0.23,,-3.51,91.4,88.4,83.4,90.9,,0.375,0.625,0.036,0.3,0.423,0.1,,,,0.338,0.588,0.275,0.304,0.609,0.196,71.0,98.0,96.0,0.101,0.23,78.3,0.364,0.409,0.306
7,2024-05-15,745992,Flyout,field_out,True,596142,527048,Gary Sánchez,Martín Pérez,0,37108eee-0ceb-45bd-9937-38bb957d91d6,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.215,-5.77,-0.81,-0.23,,-3.51,91.4,88.4,83.4,90.9,,0.375,0.625,0.036,0.3,0.423,0.1,,,,0.338,0.588,0.275,0.304,0.609,0.196,71.0,98.0,96.0,0.101,0.23,78.3,0.364,0.409,0.306
8,2024-05-15,745992,Strikeout,strikeout,True,658668,688107,Edward Olivares,Robert Gasser,0,f1fed015-a983-4b84-a986-86aa1ae96d15,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,
9,2024-05-15,745992,Single,single,False,693304,688107,Nick Gonzales,Robert Gasser,0,f8be6926-1fd2-476e-a861-a76fc0ebb379,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,
