,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-09-15,745693,Lineout,field_out,True,680776,607074,Jarren Duran,Carlos Rodón,0,e02f3d9f-f96e-445c-836e-66efa20be707,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.12,4.07,163.2,97.0,123.0,104.0,0.713,10.23,2.86,8.14,1.59,0.67,0.265,0.4,0.142,0.337,0.396,129.0,93.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,145.0,104.0,113.0,100.0,84.0,83.0,0.493,0.037,0.26,0.081,0.13,0.05,-3.06,-0.55,-1.17,1.52,95.5,91.8,85.5,86.9,81.0,0.258,0.515,0.213,0.207,0.365,0.4,0.188,0.25,0.485,0.267,0.5,0.3,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-15,745693,Groundout,field_out,True,663853,607074,Romy Gonzalez,Carlos Rodón,0,95639614-a946-4984-a99e-2616202aca5d,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.12,4.07,163.2,97.0,123.0,104.0,0.713,10.23,2.86,8.14,1.59,0.67,0.265,0.4,0.142,0.337,0.396,129.0,93.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,145.0,104.0,113.0,100.0,84.0,83.0,0.493,0.037,0.26,0.081,0.13,0.05,-3.06,-0.55,-1.17,1.52,95.5,91.8,85.5,86.9,81.0,0.258,0.515,0.213,0.207,0.365,0.4,0.188,0.25,0.485,0.267,0.5,0.3,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-15,745693,Groundout,field_out,True,646240,607074,Rafael Devers,Carlos Rodón,0,4bee2ba3-e247-4404-8d64-83c6fc5847ce,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.12,4.07,163.2,97.0,123.0,104.0,0.713,10.23,2.86,8.14,1.59,0.67,0.265,0.4,0.142,0.337,0.396,129.0,93.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,145.0,104.0,113.0,100.0,84.0,83.0,0.493,0.037,0.26,0.081,0.13,0.05,-3.06,-0.55,-1.17,1.52,95.5,91.8,85.5,86.9,81.0,0.258,0.515,0.213,0.207,0.365,0.4,0.188,0.25,0.485,0.267,0.5,0.3,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-15,745693,Groundout,field_out,True,650402,676710,Gleyber Torres,Kutter Crawford,0,4126965e-a8a7-4c95-b679-bcff2af80056,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.19,3.84,171.2,105.0,107.0,107.0,0.766,8.49,2.46,7.44,1.73,0.67,0.25,0.426,0.166,0.303,0.451,,,,,,,109.0,110.0,112.0,101.0,99.0,102.0,113.0,105.0,104.0,0.342,0.317,0.186,,,-0.43,0.61,-0.38,,,92.6,87.5,,80.8,,0.25,0.505,0.203,,,,,,,0.167,0.2,0.236,0.207,0.427,0.267,97.0,96.0,97.0,87.0,100.0,105.0,0.085,0.07,0.15,0.68,82.4,77.3,0.216,0.424,0.258,0.197,0.273,0.397,,,,,,,,,
4,2024-09-15,745693,Flyout,field_out,True,665742,676710,Juan Soto,Kutter Crawford,0,b6655d74-ebb8-4b89-8733-8cfff394e06e,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.19,3.84,171.2,105.0,107.0,107.0,0.766,8.49,2.46,7.44,1.73,0.67,0.25,0.426,0.166,0.303,0.451,,,,,,,109.0,110.0,112.0,101.0,99.0,102.0,113.0,105.0,104.0,0.342,0.317,0.186,,,-0.43,0.61,-0.38,,,92.6,87.5,,80.8,,0.25,0.505,0.203,,,,,,,0.167,0.2,0.236,0.207,0.427,0.267,97.0,96.0,97.0,87.0,100.0,105.0,0.085,0.07,0.15,0.68,82.4,77.3,0.216,0.424,0.258,0.197,0.273,0.397,,,,,,,,,
5,2024-09-15,745693,Strikeout,strikeout,True,592450,676710,Aaron Judge,Kutter Crawford,0,f8a731f6-8f4f-4916-b8f0-7388e3be3c47,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.19,3.84,171.2,105.0,107.0,107.0,0.766,8.49,2.46,7.44,1.73,0.67,0.25,0.426,0.166,0.303,0.451,,,,,,,109.0,110.0,112.0,101.0,99.0,102.0,113.0,105.0,104.0,0.342,0.317,0.186,,,-0.43,0.61,-0.38,,,92.6,87.5,,80.8,,0.25,0.505,0.203,,,,,,,0.167,0.2,0.236,0.207,0.427,0.267,97.0,96.0,97.0,87.0,100.0,105.0,0.085,0.07,0.15,0.68,82.4,77.3,0.216,0.424,0.258,0.197,0.273,0.397,,,,,,,,,
6,2024-09-15,745693,Flyout,field_out,True,641933,607074,Tyler O'Neill,Carlos Rodón,0,ecf59fc4-df87-4527-bb73-f1c5f6f3769e,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.12,4.07,163.2,97.0,123.0,104.0,0.713,10.23,2.86,8.14,1.59,0.67,0.265,0.4,0.142,0.337,0.396,129.0,93.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,145.0,104.0,113.0,100.0,84.0,83.0,0.493,0.037,0.26,0.081,0.13,0.05,-3.06,-0.55,-1.17,1.52,95.5,91.8,85.5,86.9,81.0,0.258,0.515,0.213,0.207,0.365,0.4,0.188,0.25,0.485,0.267,0.5,0.3,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-15,745693,Groundout,field_out,True,657136,607074,Connor Wong,Carlos Rodón,0,493fb4e7-8f46-461f-af33-0d08c9971abf,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.12,4.07,163.2,97.0,123.0,104.0,0.713,10.23,2.86,8.14,1.59,0.67,0.265,0.4,0.142,0.337,0.396,129.0,93.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,145.0,104.0,113.0,100.0,84.0,83.0,0.493,0.037,0.26,0.081,0.13,0.05,-3.06,-0.55,-1.17,1.52,95.5,91.8,85.5,86.9,81.0,0.258,0.515,0.213,0.207,0.365,0.4,0.188,0.25,0.485,0.267,0.5,0.3,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-15,745693,Flyout,field_out,True,807799,607074,Masataka Yoshida,Carlos Rodón,0,a0f00295-8d01-4113-9be0-e18fea425639,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.12,4.07,163.2,97.0,123.0,104.0,0.713,10.23,2.86,8.14,1.59,0.67,0.265,0.4,0.142,0.337,0.396,129.0,93.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,145.0,104.0,113.0,100.0,84.0,83.0,0.493,0.037,0.26,0.081,0.13,0.05,-3.06,-0.55,-1.17,1.52,95.5,91.8,85.5,86.9,81.0,0.258,0.515,0.213,0.207,0.365,0.4,0.188,0.25,0.485,0.267,0.5,0.3,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-15,745693,Single,single,False,665862,676710,Jazz Chisholm Jr.,Kutter Crawford,0,726329c8-8dbb-499a-a2af-90ddc8689562,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.19,3.84,171.2,105.0,107.0,107.0,0.766,8.49,2.46,7.44,1.73,0.67,0.25,0.426,0.166,0.303,0.451,,,,,,,109.0,110.0,112.0,101.0,99.0,102.0,113.0,105.0,104.0,0.342,0.317,0.186,,,-0.43,0.61,-0.38,,,92.6,87.5,,80.8,,0.25,0.505,0.203,,,,,,,0.167,0.2,0.236,0.207,0.427,0.267,97.0,96.0,97.0,87.0,100.0,105.0,0.085,0.07,0.15,0.68,82.4,77.3,0.216,0.424,0.258,0.197,0.273,0.397,,,,,,,,,
