,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-08-28,746512,Flyout,field_out,True,681393,607536,Connor Norby,Kyle Freeland,0,1facd641-3855-4822-8b84-b5a904a89904,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.51,4.94,85.0,102.0,83.0,98.0,0.829,7.09,2.54,10.69,1.48,1.17,0.204,0.434,0.147,0.344,0.432,56.0,98.0,84.0,70.0,100.0,92.0,86.0,106.0,99.0,63.0,103.0,102.0,129.0,99.0,106.0,0.267,0.208,0.228,0.193,0.103,-0.56,-1.66,-1.76,0.9,-2.53,91.9,86.4,91.6,87.1,83.8,0.33,0.6,0.061,0.173,0.213,0.477,0.274,0.411,0.067,0.354,0.677,0.179,0.4,0.6,0.141,,,,,,,,,
1,2024-08-28,746512,Strikeout,strikeout,True,669394,607536,Jake Burger,Kyle Freeland,0,6ff35e67-bb5a-4a32-b2c8-e2814704747b,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.51,4.94,85.0,102.0,83.0,98.0,0.829,7.09,2.54,10.69,1.48,1.17,0.204,0.434,0.147,0.344,0.432,56.0,98.0,84.0,70.0,100.0,92.0,86.0,106.0,99.0,63.0,103.0,102.0,129.0,99.0,106.0,0.267,0.208,0.228,0.193,0.103,-0.56,-1.66,-1.76,0.9,-2.53,91.9,86.4,91.6,87.1,83.8,0.33,0.6,0.061,0.173,0.213,0.477,0.274,0.411,0.067,0.354,0.677,0.179,0.4,0.6,0.141,,,,,,,,,
2,2024-08-28,746512,Groundout,field_out,True,681146,607536,Jonah Bride,Kyle Freeland,0,62f22a42-ab18-4a06-a2b1-cd4d84d4b9c9,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.51,4.94,85.0,102.0,83.0,98.0,0.829,7.09,2.54,10.69,1.48,1.17,0.204,0.434,0.147,0.344,0.432,56.0,98.0,84.0,70.0,100.0,92.0,86.0,106.0,99.0,63.0,103.0,102.0,129.0,99.0,106.0,0.267,0.208,0.228,0.193,0.103,-0.56,-1.66,-1.76,0.9,-2.53,91.9,86.4,91.6,87.1,83.8,0.33,0.6,0.061,0.173,0.213,0.477,0.274,0.411,0.067,0.354,0.677,0.179,0.4,0.6,0.141,,,,,,,,,
3,2024-08-28,746512,Strikeout,strikeout,True,453568,676974,Charlie Blackmon,Max Meyer,0,2ee95469-b1d2-4c33-864d-bdc11acd34bc,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,,,,0.018,0.398,0.402,,0.182,-1.8,-1.39,-0.08,,-1.83,94.1,86.8,92.6,88.2,,,,,,,,0.31,0.595,0.127,0.242,0.473,0.36,0.2,0.56,0.242,,,,,,,,,
4,2024-08-28,746512,Groundout,field_out,True,678662,676974,Ezequiel Tovar,Max Meyer,0,a7d33800-6abe-4a21-af0d-d66157dea2d9,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,,,,0.018,0.398,0.402,,0.182,-1.8,-1.39,-0.08,,-1.83,94.1,86.8,92.6,88.2,,,,,,,,0.31,0.595,0.127,0.242,0.473,0.36,0.2,0.56,0.242,,,,,,,,,
5,2024-08-28,746512,Groundout,field_out,True,641857,676974,Ryan McMahon,Max Meyer,0,05d60a21-6445-4f01-8da2-bb5e5d28217e,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,,,,0.018,0.398,0.402,,0.182,-1.8,-1.39,-0.08,,-1.83,94.1,86.8,92.6,88.2,,,,,,,,0.31,0.595,0.127,0.242,0.473,0.36,0.2,0.56,0.242,,,,,,,,,
6,2024-08-28,746512,Home Run,home_run,False,656537,607536,Derek Hill,Kyle Freeland,0,064d5235-535d-4b70-a4b9-217eb3c2b171,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.51,4.94,85.0,102.0,83.0,98.0,0.829,7.09,2.54,10.69,1.48,1.17,0.204,0.434,0.147,0.344,0.432,56.0,98.0,84.0,70.0,100.0,92.0,86.0,106.0,99.0,63.0,103.0,102.0,129.0,99.0,106.0,0.267,0.208,0.228,0.193,0.103,-0.56,-1.66,-1.76,0.9,-2.53,91.9,86.4,91.6,87.1,83.8,0.33,0.6,0.061,0.173,0.213,0.477,0.274,0.411,0.067,0.354,0.677,0.179,0.4,0.6,0.141,,,,,,,,,
7,2024-08-28,746512,Groundout,field_out,True,682073,607536,David Hensley,Kyle Freeland,0,33336eff-28a5-464d-9321-29b2852573d0,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.51,4.94,85.0,102.0,83.0,98.0,0.829,7.09,2.54,10.69,1.48,1.17,0.204,0.434,0.147,0.344,0.432,56.0,98.0,84.0,70.0,100.0,92.0,86.0,106.0,99.0,63.0,103.0,102.0,129.0,99.0,106.0,0.267,0.208,0.228,0.193,0.103,-0.56,-1.66,-1.76,0.9,-2.53,91.9,86.4,91.6,87.1,83.8,0.33,0.6,0.061,0.173,0.213,0.477,0.274,0.411,0.067,0.354,0.677,0.179,0.4,0.6,0.141,,,,,,,,,
8,2024-08-28,746512,Single,single,False,672640,607536,Otto Lopez,Kyle Freeland,0,f594e032-c948-4c58-b44c-02a8b7491593,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.51,4.94,85.0,102.0,83.0,98.0,0.829,7.09,2.54,10.69,1.48,1.17,0.204,0.434,0.147,0.344,0.432,56.0,98.0,84.0,70.0,100.0,92.0,86.0,106.0,99.0,63.0,103.0,102.0,129.0,99.0,106.0,0.267,0.208,0.228,0.193,0.103,-0.56,-1.66,-1.76,0.9,-2.53,91.9,86.4,91.6,87.1,83.8,0.33,0.6,0.061,0.173,0.213,0.477,0.274,0.411,0.067,0.354,0.677,0.179,0.4,0.6,0.141,,,,,,,,,
9,2024-08-28,746512,Strikeout,strikeout,True,665052,607536,Griffin Conine,Kyle Freeland,1,443b35de-7749-4a37-9718-1a667af58ae4,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.51,4.94,85.0,102.0,83.0,98.0,0.829,7.09,2.54,10.69,1.48,1.17,0.204,0.434,0.147,0.344,0.432,56.0,98.0,84.0,70.0,100.0,92.0,86.0,106.0,99.0,63.0,103.0,102.0,129.0,99.0,106.0,0.267,0.208,0.228,0.193,0.103,-0.56,-1.66,-1.76,0.9,-2.53,91.9,86.4,91.6,87.1,83.8,0.33,0.6,0.061,0.173,0.213,0.477,0.274,0.411,0.067,0.354,0.677,0.179,0.4,0.6,0.141,,,,,,,,,
