,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,KC%,wFS/C,wSI/C,wKC/C,vFS,vSI,vKC,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff
0,2024-09-01,746592,Groundout,field_out,True,643396,502171,Isiah Kiner-Falefa,Alex Cobb,0,8dc3fb20-68dc-4ea1-be4c-7253b8399a8b,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,2.76,4.9,16.1,105.0,107.0,107.0,0.867,5.51,1.65,7.71,0.55,2.31,0.163,0.449,0.122,0.367,0.401,84.0,105.0,104.0,130.0,89.0,97.0,124.0,111.0,114.0,0.43,0.438,0.132,2.83,0.3,-1.4,89.2,93.8,83.2,0.2,0.267,0.2,0.25,0.417,0.059,0.5,0.5,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-01,746592,Groundout,field_out,True,668804,502171,Bryan Reynolds,Alex Cobb,0,5944c48a-4ab4-443c-b45a-d8cf43515722,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,2.76,4.9,16.1,105.0,107.0,107.0,0.867,5.51,1.65,7.71,0.55,2.31,0.163,0.449,0.122,0.367,0.401,84.0,105.0,104.0,130.0,89.0,97.0,124.0,111.0,114.0,0.43,0.438,0.132,2.83,0.3,-1.4,89.2,93.8,83.2,0.2,0.267,0.2,0.25,0.417,0.059,0.5,0.5,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-01,746592,Strikeout,strikeout,True,665833,502171,Oneil Cruz,Alex Cobb,0,7866a8b7-c50c-4c3c-9855-fad9a93babaf,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,2.76,4.9,16.1,105.0,107.0,107.0,0.867,5.51,1.65,7.71,0.55,2.31,0.163,0.449,0.122,0.367,0.401,84.0,105.0,104.0,130.0,89.0,97.0,124.0,111.0,114.0,0.43,0.438,0.132,2.83,0.3,-1.4,89.2,93.8,83.2,0.2,0.267,0.2,0.25,0.417,0.059,0.5,0.5,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-01,746592,Strikeout,strikeout,True,680757,656605,Steven Kwan,Mitch Keller,0,bd76e94a-281f-4336-98b6-e9cd41b3c5b5,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.85,3.97,163.2,101.0,100.0,100.0,0.805,8.41,2.31,9.07,1.1,1.12,0.289,0.384,0.134,0.323,0.446,84.0,102.0,95.0,,,,,,,0.222,,,,0.04,,,93.5,,,,,0.261,0.379,0.126,0.256,0.487,0.293,104.0,104.0,101.0,112.0,96.0,103.0,88.0,103.0,96.0,131.0,102.0,112.0,96.0,100.0,99.0,0.311,0.124,0.24,0.097,0.007,0.14,-0.07,-0.61,-0.45,-11.28,94.5,90.4,90.2,84.9,78.4,0.266,0.414,0.236,0.207,0.341,0.262,0.243,0.541,0.19,0.323,0.569,0.233,0.75,1.25,0.0
4,2024-09-01,746592,Home Run,home_run,False,665926,656605,Andrés Giménez,Mitch Keller,0,c988face-8a06-4660-8c6c-213a1198c2b5,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.85,3.97,163.2,101.0,100.0,100.0,0.805,8.41,2.31,9.07,1.1,1.12,0.289,0.384,0.134,0.323,0.446,84.0,102.0,95.0,,,,,,,0.222,,,,0.04,,,93.5,,,,,0.261,0.379,0.126,0.256,0.487,0.293,104.0,104.0,101.0,112.0,96.0,103.0,88.0,103.0,96.0,131.0,102.0,112.0,96.0,100.0,99.0,0.311,0.124,0.24,0.097,0.007,0.14,-0.07,-0.61,-0.45,-11.28,94.5,90.4,90.2,84.9,78.4,0.266,0.414,0.236,0.207,0.341,0.262,0.243,0.541,0.19,0.323,0.569,0.233,0.75,1.25,0.0
5,2024-09-01,746592,Single,single,False,608070,656605,José Ramírez,Mitch Keller,0,7fa3e338-6c64-4030-8314-06547e2b6f18,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.85,3.97,163.2,101.0,100.0,100.0,0.805,8.41,2.31,9.07,1.1,1.12,0.289,0.384,0.134,0.323,0.446,84.0,102.0,95.0,,,,,,,0.222,,,,0.04,,,93.5,,,,,0.261,0.379,0.126,0.256,0.487,0.293,104.0,104.0,101.0,112.0,96.0,103.0,88.0,103.0,96.0,131.0,102.0,112.0,96.0,100.0,99.0,0.311,0.124,0.24,0.097,0.007,0.14,-0.07,-0.61,-0.45,-11.28,94.5,90.4,90.2,84.9,78.4,0.266,0.414,0.236,0.207,0.341,0.262,0.243,0.541,0.19,0.323,0.569,0.233,0.75,1.25,0.0
6,2024-09-01,746592,Pop Out,field_out,True,647304,656605,Josh Naylor,Mitch Keller,0,31f46ad5-3868-4f1a-ad1e-26930de537b7,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.85,3.97,163.2,101.0,100.0,100.0,0.805,8.41,2.31,9.07,1.1,1.12,0.289,0.384,0.134,0.323,0.446,84.0,102.0,95.0,,,,,,,0.222,,,,0.04,,,93.5,,,,,0.261,0.379,0.126,0.256,0.487,0.293,104.0,104.0,101.0,112.0,96.0,103.0,88.0,103.0,96.0,131.0,102.0,112.0,96.0,100.0,99.0,0.311,0.124,0.24,0.097,0.007,0.14,-0.07,-0.61,-0.45,-11.28,94.5,90.4,90.2,84.9,78.4,0.266,0.414,0.236,0.207,0.341,0.262,0.243,0.541,0.19,0.323,0.569,0.233,0.75,1.25,0.0
7,2024-09-01,746592,Double,double,False,678877,656605,Jhonkensy Noel,Mitch Keller,1,3f412b1e-4195-4663-8fe2-950a86ba66c1,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.85,3.97,163.2,101.0,100.0,100.0,0.805,8.41,2.31,9.07,1.1,1.12,0.289,0.384,0.134,0.323,0.446,84.0,102.0,95.0,,,,,,,0.222,,,,0.04,,,93.5,,,,,0.261,0.379,0.126,0.256,0.487,0.293,104.0,104.0,101.0,112.0,96.0,103.0,88.0,103.0,96.0,131.0,102.0,112.0,96.0,100.0,99.0,0.311,0.124,0.24,0.097,0.007,0.14,-0.07,-0.61,-0.45,-11.28,94.5,90.4,90.2,84.9,78.4,0.266,0.414,0.236,0.207,0.341,0.262,0.243,0.541,0.19,0.323,0.569,0.233,0.75,1.25,0.0
8,2024-09-01,746592,Lineout,field_out,True,700932,656605,Kyle Manzardo,Mitch Keller,0,032c00eb-838a-4222-b344-e3053f4a8893,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.85,3.97,163.2,101.0,100.0,100.0,0.805,8.41,2.31,9.07,1.1,1.12,0.289,0.384,0.134,0.323,0.446,84.0,102.0,95.0,,,,,,,0.222,,,,0.04,,,93.5,,,,,0.261,0.379,0.126,0.256,0.487,0.293,104.0,104.0,101.0,112.0,96.0,103.0,88.0,103.0,96.0,131.0,102.0,112.0,96.0,100.0,99.0,0.311,0.124,0.24,0.097,0.007,0.14,-0.07,-0.61,-0.45,-11.28,94.5,90.4,90.2,84.9,78.4,0.266,0.414,0.236,0.207,0.341,0.262,0.243,0.541,0.19,0.323,0.569,0.233,0.75,1.25,0.0
9,2024-09-01,746592,Groundout,field_out,True,693304,502171,Nick Gonzales,Alex Cobb,0,3e0162a6-4ada-4e25-9d2c-ee8fde84e14a,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,2.76,4.9,16.1,105.0,107.0,107.0,0.867,5.51,1.65,7.71,0.55,2.31,0.163,0.449,0.122,0.367,0.401,84.0,105.0,104.0,130.0,89.0,97.0,124.0,111.0,114.0,0.43,0.438,0.132,2.83,0.3,-1.4,89.2,93.8,83.2,0.2,0.267,0.2,0.25,0.417,0.059,0.5,0.5,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
