,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-07-30,746683,Flyout,field_out,True,664023,663574,Ian Happ,Tony Santillan,0,6f8cae6b-487a-4132-a2d2-be5cd710a151,663574.0,tonysantillan,Santillan,Right,Tony Santillan,CIN,2.55,2.14,17.2,110.0,113.0,109.0,0.748,13.75,2.55,5.09,1.53,1.06,0.4,0.25,0.125,0.275,0.505,76.0,156.0,148.0,106.0,114.0,107.0,124.0,101.0,111.0,0.607,0.386,0.007,1.48,1.25,12.52,97.3,91.8,86.8,0.146,0.366,0.327,0.16,0.16,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-30,746683,Walk,walk,False,683737,663574,Michael Busch,Tony Santillan,0,565f82a6-1d54-40ad-901e-fef3caff5989,663574.0,tonysantillan,Santillan,Right,Tony Santillan,CIN,2.55,2.14,17.2,110.0,113.0,109.0,0.748,13.75,2.55,5.09,1.53,1.06,0.4,0.25,0.125,0.275,0.505,76.0,156.0,148.0,106.0,114.0,107.0,124.0,101.0,111.0,0.607,0.386,0.007,1.48,1.25,12.52,97.3,91.8,86.8,0.146,0.366,0.327,0.16,0.16,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-30,746683,Forceout,force_out,True,673548,663574,Seiya Suzuki,Tony Santillan,1,34fb2d34-86b6-4a7e-a81f-3c25fe5759d2,663574.0,tonysantillan,Santillan,Right,Tony Santillan,CIN,2.55,2.14,17.2,110.0,113.0,109.0,0.748,13.75,2.55,5.09,1.53,1.06,0.4,0.25,0.125,0.275,0.505,76.0,156.0,148.0,106.0,114.0,107.0,124.0,101.0,111.0,0.607,0.386,0.007,1.48,1.25,12.52,97.3,91.8,86.8,0.146,0.366,0.327,0.16,0.16,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-30,746683,Groundout,field_out,True,641355,663574,Cody Bellinger,Tony Santillan,0,dac961b2-750e-4132-9743-c2a46bb00674,663574.0,tonysantillan,Santillan,Right,Tony Santillan,CIN,2.55,2.14,17.2,110.0,113.0,109.0,0.748,13.75,2.55,5.09,1.53,1.06,0.4,0.25,0.125,0.275,0.505,76.0,156.0,148.0,106.0,114.0,107.0,124.0,101.0,111.0,0.607,0.386,0.007,1.48,1.25,12.52,97.3,91.8,86.8,0.146,0.366,0.327,0.16,0.16,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-30,746683,Walk,walk,False,663697,657006,Jonathan India,Justin Steele,0,0ce768be-7af4-4692-acc9-11ae37c77aba,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.032,0.35,1.79,0.23,91.6,86.4,83.2,0.257,0.406,0.221,0.157,0.239,0.285,92.0,120.0,109.0,62.0,104.0,96.0,0.053,0.022,2.29,2.93,91.7,79.9,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-30,746683,Pop Out,field_out,True,682829,657006,Elly De La Cruz,Justin Steele,0,492bac37-26d3-4ec2-9210-c81ed3aa9671,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.032,0.35,1.79,0.23,91.6,86.4,83.2,0.257,0.406,0.221,0.157,0.239,0.285,92.0,120.0,109.0,62.0,104.0,96.0,0.053,0.022,2.29,2.93,91.7,79.9,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-30,746683,Flyout,field_out,True,668715,657006,Spencer Steer,Justin Steele,0,98162d09-9895-42b3-8a23-21b988d50aca,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.032,0.35,1.79,0.23,91.6,86.4,83.2,0.257,0.406,0.221,0.157,0.239,0.285,92.0,120.0,109.0,62.0,104.0,96.0,0.053,0.022,2.29,2.93,91.7,79.9,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-30,746683,Single,single,False,663886,657006,Tyler Stephenson,Justin Steele,1,65341ef3-6605-40cf-bb64-9df7802bfb57,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.032,0.35,1.79,0.23,91.6,86.4,83.2,0.257,0.406,0.221,0.157,0.239,0.285,92.0,120.0,109.0,62.0,104.0,96.0,0.053,0.022,2.29,2.93,91.7,79.9,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-30,746683,Walk,walk,False,600869,657006,Jeimer Candelario,Justin Steele,1,adfd171a-42cb-4de9-9a1b-c288da22e048,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.032,0.35,1.79,0.23,91.6,86.4,83.2,0.257,0.406,0.221,0.157,0.239,0.285,92.0,120.0,109.0,62.0,104.0,96.0,0.053,0.022,2.29,2.93,91.7,79.9,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-30,746683,Single,single,False,670770,657006,TJ Friedl,Justin Steele,1,c8514b90-ee0a-4f8e-a8e6-e26019d36e55,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.032,0.35,1.79,0.23,91.6,86.4,83.2,0.257,0.406,0.221,0.157,0.239,0.285,92.0,120.0,109.0,62.0,104.0,96.0,0.053,0.022,2.29,2.93,91.7,79.9,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-07-30,746683,Strikeout,strikeout,True,656413,657006,Stuart Fairchild,Justin Steele,0,b5d5de1d-60f3-45ce-867b-6a85de18d7fc,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.032,0.35,1.79,0.23,91.6,86.4,83.2,0.257,0.406,0.221,0.157,0.239,0.285,92.0,120.0,109.0,62.0,104.0,96.0,0.053,0.022,2.29,2.93,91.7,79.9,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-07-30,746683,Lineout,field_out,True,670623,607259,Isaac Paredes,Nick Martinez,0,8ae61de3-a1f8-4b1f-a99d-c5c50f726901,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,93.0,111.0,110.0,102.0,109.0,109.0,0.241,0.072,0.208,1.23,-1.19,0.51,92.6,80.2,85.0,0.202,0.313,0.202,0.261,0.478,0.391,113.0,103.0,105.0,85.0,102.0,94.0,0.15,0.122,0.6,-1.52,92.0,81.1,0.246,0.377,0.078,0.227,0.361,0.401,0.323,0.581,0.294,97.0,109.0,104.0,0.207,0.48,88.9,0.319,0.489,0.129,,,,,,,,,,,,,,,,,,
12,2024-07-30,746683,Flyout,field_out,True,663538,607259,Nico Hoerner,Nick Martinez,0,6f1f07a6-faf7-48bb-acaf-bd83f75f8755,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,93.0,111.0,110.0,102.0,109.0,109.0,0.241,0.072,0.208,1.23,-1.19,0.51,92.6,80.2,85.0,0.202,0.313,0.202,0.261,0.478,0.391,113.0,103.0,105.0,85.0,102.0,94.0,0.15,0.122,0.6,-1.52,92.0,81.1,0.246,0.377,0.078,0.227,0.361,0.401,0.323,0.581,0.294,97.0,109.0,104.0,0.207,0.48,88.9,0.319,0.489,0.129,,,,,,,,,,,,,,,,,,
13,2024-07-30,746683,Double,double,False,621020,607259,Dansby Swanson,Nick Martinez,0,d00231a8-44f6-42ed-be4e-a54c6712884d,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,93.0,111.0,110.0,102.0,109.0,109.0,0.241,0.072,0.208,1.23,-1.19,0.51,92.6,80.2,85.0,0.202,0.313,0.202,0.261,0.478,0.391,113.0,103.0,105.0,85.0,102.0,94.0,0.15,0.122,0.6,-1.52,92.0,81.1,0.246,0.377,0.078,0.227,0.361,0.401,0.323,0.581,0.294,97.0,109.0,104.0,0.207,0.48,88.9,0.319,0.489,0.129,,,,,,,,,,,,,,,,,,
14,2024-07-30,746683,Strikeout,strikeout,True,691718,607259,Pete Crow-Armstrong,Nick Martinez,0,b9d33992-8ffa-42a5-86d2-4c067291f8d5,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,93.0,111.0,110.0,102.0,109.0,109.0,0.241,0.072,0.208,1.23,-1.19,0.51,92.6,80.2,85.0,0.202,0.313,0.202,0.261,0.478,0.391,113.0,103.0,105.0,85.0,102.0,94.0,0.15,0.122,0.6,-1.52,92.0,81.1,0.246,0.377,0.078,0.227,0.361,0.401,0.323,0.581,0.294,97.0,109.0,104.0,0.207,0.48,88.9,0.319,0.489,0.129,,,,,,,,,,,,,,,,,,
15,2024-07-30,746683,Walk,walk,False,682622,657006,Noelvi Marte,Justin Steele,0,59dddb8b-2ed2-4ce3-b18e-abac03ed5bee,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.032,0.35,1.79,0.23,91.6,86.4,83.2,0.257,0.406,0.221,0.157,0.239,0.285,92.0,120.0,109.0,62.0,104.0,96.0,0.053,0.022,2.29,2.93,91.7,79.9,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-07-30,746683,Home Run,home_run,False,669289,657006,Santiago Espinal,Justin Steele,1,aacc85a8-93a0-4c03-b3a5-99707e27b917,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.032,0.35,1.79,0.23,91.6,86.4,83.2,0.257,0.406,0.221,0.157,0.239,0.285,92.0,120.0,109.0,62.0,104.0,96.0,0.053,0.022,2.29,2.93,91.7,79.9,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
