,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2024-06-01,745980,Pop Out,field_out,True,656555,676979,Rhys Hoskins,Garrett Crochet,0,c171d817-ef9b-4169-af23-43afdbfefad0,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,0.061,1.77,2.05,,-2.87,-0.38,97.0,91.4,90.8,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,0.179,0.321,0.279,0.213,0.283,0.351,,,,,,,,,,,,,,,
11,2024-06-01,745980,Walk,walk,False,596142,676979,Gary Sánchez,Garrett Crochet,0,d60723ed-edb3-4471-a87f-a8ea2fb7b357,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,0.061,1.77,2.05,,-2.87,-0.38,97.0,91.4,90.8,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,0.179,0.321,0.279,0.213,0.283,0.351,,,,,,,,,,,,,,,
12,2024-06-01,745980,Groundout,field_out,True,663368,676979,Blake Perkins,Garrett Crochet,1,b0985de4-2539-40cd-9a7d-14c2f7514c8d,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,0.061,1.77,2.05,,-2.87,-0.38,97.0,91.4,90.8,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,0.179,0.321,0.279,0.213,0.283,0.351,,,,,,,,,,,,,,,
13,2024-06-01,745980,Strikeout,strikeout,True,694192,676979,Jackson Chourio,Garrett Crochet,0,84355a8d-15d5-4e40-82be-d68b77b1c182,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,0.061,1.77,2.05,,-2.87,-0.38,97.0,91.4,90.8,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,0.179,0.321,0.279,0.213,0.283,0.351,,,,,,,,,,,,,,,
14,2024-06-01,745980,Home Run,home_run,False,643217,688107,Andrew Benintendi,Robert Gasser,0,52104a1b-e08e-4ec2-a97d-1ce3bd7afef7,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,,,,,,,
15,2024-06-01,745980,Single,single,False,664901,688107,Danny Mendick,Robert Gasser,0,54373426-4600-4dfc-afd9-e8daa01a3fe0,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,,,,,,,
16,2024-06-01,745980,Flyout,field_out,True,621545,688107,Zach Remillard,Robert Gasser,0,ba28955f-4570-486e-bada-9e97ddc28552,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,,,,,,,
17,2024-06-01,745980,Flyout,field_out,True,502054,688107,Tommy Pham,Robert Gasser,0,de374902-bdb1-4447-b90d-d613d2b5dc4d,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,,,,,,,
18,2024-06-01,745980,Strikeout,strikeout,True,686676,688107,Korey Lee,Robert Gasser,1,eff7c58c-00f5-4224-82a6-77bb99a99015,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,,,,,,,
19,2024-06-01,745980,Single,single,False,668930,676979,Brice Turang,Garrett Crochet,0,f54dad0c-7320-41df-baf3-c6d57eae9daa,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,0.061,1.77,2.05,,-2.87,-0.38,97.0,91.4,90.8,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,0.179,0.321,0.279,0.213,0.283,0.351,,,,,,,,,,,,,,,
20,2024-06-01,745980,Double,double,False,687401,676979,Joey Ortiz,Garrett Crochet,1,c23507fc-0f4a-4ab9-8cc8-2327817d2a84,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,0.061,1.77,2.05,,-2.87,-0.38,97.0,91.4,90.8,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,0.179,0.321,0.279,0.213,0.283,0.351,,,,,,,,,,,,,,,
21,2024-06-01,745980,Groundout,field_out,True,661388,676979,William Contreras,Garrett Crochet,1,e8e73651-0a98-4160-9b66-33c2e2d40c58,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,0.061,1.77,2.05,,-2.87,-0.38,97.0,91.4,90.8,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,0.179,0.321,0.279,0.213,0.283,0.351,,,,,,,,,,,,,,,
22,2024-06-01,745980,Strikeout,strikeout,True,592885,676979,Christian Yelich,Garrett Crochet,0,d713e86d-b721-4efb-af6b-a80799054e1d,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,0.061,1.77,2.05,,-2.87,-0.38,97.0,91.4,90.8,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,0.179,0.321,0.279,0.213,0.283,0.351,,,,,,,,,,,,,,,
23,2024-06-01,745980,Strikeout,strikeout,True,642715,676979,Willy Adames,Garrett Crochet,0,a3cd5323-73f7-47ed-8df5-e9d8cc993d23,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,0.061,1.77,2.05,,-2.87,-0.38,97.0,91.4,90.8,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,0.179,0.321,0.279,0.213,0.283,0.351,,,,,,,,,,,,,,,
24,2024-06-01,745980,Single,single,False,667452,688107,Corey Julks,Robert Gasser,0,55712b45-f420-4879-a021-8b00c48e97c5,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,,,,,,,
25,2024-06-01,745980,Pop Out,field_out,True,657557,688107,Paul DeJong,Robert Gasser,0,5a894f82-fd34-4772-9ba6-08b2f88c2d31,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,,,,,,,
26,2024-06-01,745980,Home Run,home_run,False,657757,688107,Gavin Sheets,Robert Gasser,1,48802f6f-2aba-441e-8965-9a1fbf749dbb,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,,,,,,,
27,2024-06-01,745980,Single,single,False,672820,688107,Lenyn Sosa,Robert Gasser,0,3ced7343-69d7-41f9-a209-d76beaa1f916,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,,,,,,,
28,2024-06-01,745980,Flyout,field_out,True,666150,688107,Dominic Fletcher,Robert Gasser,0,ce3692be-a105-42a6-9007-104887395239,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,,,,,,,
29,2024-06-01,745980,Single,single,False,664901,688107,Danny Mendick,Robert Gasser,1,54e6dc2f-8e2f-4bfe-85f8-53b167f29e11,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,,,,,,,
30,2024-06-01,745980,Forceout,force_out,True,621545,688107,Zach Remillard,Robert Gasser,1,19853c07-3756-4722-9f30-04635f749c21,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,,,,,,,
31,2024-06-01,745980,Lineout,field_out,True,656555,676979,Rhys Hoskins,Garrett Crochet,0,d97a1080-5fe0-40c6-a5f0-c08d805bd1c2,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,0.061,1.77,2.05,,-2.87,-0.38,97.0,91.4,90.8,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,0.179,0.321,0.279,0.213,0.283,0.351,,,,,,,,,,,,,,,
32,2024-06-01,745980,Flyout,field_out,True,596142,676979,Gary Sánchez,Garrett Crochet,0,05f68fb4-cdb3-4d74-b094-201fc94fd83b,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,0.061,1.77,2.05,,-2.87,-0.38,97.0,91.4,90.8,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,0.179,0.321,0.279,0.213,0.283,0.351,,,,,,,,,,,,,,,
33,2024-06-01,745980,Field Error,field_error,False,663368,676979,Blake Perkins,Garrett Crochet,0,dcd7c7aa-be14-43b5-b11a-05694d371983,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,0.061,1.77,2.05,,-2.87,-0.38,97.0,91.4,90.8,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,0.179,0.321,0.279,0.213,0.283,0.351,,,,,,,,,,,,,,,
34,2024-06-01,745980,Flyout,field_out,True,694192,676979,Jackson Chourio,Garrett Crochet,0,798eed43-a663-4887-8fe4-7686c39bd29e,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,0.061,1.77,2.05,,-2.87,-0.38,97.0,91.4,90.8,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,0.179,0.321,0.279,0.213,0.283,0.351,,,,,,,,,,,,,,,
35,2024-06-01,745980,Groundout,field_out,True,502054,688107,Tommy Pham,Robert Gasser,0,f63a78ad-7032-4167-82ec-61ec662648e6,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,82.0,105.0,94.0,101.0,103.0,96.0,125.0,101.0,111.0,66.0,105.0,97.0,0.246,0.198,0.093,0.321,0.143,1.74,-6.75,2.42,1.12,1.35,93.3,88.4,87.9,92.5,80.6,0.219,0.219,0.149,0.214,0.214,0.173,0.19,0.333,0.345,0.333,0.4,0.172,0.6,0.9,0.2,,,,,,,,,,,,,,,
