,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-06-14,745979,Pop Out,field_out,True,670770,642547,TJ Friedl,Freddy Peralta,0,daac2cc6-d575-4897-8f60-aac9c36619e8,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,0.536,0.248,0.046,0.17,0.0,0.53,-1.65,1.06,94.5,88.0,81.1,77.3,0.238,0.411,0.277,0.194,0.337,0.393,0.22,0.254,0.386,0.308,0.538,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-14,745979,Groundout,field_out,True,682829,642547,Elly De La Cruz,Freddy Peralta,0,bfc438dd-6fcc-411d-b220-519d6c4a118f,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,0.536,0.248,0.046,0.17,0.0,0.53,-1.65,1.06,94.5,88.0,81.1,77.3,0.238,0.411,0.277,0.194,0.337,0.393,0.22,0.254,0.386,0.308,0.538,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-14,745979,Double,double,False,600869,642547,Jeimer Candelario,Freddy Peralta,0,00b6a063-e58f-4c8e-beea-811ebe2570d7,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,0.536,0.248,0.046,0.17,0.0,0.53,-1.65,1.06,94.5,88.0,81.1,77.3,0.238,0.411,0.277,0.194,0.337,0.393,0.22,0.254,0.386,0.308,0.538,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-14,745979,Strikeout,strikeout,True,668715,642547,Spencer Steer,Freddy Peralta,0,5281bab6-4d72-4f62-884a-0520b992bcfc,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,0.536,0.248,0.046,0.17,0.0,0.53,-1.65,1.06,94.5,88.0,81.1,77.3,0.238,0.411,0.277,0.194,0.337,0.393,0.22,0.254,0.386,0.308,0.538,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-14,745979,Lineout,field_out,True,668930,668881,Brice Turang,Hunter Greene,0,ae5d0ff6-8cc1-4ba9-87a9-72257717ef4e,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,,,,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,0.556,0.34,0.021,,1.2,0.09,-1.96,,97.7,,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,,,,0.25,1.0,0.125,118.0,91.0,104.0,0.083,-0.91,86.8,0.267,0.433,0.309,,,,,,,,,,,,,,,,,,
5,2024-06-14,745979,Single,single,False,661388,668881,William Contreras,Hunter Greene,0,5e896457-a49e-4c86-a8bd-ba178ae37501,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,,,,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,0.556,0.34,0.021,,1.2,0.09,-1.96,,97.7,,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,,,,0.25,1.0,0.125,118.0,91.0,104.0,0.083,-0.91,86.8,0.267,0.433,0.309,,,,,,,,,,,,,,,,,,
6,2024-06-14,745979,Strikeout,strikeout,True,592885,668881,Christian Yelich,Hunter Greene,0,2f48faa5-f3b9-421a-8fc4-f1aab223bac7,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,,,,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,0.556,0.34,0.021,,1.2,0.09,-1.96,,97.7,,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,,,,0.25,1.0,0.125,118.0,91.0,104.0,0.083,-0.91,86.8,0.267,0.433,0.309,,,,,,,,,,,,,,,,,,
7,2024-06-14,745979,Strikeout,strikeout,True,642715,668881,Willy Adames,Hunter Greene,0,4074a4dc-fbac-46c4-8407-aefced78e37c,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,,,,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,0.556,0.34,0.021,,1.2,0.09,-1.96,,97.7,,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,,,,0.25,1.0,0.125,118.0,91.0,104.0,0.083,-0.91,86.8,0.267,0.433,0.309,,,,,,,,,,,,,,,,,,
8,2024-06-14,745979,Strikeout,strikeout,True,641584,642547,Jake Fraley,Freddy Peralta,0,006802dd-f592-42b8-93e4-f93fc26af82b,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,0.536,0.248,0.046,0.17,0.0,0.53,-1.65,1.06,94.5,88.0,81.1,77.3,0.238,0.411,0.277,0.194,0.337,0.393,0.22,0.254,0.386,0.308,0.538,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-14,745979,Hit By Pitch,hit_by_pitch,False,663886,642547,Tyler Stephenson,Freddy Peralta,0,a46c3bec-4254-421a-8e6a-2eaba0eb7254,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,0.536,0.248,0.046,0.17,0.0,0.53,-1.65,1.06,94.5,88.0,81.1,77.3,0.238,0.411,0.277,0.194,0.337,0.393,0.22,0.254,0.386,0.308,0.538,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,
