,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
15,2024-05-12,745825,Flyout,field_out,True,683146,693821,Brett Baty,Bryce Elder,0,2c66703e-2d80-4a5a-ac21-8bcd23a7df79,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,,,,0.433,0.138,,0.295,0.133,-4.59,,-0.14,-0.67,0.58,91.2,,84.9,89.9,83.4,0.438,0.875,0.19,0.329,0.37,0.078,0.25,0.5,0.392,,,,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,
16,2024-05-12,745825,Strikeout,strikeout,True,664056,693821,Harrison Bader,Bryce Elder,0,5cf36f67-1c06-4a01-94ff-9060d93a559d,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,,,,0.433,0.138,,0.295,0.133,-4.59,,-0.14,-0.67,0.58,91.2,,84.9,89.9,83.4,0.438,0.875,0.19,0.329,0.37,0.078,0.25,0.5,0.392,,,,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,
17,2024-05-12,745825,Flyout,field_out,True,643446,693821,Jeff McNeil,Bryce Elder,0,56656aab-0b8f-4200-be67-15b6f033ebb8,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,,,,0.433,0.138,,0.295,0.133,-4.59,,-0.14,-0.67,0.58,91.2,,84.9,89.9,83.4,0.438,0.875,0.19,0.329,0.37,0.078,0.25,0.5,0.392,,,,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,
18,2024-05-12,745825,Groundout,field_out,True,645277,622663,Ozzie Albies,Luis Severino,0,b82a5d4f-5761-447e-8b91-0c4e1a8cee6c,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,
19,2024-05-12,745825,Strikeout,strikeout,True,663586,622663,Austin Riley,Luis Severino,0,fcf98be6-1576-46e8-b909-3f3cd9243927,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,
20,2024-05-12,745825,Walk,walk,False,621566,622663,Matt Olson,Luis Severino,0,f3cc72fe-e5da-45d1-a8d1-2f04cd64696a,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,
21,2024-05-12,745825,Strikeout,strikeout,True,542303,622663,Marcell Ozuna,Luis Severino,0,e0c3fb80-e89d-4c2e-814a-b9a08c99faab,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,
22,2024-05-12,745825,Bunt Groundout,field_out,True,553882,693821,Omar Narváez,Bryce Elder,0,4ac790fc-f69f-4035-816e-2e8ce6dfcec5,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,,,,0.433,0.138,,0.295,0.133,-4.59,,-0.14,-0.67,0.58,91.2,,84.9,89.9,83.4,0.438,0.875,0.19,0.329,0.37,0.078,0.25,0.5,0.392,,,,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,
23,2024-05-12,745825,Single,single,False,621466,693821,DJ Stewart,Bryce Elder,0,d0e92503-8e3e-4d01-9273-eeacc9e78c89,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,,,,0.433,0.138,,0.295,0.133,-4.59,,-0.14,-0.67,0.58,91.2,,84.9,89.9,83.4,0.438,0.875,0.19,0.329,0.37,0.078,0.25,0.5,0.392,,,,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,
24,2024-05-12,745825,Strikeout,strikeout,True,516782,693821,Starling Marte,Bryce Elder,0,278eb5a7-e5c0-4835-bd4e-cbd2964a39d3,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,,,,0.433,0.138,,0.295,0.133,-4.59,,-0.14,-0.67,0.58,91.2,,84.9,89.9,83.4,0.438,0.875,0.19,0.329,0.37,0.078,0.25,0.5,0.392,,,,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,
25,2024-05-12,745825,Single,single,False,596019,693821,Francisco Lindor,Bryce Elder,1,9d04f7de-585a-427c-a677-fc715b8dbc60,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,,,,0.433,0.138,,0.295,0.133,-4.59,,-0.14,-0.67,0.58,91.2,,84.9,89.9,83.4,0.438,0.875,0.19,0.329,0.37,0.078,0.25,0.5,0.392,,,,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,
26,2024-05-12,745825,Single,single,False,624413,693821,Pete Alonso,Bryce Elder,1,82661ff9-5174-4817-afad-b7605048c92e,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,,,,0.433,0.138,,0.295,0.133,-4.59,,-0.14,-0.67,0.58,91.2,,84.9,89.9,83.4,0.438,0.875,0.19,0.329,0.37,0.078,0.25,0.5,0.392,,,,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,
27,2024-05-12,745825,Strikeout,strikeout,True,502110,693821,J.D. Martinez,Bryce Elder,0,ec7b8536-e99e-4743-acd2-4bef96e44f38,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,,,,0.433,0.138,,0.295,0.133,-4.59,,-0.14,-0.67,0.58,91.2,,84.9,89.9,83.4,0.438,0.875,0.19,0.329,0.37,0.078,0.25,0.5,0.392,,,,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,
28,2024-05-12,745825,Groundout,field_out,True,671739,622663,Michael Harris II,Luis Severino,0,e860f1b7-368b-4b17-9013-e2004bf215f1,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,
29,2024-05-12,745825,Groundout,field_out,True,606115,622663,Orlando Arcia,Luis Severino,0,7b0f89ac-e739-40d7-8eac-94327e1a5af8,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,
30,2024-05-12,745825,Groundout,field_out,True,672284,622663,Jarred Kelenic,Luis Severino,0,ff9a93c7-3ae5-4c4f-9085-d9b55689d041,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,
31,2024-05-12,745825,Strikeout,strikeout,True,683146,693821,Brett Baty,Bryce Elder,0,ef168934-be16-4bfe-9f89-7dbd907f34ac,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,,,,0.433,0.138,,0.295,0.133,-4.59,,-0.14,-0.67,0.58,91.2,,84.9,89.9,83.4,0.438,0.875,0.19,0.329,0.37,0.078,0.25,0.5,0.392,,,,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,
32,2024-05-12,745825,Strikeout,strikeout,True,664056,693821,Harrison Bader,Bryce Elder,0,10cf6ff0-0678-4bc4-8478-a1bcbb67753f,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,,,,0.433,0.138,,0.295,0.133,-4.59,,-0.14,-0.67,0.58,91.2,,84.9,89.9,83.4,0.438,0.875,0.19,0.329,0.37,0.078,0.25,0.5,0.392,,,,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,
33,2024-05-12,745825,Groundout,field_out,True,643446,693821,Jeff McNeil,Bryce Elder,0,866d391c-3612-4589-89cd-19d42acd55f0,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,,,,0.433,0.138,,0.295,0.133,-4.59,,-0.14,-0.67,0.58,91.2,,84.9,89.9,83.4,0.438,0.875,0.19,0.329,0.37,0.078,0.25,0.5,0.392,,,,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,
34,2024-05-12,745825,Strikeout,strikeout,True,644433,622663,Chadwick Tromp,Luis Severino,0,b575511f-258f-4f26-afba-1e0a829352a2,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.216,0.27,0.283,0.241,0.345,0.207,0.29,0.484,0.143,,,,,,,,,,,,,,,,,,
