,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-07,747076,Lineout,field_out,True,664770,680885,Nathan Lukes,Spencer Schwellenbach,0,ccfc92c8-214a-4d7f-bf2e-6b6b71d220fa,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.78,3.41,97.2,107.0,101.0,108.0,0.736,9.86,1.75,8.29,1.11,1.11,0.237,0.415,0.185,0.296,0.456,100.0,104.0,109.0,109.0,109.0,108.0,93.0,106.0,105.0,112.0,113.0,118.0,94.0,102.0,99.0,81.0,104.0,107.0,0.076,0.272,0.171,0.138,0.195,0.149,-0.44,0.42,1.41,1.09,0.44,0.03,96.1,92.8,84.4,95.0,87.0,80.4,0.211,0.344,0.293,0.278,0.5,0.221,0.302,0.524,0.213,0.155,0.259,0.441,0.255,0.471,0.418,0.217,0.304,0.087,,,,,,,,,,,,,,,,,,,,,
1,2024-09-07,747076,Lineout,field_out,True,662139,680885,Daulton Varsho,Spencer Schwellenbach,0,2d2e7b78-47ce-4167-a147-2e5ef683675c,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.78,3.41,97.2,107.0,101.0,108.0,0.736,9.86,1.75,8.29,1.11,1.11,0.237,0.415,0.185,0.296,0.456,100.0,104.0,109.0,109.0,109.0,108.0,93.0,106.0,105.0,112.0,113.0,118.0,94.0,102.0,99.0,81.0,104.0,107.0,0.076,0.272,0.171,0.138,0.195,0.149,-0.44,0.42,1.41,1.09,0.44,0.03,96.1,92.8,84.4,95.0,87.0,80.4,0.211,0.344,0.293,0.278,0.5,0.221,0.302,0.524,0.213,0.155,0.259,0.441,0.255,0.471,0.418,0.217,0.304,0.087,,,,,,,,,,,,,,,,,,,,,
2,2024-09-07,747076,Flyout,field_out,True,665489,680885,Vladimir Guerrero Jr.,Spencer Schwellenbach,0,3b59686a-9383-4845-8f54-2d5f8d15f635,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.78,3.41,97.2,107.0,101.0,108.0,0.736,9.86,1.75,8.29,1.11,1.11,0.237,0.415,0.185,0.296,0.456,100.0,104.0,109.0,109.0,109.0,108.0,93.0,106.0,105.0,112.0,113.0,118.0,94.0,102.0,99.0,81.0,104.0,107.0,0.076,0.272,0.171,0.138,0.195,0.149,-0.44,0.42,1.41,1.09,0.44,0.03,96.1,92.8,84.4,95.0,87.0,80.4,0.211,0.344,0.293,0.278,0.5,0.221,0.302,0.524,0.213,0.155,0.259,0.441,0.255,0.471,0.418,0.217,0.304,0.087,,,,,,,,,,,,,,,,,,,,,
3,2024-09-07,747076,Groundout,field_out,True,671739,621244,Michael Harris II,José Berríos,0,59c68080-e2c0-47a3-ac79-fa7c993d04d1,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.52,4.8,176.1,103.0,91.0,99.0,0.813,7.09,2.45,7.86,1.43,1.16,0.263,0.415,0.154,0.349,0.414,109.0,102.0,105.0,82.0,100.0,93.0,86.0,103.0,95.0,,,,82.0,107.0,98.0,,,,0.341,0.182,0.033,,,0.284,-1.73,-1.2,,1.11,,0.56,94.1,91.6,,93.5,,83.2,,,,0.326,0.596,0.199,0.333,0.375,0.082,,,,,,,0.265,0.359,0.127,86.0,104.0,101.0,0.16,0.95,84.8,0.182,0.374,0.301,0.175,0.383,0.259,,,,,,,,,
4,2024-09-07,747076,Double,double,False,518595,621244,Travis d'Arnaud,José Berríos,0,7618ce6e-0caf-44a1-a904-b9c42b2adbd0,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.52,4.8,176.1,103.0,91.0,99.0,0.813,7.09,2.45,7.86,1.43,1.16,0.263,0.415,0.154,0.349,0.414,109.0,102.0,105.0,82.0,100.0,93.0,86.0,103.0,95.0,,,,82.0,107.0,98.0,,,,0.341,0.182,0.033,,,0.284,-1.73,-1.2,,1.11,,0.56,94.1,91.6,,93.5,,83.2,,,,0.326,0.596,0.199,0.333,0.375,0.082,,,,,,,0.265,0.359,0.127,86.0,104.0,101.0,0.16,0.95,84.8,0.182,0.374,0.301,0.175,0.383,0.259,,,,,,,,,
5,2024-09-07,747076,Strikeout,strikeout,True,542303,621244,Marcell Ozuna,José Berríos,0,c3e34c6b-8944-401a-94f2-c2881b787ef1,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.52,4.8,176.1,103.0,91.0,99.0,0.813,7.09,2.45,7.86,1.43,1.16,0.263,0.415,0.154,0.349,0.414,109.0,102.0,105.0,82.0,100.0,93.0,86.0,103.0,95.0,,,,82.0,107.0,98.0,,,,0.341,0.182,0.033,,,0.284,-1.73,-1.2,,1.11,,0.56,94.1,91.6,,93.5,,83.2,,,,0.326,0.596,0.199,0.333,0.375,0.082,,,,,,,0.265,0.359,0.127,86.0,104.0,101.0,0.16,0.95,84.8,0.182,0.374,0.301,0.175,0.383,0.259,,,,,,,,,
6,2024-09-07,747076,Walk,walk,False,621566,621244,Matt Olson,José Berríos,0,c00b5ad6-a491-48a8-88e3-3872a5615e83,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.52,4.8,176.1,103.0,91.0,99.0,0.813,7.09,2.45,7.86,1.43,1.16,0.263,0.415,0.154,0.349,0.414,109.0,102.0,105.0,82.0,100.0,93.0,86.0,103.0,95.0,,,,82.0,107.0,98.0,,,,0.341,0.182,0.033,,,0.284,-1.73,-1.2,,1.11,,0.56,94.1,91.6,,93.5,,83.2,,,,0.326,0.596,0.199,0.333,0.375,0.082,,,,,,,0.265,0.359,0.127,86.0,104.0,101.0,0.16,0.95,84.8,0.182,0.374,0.301,0.175,0.383,0.259,,,,,,,,,
7,2024-09-07,747076,Strikeout,strikeout,True,657656,621244,Ramón Laureano,José Berríos,0,31ae17cd-a1f1-4bec-af58-7150d3d1e794,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.52,4.8,176.1,103.0,91.0,99.0,0.813,7.09,2.45,7.86,1.43,1.16,0.263,0.415,0.154,0.349,0.414,109.0,102.0,105.0,82.0,100.0,93.0,86.0,103.0,95.0,,,,82.0,107.0,98.0,,,,0.341,0.182,0.033,,,0.284,-1.73,-1.2,,1.11,,0.56,94.1,91.6,,93.5,,83.2,,,,0.326,0.596,0.199,0.333,0.375,0.082,,,,,,,0.265,0.359,0.127,86.0,104.0,101.0,0.16,0.95,84.8,0.182,0.374,0.301,0.175,0.383,0.259,,,,,,,,,
8,2024-09-07,747076,Home Run,home_run,False,687462,680885,Spencer Horwitz,Spencer Schwellenbach,0,ddff763b-c452-4e65-bbcd-e06f967a3521,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.78,3.41,97.2,107.0,101.0,108.0,0.736,9.86,1.75,8.29,1.11,1.11,0.237,0.415,0.185,0.296,0.456,100.0,104.0,109.0,109.0,109.0,108.0,93.0,106.0,105.0,112.0,113.0,118.0,94.0,102.0,99.0,81.0,104.0,107.0,0.076,0.272,0.171,0.138,0.195,0.149,-0.44,0.42,1.41,1.09,0.44,0.03,96.1,92.8,84.4,95.0,87.0,80.4,0.211,0.344,0.293,0.278,0.5,0.221,0.302,0.524,0.213,0.155,0.259,0.441,0.255,0.471,0.418,0.217,0.304,0.087,,,,,,,,,,,,,,,,,,,,,
9,2024-09-07,747076,Single,single,False,695238,680885,Will Wagner,Spencer Schwellenbach,0,58ebaef8-4994-4cf3-8f7f-ecd25ebd1cb2,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.78,3.41,97.2,107.0,101.0,108.0,0.736,9.86,1.75,8.29,1.11,1.11,0.237,0.415,0.185,0.296,0.456,100.0,104.0,109.0,109.0,109.0,108.0,93.0,106.0,105.0,112.0,113.0,118.0,94.0,102.0,99.0,81.0,104.0,107.0,0.076,0.272,0.171,0.138,0.195,0.149,-0.44,0.42,1.41,1.09,0.44,0.03,96.1,92.8,84.4,95.0,87.0,80.4,0.211,0.344,0.293,0.278,0.5,0.221,0.302,0.524,0.213,0.155,0.259,0.441,0.255,0.471,0.418,0.217,0.304,0.087,,,,,,,,,,,,,,,,,,,,,
10,2024-09-07,747076,Flyout,field_out,True,672386,680885,Alejandro Kirk,Spencer Schwellenbach,0,d6b5c3fc-8e79-4619-a7aa-062bb6f5451a,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.78,3.41,97.2,107.0,101.0,108.0,0.736,9.86,1.75,8.29,1.11,1.11,0.237,0.415,0.185,0.296,0.456,100.0,104.0,109.0,109.0,109.0,108.0,93.0,106.0,105.0,112.0,113.0,118.0,94.0,102.0,99.0,81.0,104.0,107.0,0.076,0.272,0.171,0.138,0.195,0.149,-0.44,0.42,1.41,1.09,0.44,0.03,96.1,92.8,84.4,95.0,87.0,80.4,0.211,0.344,0.293,0.278,0.5,0.221,0.302,0.524,0.213,0.155,0.259,0.441,0.255,0.471,0.418,0.217,0.304,0.087,,,,,,,,,,,,,,,,,,,,,
11,2024-09-07,747076,Strikeout,strikeout,True,680718,680885,Addison Barger,Spencer Schwellenbach,0,9cdf966b-ca24-4f09-9053-f0af3da7ce1e,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.78,3.41,97.2,107.0,101.0,108.0,0.736,9.86,1.75,8.29,1.11,1.11,0.237,0.415,0.185,0.296,0.456,100.0,104.0,109.0,109.0,109.0,108.0,93.0,106.0,105.0,112.0,113.0,118.0,94.0,102.0,99.0,81.0,104.0,107.0,0.076,0.272,0.171,0.138,0.195,0.149,-0.44,0.42,1.41,1.09,0.44,0.03,96.1,92.8,84.4,95.0,87.0,80.4,0.211,0.344,0.293,0.278,0.5,0.221,0.302,0.524,0.213,0.155,0.259,0.441,0.255,0.471,0.418,0.217,0.304,0.087,,,,,,,,,,,,,,,,,,,,,
