,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-07,745456,Strikeout,strikeout,True,682928,656605,CJ Abrams,Mitch Keller,0,b183cc2b-740f-4427-93d3-2aca4b0cb446,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.85,3.97,163.2,101.0,100.0,100.0,0.805,8.41,2.31,9.07,1.1,1.12,0.289,0.384,0.134,0.323,0.446,104.0,104.0,101.0,112.0,96.0,103.0,88.0,103.0,96.0,84.0,102.0,95.0,131.0,102.0,112.0,96.0,100.0,99.0,0.222,0.311,0.124,0.24,0.097,0.007,0.14,-0.07,0.04,-0.61,-0.45,-11.28,94.5,90.4,90.2,93.5,84.9,78.4,0.266,0.414,0.236,0.261,0.379,0.126,0.207,0.341,0.262,0.243,0.541,0.19,0.323,0.569,0.233,0.256,0.487,0.293,0.75,1.25,0.0,,,,,,,,,
1,2024-09-07,745456,Single,single,False,695578,656605,James Wood,Mitch Keller,0,067573e0-822c-4403-a454-f3fd609ecea3,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.85,3.97,163.2,101.0,100.0,100.0,0.805,8.41,2.31,9.07,1.1,1.12,0.289,0.384,0.134,0.323,0.446,104.0,104.0,101.0,112.0,96.0,103.0,88.0,103.0,96.0,84.0,102.0,95.0,131.0,102.0,112.0,96.0,100.0,99.0,0.222,0.311,0.124,0.24,0.097,0.007,0.14,-0.07,0.04,-0.61,-0.45,-11.28,94.5,90.4,90.2,93.5,84.9,78.4,0.266,0.414,0.236,0.261,0.379,0.126,0.207,0.341,0.262,0.243,0.541,0.19,0.323,0.569,0.233,0.256,0.487,0.293,0.75,1.25,0.0,,,,,,,,,
2,2024-09-07,745456,Strikeout,strikeout,True,665953,656605,Andrés Chaparro,Mitch Keller,1,e05cb510-14c8-480d-90f8-f79a5ff14d09,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.85,3.97,163.2,101.0,100.0,100.0,0.805,8.41,2.31,9.07,1.1,1.12,0.289,0.384,0.134,0.323,0.446,104.0,104.0,101.0,112.0,96.0,103.0,88.0,103.0,96.0,84.0,102.0,95.0,131.0,102.0,112.0,96.0,100.0,99.0,0.222,0.311,0.124,0.24,0.097,0.007,0.14,-0.07,0.04,-0.61,-0.45,-11.28,94.5,90.4,90.2,93.5,84.9,78.4,0.266,0.414,0.236,0.261,0.379,0.126,0.207,0.341,0.262,0.243,0.541,0.19,0.323,0.569,0.233,0.256,0.487,0.293,0.75,1.25,0.0,,,,,,,,,
3,2024-09-07,745456,Strikeout,strikeout,True,671277,656605,Luis García Jr.,Mitch Keller,0,bf0200f6-9f36-422d-b3ce-da6b1ebe84b6,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.85,3.97,163.2,101.0,100.0,100.0,0.805,8.41,2.31,9.07,1.1,1.12,0.289,0.384,0.134,0.323,0.446,104.0,104.0,101.0,112.0,96.0,103.0,88.0,103.0,96.0,84.0,102.0,95.0,131.0,102.0,112.0,96.0,100.0,99.0,0.222,0.311,0.124,0.24,0.097,0.007,0.14,-0.07,0.04,-0.61,-0.45,-11.28,94.5,90.4,90.2,93.5,84.9,78.4,0.266,0.414,0.236,0.261,0.379,0.126,0.207,0.341,0.262,0.243,0.541,0.19,0.323,0.569,0.233,0.256,0.487,0.293,0.75,1.25,0.0,,,,,,,,,
4,2024-09-07,745456,Walk,walk,False,643396,680730,Isiah Kiner-Falefa,Mitchell Parker,0,7da32804-ef13-49e4-ac06-b761e7906e61,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.43,4.43,136.0,100.0,88.0,98.0,0.803,8.07,2.58,9.2,1.13,0.86,0.251,0.44,0.134,0.321,0.448,,,,100.0,96.0,96.0,79.0,102.0,97.0,,,,107.0,108.0,110.0,,,,,0.49,,0.107,0.22,,0.02,,,-0.89,0.38,,92.5,,,,84.5,80.4,0.281,0.448,0.119,,,,,,,,,,0.242,0.435,0.355,0.255,0.373,0.258,,,,88.0,96.0,95.0,0.183,-0.29,85.7,0.216,0.373,0.374
5,2024-09-07,745456,Flyout,field_out,True,668804,680730,Bryan Reynolds,Mitchell Parker,0,61a1a4c7-c27c-4587-869a-fdb68dd5b924,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.43,4.43,136.0,100.0,88.0,98.0,0.803,8.07,2.58,9.2,1.13,0.86,0.251,0.44,0.134,0.321,0.448,,,,100.0,96.0,96.0,79.0,102.0,97.0,,,,107.0,108.0,110.0,,,,,0.49,,0.107,0.22,,0.02,,,-0.89,0.38,,92.5,,,,84.5,80.4,0.281,0.448,0.119,,,,,,,,,,0.242,0.435,0.355,0.255,0.373,0.258,,,,88.0,96.0,95.0,0.183,-0.29,85.7,0.216,0.373,0.374
6,2024-09-07,745456,Double,double,False,665833,680730,Oneil Cruz,Mitchell Parker,1,ff958ecc-0781-44a5-8ae2-9f0e769829a7,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.43,4.43,136.0,100.0,88.0,98.0,0.803,8.07,2.58,9.2,1.13,0.86,0.251,0.44,0.134,0.321,0.448,,,,100.0,96.0,96.0,79.0,102.0,97.0,,,,107.0,108.0,110.0,,,,,0.49,,0.107,0.22,,0.02,,,-0.89,0.38,,92.5,,,,84.5,80.4,0.281,0.448,0.119,,,,,,,,,,0.242,0.435,0.355,0.255,0.373,0.258,,,,88.0,96.0,95.0,0.183,-0.29,85.7,0.216,0.373,0.374
7,2024-09-07,745456,Strikeout,strikeout,True,656582,680730,Connor Joe,Mitchell Parker,0,8b427613-3c2e-4539-8e05-029ddc66b907,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.43,4.43,136.0,100.0,88.0,98.0,0.803,8.07,2.58,9.2,1.13,0.86,0.251,0.44,0.134,0.321,0.448,,,,100.0,96.0,96.0,79.0,102.0,97.0,,,,107.0,108.0,110.0,,,,,0.49,,0.107,0.22,,0.02,,,-0.89,0.38,,92.5,,,,84.5,80.4,0.281,0.448,0.119,,,,,,,,,,0.242,0.435,0.355,0.255,0.373,0.258,,,,88.0,96.0,95.0,0.183,-0.29,85.7,0.216,0.373,0.374
8,2024-09-07,745456,Single,single,False,669707,680730,Jared Triolo,Mitchell Parker,1,16019a87-6cdf-440e-a15f-fa53e032861d,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.43,4.43,136.0,100.0,88.0,98.0,0.803,8.07,2.58,9.2,1.13,0.86,0.251,0.44,0.134,0.321,0.448,,,,100.0,96.0,96.0,79.0,102.0,97.0,,,,107.0,108.0,110.0,,,,,0.49,,0.107,0.22,,0.02,,,-0.89,0.38,,92.5,,,,84.5,80.4,0.281,0.448,0.119,,,,,,,,,,0.242,0.435,0.355,0.255,0.373,0.258,,,,88.0,96.0,95.0,0.183,-0.29,85.7,0.216,0.373,0.374
9,2024-09-07,745456,Strikeout,strikeout,True,642133,680730,Rowdy Tellez,Mitchell Parker,0,d9a52c13-b010-4647-9572-f81c07751a45,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.43,4.43,136.0,100.0,88.0,98.0,0.803,8.07,2.58,9.2,1.13,0.86,0.251,0.44,0.134,0.321,0.448,,,,100.0,96.0,96.0,79.0,102.0,97.0,,,,107.0,108.0,110.0,,,,,0.49,,0.107,0.22,,0.02,,,-0.89,0.38,,92.5,,,,84.5,80.4,0.281,0.448,0.119,,,,,,,,,,0.242,0.435,0.355,0.255,0.373,0.258,,,,88.0,96.0,95.0,0.183,-0.29,85.7,0.216,0.373,0.374
