,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-07-28,746770,Flyout,field_out,True,645302,676979,Victor Robles,Garrett Crochet,0,913184e8-1aa7-4b27-8d61-c98919665bfb,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,104.0,103.0,104.0,163.0,31.0,22.0,138.0,99.0,104.0,93.0,105.0,103.0,0.004,0.553,0.287,0.097,0.059,1.66,0.26,-5.89,-2.54,-0.41,97.1,91.5,90.9,96.8,84.1,0.196,0.298,0.326,0.259,0.42,0.328,0.217,0.587,0.384,0.182,0.303,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-28,746770,Single,single,False,668227,676979,Randy Arozarena,Garrett Crochet,0,6993e164-9d63-4414-9c3e-419a21b273c1,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,104.0,103.0,104.0,163.0,31.0,22.0,138.0,99.0,104.0,93.0,105.0,103.0,0.004,0.553,0.287,0.097,0.059,1.66,0.26,-5.89,-2.54,-0.41,97.1,91.5,90.9,96.8,84.1,0.196,0.298,0.326,0.259,0.42,0.328,0.217,0.587,0.384,0.182,0.303,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-28,746770,Home Run,home_run,False,663728,676979,Cal Raleigh,Garrett Crochet,1,dce0143b-3e44-4708-a924-85cd96ae5020,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,104.0,103.0,104.0,163.0,31.0,22.0,138.0,99.0,104.0,93.0,105.0,103.0,0.004,0.553,0.287,0.097,0.059,1.66,0.26,-5.89,-2.54,-0.41,97.1,91.5,90.9,96.8,84.1,0.196,0.298,0.326,0.259,0.42,0.328,0.217,0.587,0.384,0.182,0.303,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-28,746770,Groundout,field_out,True,593871,676979,Jorge Polanco,Garrett Crochet,0,936e8ddd-7adb-4000-89db-d1e2512492d8,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,104.0,103.0,104.0,163.0,31.0,22.0,138.0,99.0,104.0,93.0,105.0,103.0,0.004,0.553,0.287,0.097,0.059,1.66,0.26,-5.89,-2.54,-0.41,97.1,91.5,90.9,96.8,84.1,0.196,0.298,0.326,0.259,0.42,0.328,0.217,0.587,0.384,0.182,0.303,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-28,746770,Groundout,field_out,True,641598,676979,Mitch Garver,Garrett Crochet,0,302457e0-e2de-40c6-b0f5-c04e8436645e,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,104.0,103.0,104.0,163.0,31.0,22.0,138.0,99.0,104.0,93.0,105.0,103.0,0.004,0.553,0.287,0.097,0.059,1.66,0.26,-5.89,-2.54,-0.41,97.1,91.5,90.9,96.8,84.1,0.196,0.298,0.326,0.259,0.42,0.328,0.217,0.587,0.384,0.182,0.303,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-28,746770,Flyout,field_out,True,670032,682243,Nicky Lopez,Bryce Miller,0,5fd30d78-c0b7-464f-bc0a-412389236409,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,,,,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,87.0,84.0,88.0,0.177,0.433,0.021,0.164,,1.57,-0.88,1.7,-0.65,,95.1,91.9,,94.7,84.3,0.19,0.365,0.268,0.286,0.429,0.19,0.275,0.475,0.134,,,,91.0,104.0,111.0,90.0,108.0,109.0,0.167,0.037,1.14,-0.41,84.2,85.2,0.248,0.347,0.09,0.165,0.256,0.288,0.219,0.563,0.243,0.238,0.333,0.4,,,,,,
6,2024-07-28,746770,Strikeout,strikeout,True,502054,682243,Tommy Pham,Bryce Miller,0,28bacad0-fec1-496e-9d62-445d3f70e143,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,,,,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,87.0,84.0,88.0,0.177,0.433,0.021,0.164,,1.57,-0.88,1.7,-0.65,,95.1,91.9,,94.7,84.3,0.19,0.365,0.268,0.286,0.429,0.19,0.275,0.475,0.134,,,,91.0,104.0,111.0,90.0,108.0,109.0,0.167,0.037,1.14,-0.41,84.2,85.2,0.248,0.347,0.09,0.165,0.256,0.288,0.219,0.563,0.243,0.238,0.333,0.4,,,,,,
7,2024-07-28,746770,Strikeout,strikeout,True,673357,682243,Luis Robert Jr.,Bryce Miller,0,5b227db8-a410-4890-a129-1065bd5b5508,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,,,,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,87.0,84.0,88.0,0.177,0.433,0.021,0.164,,1.57,-0.88,1.7,-0.65,,95.1,91.9,,94.7,84.3,0.19,0.365,0.268,0.286,0.429,0.19,0.275,0.475,0.134,,,,91.0,104.0,111.0,90.0,108.0,109.0,0.167,0.037,1.14,-0.41,84.2,85.2,0.248,0.347,0.09,0.165,0.256,0.288,0.219,0.563,0.243,0.238,0.333,0.4,,,,,,
8,2024-07-28,746770,Double,double,False,664238,676979,Dylan Moore,Garrett Crochet,0,9eed449c-1314-40bf-9a7d-32b8209d9747,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,104.0,103.0,104.0,163.0,31.0,22.0,138.0,99.0,104.0,93.0,105.0,103.0,0.004,0.553,0.287,0.097,0.059,1.66,0.26,-5.89,-2.54,-0.41,97.1,91.5,90.9,96.8,84.1,0.196,0.298,0.326,0.259,0.42,0.328,0.217,0.587,0.384,0.182,0.303,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-28,746770,Walk,walk,False,571745,676979,Mitch Haniger,Garrett Crochet,1,f2e64a3c-f83b-4036-86e9-7befc5d489d1,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,104.0,103.0,104.0,163.0,31.0,22.0,138.0,99.0,104.0,93.0,105.0,103.0,0.004,0.553,0.287,0.097,0.059,1.66,0.26,-5.89,-2.54,-0.41,97.1,91.5,90.9,96.8,84.1,0.196,0.298,0.326,0.259,0.42,0.328,0.217,0.587,0.384,0.182,0.303,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
