,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff
0,2024-09-17,745122,Lineout,field_out,True,693304,458681,Nick Gonzales,Lance Lynn,0,d5e02d82-1430-4a7c-8480-616cb04ee462,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.98,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,97.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,102.0,101.0,109.0,91.0,101.0,94.0,0.167,0.472,0.223,0.013,0.062,0.063,0.87,-1.02,-0.46,-1.62,-1.97,-2.46,92.3,88.1,84.8,91.2,82.0,80.4,0.199,0.393,0.287,0.317,0.426,0.262,0.284,0.469,0.11,0.211,0.342,0.203,0.292,0.292,0.225,0.25,0.25,0.0,,,,,,,,,,,,
1,2024-09-17,745122,Groundout,field_out,True,668804,458681,Bryan Reynolds,Lance Lynn,0,04ce4cc2-f240-4a14-9dc9-f3ba9fa6ab35,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.98,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,97.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,102.0,101.0,109.0,91.0,101.0,94.0,0.167,0.472,0.223,0.013,0.062,0.063,0.87,-1.02,-0.46,-1.62,-1.97,-2.46,92.3,88.1,84.8,91.2,82.0,80.4,0.199,0.393,0.287,0.317,0.426,0.262,0.284,0.469,0.11,0.211,0.342,0.203,0.292,0.292,0.225,0.25,0.25,0.0,,,,,,,,,,,,
2,2024-09-17,745122,Flyout,field_out,True,663698,458681,Joey Bart,Lance Lynn,0,035fb3ec-7da8-40ee-9ab2-2b12d797280e,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.98,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,97.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,102.0,101.0,109.0,91.0,101.0,94.0,0.167,0.472,0.223,0.013,0.062,0.063,0.87,-1.02,-0.46,-1.62,-1.97,-2.46,92.3,88.1,84.8,91.2,82.0,80.4,0.199,0.393,0.287,0.317,0.426,0.262,0.284,0.469,0.11,0.211,0.342,0.203,0.292,0.292,0.225,0.25,0.25,0.0,,,,,,,,,,,,
3,2024-09-17,745122,Walk,walk,False,691026,663559,Masyn Winn,Bailey Falter,0,02947ca0-e229-4a63-9304-7ff02d2abb97,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.15,4.88,134.1,100.0,90.0,96.0,0.821,6.16,2.75,8.64,1.07,0.82,0.297,0.361,0.144,0.313,0.478,,,,100.0,100.0,98.0,85.0,101.0,96.0,99.0,101.0,98.0,90.0,96.0,96.0,,,,0.14,0.487,,0.207,0.159,,0.54,,1.18,0.47,-1.15,,91.8,,,92.0,86.0,77.7,0.257,0.405,0.168,,,,0.253,0.437,0.154,0.305,0.61,0.202,,,,,,,43.0,95.0,70.0,0.006,-7.03,86.9,0.237,0.29,0.305,0.333,1.333,0.125
4,2024-09-17,745122,Fielders Choice,fielders_choice,False,663609,663559,Luken Baker,Bailey Falter,1,73a01a9c-9815-43db-bba5-bf8ea1e080b8,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.15,4.88,134.1,100.0,90.0,96.0,0.821,6.16,2.75,8.64,1.07,0.82,0.297,0.361,0.144,0.313,0.478,,,,100.0,100.0,98.0,85.0,101.0,96.0,99.0,101.0,98.0,90.0,96.0,96.0,,,,0.14,0.487,,0.207,0.159,,0.54,,1.18,0.47,-1.15,,91.8,,,92.0,86.0,77.7,0.257,0.405,0.168,,,,0.253,0.437,0.154,0.305,0.61,0.202,,,,,,,43.0,95.0,70.0,0.006,-7.03,86.9,0.237,0.29,0.305,0.333,1.333,0.125
5,2024-09-17,745122,Grounded Into DP,grounded_into_double_play,True,502671,663559,Paul Goldschmidt,Bailey Falter,1,f76b2e81-2288-49c0-8df0-2653b52e8c3f,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.15,4.88,134.1,100.0,90.0,96.0,0.821,6.16,2.75,8.64,1.07,0.82,0.297,0.361,0.144,0.313,0.478,,,,100.0,100.0,98.0,85.0,101.0,96.0,99.0,101.0,98.0,90.0,96.0,96.0,,,,0.14,0.487,,0.207,0.159,,0.54,,1.18,0.47,-1.15,,91.8,,,92.0,86.0,77.7,0.257,0.405,0.168,,,,0.253,0.437,0.154,0.305,0.61,0.202,,,,,,,43.0,95.0,70.0,0.006,-7.03,86.9,0.237,0.29,0.305,0.333,1.333,0.125
6,2024-09-17,745122,Pop Out,field_out,True,571448,663559,Nolan Arenado,Bailey Falter,0,3f25624b-0fb9-4949-bb6d-873c304d4c5a,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.15,4.88,134.1,100.0,90.0,96.0,0.821,6.16,2.75,8.64,1.07,0.82,0.297,0.361,0.144,0.313,0.478,,,,100.0,100.0,98.0,85.0,101.0,96.0,99.0,101.0,98.0,90.0,96.0,96.0,,,,0.14,0.487,,0.207,0.159,,0.54,,1.18,0.47,-1.15,,91.8,,,92.0,86.0,77.7,0.257,0.405,0.168,,,,0.253,0.437,0.154,0.305,0.61,0.202,,,,,,,43.0,95.0,70.0,0.006,-7.03,86.9,0.237,0.29,0.305,0.333,1.333,0.125
7,2024-09-17,745122,Lineout,field_out,True,457705,458681,Andrew McCutchen,Lance Lynn,0,4c926caf-5f8c-49b5-84ca-36f146b42650,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.98,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,97.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,102.0,101.0,109.0,91.0,101.0,94.0,0.167,0.472,0.223,0.013,0.062,0.063,0.87,-1.02,-0.46,-1.62,-1.97,-2.46,92.3,88.1,84.8,91.2,82.0,80.4,0.199,0.393,0.287,0.317,0.426,0.262,0.284,0.469,0.11,0.211,0.342,0.203,0.292,0.292,0.225,0.25,0.25,0.0,,,,,,,,,,,,
8,2024-09-17,745122,Flyout,field_out,True,642133,458681,Rowdy Tellez,Lance Lynn,0,3e379456-44ce-47b2-b5ca-eabc97154220,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.98,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,97.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,102.0,101.0,109.0,91.0,101.0,94.0,0.167,0.472,0.223,0.013,0.062,0.063,0.87,-1.02,-0.46,-1.62,-1.97,-2.46,92.3,88.1,84.8,91.2,82.0,80.4,0.199,0.393,0.287,0.317,0.426,0.262,0.284,0.469,0.11,0.211,0.342,0.203,0.292,0.292,0.225,0.25,0.25,0.0,,,,,,,,,,,,
9,2024-09-17,745122,Home Run,home_run,False,650559,458681,Bryan De La Cruz,Lance Lynn,0,846dbbe8-05a6-4f5b-ac7d-0acb48d7fa43,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.98,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,97.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,102.0,101.0,109.0,91.0,101.0,94.0,0.167,0.472,0.223,0.013,0.062,0.063,0.87,-1.02,-0.46,-1.62,-1.97,-2.46,92.3,88.1,84.8,91.2,82.0,80.4,0.199,0.393,0.287,0.317,0.426,0.262,0.284,0.469,0.11,0.211,0.342,0.203,0.292,0.292,0.225,0.25,0.25,0.0,,,,,,,,,,,,
