,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff
0,2024-06-15,744846,Strikeout,strikeout,True,641313,687792,Tim Anderson,DJ Herz,0,10c98060-a3e6-4675-824a-e7c0407bf1fe,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-15,744846,Strikeout,strikeout,True,650559,687792,Bryan De La Cruz,DJ Herz,0,7fd5df5b-a9c5-43af-82a8-071a78587daf,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-15,744846,Flyout,field_out,True,605137,687792,Josh Bell,DJ Herz,0,8e1a9082-e1e6-406d-8917-c56c9bd2eb87,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-15,744846,Lineout,field_out,True,682928,669432,CJ Abrams,Trevor Rogers,0,c47b4637-82c2-41c7-a0f3-f91ee6af7b10,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,73.0,89.0,89.0,,,,0.325,0.21,,0.233,-0.74,-1.71,,-0.95,92.1,85.8,82.5,,0.261,0.486,0.23,0.299,0.393,0.251,0.262,0.475,0.288,,,,87.0,96.0,91.0,0.231,0.22,91.6,0.27,0.45,0.119,,,,,,,,,,,,,,,
4,2024-06-15,744846,Double,double,False,657041,669432,Lane Thomas,Trevor Rogers,0,adea857e-09f1-4cb8-b18b-b62fafe7c811,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,73.0,89.0,89.0,,,,0.325,0.21,,0.233,-0.74,-1.71,,-0.95,92.1,85.8,82.5,,0.261,0.486,0.23,0.299,0.393,0.251,0.262,0.475,0.288,,,,87.0,96.0,91.0,0.231,0.22,91.6,0.27,0.45,0.119,,,,,,,,,,,,,,,
5,2024-06-15,744846,Single,single,False,608385,669432,Jesse Winker,Trevor Rogers,1,598056ef-6efb-409c-b7d5-bcf55399a2bd,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,73.0,89.0,89.0,,,,0.325,0.21,,0.233,-0.74,-1.71,,-0.95,92.1,85.8,82.5,,0.261,0.486,0.23,0.299,0.393,0.251,0.262,0.475,0.288,,,,87.0,96.0,91.0,0.231,0.22,91.6,0.27,0.45,0.119,,,,,,,,,,,,,,,
6,2024-06-15,744846,Sac Fly,sac_fly,True,608841,669432,Joey Meneses,Trevor Rogers,1,d7dad40f-501a-4c81-972a-ebd4f718def0,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,73.0,89.0,89.0,,,,0.325,0.21,,0.233,-0.74,-1.71,,-0.95,92.1,85.8,82.5,,0.261,0.486,0.23,0.299,0.393,0.251,0.262,0.475,0.288,,,,87.0,96.0,91.0,0.231,0.22,91.6,0.27,0.45,0.119,,,,,,,,,,,,,,,
7,2024-06-15,744846,Single,single,True,545121,669432,Ildemaro Vargas,Trevor Rogers,1,3994a11d-07cd-4451-8a4d-79f5fcbd2e22,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,73.0,89.0,89.0,,,,0.325,0.21,,0.233,-0.74,-1.71,,-0.95,92.1,85.8,82.5,,0.261,0.486,0.23,0.299,0.393,0.251,0.262,0.475,0.288,,,,87.0,96.0,91.0,0.231,0.22,91.6,0.27,0.45,0.119,,,,,,,,,,,,,,,
8,2024-06-15,744846,Flyout,field_out,True,669394,687792,Jake Burger,DJ Herz,0,a1933d9e-b157-4853-89d0-8331106f2f4d,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-15,744846,Strikeout,strikeout,True,660821,687792,Jesús Sánchez,DJ Herz,0,9c55588a-64dc-42df-8398-93bbb7a263d9,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
