,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-18,745104,Strikeout,strikeout,True,543685,686752,Anthony Rendon,Ryan Pepiot,0,bac34de8-a122-42c7-aefc-8231e1c76871,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-18,745104,Pop Out,field_out,True,545361,686752,Mike Trout,Ryan Pepiot,0,27480100-cbdd-401f-95fc-1fcc5dc5f73d,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-18,745104,Groundout,field_out,True,621493,686752,Taylor Ward,Ryan Pepiot,0,53a5d1fc-b9d0-4b14-86c7-7fcf6f78765d,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-18,745104,Groundout,field_out,True,650490,656288,Yandy Díaz,Griffin Canning,0,3d3dcc67-954d-4afd-946d-26d7c89fa30d,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,73.0,96.0,95.0,72.0,93.0,86.0,103.0,101.0,111.0,,,,0.354,,0.228,0.123,0.271,-0.83,,-1.29,-1.15,0.71,93.6,,88.7,88.0,80.7,0.243,0.521,0.158,0.254,0.377,0.253,0.303,0.449,0.292,0.297,0.432,0.21,,,,77.0,92.0,80.0,0.024,-8.35,93.0,0.5,1.1,0.0,,,,,,,,,,,,,,,
4,2024-04-18,745104,Walk,walk,False,680700,656288,Richie Palacios,Griffin Canning,0,bd81db21-9747-4803-999c-a9280bea5d23,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,73.0,96.0,95.0,72.0,93.0,86.0,103.0,101.0,111.0,,,,0.354,,0.228,0.123,0.271,-0.83,,-1.29,-1.15,0.71,93.6,,88.7,88.0,80.7,0.243,0.521,0.158,0.254,0.377,0.253,0.303,0.449,0.292,0.297,0.432,0.21,,,,77.0,92.0,80.0,0.024,-8.35,93.0,0.5,1.1,0.0,,,,,,,,,,,,,,,
5,2024-04-18,745104,Triple,triple,False,642708,656288,Amed Rosario,Griffin Canning,1,53dca4b4-e8dc-40ae-ba38-72bb17f6b002,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,73.0,96.0,95.0,72.0,93.0,86.0,103.0,101.0,111.0,,,,0.354,,0.228,0.123,0.271,-0.83,,-1.29,-1.15,0.71,93.6,,88.7,88.0,80.7,0.243,0.521,0.158,0.254,0.377,0.253,0.303,0.449,0.292,0.297,0.432,0.21,,,,77.0,92.0,80.0,0.024,-8.35,93.0,0.5,1.1,0.0,,,,,,,,,,,,,,,
6,2024-04-18,745104,Sac Fly,sac_fly,True,623912,656288,Harold Ramírez,Griffin Canning,1,f3acde4e-a07c-4296-b4cc-9a027da40913,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,73.0,96.0,95.0,72.0,93.0,86.0,103.0,101.0,111.0,,,,0.354,,0.228,0.123,0.271,-0.83,,-1.29,-1.15,0.71,93.6,,88.7,88.0,80.7,0.243,0.521,0.158,0.254,0.377,0.253,0.303,0.449,0.292,0.297,0.432,0.21,,,,77.0,92.0,80.0,0.024,-8.35,93.0,0.5,1.1,0.0,,,,,,,,,,,,,,,
7,2024-04-18,745104,Strikeout,strikeout,True,676609,656288,José Caballero,Griffin Canning,0,d45d598c-e0c9-4558-918b-27a34608d4d9,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,73.0,96.0,95.0,72.0,93.0,86.0,103.0,101.0,111.0,,,,0.354,,0.228,0.123,0.271,-0.83,,-1.29,-1.15,0.71,93.6,,88.7,88.0,80.7,0.243,0.521,0.158,0.254,0.377,0.253,0.303,0.449,0.292,0.297,0.432,0.21,,,,77.0,92.0,80.0,0.024,-8.35,93.0,0.5,1.1,0.0,,,,,,,,,,,,,,,
8,2024-04-18,745104,Strikeout,strikeout,True,593934,686752,Miguel Sanó,Ryan Pepiot,0,fa644d5e-bfbe-4ffe-83cf-363ea9fd3883,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-18,745104,Walk,walk,False,642136,686752,Matt Thaiss,Ryan Pepiot,0,4e3e9dbc-5461-4fc9-9916-fdbe20d673e8,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,,,,,,,,,,,,,,,,
