,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-04,744996,Pop Out,field_out,True,650333,453286,Luis Arraez,Max Scherzer,0,d58fd102-7c7a-4b4a-a08a-dfea96bcceb0,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,108.0,108.0,106.0,116.0,120.0,103.0,0.451,0.082,0.213,0.144,0.11,1.51,2.74,0.43,-3.57,-1.54,92.7,86.7,83.1,85.2,74.9,0.194,0.389,0.161,0.222,0.37,0.447,0.267,0.333,0.16,0.333,0.75,0.318,0.167,0.5,0.227,,,,,,,,,,,,,,,,,,
1,2024-07-04,744996,Groundout,field_out,True,595777,453286,Jurickson Profar,Max Scherzer,0,7210b0e2-68ec-4313-9d3f-4b78e9f6b53c,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,108.0,108.0,106.0,116.0,120.0,103.0,0.451,0.082,0.213,0.144,0.11,1.51,2.74,0.43,-3.57,-1.54,92.7,86.7,83.1,85.2,74.9,0.194,0.389,0.161,0.222,0.37,0.447,0.267,0.333,0.16,0.333,0.75,0.318,0.167,0.5,0.227,,,,,,,,,,,,,,,,,,
2,2024-07-04,744996,Strikeout,strikeout,True,701538,453286,Jackson Merrill,Max Scherzer,0,325db76f-9060-4c01-a37a-b213445f41ea,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,108.0,108.0,106.0,116.0,120.0,103.0,0.451,0.082,0.213,0.144,0.11,1.51,2.74,0.43,-3.57,-1.54,92.7,86.7,83.1,85.2,74.9,0.194,0.389,0.161,0.222,0.37,0.447,0.267,0.333,0.16,0.333,0.75,0.318,0.167,0.5,0.227,,,,,,,,,,,,,,,,,,
3,2024-07-04,744996,Groundout,field_out,True,669701,650633,Josh Smith,Michael King,0,bbdbf5fc-b6b5-4e3f-b03d-e19d41ac44f7,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,114.0,98.0,102.0,,,,0.254,,0.243,,0.245,-1.2,,-0.06,,1.28,93.5,,86.6,82.8,,0.269,0.452,0.201,0.381,0.714,0.237,,,,,,,0.198,0.267,0.355,87.0,105.0,98.0,0.257,1.03,92.8,0.2,0.42,0.188,,,,,,,,,
4,2024-07-04,744996,Single,single,False,608369,650633,Corey Seager,Michael King,0,e52330f7-c974-4421-863f-7a672771c549,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,114.0,98.0,102.0,,,,0.254,,0.243,,0.245,-1.2,,-0.06,,1.28,93.5,,86.6,82.8,,0.269,0.452,0.201,0.381,0.714,0.237,,,,,,,0.198,0.267,0.355,87.0,105.0,98.0,0.257,1.03,92.8,0.2,0.42,0.188,,,,,,,,,
5,2024-07-04,744996,Strikeout,strikeout,True,663993,650633,Nathaniel Lowe,Michael King,0,8ce5d582-1a50-4394-9e73-4a629b88684a,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,114.0,98.0,102.0,,,,0.254,,0.243,,0.245,-1.2,,-0.06,,1.28,93.5,,86.6,82.8,,0.269,0.452,0.201,0.381,0.714,0.237,,,,,,,0.198,0.267,0.355,87.0,105.0,98.0,0.257,1.03,92.8,0.2,0.42,0.188,,,,,,,,,
6,2024-07-04,744996,Strikeout,strikeout,True,666969,650633,Adolis García,Michael King,0,c3c278e1-7b3c-44f6-867a-7799d638b529,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,114.0,98.0,102.0,,,,0.254,,0.243,,0.245,-1.2,,-0.06,,1.28,93.5,,86.6,82.8,,0.269,0.452,0.201,0.381,0.714,0.237,,,,,,,0.198,0.267,0.355,87.0,105.0,98.0,0.257,1.03,92.8,0.2,0.42,0.188,,,,,,,,,
7,2024-07-04,744996,Walk,walk,False,592518,453286,Manny Machado,Max Scherzer,0,f4b901f4-a6c3-44cb-8294-bd6b4d85fc20,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,108.0,108.0,106.0,116.0,120.0,103.0,0.451,0.082,0.213,0.144,0.11,1.51,2.74,0.43,-3.57,-1.54,92.7,86.7,83.1,85.2,74.9,0.194,0.389,0.161,0.222,0.37,0.447,0.267,0.333,0.16,0.333,0.75,0.318,0.167,0.5,0.227,,,,,,,,,,,,,,,,,,
8,2024-07-04,744996,Pop Out,field_out,True,456781,453286,Donovan Solano,Max Scherzer,0,61e74ff8-d536-40ad-9eee-a250149c6bf5,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,108.0,108.0,106.0,116.0,120.0,103.0,0.451,0.082,0.213,0.144,0.11,1.51,2.74,0.43,-3.57,-1.54,92.7,86.7,83.1,85.2,74.9,0.194,0.389,0.161,0.222,0.37,0.447,0.267,0.333,0.16,0.333,0.75,0.318,0.167,0.5,0.227,,,,,,,,,,,,,,,,,,
9,2024-07-04,744996,Strikeout,strikeout,True,444482,453286,David Peralta,Max Scherzer,0,0e9750c3-8b98-4e73-97ed-fba34155520c,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,108.0,108.0,106.0,116.0,120.0,103.0,0.451,0.082,0.213,0.144,0.11,1.51,2.74,0.43,-3.57,-1.54,92.7,86.7,83.1,85.2,74.9,0.194,0.389,0.161,0.222,0.37,0.447,0.267,0.333,0.16,0.333,0.75,0.318,0.167,0.5,0.227,,,,,,,,,,,,,,,,,,
