,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-11,746452,Flyout,field_out,True,680757,656427,Steven Kwan,Jack Flaherty,0,e6ddfb57-9bfe-42e2-bf37-9a18ab9ef863,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,
1,2024-07-11,746452,Groundout,field_out,True,682657,656427,Angel Martínez,Jack Flaherty,0,db8de427-949b-48d9-a2cd-eedb5690401b,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,
2,2024-07-11,746452,Strikeout,strikeout,True,608070,656427,José Ramírez,Jack Flaherty,0,0846f24a-eb63-4f23-a60d-8e76233a34e5,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,
3,2024-07-11,746452,Single,single,False,672761,675921,Wenceel Pérez,Spencer Howard,0,ac18061b-2fa2-4fe2-bd7e-93dd97ff9646,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,103.0,86.0,83.0,75.0,106.0,96.0,,,,102.0,105.0,101.0,,,,,0.513,0.263,,0.161,-1.44,,-2.33,,-1.96,93.9,80.2,,85.4,,0.349,0.508,0.201,0.394,0.606,0.338,0.333,0.333,0.0,0.222,0.389,0.323,,,,76.0,106.0,97.0,0.063,-1.72,75.7,,,,,,,,,
4,2024-07-11,746452,Strikeout,strikeout,True,690993,675921,Colt Keith,Spencer Howard,0,6fe36f2c-5013-4215-9b5c-920a81fe0c5b,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,103.0,86.0,83.0,75.0,106.0,96.0,,,,102.0,105.0,101.0,,,,,0.513,0.263,,0.161,-1.44,,-2.33,,-1.96,93.9,80.2,,85.4,,0.349,0.508,0.201,0.394,0.606,0.338,0.333,0.333,0.0,0.222,0.389,0.323,,,,76.0,106.0,97.0,0.063,-1.72,75.7,,,,,,,,,
5,2024-07-11,746452,Strikeout,strikeout,True,663837,675921,Matt Vierling,Spencer Howard,1,62759e99-75bd-4748-abe8-ded704ca77b9,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,103.0,86.0,83.0,75.0,106.0,96.0,,,,102.0,105.0,101.0,,,,,0.513,0.263,,0.161,-1.44,,-2.33,,-1.96,93.9,80.2,,85.4,,0.349,0.508,0.201,0.394,0.606,0.338,0.333,0.333,0.0,0.222,0.389,0.323,,,,76.0,106.0,97.0,0.063,-1.72,75.7,,,,,,,,,
6,2024-07-11,746452,Single,single,False,682985,675921,Riley Greene,Spencer Howard,1,9f1bd034-0964-4f62-9b90-cf5da74de437,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,103.0,86.0,83.0,75.0,106.0,96.0,,,,102.0,105.0,101.0,,,,,0.513,0.263,,0.161,-1.44,,-2.33,,-1.96,93.9,80.2,,85.4,,0.349,0.508,0.201,0.394,0.606,0.338,0.333,0.333,0.0,0.222,0.389,0.323,,,,76.0,106.0,97.0,0.063,-1.72,75.7,,,,,,,,,
7,2024-07-11,746452,Groundout,field_out,True,608348,675921,Carson Kelly,Spencer Howard,0,d5b96b52-910c-4bf2-a058-e0f5148c560c,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,103.0,86.0,83.0,75.0,106.0,96.0,,,,102.0,105.0,101.0,,,,,0.513,0.263,,0.161,-1.44,,-2.33,,-1.96,93.9,80.2,,85.4,,0.349,0.508,0.201,0.394,0.606,0.338,0.333,0.333,0.0,0.222,0.389,0.323,,,,76.0,106.0,97.0,0.063,-1.72,75.7,,,,,,,,,
8,2024-07-11,746452,Groundout,field_out,True,682177,656427,Daniel Schneemann,Jack Flaherty,0,0ddd8d63-3e4d-4be1-be3e-52bb9f080573,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,
9,2024-07-11,746452,Lineout,field_out,True,681807,656427,David Fry,Jack Flaherty,0,bcc68f7f-f893-4083-9f26-538741a4dfde,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,
